"plh0174","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Full Time","Male","51","0.036332736635966","0.0265065470045655","0.0461589262673665","0"
"0 Completely dissatisfied","1984","Full Time","Female","19","","","","0"
"0 Completely dissatisfied","1984","Part Time","Male","12","","","","0"
"0 Completely dissatisfied","1984","Part Time","Female","7","","","","0"
"0 Completely dissatisfied","1984","Not Working","Male","14","","","","0"
"0 Completely dissatisfied","1984","Not Working","Female","28","","","","0"
"1 on Scale 1 to 10","1984","Full Time","Male","24","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Female","7","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Male","2","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Female","7","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Male","7","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Female","34","0.0109083875965704","0.00724775054661335","0.0145690246465275","1"
"10 Completely satisfied","1984","Full Time","Female","255","0.179624821161924","0.159415305461832","0.199834336862016","10"
"10 Completely satisfied","1984","Full Time","Male","263","0.179021640082811","0.158889443917408","0.199153836248215","10"
"10 Completely satisfied","1984","Part Time","Male","32","0.136401258202285","0.0935991852344393","0.17920333117013","10"
"10 Completely satisfied","1984","Not Working","Female","688","0.224777616864019","0.210066426542295","0.239488807185744","10"
"10 Completely satisfied","1984","Part Time","Female","223","0.193431901460969","0.170442580977204","0.216421221944734","10"
"10 Completely satisfied","1984","Not Working","Male","84","0.161738661877459","0.131875326714917","0.191601997040002","10"
"2 on Scale 1 to 10","1984","Full Time","Male","46","0.0309146302837443","0.0218252226679728","0.0400040378995158","2"
"2 on Scale 1 to 10","1984","Full Time","Female","38","0.0250564370267459","0.0168280280060111","0.0332848460474807","2"
"2 on Scale 1 to 10","1984","Part Time","Male","17","","","","2"
"2 on Scale 1 to 10","1984","Part Time","Female","19","","","","2"
"2 on Scale 1 to 10","1984","Not Working","Male","21","","","","2"
"2 on Scale 1 to 10","1984","Not Working","Female","55","0.0178470781829838","0.0131812230495617","0.0225129333164058","2"
"3 on Scale 1 to 10","1984","Full Time","Female","61","0.0440438152134076","0.0332412241630142","0.0548464062638011","3"
"3 on Scale 1 to 10","1984","Part Time","Male","13","","","","3"
"3 on Scale 1 to 10","1984","Full Time","Male","83","0.0646224200864924","0.0517114873086738","0.0775333528643111","3"
"3 on Scale 1 to 10","1984","Part Time","Female","46","0.0412012159524295","0.0296331616738415","0.0527692702310175","3"
"3 on Scale 1 to 10","1984","Not Working","Male","39","0.0685163030205535","0.0480270437863702","0.0890055622547368","3"
"3 on Scale 1 to 10","1984","Not Working","Female","86","0.0269087952958796","0.0212060755120574","0.0326115150797018","3"
"4 on Scale 1 to 10","1984","Full Time","Female","66","0.0461986741740595","0.0351474549821044","0.0572498933660147","4"
"4 on Scale 1 to 10","1984","Part Time","Female","55","0.0439873756939346","0.0320519640080045","0.0559227873798646","4"
"4 on Scale 1 to 10","1984","Part Time","Male","16","","","","4"
"4 on Scale 1 to 10","1984","Full Time","Male","73","0.0529935414493293","0.0412293935727513","0.0647576893259074","4"
"4 on Scale 1 to 10","1984","Not Working","Male","42","0.0691991240266851","0.0486155702892942","0.0897826777640759","4"
"4 on Scale 1 to 10","1984","Not Working","Female","109","0.0362355904815806","0.0296497494338277","0.0428214315293335","4"
"5 on Scale 1 to 10","1984","Full Time","Male","292","0.211402674593136","0.189961161899237","0.232844187287036","5"
"5 on Scale 1 to 10","1984","Full Time","Female","232","0.184569723823138","0.164145755733597","0.20499369191268","5"
"5 on Scale 1 to 10","1984","Not Working","Female","374","0.123370849981445","0.111781145470671","0.13496055449222","5"
"5 on Scale 1 to 10","1984","Part Time","Male","52","0.230084515790625","0.177595934104709","0.282573097476541","5"
"5 on Scale 1 to 10","1984","Part Time","Female","172","0.15152817968961","0.130658923124671","0.17239743625455","5"
