"plh0174","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1985","in school","Urban Area","","","","","0"
"0 Completely dissatisfied","1985","in school","Rural Area","","","","","0"
"0 Completely dissatisfied","1985","inadequately","Urban Area","1","","","","0"
"0 Completely dissatisfied","1985","inadequately","Rural Area","1","","","","0"
"0 Completely dissatisfied","1985","general elemantary","Urban Area","12","","","","0"
"0 Completely dissatisfied","1985","general elemantary","Rural Area","5","","","","0"
"0 Completely dissatisfied","1985","middle vocational","Urban Area","21","","","","0"
"0 Completely dissatisfied","1985","middle vocational","Rural Area","8","","","","0"
"0 Completely dissatisfied","1985","vocational + Abi","Urban Area","3","","","","0"
"0 Completely dissatisfied","1985","vocational + Abi","Rural Area","1","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Urban Area","1","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Rural Area","","","","","0"
"0 Completely dissatisfied","1985","higher education","Urban Area","4","","","","0"
"0 Completely dissatisfied","1985","higher education","Rural Area","1","","","","0"
"1 on Scale 1 to 10","1985","higher education","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Rural Area","","","","","1"
"1 on Scale 1 to 10","1985","in school","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1985","middle vocational","Urban Area","17","","","","1"
"1 on Scale 1 to 10","1985","higher education","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1985","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Urban Area","3","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Urban Area","11","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1985","middle vocational","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Rural Area","","","","","1"
"10 Completely satisfied","1985","in school","Urban Area","6","","","","10"
"10 Completely satisfied","1985","in school","Rural Area","2","","","","10"
"10 Completely satisfied","1985","inadequately","Urban Area","86","0.19032325308894","0.155422747697188","0.225223758480692","10"
"10 Completely satisfied","1985","general elemantary","Urban Area","280","0.190085258156113","0.170577091626839","0.209593424685387","10"
"10 Completely satisfied","1985","general elemantary","Rural Area","123","0.246005956016059","0.207911294986313","0.284100617045805","10"
"10 Completely satisfied","1985","middle vocational","Urban Area","357","0.163508131559626","0.148403794737359","0.178612468381892","10"
"10 Completely satisfied","1985","middle vocational","Rural Area","114","0.186265199316173","0.155139568595851","0.217390830036495","10"
"10 Completely satisfied","1985","vocational + Abi","Urban Area","17","","","","10"
"10 Completely satisfied","1985","vocational + Abi","Rural Area","4","","","","10"
"10 Completely satisfied","1985","higher vocational","Urban Area","44","0.162977537355033","0.118424372508842","0.207530702201225","10"
"10 Completely satisfied","1985","higher education","Urban Area","30","0.10957305491043","0.0741087876792862","0.145037322141575","10"
"10 Completely satisfied","1985","higher education","Rural Area","8","","","","10"
"10 Completely satisfied","1985","inadequately","Rural Area","10","","","","10"
"10 Completely satisfied","1985","higher vocational","Rural Area","17","","","","10"
"2 on Scale 1 to 10","1985","in school","Urban Area","4","","","","2"
"2 on Scale 1 to 10","1985","inadequately","Urban Area","11","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","Rural Area","13","","","","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Urban Area","3","","","","2"
"2 on Scale 1 to 10","1985","in school","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Rural Area","3","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","Urban Area","45","0.0183515824849226","0.0128698748675011","0.0238332901023441","2"
"2 on Scale 1 to 10","1985","inadequately","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1985","higher education","Rural Area","","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Urban Area","22","","","","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Rural Area","1","","","","2"
