"plh0174","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","in school","Male","1","","","","0"
"0 Completely dissatisfied","1984","in school","Female","1","","","","0"
"0 Completely dissatisfied","1984","inadequately","Male","4","","","","0"
"0 Completely dissatisfied","1984","inadequately","Female","3","","","","0"
"0 Completely dissatisfied","1984","general elemantary","Male","23","","","","0"
"0 Completely dissatisfied","1984","general elemantary","Female","15","","","","0"
"0 Completely dissatisfied","1984","middle vocational","Male","39","0.0272219740035545","0.0179645657868813","0.0364793822202278","0"
"0 Completely dissatisfied","1984","middle vocational","Female","27","","","","0"
"0 Completely dissatisfied","1984","vocational + Abi","Male","1","","","","0"
"0 Completely dissatisfied","1984","vocational + Abi","Female","1","","","","0"
"0 Completely dissatisfied","1984","higher vocational","Male","3","","","","0"
"0 Completely dissatisfied","1984","higher vocational","Female","2","","","","0"
"0 Completely dissatisfied","1984","higher education","Male","6","","","","0"
"0 Completely dissatisfied","1984","higher education","Female","5","","","","0"
"1 on Scale 1 to 10","1984","higher education","Male","3","","","","1"
"1 on Scale 1 to 10","1984","inadequately","Female","3","","","","1"
"1 on Scale 1 to 10","1984","middle vocational","Male","16","","","","1"
"1 on Scale 1 to 10","1984","higher education","Female","6","","","","1"
"1 on Scale 1 to 10","1984","in school","Male","","","","","1"
"1 on Scale 1 to 10","1984","higher vocational","Male","3","","","","1"
"1 on Scale 1 to 10","1984","higher vocational","Female","2","","","","1"
"1 on Scale 1 to 10","1984","in school","Female","2","","","","1"
"1 on Scale 1 to 10","1984","inadequately","Male","","","","","1"
"1 on Scale 1 to 10","1984","general elemantary","Male","11","","","","1"
"1 on Scale 1 to 10","1984","general elemantary","Female","16","","","","1"
"1 on Scale 1 to 10","1984","middle vocational","Female","18","","","","1"
"1 on Scale 1 to 10","1984","vocational + Abi","Male","","","","","1"
"1 on Scale 1 to 10","1984","vocational + Abi","Female","1","","","","1"
"10 Completely satisfied","1984","middle vocational","Male","209","0.183299694278636","0.16128893820385","0.205310450353423","10"
"10 Completely satisfied","1984","vocational + Abi","Male","10","","","","10"
"10 Completely satisfied","1984","higher education","Female","30","0.136716673444058","0.0925096253106896","0.180923721577427","10"
"10 Completely satisfied","1984","middle vocational","Female","475","0.207862676239248","0.191358058164992","0.224367294313503","10"
"10 Completely satisfied","1984","higher vocational","Male","26","","","","10"
"10 Completely satisfied","1984","in school","Male","2","","","","10"
"10 Completely satisfied","1984","in school","Female","3","","","","10"
"10 Completely satisfied","1984","inadequately","Male","30","0.161711337142165","0.108220495967293","0.215202178317037","10"
"10 Completely satisfied","1984","general elemantary","Male","72","0.15675933386772","0.121652476162104","0.191866191573337","10"
"10 Completely satisfied","1984","general elemantary","Female","465","0.222556569338061","0.204706268200765","0.240406870475357","10"
"10 Completely satisfied","1984","vocational + Abi","Female","16","","","","10"
"10 Completely satisfied","1984","higher education","Male","27","","","","10"
"10 Completely satisfied","1984","inadequately","Female","123","0.203694554273399","0.170485736186235","0.236903372360563","10"
"10 Completely satisfied","1984","higher vocational","Female","48","0.211309032807161","0.160190602039423","0.262427463574899","10"
"2 on Scale 1 to 10","1984","in school","Male","2","","","","2"
"2 on Scale 1 to 10","1984","inadequately","Male","12","","","","2"
"2 on Scale 1 to 10","1984","middle vocational","Female","43","0.0162339680613883","0.01109382462308","0.0213741114996966","2"
"2 on Scale 1 to 10","1984","middle vocational","Male","46","0.0364253682855969","0.0257675727042767","0.0470831638669172","2"
"2 on Scale 1 to 10","1984","in school","Female","2","","","","2"
"2 on Scale 1 to 10","1984","vocational + Abi","Male","5","","","","2"
"2 on Scale 1 to 10","1984","higher education","Female","9","","","","2"
"2 on Scale 1 to 10","1984","general elemantary","Female","32","0.0148757093374179","0.00968083203022178","0.020070586644614","2"
"2 on Scale 1 to 10","1984","inadequately","Female","11","","","","2"
"2 on Scale 1 to 10","1984","general elemantary","Male","12","","","","2"
"2 on Scale 1 to 10","1984","vocational + Abi","Female","5","","","","2"
"2 on Scale 1 to 10","1984","higher vocational","Male","1","","","","2"
"2 on Scale 1 to 10","1984","higher vocational","Female","9","","","","2"
"2 on Scale 1 to 10","1984","higher education","Male","6","","","","2"
"3 on Scale 1 to 10","1984","in school","Female","2","","","","3"
"3 on Scale 1 to 10","1984","in school","Male","1","","","","3"
"3 on Scale 1 to 10","1984","inadequately","Male","7","","","","3"
"3 on Scale 1 to 10","1984","inadequately","Female","25","","","","3"
"3 on Scale 1 to 10","1984","general elemantary","Male","29","","","","3"
"3 on Scale 1 to 10","1984","general elemantary","Female","64","0.0329999934629754","0.0253341295647414","0.0406658573612094","3"
"3 on Scale 1 to 10","1984","vocational + Abi","Male","5","","","","3"
"3 on Scale 1 to 10","1984","vocational + Abi","Female","5","","","","3"
"3 on Scale 1 to 10","1984","higher vocational","Male","14","","","","3"
"3 on Scale 1 to 10","1984","higher vocational","Female","10","","","","3"
"3 on Scale 1 to 10","1984","middle vocational","Male","70","0.0625993658639683","0.0488186962778064","0.0763800354501303","3"
"3 on Scale 1 to 10","1984","middle vocational","Female","67","0.0255388311710405","0.0191223080914663","0.0319553542506146","3"
"3 on Scale 1 to 10","1984","higher education","Male","8","","","","3"
"3 on Scale 1 to 10","1984","higher education","Female","15","","","","3"
"4 on Scale 1 to 10","1984","middle vocational","Male","69","0.0579769160408486","0.0446821389745464","0.0712716931071509","4"
"4 on Scale 1 to 10","1984","higher education","Male","15","","","","4"
"4 on Scale 1 to 10","1984","general elemantary","Female","78","0.0378085761359414","0.029623610867105","0.0459935414047779","4"
"4 on Scale 1 to 10","1984","higher vocational","Female","13","","","","4"
"4 on Scale 1 to 10","1984","higher vocational","Male","3","","","","4"
"4 on Scale 1 to 10","1984","in school","Female","3","","","","4"
"4 on Scale 1 to 10","1984","inadequately","Male","10","","","","4"
"4 on Scale 1 to 10","1984","inadequately","Female","21","","","","4"
"4 on Scale 1 to 10","1984","general elemantary","Male","26","","","","4"
"4 on Scale 1 to 10","1984","middle vocational","Female","94","0.0370677679378032","0.0293833130910993","0.044752222784507","4"
"4 on Scale 1 to 10","1984","vocational + Abi","Male","4","","","","4"
"4 on Scale 1 to 10","1984","higher education","Female","14","","","","4"
"4 on Scale 1 to 10","1984","in school","Male","3","","","","4"
"4 on Scale 1 to 10","1984","vocational + Abi","Female","6","","","","4"
"5 on Scale 1 to 10","1984","in school","Male","7","","","","5"
"5 on Scale 1 to 10","1984","in school","Female","7","","","","5"
"5 on Scale 1 to 10","1984","middle vocational","Male","247","0.205945227984241","0.182940143728579","0.228950312239903","5"
"5 on Scale 1 to 10","1984","middle vocational","Female","343","0.14304688991233","0.128806078903199","0.157287700921461","5"
"5 on Scale 1 to 10","1984","vocational + Abi","Male","21","","","","5"
"5 on Scale 1 to 10","1984","vocational + Abi","Female","18","","","","5"
"5 on Scale 1 to 10","1984","higher vocational","Female","36","0.144617227287072","0.100576415672547","0.188658038901596","5"
"5 on Scale 1 to 10","1984","higher education","Male","32","0.180782710336802","0.12424788025427","0.237317540419334","5"
