"plh0174","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Full Time","1-pers.-HH","12","","","","0"
"0 Completely dissatisfied","1984","Full Time","(Married) couple without C. ","5","","","","0"
"0 Completely dissatisfied","1984","Full Time","Single parent ","6","","","","0"
"0 Completely dissatisfied","1984","Full Time","Couple + C. LE 16 ","17","","","","0"
"0 Completely dissatisfied","1984","Full Time","Couple + C. GT 16 ","8","","","","0"
"0 Completely dissatisfied","1984","Full Time","Couple + C. LE and GT 16","16","","","","0"
"0 Completely dissatisfied","1984","Part Time","1-pers.-HH","4","","","","0"
"0 Completely dissatisfied","1984","Part Time","(Married) couple without C. ","2","","","","0"
"0 Completely dissatisfied","1984","Part Time","Single parent ","2","","","","0"
"0 Completely dissatisfied","1984","Part Time","Couple + C. LE 16 ","3","","","","0"
"0 Completely dissatisfied","1984","Part Time","Couple + C. GT 16 ","2","","","","0"
"0 Completely dissatisfied","1984","Part Time","Couple + C. LE and GT 16","2","","","","0"
"0 Completely dissatisfied","1984","Not Working","1-pers.-HH","5","","","","0"
"0 Completely dissatisfied","1984","Not Working","(Married) couple without C. ","6","","","","0"
"0 Completely dissatisfied","1984","Not Working","Single parent ","3","","","","0"
"0 Completely dissatisfied","1984","Not Working","Couple + C. LE 16 ","7","","","","0"
"0 Completely dissatisfied","1984","Not Working","Couple + C. GT 16 ","8","","","","0"
"0 Completely dissatisfied","1984","Not Working","Couple + C. LE and GT 16","8","","","","0"
"1 on Scale 1 to 10","1984","Full Time","1-pers.-HH","6","","","","1"
"1 on Scale 1 to 10","1984","Full Time","(Married) couple without C. ","4","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Single parent ","2","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Couple + C. LE 16 ","7","","","","1"
"1 on Scale 1 to 10","1984","Part Time","1-pers.-HH","3","","","","1"
"1 on Scale 1 to 10","1984","Part Time","(Married) couple without C. ","","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Couple + C. GT 16 ","1","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Couple + C. LE and GT 16","2","","","","1"
"1 on Scale 1 to 10","1984","Not Working","1-pers.-HH","9","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Single parent ","3","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Couple + C. LE 16 ","8","","","","1"
"1 on Scale 1 to 10","1984","Not Working","(Married) couple without C. ","7","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Couple + C. GT 16 ","7","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Couple + C. LE and GT 16","3","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Single parent ","1","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Couple + C. LE 16 ","2","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Couple + C. GT 16 ","6","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Couple + C. LE and GT 16","4","","","","1"
"10 Completely satisfied","1984","Full Time","(Married) couple without C. ","132","0.208846112981132","0.177378575536293","0.240313650425971","10"
"10 Completely satisfied","1984","Part Time","Couple + C. LE 16 ","84","0.186569243646254","0.150414858365816","0.222723628926691","10"
"10 Completely satisfied","1984","Full Time","1-pers.-HH","63","0.146709251047027","0.113611910426295","0.179806591667759","10"
"10 Completely satisfied","1984","Full Time","Single parent ","22","","","","10"
"10 Completely satisfied","1984","Full Time","Couple + C. LE 16 ","163","0.21170658050489","0.182528163130234","0.240884997879545","10"
