"plh0179","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","in school","Male","","","","","0"
"0 Completely dissatisfied","1990","in school","Female","","","","","0"
"0 Completely dissatisfied","1990","inadequately","Male","","","","","0"
"0 Completely dissatisfied","1990","inadequately","Female","","","","","0"
"0 Completely dissatisfied","1990","general elemantary","Male","4","","","","0"
"0 Completely dissatisfied","1990","general elemantary","Female","3","","","","0"
"0 Completely dissatisfied","1990","middle vocational","Male","19","","","","0"
"0 Completely dissatisfied","1990","middle vocational","Female","17","","","","0"
"0 Completely dissatisfied","1990","vocational + Abi","Male","","","","","0"
"0 Completely dissatisfied","1990","vocational + Abi","Female","1","","","","0"
"0 Completely dissatisfied","1990","higher vocational","Male","2","","","","0"
"0 Completely dissatisfied","1990","higher vocational","Female","","","","","0"
"0 Completely dissatisfied","1990","higher education","Male","5","","","","0"
"0 Completely dissatisfied","1990","higher education","Female","1","","","","0"
"1 on Scale 1 to 10","1990","inadequately","Female","","","","","1"
"1 on Scale 1 to 10","1990","inadequately","Male","","","","","1"
"1 on Scale 1 to 10","1990","general elemantary","Female","","","","","1"
"1 on Scale 1 to 10","1990","middle vocational","Male","3","","","","1"
"1 on Scale 1 to 10","1990","higher education","Male","","","","","1"
"1 on Scale 1 to 10","1990","higher vocational","Female","","","","","1"
"1 on Scale 1 to 10","1990","general elemantary","Male","1","","","","1"
"1 on Scale 1 to 10","1990","in school","Male","","","","","1"
"1 on Scale 1 to 10","1990","in school","Female","","","","","1"
"1 on Scale 1 to 10","1990","higher vocational","Male","","","","","1"
"1 on Scale 1 to 10","1990","higher education","Female","3","","","","1"
"1 on Scale 1 to 10","1990","middle vocational","Female","5","","","","1"
"1 on Scale 1 to 10","1990","vocational + Abi","Male","","","","","1"
"1 on Scale 1 to 10","1990","vocational + Abi","Female","","","","","1"
"10 Completely satisfied","1990","in school","Male","","","","","10"
"10 Completely satisfied","1990","in school","Female","","","","","10"
"10 Completely satisfied","1990","inadequately","Male","1","","","","10"
"10 Completely satisfied","1990","inadequately","Female","","","","","10"
"10 Completely satisfied","1990","general elemantary","Male","5","","","","10"
"10 Completely satisfied","1990","general elemantary","Female","13","","","","10"
"10 Completely satisfied","1990","middle vocational","Male","149","0.345278829524739","0.300802493949273","0.389755165100206","10"
"10 Completely satisfied","1990","middle vocational","Female","156","0.357520020695293","0.312533248953841","0.402506792436746","10"
"10 Completely satisfied","1990","vocational + Abi","Male","6","","","","10"
"10 Completely satisfied","1990","vocational + Abi","Female","5","","","","10"
"10 Completely satisfied","1990","higher vocational","Male","29","","","","10"
"10 Completely satisfied","1990","higher vocational","Female","5","","","","10"
"10 Completely satisfied","1990","higher education","Male","36","0.212100606236135","0.147744674845313","0.276456537626957","10"
"10 Completely satisfied","1990","higher education","Female","86","0.285888497156591","0.232964768934885","0.338812225378297","10"
"2 on Scale 1 to 10","1990","general elemantary","Female","2","","","","2"
