"plh0179","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","no migration background","Urban Area","14","","","","0"
"0 Completely dissatisfied","1990","no migration background","Rural Area","36","0.0490748249313187","0.0351459943027764","0.0630036555598611","0"
"0 Completely dissatisfied","1990","direct migration background","Urban Area","1","","","","0"
"0 Completely dissatisfied","1990","direct migration background","Rural Area","1","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","Urban Area","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1990","direct migration background","Urban Area","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","Urban Area","5","","","","1"
"1 on Scale 1 to 10","1990","direct migration background","Rural Area","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","Rural Area","7","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","Urban Area","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1990","no migration background","Rural Area","316","0.336049020513481","0.305592419759005","0.366505621267956","10"
"10 Completely satisfied","1990","direct migration background","Rural Area","5","","","","10"
"10 Completely satisfied","1990","no migration background","Urban Area","156","0.319097369957872","0.278199382595411","0.359995357320332","10"
"10 Completely satisfied","1990","direct migration background","Urban Area","2","","","","10"
"10 Completely satisfied","1990","indirect migration background","Urban Area","","","","","10"
"10 Completely satisfied","1990","indirect migration background","Rural Area","","","","","10"
"2 on Scale 1 to 10","1990","no migration background","Urban Area","15","","","","2"
"2 on Scale 1 to 10","1990","no migration background","Rural Area","13","","","","2"
"2 on Scale 1 to 10","1990","direct migration background","Urban Area","1","","","","2"
"2 on Scale 1 to 10","1990","direct migration background","Rural Area","","","","","2"
"2 on Scale 1 to 10","1990","indirect migration background","Urban Area","","","","","2"
"2 on Scale 1 to 10","1990","indirect migration background","Rural Area","","","","","2"
"3 on Scale 1 to 10","1990","no migration background","Urban Area","18","","","","3"
"3 on Scale 1 to 10","1990","no migration background","Rural Area","25","","","","3"
"3 on Scale 1 to 10","1990","direct migration background","Urban Area","","","","","3"
"3 on Scale 1 to 10","1990","direct migration background","Rural Area","1","","","","3"
"3 on Scale 1 to 10","1990","indirect migration background","Urban Area","","","","","3"
"3 on Scale 1 to 10","1990","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1990","no migration background","Urban Area","18","","","","4"
"4 on Scale 1 to 10","1990","no migration background","Rural Area","18","","","","4"
"4 on Scale 1 to 10","1990","direct migration background","Urban Area","","","","","4"
"4 on Scale 1 to 10","1990","direct migration background","Rural Area","","","","","4"
"4 on Scale 1 to 10","1990","indirect migration background","Rural Area","","","","","4"
"4 on Scale 1 to 10","1990","indirect migration background","Urban Area","","","","","4"
"5 on Scale 1 to 10","1990","no migration background","Urban Area","56","0.107607693386983","0.0804184333636108","0.134796953410356","5"
"5 on Scale 1 to 10","1990","no migration background","Rural Area","92","0.0921209486915644","0.0734741061349054","0.110767791248223","5"
"5 on Scale 1 to 10","1990","direct migration background","Urban Area","","","","","5"
"5 on Scale 1 to 10","1990","direct migration background","Rural Area","","","","","5"
"5 on Scale 1 to 10","1990","indirect migration background","Urban Area","","","","","5"
"5 on Scale 1 to 10","1990","indirect migration background","Rural Area","","","","","5"
"6 on Scale 1 to 10","1990","no migration background","Urban Area","21","","","","6"
"6 on Scale 1 to 10","1990","no migration background","Rural Area","39","0.048444261830234","0.0346006187708774","0.0622879048895905","6"
"6 on Scale 1 to 10","1990","direct migration background","Urban Area","1","","","","6"
"6 on Scale 1 to 10","1990","direct migration background","Rural Area","","","","","6"
"6 on Scale 1 to 10","1990","indirect migration background","Urban Area","","","","","6"
"6 on Scale 1 to 10","1990","indirect migration background","Rural Area","","","","","6"
"7 on Scale 1 to 10","1990","no migration background","Urban Area","40","0.0870207716501162","0.062289882455033","0.1117516608452","7"
"7 on Scale 1 to 10","1990","no migration background","Rural Area","77","0.0793039668291722","0.0618811770241796","0.0967267566341647","7"
"7 on Scale 1 to 10","1990","direct migration background","Urban Area","3","","","","7"
"7 on Scale 1 to 10","1990","direct migration background","Rural Area","","","","","7"
