"plh0179","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","16-34 y.","in school","","","","","0"
"0 Completely dissatisfied","1990","16-34 y.","inadequately","","","","","0"
"0 Completely dissatisfied","1990","16-34 y.","general elemantary","2","","","","0"
"0 Completely dissatisfied","1990","16-34 y.","middle vocational","32","0.0618794271822541","0.0428836824032835","0.0808751719612247","0"
"0 Completely dissatisfied","1990","16-34 y.","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1990","16-34 y.","higher vocational","2","","","","0"
"0 Completely dissatisfied","1990","16-34 y.","higher education","2","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","in school","","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","inadequately","","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","general elemantary","5","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","middle vocational","4","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","higher vocational","","","","","0"
"0 Completely dissatisfied","1990","35-65 y.","higher education","3","","","","0"
"0 Completely dissatisfied","1990","66 and older","in school","","","","","0"
"0 Completely dissatisfied","1990","66 and older","inadequately","","","","","0"
"0 Completely dissatisfied","1990","66 and older","general elemantary","","","","","0"
"0 Completely dissatisfied","1990","66 and older","middle vocational","","","","","0"
"0 Completely dissatisfied","1990","66 and older","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1990","66 and older","higher vocational","","","","","0"
"0 Completely dissatisfied","1990","66 and older","higher education","1","","","","0"
"1 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","66 and older","middle vocational","","","","","1"
"1 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","1"
"1 on Scale 1 to 10","1990","66 and older","higher education","","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","general elemantary","1","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","middle vocational","6","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","higher vocational","","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","higher education","1","","","","1"
"1 on Scale 1 to 10","1990","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","1990","66 and older","inadequately","","","","","1"
"1 on Scale 1 to 10","1990","66 and older","general elemantary","","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","general elemantary","","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","middle vocational","2","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","in school","","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","higher vocational","","","","","1"
"1 on Scale 1 to 10","1990","16-34 y.","higher education","2","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","in school","","","","","1"
"1 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","1"
"10 Completely satisfied","1990","66 and older","higher education","","","","","10"
"10 Completely satisfied","1990","66 and older","middle vocational","","","","","10"
"10 Completely satisfied","1990","66 and older","vocational + Abi","","","","","10"
"10 Completely satisfied","1990","66 and older","higher vocational","","","","","10"
"10 Completely satisfied","1990","16-34 y.","in school","","","","","10"
"10 Completely satisfied","1990","16-34 y.","inadequately","","","","","10"
"10 Completely satisfied","1990","16-34 y.","general elemantary","10","","","","10"
"10 Completely satisfied","1990","16-34 y.","middle vocational","214","0.349427647585759","0.311836958479478","0.38701833669204","10"
"10 Completely satisfied","1990","16-34 y.","vocational + Abi","8","","","","10"
"10 Completely satisfied","1990","16-34 y.","higher vocational","17","","","","10"
"10 Completely satisfied","1990","16-34 y.","higher education","81","0.285053359933712","0.230700168305563","0.339406551561861","10"
"10 Completely satisfied","1990","35-65 y.","in school","","","","","10"
"10 Completely satisfied","1990","35-65 y.","inadequately","1","","","","10"
"10 Completely satisfied","1990","35-65 y.","general elemantary","7","","","","10"
"10 Completely satisfied","1990","35-65 y.","middle vocational","91","0.358894201265808","0.300134959688722","0.417653442842894","10"
"10 Completely satisfied","1990","35-65 y.","vocational + Abi","3","","","","10"
"10 Completely satisfied","1990","35-65 y.","higher vocational","17","","","","10"
"10 Completely satisfied","1990","35-65 y.","higher education","41","0.218771618676613","0.156442751312577","0.281100486040649","10"
"10 Completely satisfied","1990","66 and older","in school","","","","","10"
"10 Completely satisfied","1990","66 and older","inadequately","","","","","10"
"10 Completely satisfied","1990","66 and older","general elemantary","1","","","","10"
"2 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1990","66 and older","middle vocational","","","","","2"
"2 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","in school","","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","general elemantary","2","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","middle vocational","15","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","2","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","higher vocational","2","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","higher education","4","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","general elemantary","","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","middle vocational","4","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","higher vocational","","","","","2"
"2 on Scale 1 to 10","1990","35-65 y.","higher education","2","","","","2"
"2 on Scale 1 to 10","1990","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","1990","66 and older","inadequately","","","","","2"
"2 on Scale 1 to 10","1990","66 and older","general elemantary","","","","","2"
"2 on Scale 1 to 10","1990","66 and older","higher education","","","","","2"
"3 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","3"
"3 on Scale 1 to 10","1990","66 and older","higher education","","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","higher education","6","","","","3"
"3 on Scale 1 to 10","1990","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","1990","66 and older","middle vocational","","","","","3"
"3 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","higher vocational","","","","","3"
"3 on Scale 1 to 10","1990","66 and older","inadequately","","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","in school","","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","general elemantary","2","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","middle vocational","16","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","higher vocational","","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","higher education","14","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","general elemantary","2","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","middle vocational","4","","","","3"
"3 on Scale 1 to 10","1990","66 and older","general elemantary","1","","","","3"
"4 on Scale 1 to 10","1990","35-65 y.","middle vocational","5","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","4"
"4 on Scale 1 to 10","1990","66 and older","higher education","","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","general elemantary","","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","middle vocational","10","","","","4"
"4 on Scale 1 to 10","1990","66 and older","middle vocational","","","","","4"
"4 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","higher vocational","2","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","in school","","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","2","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","higher education","6","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","in school","","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","general elemantary","2","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","higher vocational","2","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","higher education","7","","","","4"
"4 on Scale 1 to 10","1990","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","1990","66 and older","inadequately","","","","","4"
"4 on Scale 1 to 10","1990","66 and older","general elemantary","","","","","4"
"5 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1990","66 and older","middle vocational","","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","in school","","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","general elemantary","3","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","middle vocational","71","0.112040838244828","0.0871729719056549","0.136908704584","5"
"5 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","4","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","higher vocational","3","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","higher education","15","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","in school","","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","general elemantary","3","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","middle vocational","32","0.109854597541104","0.0715485182241579","0.14816067685805","5"
"5 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","higher vocational","6","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","higher education","19","","","","5"
"5 on Scale 1 to 10","1990","66 and older","in school","","","","","5"
"5 on Scale 1 to 10","1990","66 and older","inadequately","","","","","5"
"5 on Scale 1 to 10","1990","66 and older","general elemantary","","","","","5"
"5 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","5"
"5 on Scale 1 to 10","1990","66 and older","higher education","","","","","5"
"6 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","6"
"6 on Scale 1 to 10","1990","66 and older","higher education","","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","higher vocational","1","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","higher education","8","","","","6"
"6 on Scale 1 to 10","1990","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","1990","66 and older","middle vocational","","","","","6"
"6 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","general elemantary","","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","middle vocational","14","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","general elemantary","1","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","middle vocational","20","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","1","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","higher vocational","1","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","higher education","14","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","6"
"6 on Scale 1 to 10","1990","66 and older","inadequately","","","","","6"
"6 on Scale 1 to 10","1990","66 and older","general elemantary","1","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","in school","","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","6"
"7 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","middle vocational","20","","","","7"
"7 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","7"
"7 on Scale 1 to 10","1990","66 and older","higher education","","","","","7"
"7 on Scale 1 to 10","1990","66 and older","middle vocational","","","","","7"
"7 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","general elemantary","1","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","higher vocational","2","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","higher education","23","","","","7"
"7 on Scale 1 to 10","1990","66 and older","in school","","","","","7"
"7 on Scale 1 to 10","1990","66 and older","inadequately","","","","","7"
"7 on Scale 1 to 10","1990","66 and older","general elemantary","","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","in school","","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","general elemantary","3","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","middle vocational","48","0.07437883937023","0.0536919501243877","0.0950657286160722","7"
"7 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","2","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","higher vocational","2","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","higher education","21","","","","7"
"7 on Scale 1 to 10","1990","35-65 y.","in school","","","","","7"
"8 on Scale 1 to 10","1990","66 and older","middle vocational","","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","general elemantary","3","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","middle vocational","110","0.182833563206904","0.152359029060433","0.213308097353374","8"
"8 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","5","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","higher vocational","4","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","higher education","60","0.226336149058786","0.175953816778243","0.276718481339329","8"
"8 on Scale 1 to 10","1990","35-65 y.","in school","","","","","8"
"8 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","8"
"8 on Scale 1 to 10","1990","35-65 y.","general elemantary","3","","","","8"
"8 on Scale 1 to 10","1990","35-65 y.","middle vocational","52","0.208269285445935","0.158526572415236","0.258011998476634","8"
"8 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","3","","","","8"
"8 on Scale 1 to 10","1990","35-65 y.","higher vocational","9","","","","8"
"8 on Scale 1 to 10","1990","35-65 y.","higher education","47","0.265484020039469","0.198906968843089","0.332061071235848","8"
"8 on Scale 1 to 10","1990","66 and older","in school","","","","","8"
"8 on Scale 1 to 10","1990","66 and older","inadequately","","","","","8"
"8 on Scale 1 to 10","1990","66 and older","general elemantary","1","","","","8"
"8 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","8"
"8 on Scale 1 to 10","1990","66 and older","higher education","","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","in school","","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","inadequately","1","","","","8"
"9 on Scale 1 to 10","1990","66 and older","middle vocational","1","","","","9"
"9 on Scale 1 to 10","1990","66 and older","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1990","66 and older","higher vocational","","","","","9"
"9 on Scale 1 to 10","1990","66 and older","higher education","","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","inadequately","","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","general elemantary","1","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","middle vocational","76","0.114240599571306","0.0891609204645293","0.139320278678083","9"
"9 on Scale 1 to 10","1990","16-34 y.","vocational + Abi","3","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","vocational + Abi","1","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","higher vocational","5","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","higher education","12","","","","9"
"9 on Scale 1 to 10","1990","66 and older","in school","","","","","9"
"9 on Scale 1 to 10","1990","66 and older","inadequately","","","","","9"
"9 on Scale 1 to 10","1990","66 and older","general elemantary","","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","in school","","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","inadequately","","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","general elemantary","","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","higher vocational","5","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","higher education","46","0.173109135338462","0.127556947087565","0.218661323589359","9"
"9 on Scale 1 to 10","1990","16-34 y.","in school","","","","","9"
"9 on Scale 1 to 10","1990","35-65 y.","middle vocational","28","","","","9"
"0 Completely dissatisfied","1991","16-34 y.","in school","","","","","0"
"0 Completely dissatisfied","1991","16-34 y.","inadequately","","","","","0"
"0 Completely dissatisfied","1991","16-34 y.","general elemantary","","","","","0"
"0 Completely dissatisfied","1991","16-34 y.","middle vocational","","","","","0"
"0 Completely dissatisfied","1991","16-34 y.","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1991","16-34 y.","higher vocational","","","","","0"
"0 Completely dissatisfied","1991","16-34 y.","higher education","","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","in school","","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","inadequately","","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","general elemantary","","","","","0"
