"plh0179","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1997","Not Employed","in school","","","","","0"
"0 Completely dissatisfied","1997","Not Employed","inadequately","3","","","","0"
"0 Completely dissatisfied","1997","Not Employed","general elemantary","8","","","","0"
"0 Completely dissatisfied","1997","Not Employed","middle vocational","10","","","","0"
"0 Completely dissatisfied","1997","Not Employed","vocational + Abi","4","","","","0"
"0 Completely dissatisfied","1997","Not Employed","higher vocational","","","","","0"
"0 Completely dissatisfied","1997","Not Employed","higher education","","","","","0"
"0 Completely dissatisfied","1997","Employed","in school","","","","","0"
"0 Completely dissatisfied","1997","Employed","inadequately","","","","","0"
"0 Completely dissatisfied","1997","Employed","general elemantary","8","","","","0"
"0 Completely dissatisfied","1997","Employed","middle vocational","30","0.0293754556639605","0.0203647239997884","0.0383861873281326","0"
"0 Completely dissatisfied","1997","Employed","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1997","Employed","higher vocational","2","","","","0"
"0 Completely dissatisfied","1997","Employed","higher education","8","","","","0"
"1 on Scale 1 to 10","1997","Employed","higher vocational","5","","","","1"
"1 on Scale 1 to 10","1997","Not Employed","in school","","","","","1"
"1 on Scale 1 to 10","1997","Not Employed","inadequately","1","","","","1"
"1 on Scale 1 to 10","1997","Not Employed","general elemantary","1","","","","1"
"1 on Scale 1 to 10","1997","Not Employed","middle vocational","6","","","","1"
"1 on Scale 1 to 10","1997","Not Employed","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1997","Not Employed","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1997","Not Employed","higher education","","","","","1"
"1 on Scale 1 to 10","1997","Employed","in school","","","","","1"
"1 on Scale 1 to 10","1997","Employed","inadequately","","","","","1"
"1 on Scale 1 to 10","1997","Employed","general elemantary","4","","","","1"
"1 on Scale 1 to 10","1997","Employed","middle vocational","15","","","","1"
"1 on Scale 1 to 10","1997","Employed","higher education","6","","","","1"
"1 on Scale 1 to 10","1997","Employed","vocational + Abi","","","","","1"
"10 Completely satisfied","1997","Not Employed","in school","2","","","","10"
"10 Completely satisfied","1997","Not Employed","inadequately","4","","","","10"
"10 Completely satisfied","1997","Not Employed","general elemantary","28","","","","10"
"10 Completely satisfied","1997","Not Employed","middle vocational","56","0.127765232351582","0.0972255307218177","0.158304933981347","10"
"10 Completely satisfied","1997","Not Employed","vocational + Abi","4","","","","10"
"10 Completely satisfied","1997","Not Employed","higher vocational","5","","","","10"
"10 Completely satisfied","1997","Not Employed","higher education","8","","","","10"
"10 Completely satisfied","1997","Employed","in school","","","","","10"
"10 Completely satisfied","1997","Employed","inadequately","7","","","","10"
"10 Completely satisfied","1997","Employed","general elemantary","41","0.135674857954317","0.0984447177757085","0.172904998132925","10"
"10 Completely satisfied","1997","Employed","middle vocational","166","0.114401619993263","0.0974161874816926","0.131387052504833","10"
"10 Completely satisfied","1997","Employed","vocational + Abi","8","","","","10"
"10 Completely satisfied","1997","Employed","higher vocational","15","","","","10"
"10 Completely satisfied","1997","Employed","higher education","20","","","","10"
"2 on Scale 1 to 10","1997","Employed","higher education","10","","","","2"
"2 on Scale 1 to 10","1997","Not Employed","in school","","","","","2"
"2 on Scale 1 to 10","1997","Not Employed","inadequately","","","","","2"
"2 on Scale 1 to 10","1997","Not Employed","general elemantary","8","","","","2"
"2 on Scale 1 to 10","1997","Not Employed","middle vocational","12","","","","2"
"2 on Scale 1 to 10","1997","Not Employed","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1997","Not Employed","higher vocational","3","","","","2"
"2 on Scale 1 to 10","1997","Not Employed","higher education","4","","","","2"
"2 on Scale 1 to 10","1997","Employed","in school","","","","","2"
"2 on Scale 1 to 10","1997","Employed","inadequately","2","","","","2"
"2 on Scale 1 to 10","1997","Employed","general elemantary","10","","","","2"
"2 on Scale 1 to 10","1997","Employed","middle vocational","46","0.0347122377270251","0.0249440989275772","0.044480376526473","2"
"2 on Scale 1 to 10","1997","Employed","vocational + Abi","9","","","","2"
"2 on Scale 1 to 10","1997","Employed","higher vocational","10","","","","2"
"3 on Scale 1 to 10","1997","Not Employed","in school","","","","","3"
"3 on Scale 1 to 10","1997","Not Employed","inadequately","5","","","","3"
"3 on Scale 1 to 10","1997","Not Employed","general elemantary","11","","","","3"
"3 on Scale 1 to 10","1997","Not Employed","higher vocational","2","","","","3"
"3 on Scale 1 to 10","1997","Not Employed","higher education","2","","","","3"
"3 on Scale 1 to 10","1997","Employed","in school","","","","","3"
"3 on Scale 1 to 10","1997","Employed","inadequately","2","","","","3"
"3 on Scale 1 to 10","1997","Employed","general elemantary","16","","","","3"
"3 on Scale 1 to 10","1997","Employed","middle vocational","62","0.05549698171461","0.0432795907096249","0.067714372719595","3"
"3 on Scale 1 to 10","1997","Employed","vocational + Abi","3","","","","3"
"3 on Scale 1 to 10","1997","Employed","higher vocational","14","","","","3"
"3 on Scale 1 to 10","1997","Employed","higher education","21","","","","3"
"3 on Scale 1 to 10","1997","Not Employed","middle vocational","24","","","","3"
"3 on Scale 1 to 10","1997","Not Employed","vocational + Abi","2","","","","3"
"4 on Scale 1 to 10","1997","Not Employed","vocational + Abi","1","","","","4"
"4 on Scale 1 to 10","1997","Not Employed","inadequately","6","","","","4"
"4 on Scale 1 to 10","1997","Not Employed","general elemantary","16","","","","4"
"4 on Scale 1 to 10","1997","Employed","inadequately","7","","","","4"
"4 on Scale 1 to 10","1997","Not Employed","middle vocational","40","0.0879211476384884","0.0620148938635734","0.113827401413403","4"
"4 on Scale 1 to 10","1997","Employed","general elemantary","15","","","","4"
"4 on Scale 1 to 10","1997","Employed","middle vocational","88","0.0661143845490262","0.0528545856058513","0.0793741834922011","4"
"4 on Scale 1 to 10","1997","Employed","in school","","","","","4"
"4 on Scale 1 to 10","1997","Not Employed","in school","1","","","","4"
"4 on Scale 1 to 10","1997","Employed","vocational + Abi","6","","","","4"
"4 on Scale 1 to 10","1997","Not Employed","higher vocational","2","","","","4"
"4 on Scale 1 to 10","1997","Not Employed","higher education","1","","","","4"
"4 on Scale 1 to 10","1997","Employed","higher vocational","10","","","","4"
"4 on Scale 1 to 10","1997","Employed","higher education","22","","","","4"
"5 on Scale 1 to 10","1997","Not Employed","higher education","7","","","","5"
"5 on Scale 1 to 10","1997","Not Employed","higher vocational","4","","","","5"
"5 on Scale 1 to 10","1997","Not Employed","general elemantary","30","0.157124606013487","0.108926516679769","0.205322695347206","5"
"5 on Scale 1 to 10","1997","Not Employed","middle vocational","69","0.165285056126533","0.131304722589194","0.199265389663872","5"
"5 on Scale 1 to 10","1997","Employed","in school","1","","","","5"
"5 on Scale 1 to 10","1997","Employed","middle vocational","172","0.135787246985851","0.117507004881436","0.154067489090267","5"
"5 on Scale 1 to 10","1997","Employed","higher education","64","0.184976030194448","0.147664389735987","0.22228767065291","5"
