"plh0179","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","Schleswig-Holstein","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Schleswig-Holstein","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Schleswig-Holstein","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Hamburg","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Lower Saxony","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Bremen","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Bremen","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Bremen","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","no migration background","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","North Rhine-Westphalia","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Hesse","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Hesse","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Hesse","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Baden-Württemberg","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Bavaria","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Berlin","no migration background","5","","","","0"
"0 Completely dissatisfied","1990","Berlin","direct migration background","1","","","","0"
"0 Completely dissatisfied","1990","Berlin","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","no migration background","16","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Brandenburg","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Mecklenburg-Western Pomerania","no migration background","7","","","","0"
"0 Completely dissatisfied","1990","Mecklenburg-Western Pomerania","direct migration background","1","","","","0"
"0 Completely dissatisfied","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Saxony","no migration background","6","","","","0"
"0 Completely dissatisfied","1990","Saxony","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Saxony","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Saxony-Anhalt","no migration background","4","","","","0"
"0 Completely dissatisfied","1990","Saxony-Anhalt","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Saxony-Anhalt","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Thuringia","no migration background","12","","","","0"
"0 Completely dissatisfied","1990","Thuringia","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Thuringia","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1990","Bremen","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","North Rhine-Westphalia","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Lower Saxony","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","North Rhine-Westphalia","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","no migration background","3","","","","1"
"1 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Lower Saxony","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Bremen","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Bremen","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","North Rhine-Westphalia","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Baden-Württemberg","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Bavaria","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Berlin","no migration background","4","","","","1"
"1 on Scale 1 to 10","1990","Berlin","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Berlin","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Brandenburg","no migration background","1","","","","1"
"1 on Scale 1 to 10","1990","Brandenburg","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Brandenburg","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Bavaria","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Bavaria","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Schleswig-Holstein","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Schleswig-Holstein","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Schleswig-Holstein","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hamburg","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hamburg","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hamburg","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Lower Saxony","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hesse","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hesse","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Hesse","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Baden-Württemberg","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Baden-Württemberg","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Saxony","no migration background","1","","","","1"
"1 on Scale 1 to 10","1990","Saxony","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Saxony","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Saxony-Anhalt","no migration background","1","","","","1"
"1 on Scale 1 to 10","1990","Saxony-Anhalt","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Saxony-Anhalt","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Thuringia","no migration background","2","","","","1"
"1 on Scale 1 to 10","1990","Thuringia","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Thuringia","indirect migration background","","","","","1"
"10 Completely satisfied","1990","Schleswig-Holstein","no migration background","","","","","10"
"10 Completely satisfied","1990","Schleswig-Holstein","direct migration background","","","","","10"
"10 Completely satisfied","1990","Schleswig-Holstein","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Hamburg","no migration background","","","","","10"
"10 Completely satisfied","1990","Hamburg","direct migration background","","","","","10"
"10 Completely satisfied","1990","Hamburg","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Lower Saxony","no migration background","","","","","10"
"10 Completely satisfied","1990","Lower Saxony","direct migration background","","","","","10"
"10 Completely satisfied","1990","Lower Saxony","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Bremen","no migration background","","","","","10"
"10 Completely satisfied","1990","Bremen","direct migration background","","","","","10"
"10 Completely satisfied","1990","Bremen","indirect migration background","","","","","10"
"10 Completely satisfied","1990","North Rhine-Westphalia","no migration background","","","","","10"
"10 Completely satisfied","1990","North Rhine-Westphalia","direct migration background","","","","","10"
"10 Completely satisfied","1990","North Rhine-Westphalia","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Hesse","no migration background","","","","","10"
"10 Completely satisfied","1990","Hesse","direct migration background","","","","","10"
"10 Completely satisfied","1990","Hesse","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Rhineland-Palatinate,Saarland","no migration background","","","","","10"
"10 Completely satisfied","1990","Rhineland-Palatinate,Saarland","direct migration background","","","","","10"
"10 Completely satisfied","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Baden-Württemberg","no migration background","","","","","10"
"10 Completely satisfied","1990","Baden-Württemberg","direct migration background","","","","","10"
"10 Completely satisfied","1990","Baden-Württemberg","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Bavaria","no migration background","","","","","10"
"10 Completely satisfied","1990","Bavaria","direct migration background","","","","","10"
"10 Completely satisfied","1990","Bavaria","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Berlin","no migration background","36","0.305713519884022","0.220390590714188","0.391036449053856","10"
"10 Completely satisfied","1990","Berlin","direct migration background","1","","","","10"
"10 Completely satisfied","1990","Berlin","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Brandenburg","no migration background","87","0.347767633326296","0.288131318045957","0.407403948606635","10"
"10 Completely satisfied","1990","Brandenburg","direct migration background","","","","","10"
"10 Completely satisfied","1990","Brandenburg","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Mecklenburg-Western Pomerania","no migration background","44","0.264961491183944","0.196365939272234","0.333557043095654","10"
"10 Completely satisfied","1990","Mecklenburg-Western Pomerania","direct migration background","","","","","10"
"10 Completely satisfied","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Saxony","no migration background","132","0.308419953887406","0.264614658361497","0.352225249413314","10"
"10 Completely satisfied","1990","Saxony","direct migration background","2","","","","10"
"10 Completely satisfied","1990","Saxony","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Saxony-Anhalt","no migration background","89","0.348008472508558","0.289658051608142","0.406358893408973","10"
"10 Completely satisfied","1990","Saxony-Anhalt","direct migration background","","","","","10"
"10 Completely satisfied","1990","Saxony-Anhalt","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Thuringia","no migration background","96","0.381687966032176","0.3230870761641","0.440288855900252","10"
"10 Completely satisfied","1990","Thuringia","direct migration background","4","","","","10"
"10 Completely satisfied","1990","Thuringia","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","no migration background","5","","","","2"
"2 on Scale 1 to 10","1990","Thuringia","no migration background","3","","","","2"
"2 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Brandenburg","no migration background","4","","","","2"
"2 on Scale 1 to 10","1990","Bavaria","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Berlin","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Berlin","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Brandenburg","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Brandenburg","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Saxony","no migration background","9","","","","2"
"2 on Scale 1 to 10","1990","Saxony","direct migration background","1","","","","2"
"2 on Scale 1 to 10","1990","Saxony-Anhalt","no migration background","4","","","","2"
"2 on Scale 1 to 10","1990","Saxony-Anhalt","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Saxony-Anhalt","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Thuringia","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Baden-Württemberg","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Bavaria","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Saxony","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Thuringia","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Bavaria","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Berlin","no migration background","5","","","","2"
"2 on Scale 1 to 10","1990","Schleswig-Holstein","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Schleswig-Holstein","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Schleswig-Holstein","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hamburg","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hamburg","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hamburg","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Lower Saxony","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Lower Saxony","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Lower Saxony","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Bremen","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Bremen","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Bremen","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","North Rhine-Westphalia","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","North Rhine-Westphalia","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","North Rhine-Westphalia","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hesse","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hesse","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Hesse","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Baden-Württemberg","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Baden-Württemberg","direct migration background","","","","","2"
