"plh0179","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1997","Not Employed","Full Time","","","","","0"
"0 Completely dissatisfied","1997","Not Employed","Part Time","","","","","0"
"0 Completely dissatisfied","1997","Not Employed","Not Working","26","","","","0"
"0 Completely dissatisfied","1997","Employed","Full Time","39","0.0258595866525372","0.018238232162807","0.0334809411422674","0"
"0 Completely dissatisfied","1997","Employed","Part Time","11","","","","0"
"0 Completely dissatisfied","1997","Employed","Not Working","","","","","0"
"1 on Scale 1 to 10","1997","Not Employed","Part Time","","","","","1"
"1 on Scale 1 to 10","1997","Not Employed","Not Working","10","","","","1"
"1 on Scale 1 to 10","1997","Not Employed","Full Time","","","","","1"
"1 on Scale 1 to 10","1997","Employed","Full Time","19","","","","1"
"1 on Scale 1 to 10","1997","Employed","Part Time","11","","","","1"
"1 on Scale 1 to 10","1997","Employed","Not Working","","","","","1"
"10 Completely satisfied","1997","Employed","Full Time","164","0.0917398487057966","0.0778788433118262","0.105600854099767","10"
"10 Completely satisfied","1997","Not Employed","Part Time","","","","","10"
"10 Completely satisfied","1997","Not Employed","Not Working","112","0.113786018043371","0.0932104756463532","0.134361560440388","10"
"10 Completely satisfied","1997","Not Employed","Full Time","","","","","10"
"10 Completely satisfied","1997","Employed","Part Time","98","0.0983250249617286","0.0786411456124401","0.118008904311017","10"
"10 Completely satisfied","1997","Employed","Not Working","","","","","10"
"2 on Scale 1 to 10","1997","Not Employed","Not Working","28","","","","2"
"2 on Scale 1 to 10","1997","Employed","Full Time","61","0.0372387256285646","0.028146560718597","0.0463308905385323","2"
"2 on Scale 1 to 10","1997","Not Employed","Full Time","","","","","2"
"2 on Scale 1 to 10","1997","Not Employed","Part Time","","","","","2"
"2 on Scale 1 to 10","1997","Employed","Part Time","27","","","","2"
"2 on Scale 1 to 10","1997","Employed","Not Working","","","","","2"
"3 on Scale 1 to 10","1997","Not Employed","Part Time","","","","","3"
"3 on Scale 1 to 10","1997","Employed","Part Time","46","0.0481773941460051","0.0340209782225531","0.0623338100694571","3"
"3 on Scale 1 to 10","1997","Not Employed","Not Working","48","0.0510531411042404","0.0367914927440836","0.0653147894643973","3"
"3 on Scale 1 to 10","1997","Not Employed","Full Time","","","","","3"
"3 on Scale 1 to 10","1997","Employed","Full Time","72","0.0600551211868731","0.0486464041343074","0.0714638382394388","3"
"3 on Scale 1 to 10","1997","Employed","Not Working","","","","","3"
"4 on Scale 1 to 10","1997","Not Employed","Not Working","69","0.0817530190940445","0.064000123519735","0.0995059146683541","4"
"4 on Scale 1 to 10","1997","Not Employed","Part Time","","","","","4"
"4 on Scale 1 to 10","1997","Not Employed","Full Time","","","","","4"
"4 on Scale 1 to 10","1997","Employed","Not Working","","","","","4"
"4 on Scale 1 to 10","1997","Employed","Full Time","107","0.0578790806500589","0.0466660056195011","0.0690921556806166","4"
"4 on Scale 1 to 10","1997","Employed","Part Time","44","0.0644363511923111","0.048204958201567","0.0806677441830552","4"
"5 on Scale 1 to 10","1997","Not Employed","Part Time","","","","","5"
"5 on Scale 1 to 10","1997","Not Employed","Full Time","","","","","5"
"5 on Scale 1 to 10","1997","Not Employed","Not Working","135","0.162540413861713","0.138634786048882","0.186446041674543","5"
"5 on Scale 1 to 10","1997","Employed","Full Time","232","0.147206311684949","0.130192728184558","0.16421989518534","5"
"5 on Scale 1 to 10","1997","Employed","Part Time","132","0.149180608394109","0.12562856839168","0.172732648396538","5"
"5 on Scale 1 to 10","1997","Employed","Not Working","","","","","5"
"6 on Scale 1 to 10","1997","Employed","Full Time","177","0.108555520114874","0.0936178212956274","0.12349321893412","6"
"6 on Scale 1 to 10","1997","Not Employed","Part Time","","","","","6"
"6 on Scale 1 to 10","1997","Employed","Part Time","98","0.110740821499149","0.0899954267963017","0.131486216201996","6"
"6 on Scale 1 to 10","1997","Not Employed","Full Time","","","","","6"
"6 on Scale 1 to 10","1997","Not Employed","Not Working","94","0.102414896024823","0.0827696746771001","0.122060117372545","6"
