"plh0179","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","1-pers.-HH","no migration background","","","","","0"
"0 Completely dissatisfied","1990","1-pers.-HH","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","1-pers.-HH","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","(Married) couple without C. ","no migration background","6","","","","0"
"0 Completely dissatisfied","1990","(Married) couple without C. ","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","(Married) couple without C. ","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Single parent ","no migration background","3","","","","0"
"0 Completely dissatisfied","1990","Single parent ","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Single parent ","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Couple + C. LE 16 ","no migration background","35","0.0388603612285336","0.0277722053182417","0.0499485171388255","0"
"0 Completely dissatisfied","1990","Couple + C. LE 16 ","direct migration background","2","","","","0"
"0 Completely dissatisfied","1990","Couple + C. LE 16 ","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Couple + C. GT 16 ","no migration background","3","","","","0"
"0 Completely dissatisfied","1990","Couple + C. GT 16 ","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Couple + C. GT 16 ","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Couple + C. LE and GT 16","no migration background","3","","","","0"
"0 Completely dissatisfied","1990","Couple + C. LE and GT 16","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Couple + C. LE and GT 16","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1990","(Married) couple without C. ","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","1-pers.-HH","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","1-pers.-HH","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","1-pers.-HH","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","(Married) couple without C. ","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","(Married) couple without C. ","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Single parent ","no migration background","2","","","","1"
"1 on Scale 1 to 10","1990","Single parent ","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Single parent ","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE 16 ","no migration background","10","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE 16 ","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. GT 16 ","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. GT 16 ","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE and GT 16","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE and GT 16","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"10 Completely satisfied","1990","(Married) couple without C. ","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Single parent ","no migration background","22","","","","10"
"10 Completely satisfied","1990","(Married) couple without C. ","direct migration background","1","","","","10"
"10 Completely satisfied","1990","Couple + C. LE 16 ","no migration background","401","0.34145236397399","0.31424594871933","0.36865877922865","10"
"10 Completely satisfied","1990","1-pers.-HH","direct migration background","","","","","10"
"10 Completely satisfied","1990","Single parent ","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Single parent ","direct migration background","1","","","","10"
"10 Completely satisfied","1990","1-pers.-HH","no migration background","3","","","","10"
"10 Completely satisfied","1990","1-pers.-HH","indirect migration background","","","","","10"
"10 Completely satisfied","1990","(Married) couple without C. ","no migration background","3","","","","10"
"10 Completely satisfied","1990","Couple + C. LE 16 ","direct migration background","4","","","","10"
"10 Completely satisfied","1990","Couple + C. LE 16 ","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Couple + C. GT 16 ","no migration background","5","","","","10"
"10 Completely satisfied","1990","Couple + C. GT 16 ","direct migration background","","","","","10"
"10 Completely satisfied","1990","Couple + C. GT 16 ","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Couple + C. LE and GT 16","no migration background","29","","","","10"
"10 Completely satisfied","1990","Couple + C. LE and GT 16","direct migration background","","","","","10"
"10 Completely satisfied","1990","Couple + C. LE and GT 16","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1990","Single parent ","no migration background","1","","","","2"
"2 on Scale 1 to 10","1990","Single parent ","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","1-pers.-HH","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","1-pers.-HH","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","1-pers.-HH","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","(Married) couple without C. ","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","(Married) couple without C. ","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Single parent ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE 16 ","no migration background","28","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE 16 ","direct migration background","1","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE and GT 16","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. GT 16 ","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. GT 16 ","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. GT 16 ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE and GT 16","no migration background","","","","","2"
"3 on Scale 1 to 10","1990","1-pers.-HH","no migration background","","","","","3"
"3 on Scale 1 to 10","1990","1-pers.-HH","direct migration background","","","","","3"
"3 on Scale 1 to 10","1990","1-pers.-HH","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1990","(Married) couple without C. ","no migration background","","","","","3"
"3 on Scale 1 to 10","1990","(Married) couple without C. ","direct migration background","","","","","3"
"3 on Scale 1 to 10","1990","(Married) couple without C. ","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1990","Single parent ","no migration background","3","","","","3"
"3 on Scale 1 to 10","1990","Single parent ","direct migration background","","","","","3"
"3 on Scale 1 to 10","1990","Single parent ","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE 16 ","no migration background","30","0.0245775146710734","0.0156941390435461","0.0334608902986008","3"
"3 on Scale 1 to 10","1990","Couple + C. LE 16 ","direct migration background","1","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE 16 ","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. GT 16 ","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. GT 16 ","direct migration background","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE and GT 16","direct migration background","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. GT 16 ","no migration background","3","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE and GT 16","no migration background","5","","","","3"
"4 on Scale 1 to 10","1990","1-pers.-HH","no migration background","","","","","4"
"4 on Scale 1 to 10","1990","1-pers.-HH","direct migration background","","","","","4"
"4 on Scale 1 to 10","1990","1-pers.-HH","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1990","Single parent ","no migration background","2","","","","4"
"4 on Scale 1 to 10","1990","(Married) couple without C. ","no migration background","1","","","","4"
"4 on Scale 1 to 10","1990","(Married) couple without C. ","direct migration background","","","","","4"
"4 on Scale 1 to 10","1990","(Married) couple without C. ","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE and GT 16","direct migration background","","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1990","Single parent ","direct migration background","","","","","4"
