"plh0179","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","no migration background","in school","","","","","0"
"0 Completely dissatisfied","1990","no migration background","inadequately","","","","","0"
"0 Completely dissatisfied","1990","no migration background","general elemantary","7","","","","0"
"0 Completely dissatisfied","1990","no migration background","middle vocational","35","0.0484793232595557","0.0341829482501313","0.06277569826898","0"
"0 Completely dissatisfied","1990","no migration background","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1990","no migration background","higher vocational","2","","","","0"
"0 Completely dissatisfied","1990","no migration background","higher education","5","","","","0"
"0 Completely dissatisfied","1990","direct migration background","in school","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","inadequately","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","general elemantary","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","middle vocational","1","","","","0"
"0 Completely dissatisfied","1990","direct migration background","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","higher vocational","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","higher education","1","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","in school","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","inadequately","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","general elemantary","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","middle vocational","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","higher vocational","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","higher education","","","","","0"
"1 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","middle vocational","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","higher education","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","general elemantary","1","","","","1"
"1 on Scale 1 to 10","1990","no migration background","middle vocational","8","","","","1"
"1 on Scale 1 to 10","1990","no migration background","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","direct migration background","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","direct migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","1990","direct migration background","higher education","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","in school","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","inadequately","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","general elemantary","","","","","1"
"1 on Scale 1 to 10","1990","direct migration background","general elemantary","","","","","1"
"1 on Scale 1 to 10","1990","direct migration background","middle vocational","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","in school","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","inadequately","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","higher education","3","","","","1"
"1 on Scale 1 to 10","1990","direct migration background","in school","","","","","1"
"1 on Scale 1 to 10","1990","direct migration background","inadequately","","","","","1"
"10 Completely satisfied","1990","indirect migration background","higher education","","","","","10"
"10 Completely satisfied","1990","indirect migration background","middle vocational","","","","","10"
"10 Completely satisfied","1990","indirect migration background","vocational + Abi","","","","","10"
"10 Completely satisfied","1990","indirect migration background","higher vocational","","","","","10"
"10 Completely satisfied","1990","no migration background","in school","","","","","10"
"10 Completely satisfied","1990","no migration background","inadequately","1","","","","10"
"10 Completely satisfied","1990","no migration background","general elemantary","18","","","","10"
"10 Completely satisfied","1990","no migration background","middle vocational","300","0.348793871901236","0.31707029093507","0.380517452867403","10"
"10 Completely satisfied","1990","no migration background","vocational + Abi","10","","","","10"
"10 Completely satisfied","1990","no migration background","higher vocational","33","0.441119507626721","0.331630088218669","0.550608927034772","10"
"10 Completely satisfied","1990","no migration background","higher education","122","0.265969346231818","0.224011210575313","0.307927481888324","10"
"10 Completely satisfied","1990","direct migration background","in school","","","","","10"
"10 Completely satisfied","1990","direct migration background","inadequately","","","","","10"
"10 Completely satisfied","1990","direct migration background","general elemantary","","","","","10"
"10 Completely satisfied","1990","direct migration background","middle vocational","5","","","","10"
"10 Completely satisfied","1990","direct migration background","vocational + Abi","1","","","","10"
"10 Completely satisfied","1990","direct migration background","higher vocational","1","","","","10"
"10 Completely satisfied","1990","direct migration background","higher education","","","","","10"
"10 Completely satisfied","1990","indirect migration background","in school","","","","","10"
"10 Completely satisfied","1990","indirect migration background","inadequately","","","","","10"
"10 Completely satisfied","1990","indirect migration background","general elemantary","","","","","10"
"2 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1990","indirect migration background","middle vocational","","","","","2"
"2 on Scale 1 to 10","1990","indirect migration background","higher vocational","","","","","2"
"2 on Scale 1 to 10","1990","no migration background","in school","","","","","2"
