"plj0047","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","1992","lower secondary degree","no migration background","","","",""
"Big worries","1992","lower secondary degree","direct migration background","144","0.498061400529424","0.44284608552933","0.553276715529518"
"Big worries","1992","lower secondary degree","indirect migration background","55","0.4457876463315","0.363744812973826","0.527830479689174"
"Big worries","1992","secondary school degree","no migration background","","","",""
"Big worries","1992","secondary school degree","direct migration background","28","","",""
"Big worries","1992","secondary school degree","indirect migration background","26","","",""
"Big worries","1992","college entrance qualification","no migration background","","","",""
"Big worries","1992","college entrance qualification","direct migration background","16","","",""
"Big worries","1992","college entrance qualification","indirect migration background","14","","",""
"Big worries","1992","Other degree","no migration background","","","",""
"Big worries","1992","Other degree","direct migration background","317","0.399175755367698","0.366855885690362","0.431495625045033"
"Big worries","1992","Other degree","indirect migration background","5","","",""
"Big worries","1992","no degree/no degree yet","no migration background","","","",""
"Big worries","1992","no degree/no degree yet","direct migration background","204","0.404504348089553","0.363672174973493","0.445336521205612"
"Big worries","1992","no degree/no degree yet","indirect migration background","24","","",""
"Some worries","1992","lower secondary degree","no migration background","","","",""
"Some worries","1992","lower secondary degree","direct migration background","130","0.37767370041148","0.324135932188871","0.431211468634088"
"Some worries","1992","lower secondary degree","indirect migration background","62","0.391807717614631","0.311233614451804","0.472381820777458"
"Some worries","1992","secondary school degree","no migration background","","","",""
"Some worries","1992","secondary school degree","direct migration background","16","","",""
"Some worries","1992","secondary school degree","indirect migration background","19","","",""
"Some worries","1992","college entrance qualification","no migration background","","","",""
"Some worries","1992","college entrance qualification","direct migration background","28","","",""
"Some worries","1992","college entrance qualification","indirect migration background","9","","",""
"Some worries","1992","Other degree","no migration background","","","",""
"Some worries","1992","Other degree","direct migration background","397","0.409078096065511","0.376630542678232","0.44152564945279"
"Some worries","1992","Other degree","indirect migration background","6","","",""
"Some worries","1992","no degree/no degree yet","no migration background","","","",""
"Some worries","1992","no degree/no degree yet","direct migration background","230","0.391368685341851","0.35076440824314","0.431972962440561"
"Some worries","1992","no degree/no degree yet","indirect migration background","20","","",""
"No worries","1992","lower secondary degree","no migration background","","","",""
"No worries","1992","lower secondary degree","direct migration background","41","0.124264899059096","0.0878353807777637","0.160694417340429"
"No worries","1992","lower secondary degree","indirect migration background","24","","",""
"No worries","1992","secondary school degree","no migration background","","","",""
"No worries","1992","secondary school degree","direct migration background","12","","",""
"No worries","1992","secondary school degree","indirect migration background","12","","",""
"No worries","1992","college entrance qualification","no migration background","","","",""
"No worries","1992","college entrance qualification","direct migration background","3","","",""
"No worries","1992","college entrance qualification","indirect migration background","3","","",""
"No worries","1992","Other degree","no migration background","","","",""
"No worries","1992","Other degree","direct migration background","168","0.191746148566791","0.16576543861104","0.217726858522543"
"No worries","1992","Other degree","indirect migration background","4","","",""
"No worries","1992","no degree/no degree yet","no migration background","","","",""
"No worries","1992","no degree/no degree yet","direct migration background","121","0.204126966568597","0.170593868023071","0.237660065114122"
"No worries","1992","no degree/no degree yet","indirect migration background","13","","",""
"Big worries","1993","lower secondary degree","no migration background","","","",""
"Big worries","1993","lower secondary degree","direct migration background","164","0.584355379417507","0.528679838072779","0.640030920762236"
"Big worries","1993","lower secondary degree","indirect migration background","62","0.511141502520724","0.430607480288364","0.591675524753085"
"Big worries","1993","secondary school degree","no migration background","","","",""
"Big worries","1993","secondary school degree","direct migration background","24","","",""
"Big worries","1993","secondary school degree","indirect migration background","35","0.50946984989726","0.393998580586439","0.624941119208081"
"Big worries","1993","college entrance qualification","no migration background","","","",""
"Big worries","1993","college entrance qualification","direct migration background","22","","",""
"Big worries","1993","college entrance qualification","indirect migration background","22","","",""
"Big worries","1993","Other degree","no migration background","","","",""
"Big worries","1993","Other degree","direct migration background","371","0.455650430601277","0.42195104795011","0.489349813252444"
"Big worries","1993","Other degree","indirect migration background","5","","",""
"Big worries","1993","no degree/no degree yet","no migration background","1","","",""
"Big worries","1993","no degree/no degree yet","direct migration background","255","0.498820698435864","0.456688098962694","0.540953297909034"
"Big worries","1993","no degree/no degree yet","indirect migration background","26","","",""
"Some worries","1993","lower secondary degree","no migration background","","","",""
"Some worries","1993","lower secondary degree","direct migration background","108","0.333107486438256","0.279861734937401","0.386353237939112"
"Some worries","1993","lower secondary degree","indirect migration background","66","0.369392616594826","0.291635371691854","0.447149861497799"
"Some worries","1993","secondary school degree","no migration background","","","",""
"Some worries","1993","secondary school degree","direct migration background","23","","",""
"Some worries","1993","secondary school degree","indirect migration background","26","","",""
"Some worries","1993","college entrance qualification","no migration background","","","",""
"Some worries","1993","college entrance qualification","direct migration background","16","","",""
"Some worries","1993","college entrance qualification","indirect migration background","15","","",""
"Some worries","1993","Other degree","no migration background","","","",""
"Some worries","1993","Other degree","direct migration background","370","0.427949966708585","0.39447033925778","0.46142959415939"
"Some worries","1993","Other degree","indirect migration background","8","","",""
"Some worries","1993","no degree/no degree yet","no migration background","","","",""
"Some worries","1993","no degree/no degree yet","direct migration background","215","0.39577836276232","0.354571114047885","0.436985611476754"
"Some worries","1993","no degree/no degree yet","indirect migration background","22","","",""
"No worries","1993","lower secondary degree","no migration background","","","",""
"No worries","1993","lower secondary degree","direct migration background","29","","",""
"No worries","1993","lower secondary degree","indirect migration background","20","","",""
"No worries","1993","secondary school degree","no migration background","","","",""
"No worries","1993","secondary school degree","direct migration background","6","","",""
"No worries","1993","secondary school degree","indirect migration background","11","","",""
"No worries","1993","college entrance qualification","no migration background","","","",""
"No worries","1993","college entrance qualification","direct migration background","3","","",""
"No worries","1993","college entrance qualification","indirect migration background","","","",""
"No worries","1993","Other degree","no migration background","","","",""
"No worries","1993","Other degree","direct migration background","98","0.116399602690138","0.0946990492105913","0.138100156169685"
"No worries","1993","Other degree","indirect migration background","1","","",""
"No worries","1993","no degree/no degree yet","no migration background","","","",""
"No worries","1993","no degree/no degree yet","direct migration background","71","0.105400938801816","0.0795256076209839","0.131276269982649"
"No worries","1993","no degree/no degree yet","indirect migration background","4","","",""
"Big worries","1994","lower secondary degree","no migration background","","","",""
"Big worries","1994","lower secondary degree","direct migration background","124","0.513264511155909","0.45408247073076","0.572446551581058"
"Big worries","1994","lower secondary degree","indirect migration background","68","0.459408389826436","0.378847633405136","0.539969146247735"
"Big worries","1994","secondary school degree","no migration background","","","",""
"Big worries","1994","secondary school degree","direct migration background","17","","",""
"Big worries","1994","secondary school degree","indirect migration background","41","0.578313167074271","0.466551204428108","0.690075129720435"
"Big worries","1994","college entrance qualification","no migration background","","","",""
"Big worries","1994","college entrance qualification","direct migration background","19","","",""
"Big worries","1994","college entrance qualification","indirect migration background","23","","",""
"Big worries","1994","Other degree","no migration background","","","",""
"Big worries","1994","Other degree","direct migration background","342","0.452402155115766","0.417606099550527","0.487198210681005"
"Big worries","1994","Other degree","indirect migration background","3","","",""
"Big worries","1994","no degree/no degree yet","no migration background","2","","",""
"Big worries","1994","no degree/no degree yet","direct migration background","229","0.473364688818635","0.430031971898673","0.516697405738597"
"Big worries","1994","no degree/no degree yet","indirect migration background","26","","",""
"Some worries","1994","lower secondary degree","no migration background","","","",""
"Some worries","1994","lower secondary degree","direct migration background","127","0.40375902118157","0.345663207380675","0.461854834982465"
"Some worries","1994","lower secondary degree","indirect migration background","60","0.439288970152052","0.359059463293946","0.519518477010157"
"Some worries","1994","secondary school degree","no migration background","","","",""
"Some worries","1994","secondary school degree","direct migration background","19","","",""
"Some worries","1994","secondary school degree","indirect migration background","28","","",""
"Some worries","1994","college entrance qualification","no migration background","","","",""
"Some worries","1994","college entrance qualification","direct migration background","14","","",""
"Some worries","1994","college entrance qualification","indirect migration background","16","","",""
"Some worries","1994","Other degree","no migration background","","","",""
"Some worries","1994","Other degree","direct migration background","332","0.412573410928622","0.378157106389299","0.446989715467945"
"Some worries","1994","Other degree","indirect migration background","8","","",""
"Some worries","1994","no degree/no degree yet","no migration background","","","",""
"Some worries","1994","no degree/no degree yet","direct migration background","225","0.448262706803894","0.40510131133837","0.491424102269418"
"Some worries","1994","no degree/no degree yet","indirect migration background","18","","",""
"No worries","1994","lower secondary degree","no migration background","","","",""
"No worries","1994","lower secondary degree","direct migration background","23","","",""
"No worries","1994","lower secondary degree","indirect migration background","19","","",""
