"plj0047","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Some worries","1994","middle vocational","287","0.436003876013993","0.397189057906698","0.474818694121289"
"Some worries","1994","vocational + Abi","33","0.503159445056039","0.394940698687687","0.611378191424391"
"Some worries","1994","higher vocational","","","",""
"Some worries","1994","higher education","","","",""
"No worries","1994","in school","","","",""
"No worries","1994","inadequately","52","0.0748426182543905","0.0510533295255272","0.0986319069832537"
"No worries","1994","general elemantary","92","0.123615684599137","0.0995906209971441","0.14764074820113"
"No worries","1994","middle vocational","75","0.115418704983969","0.0904082671234046","0.140429142844534"
"No worries","1994","vocational + Abi","","","",""
"No worries","1994","higher vocational","","","",""
"No worries","1994","higher education","","","",""
"Big worries","1995","in school","","","",""
"Big worries","1995","inadequately","176","0.450554668095452","0.403083725380796","0.498025610810107"
"Big worries","1995","general elemantary","273","0.489285994628968","0.450737971737788","0.527834017520148"
"Big worries","1995","middle vocational","220","0.384009684325545","0.34496310515074","0.42305626350035"
"Big worries","1995","vocational + Abi","","","",""
"Big worries","1995","higher vocational","","","",""
"Big worries","1995","higher education","","","",""
"Some worries","1995","in school","","","",""
"Some worries","1995","inadequately","190","0.421276050382957","0.374166280995954","0.468385819769961"
"Some worries","1995","general elemantary","287","0.39291395215418","0.355251752325968","0.430576151982392"
"Some worries","1995","middle vocational","292","0.471649576425497","0.431572529277553","0.511726623573442"
"Some worries","1995","vocational + Abi","30","0.314616885772011","0.208093643873527","0.421140127670494"
"Some worries","1995","higher vocational","","","",""
"Some worries","1995","higher education","","","",""
"No worries","1995","in school","","","",""
"No worries","1995","inadequately","56","0.128169281521591","0.0962759473030603","0.160062615740122"
"No worries","1995","general elemantary","86","0.117800053216852","0.0929407993779149","0.14265930705579"
"No worries","1995","middle vocational","84","0.144340739248958","0.116126402124287","0.172555076373628"
"No worries","1995","vocational + Abi","","","",""
"No worries","1995","higher vocational","","","",""
"No worries","1995","higher education","","","",""
"Big worries","1996","in school","84","0.296548376465212","0.243614954815799","0.349481798114624"
"Big worries","1996","inadequately","188","0.421696872914195","0.377837585536053","0.465556160292337"
"Big worries","1996","general elemantary","806","0.338634714865631","0.319605918913163","0.357663510818099"
"Big worries","1996","middle vocational","1958","0.301782320459963","0.290668322198352","0.312896318721574"
"Big worries","1996","vocational + Abi","128","0.270187409398438","0.23016937529356","0.310205443503317"
"Big worries","1996","higher vocational","220","0.290135934264709","0.257849836344247","0.322422032185172"
"Big worries","1996","higher education","381","0.212755847112985","0.193570359085242","0.231941335140727"
"Some worries","1996","in school","153","0.540067568527303","0.482306377361931","0.597828759692675"
"Some worries","1996","inadequately","231","0.42859624479268","0.384644174534457","0.472548315050903"
"Some worries","1996","general elemantary","1163","0.467577201592147","0.447514941406175","0.487639461778119"
"Some worries","1996","middle vocational","3468","0.527136890097428","0.515048807213477","0.53922497298138"
"Some worries","1996","vocational + Abi","289","0.638146458931001","0.594840853363705","0.681452064498297"
"Some worries","1996","higher vocational","424","0.547914731170074","0.512507344850093","0.583322117490054"
"Some worries","1996","higher education","1043","0.600071279498834","0.577106086779037","0.62303647221863"
"No worries","1996","in school","49","0.163384055007485","0.12053581593562","0.20623229407935"
"No worries","1996","inadequately","68","0.149706882293125","0.118019320366761","0.181394444219488"
"No worries","1996","general elemantary","407","0.193788083542222","0.177894822620765","0.209681344463679"
"No worries","1996","middle vocational","1127","0.171080789442609","0.161963101331401","0.180198477553817"
"No worries","1996","vocational + Abi","56","0.0916661316705606","0.0656618580735304","0.117670405267591"
"No worries","1996","higher vocational","115","0.161949334565217","0.135740245622995","0.188158423507438"
"No worries","1996","higher education","324","0.187172873388182","0.16888774874593","0.205457998030434"
"Big worries","1997","in school","78","0.2325398319308","0.185813696186298","0.279265967675301"
"Big worries","1997","inadequately","167","0.341597661461044","0.298353226186502","0.384842096735586"
"Big worries","1997","general elemantary","799","0.339498656117898","0.320229620428698","0.358767691807098"
"Big worries","1997","middle vocational","2061","0.32326104851315","0.311844814767025","0.334677282259275"
"Big worries","1997","vocational + Abi","123","0.275765303968906","0.234611643974113","0.3169189639637"
"Big worries","1997","higher vocational","221","0.319401558801188","0.286210012999429","0.352593104602946"
"Big worries","1997","higher education","353","0.203484804478259","0.184692287157174","0.222277321799344"
"Some worries","1997","in school","174","0.547557391535449","0.492504537467846","0.602610245603052"
"Some worries","1997","inadequately","216","0.483698561348994","0.4381299107034","0.529267211994588"
"Some worries","1997","general elemantary","1099","0.466837646670084","0.446536677472877","0.487138615867291"
"Some worries","1997","middle vocational","3217","0.492994904502548","0.480792007267739","0.505197801737358"
"Some worries","1997","vocational + Abi","263","0.581515820848342","0.536088274576357","0.626943367120326"
"Some worries","1997","higher vocational","391","0.491444510172255","0.455855172507722","0.527033847836789"
"Some worries","1997","higher education","1094","0.610542235249949","0.587780258546536","0.633304211953362"
"No worries","1997","in school","62","0.219902776533752","0.174091437140033","0.26571411592747"
"No worries","1997","inadequately","79","0.174703777189962","0.140079303601348","0.209328250778576"
"No worries","1997","general elemantary","422","0.193663697212018","0.177583687215329","0.209743707208706"
"No worries","1997","middle vocational","1170","0.183744046984302","0.174291357403905","0.193196736564698"
"No worries","1997","vocational + Abi","67","0.142718875182752","0.110508088774784","0.17492966159072"
"No worries","1997","higher vocational","146","0.189153931026557","0.161274084312829","0.217033777740285"
"No worries","1997","higher education","316","0.185972960271792","0.167810852327465","0.204135068216119"
"Big worries","1998","in school","84","0.255647720196876","0.208366961357965","0.302928479035787"
"Big worries","1998","inadequately","159","0.381809053352265","0.33641424529755","0.427203861406979"
"Big worries","1998","general elemantary","879","0.345408444296335","0.326821109182571","0.363995779410099"
"Big worries","1998","middle vocational","2181","0.324341171562243","0.313332232444005","0.33535011068048"
"Big worries","1998","vocational + Abi","135","0.284570213021861","0.245060174181713","0.32408025186201"
"Big worries","1998","higher vocational","234","0.291360832687252","0.26016493784048","0.322556727534023"
"Big worries","1998","higher education","405","0.205746162749299","0.187757753521702","0.223734571976897"
"Some worries","1998","in school","174","0.498936965313413","0.444743959790682","0.553129970836144"
"Some worries","1998","inadequately","198","0.415936682243949","0.369882897154592","0.461990467333306"
"Some worries","1998","general elemantary","1189","0.472500272041442","0.452984865368248","0.492015678714636"
"Some worries","1998","middle vocational","3469","0.496777599571665","0.485019376738184","0.508535822405145"
"Some worries","1998","vocational + Abi","276","0.56066336054645","0.517204430698935","0.604122290393964"
"Some worries","1998","higher vocational","426","0.508134618682124","0.473811890014885","0.542457347349363"
"Some worries","1998","higher education","1141","0.589178482047523","0.567285886383924","0.611071077711123"
"No worries","1998","in school","69","0.245415314489711","0.198773113269055","0.292057515710367"
"No worries","1998","inadequately","83","0.202254264403786","0.16472216636921","0.239786362438362"
"No worries","1998","general elemantary","446","0.182091283662223","0.167005688412337","0.197176878912108"
"No worries","1998","middle vocational","1296","0.178881228866093","0.169868297236826","0.187894160495359"
"No worries","1998","vocational + Abi","90","0.154766426431689","0.123095849475147","0.186437003388231"
"No worries","1998","higher vocational","155","0.200504548630624","0.173016785484446","0.227992311776803"
"No worries","1998","higher education","394","0.205075355203177","0.187108712011548","0.223041998394807"
"Big worries","1999","in school","116","0.317377792981706","0.266300105838374","0.368455480125037"
"Big worries","1999","inadequately","130","0.313116616977093","0.268921684935166","0.35731154901902"
"Big worries","1999","general elemantary","710","0.287500661103323","0.269531327019072","0.305469995187574"
"Big worries","1999","middle vocational","2029","0.29964546517773","0.288873845440813","0.310417084914646"
"Big worries","1999","vocational + Abi","182","0.347213838249769","0.305895106231933","0.388532570267606"
"Big worries","1999","higher vocational","246","0.294796212824017","0.263569633824734","0.3260227918233"
"Big worries","1999","higher education","583","0.308801594657852","0.288369237086867","0.329233952228837"
"Some worries","1999","in school","153","0.512795850678712","0.457945363428836","0.567646337928587"
"Some worries","1999","inadequately","194","0.455640238183043","0.408179777426385","0.503100698939702"
"Some worries","1999","general elemantary","1276","0.513662837268158","0.493818887090258","0.533506787446057"
"Some worries","1999","middle vocational","3862","0.542791297779297","0.531077657896164","0.554504937662431"
"Some worries","1999","vocational + Abi","270","0.548610463926732","0.50542169846777","0.591799229385694"
"Some worries","1999","higher vocational","479","0.583421767693992","0.549658401358338","0.617185134029647"
"Some worries","1999","higher education","1184","0.578719701029244","0.556882495693091","0.600556906365396"
"No worries","1999","in school","50","0.169826356339583","0.128622319570679","0.211030393108487"
"No worries","1999","inadequately","99","0.231243144839863","0.191063430795127","0.2714228588846"
"No worries","1999","general elemantary","451","0.198836501628519","0.18299016198019","0.214682841276848"
"No worries","1999","middle vocational","1057","0.157563237042973","0.148996522637676","0.166129951448269"
"No worries","1999","vocational + Abi","58","0.104175697823499","0.0776627735079644","0.130688622139033"
"No worries","1999","higher vocational","94","0.121782019481991","0.0993845533679547","0.144179485596027"
"No worries","1999","higher education","197","0.112478704312904","0.0985053106914545","0.126452097934354"
"Big worries","2000","in school","168","0.344579901020599","0.302587530845321","0.386572271195877"
"Big worries","2000","inadequately","122","0.322931003896207","0.276759787630364","0.36910222016205"
"Big worries","2000","general elemantary","948","0.271922622616482","0.257229868590945","0.286615376642019"
"Big worries","2000","middle vocational","3887","0.306854770025697","0.298847069010309","0.314862471041085"
"Big worries","2000","vocational + Abi","406","0.378131860972033","0.349719728094937","0.406543993849129"
"Big worries","2000","higher vocational","634","0.350380538079442","0.328820317756073","0.371940758402811"
"Big worries","2000","higher education","1367","0.360210675328001","0.344971255641863","0.375450095014139"
"Some worries","2000","in school","228","0.458983024134984","0.41495093438628","0.503015113883687"
"Some worries","2000","inadequately","169","0.39995069009618","0.351578397002193","0.448322983190167"
"Some worries","2000","general elemantary","1749","0.486055965663677","0.469551828550608","0.502560102776745"
"Some worries","2000","middle vocational","6557","0.506526092619435","0.497845241684059","0.515206943554811"
"Some worries","2000","vocational + Abi","560","0.495281426218457","0.465987086600924","0.52457576583599"
"Some worries","2000","higher vocational","981","0.506627480479415","0.484033874908629","0.529221086050201"
"Some worries","2000","higher education","2010","0.516064900704419","0.500200730260997","0.531929071147842"
"No worries","2000","in school","96","0.196437074844417","0.161330600677193","0.231543549011642"
"No worries","2000","inadequately","103","0.277118306007612","0.232924011916949","0.321312600098275"
"No worries","2000","general elemantary","826","0.242021411719841","0.227878229618523","0.25616459382116"
"No worries","2000","middle vocational","2298","0.186619137354868","0.179854346807281","0.193383927902455"
"No worries","2000","vocational + Abi","153","0.12658671280951","0.107104557275572","0.146068868343449"
"No worries","2000","higher vocational","266","0.142991981441144","0.127172145401573","0.158811817480714"
"No worries","2000","higher education","435","0.12372442396758","0.113271934976865","0.134176912958295"
"Big worries","2001","in school","225","0.382305844836951","0.341432480071831","0.423179209602071"
"Big worries","2001","inadequately","90","0.285955768073129","0.235160496399025","0.336751039747232"
"Big worries","2001","general elemantary","958","0.310522535932029","0.294173545381388","0.32687152648267"
"Big worries","2001","middle vocational","3995","0.336312959133381","0.327688270714237","0.344937647552525"
"Big worries","2001","vocational + Abi","435","0.399737097385477","0.370386686769808","0.429087508001145"
"Big worries","2001","higher vocational","663","0.394083731083359","0.370647357329143","0.417520104837575"
"Big worries","2001","higher education","1447","0.404790743874163","0.388607523685135","0.420973964063191"
"Some worries","2001","in school","223","0.428671481224441","0.387046560098437","0.470296402350446"
"Some worries","2001","inadequately","145","0.483454860095151","0.427279818288536","0.539629901901766"
"Some worries","2001","general elemantary","1467","0.471433147773285","0.453795349843956","0.489070945702613"
"Some worries","2001","middle vocational","5637","0.491124848151124","0.481998615818534","0.500251080483714"
"Some worries","2001","vocational + Abi","506","0.480186801375411","0.450251408463744","0.510122194287077"
"Some worries","2001","higher vocational","841","0.503162440442836","0.479182330338482","0.527142550547191"
"Some worries","2001","higher education","1709","0.475051340987699","0.45858703200038","0.491515649975019"
"No worries","2001","in school","95","0.189022673938608","0.15609132782351","0.221954020053707"
"No worries","2001","inadequately","69","0.23058937183172","0.183240456693301","0.27793828697014"
"No worries","2001","general elemantary","652","0.218044316294686","0.203454568030876","0.232634064558497"
"No worries","2001","middle vocational","1895","0.172562192715495","0.165664077400359","0.179460308030631"
"No worries","2001","vocational + Abi","129","0.120076101239113","0.100599774668627","0.139552427809599"
"No worries","2001","higher vocational","166","0.102753828473805","0.0881910357390976","0.117316621208512"
"No worries","2001","higher education","378","0.120157915138138","0.109437949919055","0.130877880357221"
"Big worries","2002","in school","222","0.364160503439761","0.325880328250818","0.402440678628705"
"Big worries","2002","inadequately","62","0.257246461026074","0.20577040370945","0.308722518342698"
"Big worries","2002","general elemantary","732","0.264972568590133","0.248863219181777","0.281081917998489"
"Big worries","2002","middle vocational","3131","0.271939473877843","0.26383240715041","0.280046540605275"
"Big worries","2002","vocational + Abi","352","0.30940831935714","0.282910050638377","0.335906588075902"
"Big worries","2002","higher vocational","488","0.29181774448346","0.270488339322402","0.313147149644518"
"Big worries","2002","higher education","1412","0.302583578602523","0.289240131820734","0.315927025384312"
"Some worries","2002","in school","282","0.456047992291747","0.416425726078876","0.495670258504619"
"Some worries","2002","inadequately","153","0.521358066430634","0.462530399175047","0.58018573368622"
"Some worries","2002","general elemantary","1500","0.511631628213709","0.493385184707838","0.529878071719579"
"Some worries","2002","middle vocational","6335","0.54211087645559","0.533033337889437","0.551188415021742"
"Some worries","2002","vocational + Abi","641","0.56115545496745","0.532708369202806","0.589602540732093"
"Some worries","2002","higher vocational","993","0.552082752236224","0.528750784990698","0.57541471948175"
"Some worries","2002","higher education","2579","0.559099309041014","0.544677686206985","0.573520931875043"
"No worries","2002","in school","103","0.179791504268491","0.149242260763872","0.21034074777311"
"No worries","2002","inadequately","62","0.221395472543292","0.172501982719341","0.270288962367244"
"No worries","2002","general elemantary","651","0.223395803196158","0.208191618333021","0.238599988059296"
"No worries","2002","middle vocational","2106","0.185949649666567","0.178860939913627","0.193038359419508"
"No worries","2002","vocational + Abi","176","0.129436225675411","0.110193390876028","0.148679060474793"
"No worries","2002","higher vocational","264","0.156099503280316","0.139070204817468","0.173128801743163"
"No worries","2002","higher education","562","0.138317112356463","0.128289190135437","0.14834503457749"
"Big worries","2003","in school","166","0.262881964309763","0.228091562267022","0.297672366352503"
"Big worries","2003","inadequately","57","0.23352990730076","0.182202810794483","0.284857003807037"
"Big worries","2003","general elemantary","603","0.228645561083559","0.212860296488961","0.244430825678158"
"Big worries","2003","middle vocational","2458","0.224975654104969","0.217199894153932","0.232751414056006"
"Big worries","2003","vocational + Abi","268","0.240113897225754","0.215468939022205","0.264758855429303"
"Big worries","2003","higher vocational","405","0.262665768810432","0.241634327676667","0.283697209944197"
"Big worries","2003","higher education","975","0.237464709630756","0.224804737821893","0.250124681439619"
"Some worries","2003","in school","313","0.490250242045578","0.450741067550157","0.529759416540999"
"Some worries","2003","inadequately","111","0.4350105158337","0.374865741814035","0.495155289853365"
"Some worries","2003","general elemantary","1410","0.515088709881106","0.496303517350245","0.533873902411967"
"Some worries","2003","middle vocational","6146","0.55123873469454","0.541976944129963","0.560500525259117"
"Some worries","2003","vocational + Abi","646","0.560333002000119","0.531695823824727","0.588970180175511"
"Some worries","2003","higher vocational","969","0.564200663719245","0.540503565211556","0.587897762226935"
"Some worries","2003","higher education","2640","0.594306523071874","0.579697960428276","0.608915085715472"
"No worries","2003","in school","136","0.246867793644659","0.212789459193819","0.280946128095499"
"No worries","2003","inadequately","93","0.33145957686554","0.274350260803783","0.388568892927296"
"No worries","2003","general elemantary","706","0.256265729035335","0.239856142075047","0.272675315995623"
"No worries","2003","middle vocational","2474","0.223785611200491","0.216024492338749","0.231546730062233"
"No worries","2003","vocational + Abi","240","0.199553100774127","0.176494089048479","0.222612112499774"
"No worries","2003","higher vocational","308","0.173133567470323","0.155051694450936","0.191215440489709"
"No worries","2003","higher education","725","0.16822876729737","0.157099788742155","0.179357745852585"
"Big worries","2004","in school","181","0.263093027723826","0.228791991646408","0.297394063801244"
"Big worries","2004","inadequately","46","0.22639199460491","0.173665194139387","0.279118795070434"
"Big worries","2004","general elemantary","551","0.219578993408093","0.203521322468076","0.23563666434811"
"Big worries","2004","middle vocational","2472","0.23022425652791","0.222267781107766","0.238180731948053"
"Big worries","2004","vocational + Abi","290","0.265025366550271","0.239539362454898","0.290511370645644"
"Big worries","2004","higher vocational","403","0.255075574066872","0.233952993018644","0.2761981551151"
"Big worries","2004","higher education","1008","0.25242655768904","0.239428954066536","0.265424161311544"
"Some worries","2004","in school","309","0.483319874113017","0.444390767137611","0.522248981088422"
"Some worries","2004","inadequately","109","0.43193034562561","0.369521225224735","0.494339466026484"
"Some worries","2004","general elemantary","1281","0.483870609658446","0.464485574161827","0.503255645155065"
"Some worries","2004","middle vocational","5861","0.541810200962765","0.532393270322071","0.55122713160346"
"Some worries","2004","vocational + Abi","657","0.549419813207182","0.520688197083209","0.578151429331155"
"Some worries","2004","higher vocational","906","0.565649675984941","0.541630932300803","0.58966841966908"
"Some worries","2004","higher education","2537","0.573626045995849","0.558828878201737","0.588423213789961"
"No worries","2004","in school","143","0.253587098163158","0.219694927716775","0.28747926860954"
"No worries","2004","inadequately","87","0.34167765976948","0.281923520284611","0.401431799254349"
"No worries","2004","general elemantary","721","0.296550396933461","0.27883346841659","0.314267325450331"
"No worries","2004","middle vocational","2421","0.227965542509325","0.22003658627332","0.23589449874533"
"No worries","2004","vocational + Abi","205","0.185554820242547","0.163106238906034","0.20800340157906"
"No worries","2004","higher vocational","327","0.179274749948187","0.16068751016616","0.197861989730213"
"No worries","2004","higher education","746","0.173947396315111","0.162605604998489","0.185289187631733"
"Big worries","2005","in school","219","0.337904827775783","0.3014303366974","0.374379318854166"
"Big worries","2005","inadequately","78","0.333870680306097","0.273956719869297","0.393784640742898"
"Big worries","2005","general elemantary","671","0.302774727646099","0.284319697255736","0.321229758036463"
"Big worries","2005","middle vocational","3023","0.3057879937669","0.29686192059787","0.314714066935929"
"Big worries","2005","vocational + Abi","343","0.307468774054804","0.280540176897077","0.334397371212532"
"Big worries","2005","higher vocational","469","0.298027231758837","0.275315383854104","0.320739079663571"
"Big worries","2005","higher education","1310","0.318765989471215","0.304601856386066","0.332930122556363"
"Some worries","2005","in school","283","0.430549086894644","0.392365975444212","0.468732198345076"
"Some worries","2005","inadequately","102","0.450420412414544","0.387210681524261","0.513630143304827"
"Some worries","2005","general elemantary","1133","0.458594877657219","0.438580404009096","0.478609351305342"
"Some worries","2005","middle vocational","5325","0.504187166314626","0.494500843404356","0.513873489224896"
"Some worries","2005","vocational + Abi","604","0.541710603307038","0.512633769510899","0.570787437103177"
"Some worries","2005","higher vocational","847","0.565501184230604","0.540887568149019","0.59011480031219"
"Some worries","2005","higher education","2275","0.532826465187007","0.517661624279139","0.547991306094876"
"No worries","2005","in school","144","0.231546085329574","0.199017927603884","0.264074243055264"
"No worries","2005","inadequately","58","0.215708907279359","0.163453372906848","0.26796444165187"
"No worries","2005","general elemantary","577","0.238630394696682","0.221509398106961","0.255751391286402"
"No worries","2005","middle vocational","1887","0.190024839918474","0.182424286680445","0.197625393156504"
"No worries","2005","vocational + Abi","181","0.150820622638158","0.129936144614711","0.171705100661605"
"No worries","2005","higher vocational","242","0.136471584010558","0.119425532470029","0.153517635551088"
"No worries","2005","higher education","573","0.148407545341778","0.137601924067809","0.159213166615747"
"Big worries","2006","in school","122","0.355459910578699","0.308316523778507","0.402603297378891"
"Big worries","2006","inadequately","64","0.2906363791759","0.231827921026837","0.349444837324963"
"Big worries","2006","general elemantary","639","0.274446774806917","0.256780696969906","0.292112852643927"
"Big worries","2006","middle vocational","3112","0.290795648606423","0.282325633156529","0.299265664056316"
"Big worries","2006","vocational + Abi","331","0.278883569212362","0.253615645010254","0.304151493414471"
"Big worries","2006","higher vocational","480","0.309834968475672","0.287502178448339","0.332167758503005"
"Big worries","2006","higher education","1236","0.27840211038445","0.26540291492592","0.29140130584298"
"Some worries","2006","in school","187","0.434258288019739","0.385439875130929","0.483076700908549"
"Some worries","2006","inadequately","104","0.415667397493331","0.351836141486816","0.479498653499847"
"Some worries","2006","general elemantary","1210","0.470356347407582","0.450596580102678","0.490116114712486"
"Some worries","2006","middle vocational","5903","0.523576596671704","0.514261417527398","0.532891775816009"
"Some worries","2006","vocational + Abi","672","0.534635271425365","0.50653044281481","0.56274010003592"
"Some worries","2006","higher vocational","898","0.534868979280985","0.510780318870617","0.558957639691352"
"Some worries","2006","higher education","2598","0.550937742927312","0.536512035316546","0.565363450538078"
"No worries","2006","in school","87","0.210281801401562","0.170145493881477","0.250418108921647"
"No worries","2006","inadequately","61","0.293696223330769","0.234706644553296","0.352685802108242"
"No worries","2006","general elemantary","602","0.255196877785501","0.237937113591533","0.272456641979469"
"No worries","2006","middle vocational","2028","0.185627754721874","0.178376093734806","0.192879415708942"
"No worries","2006","vocational + Abi","207","0.186481159362273","0.164535092710985","0.208427226013561"
"No worries","2006","higher vocational","269","0.155296052243343","0.137804282118932","0.172787822367755"
"No worries","2006","higher education","733","0.170660146688238","0.159749137781256","0.18157115559522"
"Big worries","2007","in school","98","0.268325644635683","0.221158645170881","0.315492644100484"
"Big worries","2007","inadequately","51","0.241425885122685","0.184355324195177","0.298496446050193"
"Big worries","2007","general elemantary","588","0.277536550408861","0.258761098297177","0.296312002520544"
"Big worries","2007","middle vocational","2755","0.271067330898263","0.262474966073184","0.279659695723342"
"Big worries","2007","vocational + Abi","318","0.283350746177485","0.257540915802692","0.309160576552277"
"Big worries","2007","higher vocational","403","0.284588260022003","0.261926968335209","0.307249551708796"
"Big worries","2007","higher education","1245","0.287441715148055","0.274034304464499","0.300849125831612"
"Some worries","2007","in school","168","0.530566061438005","0.477440293944507","0.583691828931502"
"Some worries","2007","inadequately","101","0.450333646148291","0.383984094833644","0.516683197462938"
"Some worries","2007","general elemantary","1035","0.469909357852746","0.448982477754209","0.490836237951283"
"Some worries","2007","middle vocational","5455","0.525148903156117","0.515496168554947","0.534801637757287"
"Some worries","2007","vocational + Abi","668","0.555190403801917","0.526727599094776","0.583653208509058"
"Some worries","2007","higher vocational","876","0.560059064351527","0.535129640493691","0.584988488209364"
"Some worries","2007","higher education","2482","0.559061784276462","0.544352938613324","0.5737706299396"
"No worries","2007","in school","73","0.201108293926313","0.158439812260614","0.243776775592012"
"No worries","2007","inadequately","64","0.308240468729024","0.246659910779578","0.36982102667847"
"No worries","2007","general elemantary","562","0.252554091738393","0.234336563167688","0.270771620309099"
"No worries","2007","middle vocational","2071","0.20378376594562","0.195997473391461","0.21157005849978"
"No worries","2007","vocational + Abi","185","0.161458850020598","0.140384084039985","0.182533616001212"
"No worries","2007","higher vocational","244","0.15535267562647","0.137160057085208","0.173545294167732"
"No worries","2007","higher education","650","0.153496500575482","0.142817676399078","0.164175324751887"
"Big worries","2008","in school","95","0.281585265107088","0.234599171725306","0.32857135848887"
"Big worries","2008","inadequately","41","0.254525080437561","0.191756249952134","0.317293910922989"
"Big worries","2008","general elemantary","471","0.2539176529284","0.234918131717953","0.272917174138848"
"Big worries","2008","middle vocational","2312","0.2444784244621","0.235930076721297","0.253026772202903"
"Big worries","2008","vocational + Abi","231","0.211386736121585","0.187214673027404","0.235558799215766"
"Big worries","2008","higher vocational","360","0.261143371340397","0.238223922250168","0.284062820430627"
"Big worries","2008","higher education","913","0.217973113032034","0.205477827528171","0.230468398535898"
"Some worries","2008","in school","174","0.505802823674549","0.453573125774458","0.55803252157464"
"Some worries","2008","inadequately","86","0.49902453200397","0.42697496010959","0.571074103898349"
"Some worries","2008","general elemantary","1020","0.492275269048809","0.47045194028312","0.514098597814499"
"Some worries","2008","middle vocational","5315","0.546489897930532","0.53658789551433","0.556391900346734"
"Some worries","2008","vocational + Abi","659","0.599855794502237","0.570850685007434","0.628860903997041"
"Some worries","2008","higher vocational","794","0.549085300100044","0.523122490435842","0.575048109764246"
"Some worries","2008","higher education","2495","0.580264924684688","0.565328912161692","0.595200937207684"
"No worries","2008","in school","83","0.212611911218363","0.169868913710452","0.255354908726274"
"No worries","2008","inadequately","58","0.246450387558469","0.184351630881469","0.308549144235469"
"No worries","2008","general elemantary","525","0.25380707802279","0.23481028659957","0.27280386944601"
"No worries","2008","middle vocational","2083","0.209031677607367","0.200943995466167","0.217119359748568"
"No worries","2008","vocational + Abi","206","0.188757469376177","0.1655904456934","0.211924493058955"
"No worries","2008","higher vocational","257","0.189771328559559","0.169311420072252","0.210231237046865"
"No worries","2008","higher education","786","0.201761962283277","0.189616341031489","0.213907583535066"
"Big worries","2009","in school","70","0.260687889274182","0.21141902973966","0.309956748808703"
