"plj0589","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very often","2013","lower secondary degree","in school","","","",""
"Very often","2013","lower secondary degree","inadequately","","","",""
"Very often","2013","lower secondary degree","general elemantary","49","0.0244121551379168","0.0167094698314522","0.0321148404443813"
"Very often","2013","lower secondary degree","middle vocational","67","0.0136708497172872","0.0104547861828826","0.0168869132516919"
"Very often","2013","lower secondary degree","vocational + Abi","","","",""
"Very often","2013","lower secondary degree","higher vocational","","","",""
"Very often","2013","lower secondary degree","higher education","","","",""
"Very often","2013","secondary school degree","in school","","","",""
"Very often","2013","secondary school degree","inadequately","","","",""
"Very often","2013","secondary school degree","general elemantary","","","",""
"Very often","2013","secondary school degree","middle vocational","59","0.00910815317560938","0.00664749827473943","0.0115688080764793"
"Very often","2013","secondary school degree","vocational + Abi","","","",""
"Very often","2013","secondary school degree","higher vocational","","","",""
"Very often","2013","secondary school degree","higher education","","","",""
"Very often","2013","college entrance qualification","in school","","","",""
"Very often","2013","college entrance qualification","inadequately","","","",""
"Very often","2013","college entrance qualification","general elemantary","","","",""
"Very often","2013","college entrance qualification","middle vocational","","","",""
"Very often","2013","college entrance qualification","vocational + Abi","","","",""
"Very often","2013","college entrance qualification","higher vocational","","","",""
"Very often","2013","college entrance qualification","higher education","","","",""
"Very often","2013","Other degree","in school","","","",""
"Very often","2013","Other degree","inadequately","","","",""
"Very often","2013","Other degree","general elemantary","","","",""
"Very often","2013","Other degree","middle vocational","","","",""
"Very often","2013","Other degree","vocational + Abi","","","",""
"Very often","2013","Other degree","higher vocational","","","",""
"Very often","2013","Other degree","higher education","","","",""
"Very often","2013","no degree/no degree yet","in school","","","",""
"Very often","2013","no degree/no degree yet","inadequately","","","",""
"Very often","2013","no degree/no degree yet","general elemantary","","","",""
"Very often","2013","no degree/no degree yet","middle vocational","","","",""
"Very often","2013","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2013","no degree/no degree yet","higher vocational","","","",""
"Very often","2013","no degree/no degree yet","higher education","","","",""
"Often","2013","lower secondary degree","in school","","","",""
"Often","2013","lower secondary degree","inadequately","","","",""
"Often","2013","lower secondary degree","general elemantary","86","0.0666000337343477","0.0541555461382248","0.0790445213304705"
"Often","2013","lower secondary degree","middle vocational","205","0.040089740781567","0.0346566386168671","0.0455228429462669"
"Often","2013","lower secondary degree","vocational + Abi","","","",""
"Often","2013","lower secondary degree","higher vocational","","","",""
"Often","2013","lower secondary degree","higher education","","","",""
"Often","2013","secondary school degree","in school","","","",""
"Often","2013","secondary school degree","inadequately","","","",""
"Often","2013","secondary school degree","general elemantary","34","0.0464863512710901","0.0311187301245021","0.0618539724176781"
"Often","2013","secondary school degree","middle vocational","211","0.0393457685850836","0.0343101249768251","0.0443814121933422"
"Often","2013","secondary school degree","vocational + Abi","","","",""
"Often","2013","secondary school degree","higher vocational","","","",""
"Often","2013","secondary school degree","higher education","","","",""
"Often","2013","college entrance qualification","in school","","","",""
"Often","2013","college entrance qualification","inadequately","","","",""
"Often","2013","college entrance qualification","general elemantary","","","",""
"Often","2013","college entrance qualification","middle vocational","","","",""
"Often","2013","college entrance qualification","vocational + Abi","54","0.0352079732874584","0.0259668709488537","0.0444490756260631"
"Often","2013","college entrance qualification","higher vocational","","","",""
"Often","2013","college entrance qualification","higher education","67","0.0208818911926019","0.0167216520010921","0.0250421303841118"
"Often","2013","Other degree","in school","","","",""
"Often","2013","Other degree","inadequately","","","",""
"Often","2013","Other degree","general elemantary","","","",""
"Often","2013","Other degree","middle vocational","31","0.0715494955730948","0.0501834154097659","0.0929155757364236"
"Often","2013","Other degree","vocational + Abi","","","",""
"Often","2013","Other degree","higher vocational","","","",""
"Often","2013","Other degree","higher education","","","",""
"Often","2013","no degree/no degree yet","in school","","","",""
"Often","2013","no degree/no degree yet","inadequately","40","0.120226364944693","0.0814335282132755","0.159019201676111"
"Often","2013","no degree/no degree yet","general elemantary","","","",""
"Often","2013","no degree/no degree yet","middle vocational","","","",""
"Often","2013","no degree/no degree yet","vocational + Abi","","","",""
"Often","2013","no degree/no degree yet","higher vocational","","","",""
"Often","2013","no degree/no degree yet","higher education","","","",""
"Sometimes","2013","lower secondary degree","in school","","","",""
"Sometimes","2013","lower secondary degree","inadequately","","","",""
"Sometimes","2013","lower secondary degree","general elemantary","218","0.131808394027045","0.114924009676364","0.148692778377726"
"Sometimes","2013","lower secondary degree","middle vocational","536","0.102794731988662","0.0943837390638204","0.111205724913503"
"Sometimes","2013","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2013","lower secondary degree","higher vocational","30","0.0564220967390257","0.0339226986397372","0.0789214948383142"
"Sometimes","2013","lower secondary degree","higher education","","","",""
"Sometimes","2013","secondary school degree","in school","","","",""
"Sometimes","2013","secondary school degree","inadequately","","","",""
"Sometimes","2013","secondary school degree","general elemantary","95","0.141260969200927","0.115838241209632","0.166683697192222"
"Sometimes","2013","secondary school degree","middle vocational","582","0.102002035096503","0.0941629656165376","0.109841104576469"
"Sometimes","2013","secondary school degree","vocational + Abi","","","",""
"Sometimes","2013","secondary school degree","higher vocational","70","0.1063962284912","0.084358096288265","0.128434360694135"
"Sometimes","2013","secondary school degree","higher education","44","0.0852129463210784","0.0640562511919429","0.106369641450214"
"Sometimes","2013","college entrance qualification","in school","","","",""
"Sometimes","2013","college entrance qualification","inadequately","","","",""
"Sometimes","2013","college entrance qualification","general elemantary","","","",""
"Sometimes","2013","college entrance qualification","middle vocational","68","0.0815782330561415","0.0634521373295476","0.0997043287827354"
"Sometimes","2013","college entrance qualification","vocational + Abi","137","0.0869584932608801","0.0728302658295248","0.101086720692235"
"Sometimes","2013","college entrance qualification","higher vocational","36","0.114700287927125","0.0853233659946332","0.144077209859618"
