"plj0589","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2013","16-34 y.","general elemantary","432","0.458854738474539","0.42604326222781","0.491666214721269","5"
"Never","2013","16-34 y.","middle vocational","1332","0.565704773432869","0.545964713301265","0.585444833564472","5"
"Never","2013","16-34 y.","inadequately","33","0.341495048139834","0.25700080235156","0.425989293928108","5"
"Never","2013","16-34 y.","vocational + Abi","227","0.590897449739226","0.543763688085376","0.638031211393076","5"
"Never","2013","16-34 y.","in school","268","0.617437983274595","0.572180143209249","0.662695823339941","5"
"Never","2013","16-34 y.","higher vocational","83","0.52318504658196","0.441035245982504","0.605334847181416","5"
"Never","2013","16-34 y.","higher education","507","0.640762536158182","0.607640278075536","0.673884794240827","5"
"Never","2013","35-65 y.","in school","","","","","5"
"Never","2013","35-65 y.","inadequately","46","0.266425688586955","0.197492295952424","0.335359081221487","5"
"Never","2013","35-65 y.","general elemantary","458","0.482200288035532","0.450803421570971","0.513597154500092","5"
"Never","2013","35-65 y.","middle vocational","4166","0.543051503330527","0.53173838333486","0.554364623326194","5"
"Never","2013","35-65 y.","vocational + Abi","728","0.592856881187023","0.565467177260174","0.620246585113871","5"
"Never","2013","35-65 y.","higher vocational","693","0.535487498501631","0.507067170216301","0.563907826786961","5"
"Never","2013","35-65 y.","higher education","2500","0.618958743239319","0.603664035099681","0.634253451378957","5"
"Never","2013","66 and older","in school","","","","","5"
"Never","2013","66 and older","inadequately","21","","","","5"
"Never","2013","66 and older","general elemantary","421","0.551517721207019","0.515489325016751","0.587546117397286","5"
"Never","2013","66 and older","middle vocational","1591","0.603609319441409","0.584661126676705","0.622557512206113","5"
"Never","2013","66 and older","vocational + Abi","76","0.558462454975748","0.469984267817214","0.646940642134282","5"
"Never","2013","66 and older","higher vocational","197","0.558329790161225","0.506526756617751","0.610132823704699","5"
"Never","2013","66 and older","higher education","750","0.61012945037112","0.581977749009572","0.638281151732667","5"
"Often","2013","16-34 y.","general elemantary","40","0.0598386331706625","0.04422071068285","0.075456555658475","2"
"Often","2013","16-34 y.","middle vocational","79","0.0340963581578172","0.0268689610006717","0.0413237553149626","2"
"Often","2013","35-65 y.","vocational + Abi","45","0.0336497266814196","0.0235966981974895","0.0437027551653497","2"
"Often","2013","16-34 y.","in school","16","","","","2"
"Often","2013","16-34 y.","inadequately","18","","","","2"
"Often","2013","66 and older","middle vocational","87","0.0372192976263605","0.0298863955849648","0.0445521996677563","2"
"Often","2013","66 and older","vocational + Abi","5","","","","2"
"Often","2013","66 and older","higher vocational","14","","","","2"
"Often","2013","35-65 y.","general elemantary","67","0.0707462427646098","0.0546356869528154","0.0868567985764043","2"
"Often","2013","35-65 y.","middle vocational","311","0.0433990246811319","0.0387716608093684","0.0480263885528954","2"
"Often","2013","16-34 y.","vocational + Abi","14","","","","2"
"Often","2013","16-34 y.","higher vocational","5","","","","2"
"Often","2013","16-34 y.","higher education","14","","","","2"
"Often","2013","35-65 y.","in school","","","","","2"
"Often","2013","35-65 y.","inadequately","20","","","","2"
"Often","2013","35-65 y.","higher vocational","27","","","","2"
"Often","2013","35-65 y.","higher education","84","0.0282163450766744","0.0230012825891628","0.033431407564186","2"
"Often","2013","66 and older","in school","","","","","2"
"Often","2013","66 and older","inadequately","3","","","","2"
"Often","2013","66 and older","general elemantary","31","0.0498798895308318","0.0341094227748746","0.0656503562867891","2"
"Often","2013","66 and older","higher education","21","","","","2"
"Rarely ","2013","16-34 y.","inadequately","36","0.270806052313683","0.191627762579165","0.3499843420482","4"
"Rarely ","2013","16-34 y.","in school","128","0.26163854157564","0.220709497908306","0.302567585242974","4"
"Rarely ","2013","16-34 y.","general elemantary","257","0.300494436132261","0.270305692852251","0.330683179412271","4"
"Rarely ","2013","16-34 y.","middle vocational","707","0.29555035311559","0.277378394429135","0.313722311802046","4"
"Rarely ","2013","16-34 y.","vocational + Abi","134","0.284344736205744","0.241099877586152","0.327589594825336","4"
"Rarely ","2013","16-34 y.","higher vocational","43","0.420601492590004","0.339406731243807","0.501796253936201","4"
"Rarely ","2013","16-34 y.","higher education","213","0.255453461341381","0.225345427852095","0.285561494830668","4"
"Rarely ","2013","35-65 y.","in school","","","","","4"
