"plj0589","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very often","2013","lower secondary degree","no migration background","110","0.0154877648669733","0.0124613201250265","0.0185142096089202"
"Very often","2013","lower secondary degree","direct migration background","","","",""
"Very often","2013","lower secondary degree","indirect migration background","","","",""
"Very often","2013","secondary school degree","no migration background","77","0.00989593266646321","0.00762680886824769","0.0121650564646787"
"Very often","2013","secondary school degree","direct migration background","","","",""
"Very often","2013","secondary school degree","indirect migration background","","","",""
"Very often","2013","college entrance qualification","no migration background","32","0.00517786259602845","0.00346201336467515","0.00689371182738175"
"Very often","2013","college entrance qualification","direct migration background","","","",""
"Very often","2013","college entrance qualification","indirect migration background","","","",""
"Very often","2013","Other degree","no migration background","","","",""
"Very often","2013","Other degree","direct migration background","","","",""
"Very often","2013","Other degree","indirect migration background","","","",""
"Very often","2013","no degree/no degree yet","no migration background","","","",""
"Very often","2013","no degree/no degree yet","direct migration background","","","",""
"Very often","2013","no degree/no degree yet","indirect migration background","","","",""
"Often","2013","lower secondary degree","no migration background","282","0.0462264824076239","0.0410801732770461","0.0513727915382018"
"Often","2013","lower secondary degree","direct migration background","","","",""
"Often","2013","lower secondary degree","indirect migration background","","","",""
"Often","2013","secondary school degree","no migration background","265","0.0400140672033826","0.0355211523760411","0.0445069820307241"
"Often","2013","secondary school degree","direct migration background","","","",""
"Often","2013","secondary school degree","indirect migration background","","","",""
"Often","2013","college entrance qualification","no migration background","131","0.0242404044918243","0.0205635834708069","0.0279172255128417"
"Often","2013","college entrance qualification","direct migration background","","","",""
"Often","2013","college entrance qualification","indirect migration background","","","",""
"Often","2013","Other degree","no migration background","","","",""
"Often","2013","Other degree","direct migration background","74","0.0560987374184861","0.0439269979077054","0.0682704769292668"
"Often","2013","Other degree","indirect migration background","","","",""
"Often","2013","no degree/no degree yet","no migration background","32","0.0714852465553495","0.0495515025544003","0.0934189905562987"
"Often","2013","no degree/no degree yet","direct migration background","","","",""
"Often","2013","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2013","lower secondary degree","no migration background","696","0.103803090615942","0.0963276864247089","0.111278494807174"
"Sometimes","2013","lower secondary degree","direct migration background","57","0.122471892854665","0.0918402361800093","0.153103549529321"
"Sometimes","2013","lower secondary degree","indirect migration background","50","0.153184500880098","0.111222452002267","0.195146549757929"
"Sometimes","2013","secondary school degree","no migration background","723","0.102149764540072","0.0952073580636198","0.109092171016525"
"Sometimes","2013","secondary school degree","direct migration background","34","0.156215722900509","0.113069605114551","0.199361840686468"
"Sometimes","2013","secondary school degree","indirect migration background","35","0.128643881811157","0.0910078601456805","0.166279903476634"
"Sometimes","2013","college entrance qualification","no migration background","470","0.0800412693294399","0.0735538450833","0.0865286935755798"
"Sometimes","2013","college entrance qualification","direct migration background","34","0.0519178969935421","0.0274948423938974","0.0763409515931868"
"Sometimes","2013","college entrance qualification","indirect migration background","","","",""
"Sometimes","2013","Other degree","no migration background","31","0.14605848796958","0.0971132373685228","0.195003738570638"
"Sometimes","2013","Other degree","direct migration background","227","0.168469698384904","0.148672088529638","0.18826730824017"
"Sometimes","2013","Other degree","indirect migration background","","","",""
"Sometimes","2013","no degree/no degree yet","no migration background","53","0.11178175992661","0.0849557876500342","0.138607732203185"
"Sometimes","2013","no degree/no degree yet","direct migration background","39","0.228910962800548","0.16538094010192","0.292440985499176"
"Sometimes","2013","no degree/no degree yet","indirect migration background","","","",""
"Rarely ","2013","lower secondary degree","no migration background","1753","0.278692675684168","0.267703863130864","0.289681488237472"
"Rarely ","2013","lower secondary degree","direct migration background","139","0.315729780961549","0.272299429251505","0.359160132671593"
"Rarely ","2013","lower secondary degree","indirect migration background","75","0.31102760347929","0.257094519893469","0.364960687065111"
"Rarely ","2013","secondary school degree","no migration background","2060","0.298658237751652","0.288166643130821","0.309149832372483"
"Rarely ","2013","secondary school degree","direct migration background","79","0.32346670056491","0.267873328519979","0.379060072609841"
"Rarely ","2013","secondary school degree","indirect migration background","65","0.241321900113483","0.19322263497878","0.289421165248185"
"Rarely ","2013","college entrance qualification","no migration background","1734","0.261394570273889","0.250889821455199","0.271899319092579"
"Rarely ","2013","college entrance qualification","direct migration background","86","0.316954652115659","0.265734390300085","0.368174913931232"
"Rarely ","2013","college entrance qualification","indirect migration background","95","0.271565950489202","0.225364472470476","0.317767428507928"
"Rarely ","2013","Other degree","no migration background","55","0.311207132472664","0.247041543526066","0.375372721419262"
"Rarely ","2013","Other degree","direct migration background","392","0.258055453907926","0.234910566796851","0.281200341019001"
"Rarely ","2013","Other degree","indirect migration background","","","",""
"Rarely ","2013","no degree/no degree yet","no migration background","152","0.286567328013287","0.248072712124953","0.325061943901622"
"Rarely ","2013","no degree/no degree yet","direct migration background","47","0.304577991356758","0.234984772392119","0.374171210321397"
"Rarely ","2013","no degree/no degree yet","indirect migration background","32","0.240733001825613","0.161199211680861","0.320266791970364"
"Never","2013","lower secondary degree","no migration background","3554","0.555789986425293","0.543611947783957","0.56796802506663"
"Never","2013","lower secondary degree","direct migration background","222","0.496286708457081","0.449569188454418","0.543004228459743"
"Never","2013","lower secondary degree","indirect migration background","143","0.496361178911814","0.438108838830984","0.554613518992644"
"Never","2013","secondary school degree","no migration background","4185","0.54928199783843","0.537875835781216","0.560688159895644"
"Never","2013","secondary school degree","direct migration background","143","0.452937955361299","0.39378161639319","0.512094294329408"
"Never","2013","secondary school degree","indirect migration background","186","0.577485921353518","0.521959128236776","0.633012714470259"
"Never","2013","college entrance qualification","no migration background","4354","0.629145893308818","0.617597850831697","0.640693935785939"
"Never","2013","college entrance qualification","direct migration background","191","0.60648563881677","0.55270709804608","0.66026417958746"
"Never","2013","college entrance qualification","indirect migration background","224","0.606756866768702","0.556015633809243","0.657498099728162"
"Never","2013","Other degree","no migration background","97","0.485089246482662","0.415824874997658","0.554353617967667"
"Never","2013","Other degree","direct migration background","659","0.498633266929694","0.472185975293761","0.525080558565627"
"Never","2013","Other degree","indirect migration background","","","",""
"Never","2013","no degree/no degree yet","no migration background","285","0.517613760209724","0.475072483616517","0.560155036802931"
"Never","2013","no degree/no degree yet","direct migration background","55","0.368265142982906","0.295329271358751","0.441201014607061"
"Never","2013","no degree/no degree yet","indirect migration background","60","0.595366747543151","0.504058570138571","0.686674924947731"
"Very often","2014","lower secondary degree","no migration background","","","",""
"Very often","2014","lower secondary degree","direct migration background","","","",""
"Very often","2014","lower secondary degree","indirect migration background","","","",""
"Very often","2014","secondary school degree","no migration background","","","",""
"Very often","2014","secondary school degree","direct migration background","","","",""
"Very often","2014","secondary school degree","indirect migration background","","","",""
"Very often","2014","college entrance qualification","no migration background","","","",""
"Very often","2014","college entrance qualification","direct migration background","","","",""
"Very often","2014","college entrance qualification","indirect migration background","","","",""
"Very often","2014","Other degree","no migration background","","","",""
"Very often","2014","Other degree","direct migration background","","","",""
"Very often","2014","Other degree","indirect migration background","","","",""
"Very often","2014","no degree/no degree yet","no migration background","","","",""
"Very often","2014","no degree/no degree yet","direct migration background","","","",""
"Very often","2014","no degree/no degree yet","indirect migration background","","","",""
"Often","2014","lower secondary degree","no migration background","","","",""
"Often","2014","lower secondary degree","direct migration background","","","",""
"Often","2014","lower secondary degree","indirect migration background","","","",""
"Often","2014","secondary school degree","no migration background","","","",""
"Often","2014","secondary school degree","direct migration background","","","",""
"Often","2014","secondary school degree","indirect migration background","","","",""
"Often","2014","college entrance qualification","no migration background","","","",""
"Often","2014","college entrance qualification","direct migration background","","","",""
"Often","2014","college entrance qualification","indirect migration background","","","",""
"Often","2014","Other degree","no migration background","","","",""
"Often","2014","Other degree","direct migration background","","","",""
"Often","2014","Other degree","indirect migration background","","","",""
"Often","2014","no degree/no degree yet","no migration background","","","",""
"Often","2014","no degree/no degree yet","direct migration background","","","",""
"Often","2014","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2014","lower secondary degree","no migration background","","","",""
"Sometimes","2014","lower secondary degree","direct migration background","","","",""
"Sometimes","2014","lower secondary degree","indirect migration background","","","",""
"Sometimes","2014","secondary school degree","no migration background","","","",""
"Sometimes","2014","secondary school degree","direct migration background","","","",""
"Sometimes","2014","secondary school degree","indirect migration background","","","",""
"Sometimes","2014","college entrance qualification","no migration background","","","",""
"Sometimes","2014","college entrance qualification","direct migration background","","","",""
"Sometimes","2014","college entrance qualification","indirect migration background","","","",""
