"plj0589","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2013","no migration background","(0) in school","","","",""
"Very often","2013","no migration background","(1a) inadequately completed","","","",""
"Very often","2013","no migration background","(1b) general elementary school","46","0.0235752748766238","0.0153842517427328","0.0317662980105149"
"Very often","2013","no migration background","(1c) basic vocational qualification","71","0.0141100751408966","0.0108654378012291","0.017354712480564"
"Very often","2013","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2013","no migration background","(2a) intermediate vocational","64","0.0093815195810343","0.00695594232070854","0.0118070968413601"
"Very often","2013","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2013","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","no migration background","(3a) lower tertiary education","","","",""
"Very often","2013","no migration background","(3b) higher tertiary education","","","",""
"Very often","2013","direct migration background","(0) in school","","","",""
"Very often","2013","direct migration background","(1a) inadequately completed","","","",""
"Very often","2013","direct migration background","(1b) general elementary school","","","",""
"Very often","2013","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2013","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2013","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2013","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2013","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2013","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2013","indirect migration background","(0) in school","","","",""
"Very often","2013","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2013","indirect migration background","(1b) general elementary school","","","",""
"Very often","2013","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2013","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2013","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2013","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2013","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2013","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2013","no migration background","(0) in school","","","",""
"Often","2013","no migration background","(1a) inadequately completed","","","",""
"Often","2013","no migration background","(1b) general elementary school","76","0.0669794517717672","0.0534833984831397","0.0804755050603947"
"Often","2013","no migration background","(1c) basic vocational qualification","206","0.0396161766840756","0.0342502345820531","0.0449821187860981"
"Often","2013","no migration background","(2b) intermediate general qualification","31","0.051210784842238","0.0335289833305306","0.0688925863539454"
"Often","2013","no migration background","(2a) intermediate vocational","215","0.0385604437421903","0.0337158506055815","0.0434050368787991"
"Often","2013","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2013","no migration background","(2c_voc) vocational maturity certificate","59","0.0320553622663316","0.0239337057443431","0.0401770187883201"
"Often","2013","no migration background","(3a) lower tertiary education","44","0.0352968340830932","0.0270834162823339","0.0435102518838524"
"Often","2013","no migration background","(3b) higher tertiary education","43","0.0178180383038998","0.0131968182405796","0.0224392583672201"
"Often","2013","direct migration background","(0) in school","","","",""
"Often","2013","direct migration background","(1a) inadequately completed","","","",""
"Often","2013","direct migration background","(1b) general elementary school","","","",""
"Often","2013","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2013","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2013","direct migration background","(2a) intermediate vocational","","","",""
"Often","2013","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2013","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","direct migration background","(3a) lower tertiary education","","","",""
"Often","2013","direct migration background","(3b) higher tertiary education","","","",""
"Often","2013","indirect migration background","(0) in school","","","",""
"Often","2013","indirect migration background","(1a) inadequately completed","","","",""
"Often","2013","indirect migration background","(1b) general elementary school","","","",""
"Often","2013","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2013","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2013","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2013","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2013","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2013","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2013","no migration background","(0) in school","","","",""
"Sometimes","2013","no migration background","(1a) inadequately completed","32","0.164053536326083","0.112076344037781","0.216030728614386"
"Sometimes","2013","no migration background","(1b) general elementary school","176","0.126327698355559","0.108392178820781","0.144263217890336"
