"plj0589","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Never","2013","Schleswig-Holstein","no migration background","438","0.543752447708722","0.508997993258985","0.578506902158458","5"
"Never","2013","Schleswig-Holstein","direct migration background","37","0.410181597020543","0.304996141209547","0.515367052831539","5"
"Never","2013","Schleswig-Holstein","indirect migration background","13","","","","5"
"Never","2013","Hamburg","no migration background","247","0.702779036807825","0.654199009975173","0.751359063640478","5"
"Never","2013","Mecklenburg-Western Pomerania","no migration background","251","0.416956877763532","0.376265307594016","0.457648447933048","5"
"Never","2013","Mecklenburg-Western Pomerania","direct migration background","5","","","","5"
"Never","2013","Mecklenburg-Western Pomerania","indirect migration background","6","","","","5"
"Never","2013","Saxony","no migration background","943","0.529633386351926","0.505630183477702","0.553636589226151","5"
"Never","2013","Saxony","direct migration background","16","","","","5"
"Never","2013","Saxony","indirect migration background","5","","","","5"
"Never","2013","Saxony-Anhalt","no migration background","508","0.549473138213095","0.517547407418043","0.581398869008148","5"
"Never","2013","Saxony-Anhalt","direct migration background","10","","","","5"
"Never","2013","Saxony-Anhalt","indirect migration background","8","","","","5"
"Never","2013","Thuringia","no migration background","502","0.49428903704125","0.462858150427096","0.525719923655404","5"
"Never","2013","Thuringia","direct migration background","4","","","","5"
"Never","2013","Thuringia","indirect migration background","3","","","","5"
"Never","2013","Hamburg","direct migration background","23","","","","5"
"Never","2013","Hamburg","indirect migration background","19","","","","5"
"Never","2013","Lower Saxony","no migration background","1265","0.581862597191035","0.561003251487784","0.602721942894287","5"
"Never","2013","Lower Saxony","direct migration background","117","0.475387118715738","0.410564906637191","0.540209330794284","5"
"Never","2013","Lower Saxony","indirect migration background","47","0.562577392087829","0.453187726194746","0.671967057980913","5"
"Never","2013","Bremen","no migration background","84","0.492345759040357","0.411251376176969","0.573440141903745","5"
"Never","2013","Bremen","direct migration background","19","","","","5"
"Never","2013","Bremen","indirect migration background","4","","","","5"
"Never","2013","North Rhine-Westphalia","no migration background","2481","0.60285481032692","0.587717788904328","0.617991831749511","5"
"Never","2013","North Rhine-Westphalia","direct migration background","366","0.515161473625603","0.479653489885843","0.550669457365363","5"
"Never","2013","North Rhine-Westphalia","indirect migration background","198","0.59571346398626","0.542764865618219","0.648662062354302","5"
"Never","2013","Hesse","no migration background","817","0.590101111492675","0.564020106155206","0.616182116830143","5"
"Never","2013","Hesse","direct migration background","154","0.570585437946058","0.512293709602661","0.628877166289456","5"
"Never","2013","Hesse","indirect migration background","61","0.537188991613528","0.443583735812471","0.630794247414585","5"
"Never","2013","Rhineland-Palatinate,Saarland","no migration background","752","0.60302269024431","0.575011345777821","0.631034034710798","5"
"Never","2013","Rhineland-Palatinate,Saarland","direct migration background","83","0.513989632810763","0.439938959275273","0.588040306346253","5"
"Never","2013","Rhineland-Palatinate,Saarland","indirect migration background","34","0.558624161165053","0.443928766920596","0.67331955540951","5"
"Never","2013","Baden-Württemberg","no migration background","1485","0.582479976331077","0.562650829561846","0.602309123100308","5"
"Never","2013","Baden-Württemberg","direct migration background","217","0.499792530152555","0.452367881677765","0.547217178627344","5"
"Never","2013","Baden-Württemberg","indirect migration background","128","0.611936363958746","0.546493409975743","0.677379317941748","5"
"Never","2013","Bavaria","no migration background","2070","0.598415117657945","0.581903311934585","0.614926923381305","5"
"Never","2013","Bavaria","direct migration background","218","0.503064860643535","0.455861675880197","0.550268045406872","5"
"Never","2013","Bavaria","indirect migration background","124","0.537136665065889","0.469858265371716","0.604415064760061","5"
"Never","2013","Berlin","no migration background","480","0.53894016003476","0.505759313385751","0.572121006683768","5"
"Never","2013","Berlin","direct migration background","28","","","","5"
"Never","2013","Berlin","indirect migration background","25","","","","5"
"Never","2013","Brandenburg","no migration background","478","0.473733559773796","0.442392354271023","0.50507476527657","5"
"Never","2013","Brandenburg","direct migration background","8","","","","5"
"Never","2013","Brandenburg","indirect migration background","4","","","","5"
"Often","2013","Mecklenburg-Western Pomerania","no migration background","35","0.0591523452536372","0.0396828731404914","0.078621817366783","2"
"Often","2013","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Often","2013","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"Often","2013","Saxony","no migration background","60","0.0416547844646235","0.0320462597817701","0.051263309147477","2"
"Often","2013","Saxony","direct migration background","5","","","","2"
"Often","2013","Saxony","indirect migration background","","","","","2"
