"plj0589","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Very often","2013","(0) in school","Male","","","",""
"Very often","2013","(0) in school","Female","","","",""
"Very often","2013","(1a) inadequately completed","Male","","","",""
"Very often","2013","(1a) inadequately completed","Female","","","",""
"Very often","2013","(1b) general elementary school","Male","","","",""
"Very often","2013","(1b) general elementary school","Female","42","0.0218257541427178","0.013883035908517","0.0297684723769187"
"Very often","2013","(1c) basic vocational qualification","Male","30","0.0133826882336796","0.00933904119070628","0.017426335276653"
"Very often","2013","(1c) basic vocational qualification","Female","49","0.0152964657911533","0.0106926804503602","0.0199002511319464"
"Very often","2013","(2b) intermediate general qualification","Male","","","",""
"Very often","2013","(2b) intermediate general qualification","Female","","","",""
"Very often","2013","(2a) intermediate vocational","Male","","","",""
"Very often","2013","(2a) intermediate vocational","Female","48","0.0104172690262529","0.00725136627616486","0.013583171776341"
"Very often","2013","(2c_gen) general maturity certificate","Male","","","",""
"Very often","2013","(2c_gen) general maturity certificate","Female","","","",""
"Very often","2013","(2c_voc) vocational maturity certificate","Male","","","",""
"Very often","2013","(2c_voc) vocational maturity certificate","Female","","","",""
"Very often","2013","(3a) lower tertiary education","Male","","","",""
"Very often","2013","(3a) lower tertiary education","Female","","","",""
"Very often","2013","(3b) higher tertiary education","Male","","","",""
"Very often","2013","(3b) higher tertiary education","Female","","","",""
"Often","2013","(0) in school","Male","","","",""
"Often","2013","(0) in school","Female","","","",""
"Often","2013","(1a) inadequately completed","Male","","","",""
"Often","2013","(1a) inadequately completed","Female","","","",""
"Often","2013","(1b) general elementary school","Male","33","0.0730892075289192","0.05271597619309","0.0934624388647485"
"Often","2013","(1b) general elementary school","Female","71","0.0565891033714294","0.0440289985072561","0.0691492082356026"
"Often","2013","(1c) basic vocational qualification","Male","104","0.0354242611534939","0.0289192842054425","0.0419292381015454"
"Often","2013","(1c) basic vocational qualification","Female","131","0.0451464287345454","0.0373580536880467","0.0529348037810442"
"Often","2013","(2b) intermediate general qualification","Male","","","",""
"Often","2013","(2b) intermediate general qualification","Female","","","",""
"Often","2013","(2a) intermediate vocational","Male","78","0.0327551017180747","0.0258261615806601","0.0396840418554894"
"Often","2013","(2a) intermediate vocational","Female","159","0.0451121559525824","0.038640468277107","0.0515838436280577"
"Often","2013","(2c_gen) general maturity certificate","Male","","","",""
"Often","2013","(2c_gen) general maturity certificate","Female","","","",""
"Often","2013","(2c_voc) vocational maturity certificate","Male","","","",""
"Often","2013","(2c_voc) vocational maturity certificate","Female","52","0.0442812435304275","0.0333559152304983","0.0552065718303568"
"Often","2013","(3a) lower tertiary education","Male","","","",""
"Often","2013","(3a) lower tertiary education","Female","","","",""
"Often","2013","(3b) higher tertiary education","Male","36","0.0259642668416105","0.0187775725705109","0.0331509611127102"
"Often","2013","(3b) higher tertiary education","Female","38","0.017283951556407","0.0113659209348484","0.0232019821779656"
"Sometimes","2013","(0) in school","Male","","","",""
"Sometimes","2013","(0) in school","Female","","","",""
"Sometimes","2013","(1a) inadequately completed","Male","31","0.127781048725708","0.0765302931784873","0.179031804272929"
"Sometimes","2013","(1a) inadequately completed","Female","40","0.235479508794804","0.175926746441077","0.295032271148531"
"Sometimes","2013","(1b) general elementary school","Male","91","0.163542288352636","0.134592102876761","0.192492473828511"
"Sometimes","2013","(1b) general elementary school","Female","204","0.14362876300661","0.124564142664597","0.162693383348623"
"Sometimes","2013","(1c) basic vocational qualification","Male","316","0.102388596515713","0.0917202486123764","0.113056944419049"
"Sometimes","2013","(1c) basic vocational qualification","Female","314","0.101310230215136","0.0899914841263457","0.112628976303925"
"Sometimes","2013","(2b) intermediate general qualification","Male","","","",""
