"plj0589","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Very often","2013","lower secondary degree","Male","40","0.0135107990206082","0.00966458031268625","0.0173570177285301"
"Very often","2013","lower secondary degree","Female","80","0.0170818981228044","0.0128822554380289","0.0212815408075799"
"Very often","2013","secondary school degree","Male","27","","",""
"Very often","2013","secondary school degree","Female","57","0.00939759017651104","0.00665663107348673","0.0121385492795353"
"Very often","2013","college entrance qualification","Male","12","","",""
"Very often","2013","college entrance qualification","Female","21","","",""
"Very often","2013","Other degree","Male","8","","",""
"Very often","2013","Other degree","Female","22","","",""
"Very often","2013","no degree/no degree yet","Male","7","","",""
"Very often","2013","no degree/no degree yet","Female","9","","",""
"Often","2013","lower secondary degree","Male","126","0.0429864958562998","0.0362292091450148","0.0497437825675849"
"Often","2013","lower secondary degree","Female","183","0.0489168160185021","0.0419260630955613","0.0559075689414428"
"Often","2013","secondary school degree","Male","93","0.0321892883310475","0.0260019408883357","0.0383766357737593"
"Often","2013","secondary school degree","Female","199","0.047777381993715","0.0417180459950073","0.0538367179924228"
"Often","2013","college entrance qualification","Male","53","0.0175113396261854","0.0131757605004286","0.0218469187519422"
"Often","2013","college entrance qualification","Female","92","0.0310668128782819","0.0256062243160797","0.036527401440484"
"Often","2013","Other degree","Male","38","0.0537081164908848","0.0370432074655355","0.0703730255162342"
"Often","2013","Other degree","Female","47","0.051802025349691","0.0373226536172811","0.0662813970821009"
"Often","2013","no degree/no degree yet","Male","25","","",""
"Often","2013","no degree/no degree yet","Female","36","0.0802291585229541","0.0545536058571426","0.105904711188766"
"Sometimes","2013","lower secondary degree","Male","353","0.102920994963315","0.092797869352976","0.113044120573654"
"Sometimes","2013","lower secondary degree","Female","450","0.108568374335447","0.0984855709825643","0.118651177688331"
"Sometimes","2013","secondary school degree","Male","271","0.0876854881780877","0.0777705557716666","0.0976004205845088"
"Sometimes","2013","secondary school degree","Female","521","0.11768299514446","0.108528934275061","0.126837056013859"
"Sometimes","2013","college entrance qualification","Male","224","0.0776569223945927","0.0688106564438107","0.0865031883453746"
"Sometimes","2013","college entrance qualification","Female","308","0.081038645780732","0.072449719005583","0.0896275725558811"
"Sometimes","2013","Other degree","Male","112","0.168957933305603","0.141258478139631","0.196657388471574"
"Sometimes","2013","Other degree","Female","152","0.163344396108145","0.13919243958301","0.18749635263328"
"Sometimes","2013","no degree/no degree yet","Male","46","0.084668829304348","0.0566416501547107","0.112696008453985"
"Sometimes","2013","no degree/no degree yet","Female","55","0.172355743519048","0.136657356289044","0.208054130749052"
"Rarely ","2013","lower secondary degree","Male","1049","0.307951949552527","0.292571929735276","0.323331969369778"
"Rarely ","2013","lower secondary degree","Female","918","0.256083595752712","0.241937436000872","0.270229755504551"
"Rarely ","2013","secondary school degree","Male","925","0.312456094776639","0.296208154176163","0.328704035377115"
"Rarely ","2013","secondary school degree","Female","1279","0.286182388261537","0.273342545777528","0.299022230745546"
"Rarely ","2013","college entrance qualification","Male","943","0.273380501225944","0.2586485270295","0.288112475422388"
"Rarely ","2013","college entrance qualification","Female","972","0.254730773007678","0.241017488386325","0.268444057629032"
"Rarely ","2013","Other degree","Male","213","0.279255606413645","0.246091979909566","0.312419232917724"
"Rarely ","2013","Other degree","Female","242","0.255906819858466","0.227397856336153","0.284415783380778"
"Rarely ","2013","no degree/no degree yet","Male","111","0.317387087511923","0.270526215848014","0.364247959175831"
"Rarely ","2013","no degree/no degree yet","Female","120","0.260666195779476","0.219173036613647","0.302159354945305"
"Never","2013","lower secondary degree","Male","1893","0.53262976060725","0.516007482926316","0.549252038288184"
"Never","2013","lower secondary degree","Female","2026","0.569349315770534","0.553300699863471","0.585397931677598"
"Never","2013","secondary school degree","Male","1810","0.557724735800139","0.540314290353454","0.575135181246825"
"Never","2013","secondary school degree","Female","2704","0.538959644423777","0.524798700294095","0.553120588553459"
"Never","2013","college entrance qualification","Male","2284","0.626801609783401","0.610814918432268","0.642788301134534"
"Never","2013","college entrance qualification","Female","2485","0.627678993515576","0.612464000552768","0.642893986478384"
"Never","2013","Other degree","Male","332","0.480010420911268","0.443079249635642","0.516941592186895"
"Never","2013","Other degree","Female","437","0.508526557080102","0.475865240804666","0.541187873355537"
"Never","2013","no degree/no degree yet","Male","190","0.524386439925963","0.474108054080079","0.574664825771848"
"Never","2013","no degree/no degree yet","Female","210","0.459365865259784","0.412263257172528","0.506468473347041"
"Very often","2014","lower secondary degree","Male","","","",""
"Very often","2014","lower secondary degree","Female","","","",""
"Very often","2014","secondary school degree","Male","","","",""
"Very often","2014","secondary school degree","Female","","","",""
"Very often","2014","college entrance qualification","Male","","","",""
"Very often","2014","college entrance qualification","Female","","","",""
"Very often","2014","Other degree","Male","","","",""
"Very often","2014","Other degree","Female","","","",""
"Very often","2014","no degree/no degree yet","Male","","","",""
"Very often","2014","no degree/no degree yet","Female","","","",""
"Often","2014","lower secondary degree","Male","","","",""
"Often","2014","lower secondary degree","Female","","","",""
"Often","2014","secondary school degree","Male","","","",""
"Often","2014","secondary school degree","Female","","","",""
"Often","2014","college entrance qualification","Male","","","",""
"Often","2014","college entrance qualification","Female","","","",""
"Often","2014","Other degree","Male","","","",""
"Often","2014","Other degree","Female","","","",""
"Often","2014","no degree/no degree yet","Male","","","",""
"Often","2014","no degree/no degree yet","Female","","","",""
"Sometimes","2014","lower secondary degree","Male","","","",""
"Sometimes","2014","lower secondary degree","Female","","","",""
"Sometimes","2014","secondary school degree","Male","","","",""
"Sometimes","2014","secondary school degree","Female","","","",""
"Sometimes","2014","college entrance qualification","Male","","","",""
"Sometimes","2014","college entrance qualification","Female","","","",""
"Sometimes","2014","Other degree","Male","","","",""
"Sometimes","2014","Other degree","Female","","","",""
"Sometimes","2014","no degree/no degree yet","Male","","","",""
"Sometimes","2014","no degree/no degree yet","Female","","","",""
"Rarely ","2014","lower secondary degree","Male","","","",""
"Rarely ","2014","lower secondary degree","Female","","","",""
"Rarely ","2014","secondary school degree","Male","","","",""
"Rarely ","2014","secondary school degree","Female","","","",""
"Rarely ","2014","college entrance qualification","Male","","","",""
"Rarely ","2014","college entrance qualification","Female","","","",""
"Rarely ","2014","Other degree","Male","","","",""
"Rarely ","2014","Other degree","Female","","","",""
"Rarely ","2014","no degree/no degree yet","Male","","","",""
"Rarely ","2014","no degree/no degree yet","Female","","","",""
"Never","2014","lower secondary degree","Male","","","",""
"Never","2014","lower secondary degree","Female","","","",""
"Never","2014","secondary school degree","Male","","","",""
"Never","2014","secondary school degree","Female","","","",""
"Never","2014","college entrance qualification","Male","","","",""
"Never","2014","college entrance qualification","Female","","","",""
"Never","2014","Other degree","Male","","","",""
"Never","2014","Other degree","Female","","","",""
"Never","2014","no degree/no degree yet","Male","","","",""
"Never","2014","no degree/no degree yet","Female","","","",""
"Very often","2015","lower secondary degree","Male","","","",""
"Very often","2015","lower secondary degree","Female","","","",""
"Very often","2015","secondary school degree","Male","","","",""
"Very often","2015","secondary school degree","Female","","","",""
"Very often","2015","college entrance qualification","Male","","","",""
"Very often","2015","college entrance qualification","Female","","","",""
"Very often","2015","Other degree","Male","","","",""
"Very often","2015","Other degree","Female","","","",""
"Very often","2015","no degree/no degree yet","Male","","","",""
"Very often","2015","no degree/no degree yet","Female","","","",""
"Often","2015","lower secondary degree","Male","","","",""
"Often","2015","lower secondary degree","Female","","","",""
"Often","2015","secondary school degree","Male","","","",""
"Often","2015","secondary school degree","Female","","","",""
"Often","2015","college entrance qualification","Male","","","",""
"Often","2015","college entrance qualification","Female","","","",""
"Often","2015","Other degree","Male","","","",""
"Often","2015","Other degree","Female","","","",""
"Often","2015","no degree/no degree yet","Male","","","",""
"Often","2015","no degree/no degree yet","Female","","","",""
"Sometimes","2015","lower secondary degree","Male","","","",""
"Sometimes","2015","lower secondary degree","Female","","","",""
"Sometimes","2015","secondary school degree","Male","","","",""
"Sometimes","2015","secondary school degree","Female","","","",""
"Sometimes","2015","college entrance qualification","Male","","","",""
"Sometimes","2015","college entrance qualification","Female","","","",""
"Sometimes","2015","Other degree","Male","","","",""
"Sometimes","2015","Other degree","Female","","","",""
"Sometimes","2015","no degree/no degree yet","Male","","","",""
"Sometimes","2015","no degree/no degree yet","Female","","","",""
"Rarely ","2015","lower secondary degree","Male","","","",""
"Rarely ","2015","lower secondary degree","Female","","","",""
"Rarely ","2015","secondary school degree","Male","","","",""
"Rarely ","2015","secondary school degree","Female","","","",""
"Rarely ","2015","college entrance qualification","Male","","","",""
"Rarely ","2015","college entrance qualification","Female","","","",""
"Rarely ","2015","Other degree","Male","","","",""
"Rarely ","2015","Other degree","Female","","","",""
"Rarely ","2015","no degree/no degree yet","Male","","","",""
"Rarely ","2015","no degree/no degree yet","Female","","","",""
"Never","2015","lower secondary degree","Male","","","",""
"Never","2015","lower secondary degree","Female","","","",""
"Never","2015","secondary school degree","Male","","","",""
"Never","2015","secondary school degree","Female","","","",""
"Never","2015","college entrance qualification","Male","","","",""
"Never","2015","college entrance qualification","Female","","","",""
"Never","2015","Other degree","Male","","","",""
"Never","2015","Other degree","Female","","","",""
"Never","2015","no degree/no degree yet","Male","","","",""
"Never","2015","no degree/no degree yet","Female","","","",""
"Very often","2016","lower secondary degree","Male","","","",""
"Very often","2016","lower secondary degree","Female","","","",""
"Very often","2016","secondary school degree","Male","","","",""
"Very often","2016","secondary school degree","Female","","","",""
"Very often","2016","college entrance qualification","Male","","","",""
"Very often","2016","college entrance qualification","Female","","","",""
"Very often","2016","Other degree","Male","105","0.0768581821631569","0.0633287363155337","0.0903876280107802"
"Very often","2016","Other degree","Female","52","0.0719157379437475","0.0541462157120929","0.0896852601754021"
"Very often","2016","no degree/no degree yet","Male","86","0.123764045502726","0.102507611255828","0.145020479749625"
"Very often","2016","no degree/no degree yet","Female","45","0.0914554664284322","0.0693295005903616","0.113581432266503"
"Often","2016","lower secondary degree","Male","2","","",""
"Often","2016","lower secondary degree","Female","","","",""
"Often","2016","secondary school degree","Male","1","","",""
"Often","2016","secondary school degree","Female","","","",""
"Often","2016","college entrance qualification","Male","1","","",""
"Often","2016","college entrance qualification","Female","1","","",""
"Often","2016","Other degree","Male","180","0.16349385377303","0.144709942605338","0.182277764940722"
"Often","2016","Other degree","Female","102","0.139330861773342","0.115512501875042","0.163149221671641"
"Often","2016","no degree/no degree yet","Male","141","0.215150293661455","0.188625815272063","0.241674772050847"
"Often","2016","no degree/no degree yet","Female","94","0.153039644993886","0.125404750617369","0.180674539370403"
"Sometimes","2016","lower secondary degree","Male","5","","",""
"Sometimes","2016","lower secondary degree","Female","2","","",""
"Sometimes","2016","secondary school degree","Male","1","","",""
"Sometimes","2016","secondary school degree","Female","","","",""
"Sometimes","2016","college entrance qualification","Male","4","","",""
"Sometimes","2016","college entrance qualification","Female","","","",""
"Sometimes","2016","Other degree","Male","317","0.210077793487988","0.189386722187687","0.230768864788288"
"Sometimes","2016","Other degree","Female","192","0.244926594113427","0.215347652147427","0.274505536079428"
"Sometimes","2016","no degree/no degree yet","Male","211","0.241286766420519","0.213669021652396","0.268904511188643"
"Sometimes","2016","no degree/no degree yet","Female","166","0.284059390743005","0.249444149135016","0.318674632350995"
"Rarely ","2016","lower secondary degree","Male","2","","",""
"Rarely ","2016","lower secondary degree","Female","","","",""
"Rarely ","2016","secondary school degree","Male","","","",""
"Rarely ","2016","secondary school degree","Female","1","","",""
"Rarely ","2016","college entrance qualification","Male","2","","",""
"Rarely ","2016","college entrance qualification","Female","","","",""
"Rarely ","2016","Other degree","Male","291","0.195386404881654","0.175247233566394","0.215525576196913"
"Rarely ","2016","Other degree","Female","132","0.16392628965706","0.138462873686296","0.189389705627825"
"Rarely ","2016","no degree/no degree yet","Male","155","0.164441806869747","0.140515421049286","0.188368192690208"
"Rarely ","2016","no degree/no degree yet","Female","107","0.156563491146406","0.128670458216053","0.184456524076758"
"Never","2016","lower secondary degree","Male","8","","",""
"Never","2016","lower secondary degree","Female","4","","",""
"Never","2016","secondary school degree","Male","7","","",""
"Never","2016","secondary school degree","Female","3","","",""
"Never","2016","college entrance qualification","Male","4","","",""
"Never","2016","college entrance qualification","Female","2","","",""
"Never","2016","Other degree","Male","596","0.354183765694172","0.329891414747656","0.378476116640689"
"Never","2016","Other degree","Female","334","0.379900516512423","0.346516721637501","0.413284311387346"
"Never","2016","no degree/no degree yet","Male","329","0.255357087545552","0.22721018439331","0.283503990697795"
"Never","2016","no degree/no degree yet","Female","240","0.314882006688271","0.279230252608452","0.35053376076809"
"Very often","2017","lower secondary degree","Male","32","0.0122345890085055","0.00834275372454172","0.0161264242924693"
"Very often","2017","lower secondary degree","Female","52","0.0148167979005247","0.0105091862911227","0.0191244095099267"
"Very often","2017","secondary school degree","Male","26","","",""
"Very often","2017","secondary school degree","Female","46","0.0127905459669621","0.00950007337036635","0.0160810185635579"
"Very often","2017","college entrance qualification","Male","14","","",""
"Very often","2017","college entrance qualification","Female","27","","",""
"Very often","2017","Other degree","Male","78","0.0174078316620057","0.0120014223074639","0.0228142410165474"
"Very often","2017","Other degree","Female","75","0.0220805195254165","0.0160881540444021","0.028072885006431"
"Very often","2017","no degree/no degree yet","Male","69","0.0259083400952075","0.0165203752293751","0.0352963049610399"
"Very often","2017","no degree/no degree yet","Female","54","0.0256507873904785","0.016173874075263","0.035127700705694"
"Often","2017","lower secondary degree","Male","118","0.0387286104267917","0.0318978065330263","0.045559414320557"
"Often","2017","lower secondary degree","Female","162","0.0471829801656408","0.0396233891839811","0.0547425711473005"
"Often","2017","secondary school degree","Male","100","0.0346329588090459","0.0282252059849822","0.0410407116331095"
"Often","2017","secondary school degree","Female","155","0.0327791619277841","0.0275651643015309","0.0379931595540373"
"Often","2017","college entrance qualification","Male","60","0.0136752049738239","0.00999082927809108","0.0173595806695567"
"Often","2017","college entrance qualification","Female","98","0.0218398585492932","0.0173800792143703","0.0262996378842162"
"Often","2017","Other degree","Male","182","0.0730730094563626","0.0623145224765903","0.0838314964361348"
"Often","2017","Other degree","Female","168","0.0596197624920028","0.0499639467722194","0.0692755782117863"
"Often","2017","no degree/no degree yet","Male","132","0.090036889615178","0.0731218163388992","0.106951962891457"
"Often","2017","no degree/no degree yet","Female","129","0.114313565618078","0.0952392870703045","0.133387844165851"
"Sometimes","2017","lower secondary degree","Male","346","0.122010204551528","0.110423080318237","0.133597328784819"
"Sometimes","2017","lower secondary degree","Female","385","0.127315985563503","0.115431761275195","0.139200209851811"
"Sometimes","2017","secondary school degree","Male","242","0.0718971564937615","0.0628446545295415","0.0809496584579814"
"Sometimes","2017","secondary school degree","Female","451","0.105124378423254","0.0961430176279539","0.114105739218554"
"Sometimes","2017","college entrance qualification","Male","234","0.0604707806869483","0.0529091590202097","0.0680324023536868"
"Sometimes","2017","college entrance qualification","Female","369","0.09498505011222","0.0860388422639027","0.103931257960537"
"Sometimes","2017","Other degree","Male","423","0.155534042891722","0.140552596610539","0.170515489172905"
"Sometimes","2017","Other degree","Female","395","0.1460379450403","0.131636892180766","0.160438997899833"
"Sometimes","2017","no degree/no degree yet","Male","220","0.19393069829747","0.170565943913375","0.217295452681566"
"Sometimes","2017","no degree/no degree yet","Female","220","0.176518383135721","0.153663386427175","0.199373379844268"
"Rarely ","2017","lower secondary degree","Male","875","0.280416614346275","0.26451375250162","0.29631947619093"
"Rarely ","2017","lower secondary degree","Female","781","0.254927317687437","0.239388843542686","0.270465791832189"
"Rarely ","2017","secondary school degree","Male","889","0.305635830277908","0.289491854284051","0.321779806271765"
"Rarely ","2017","secondary school degree","Female","1233","0.276878010660397","0.263775361842178","0.289980659478615"
"Rarely ","2017","college entrance qualification","Male","995","0.262916120124677","0.248950697754847","0.276881542494507"
"Rarely ","2017","college entrance qualification","Female","950","0.221516007670628","0.208845007977611","0.234187007363646"
"Rarely ","2017","Other degree","Male","566","0.300971615202211","0.282010664345835","0.319932566058586"
"Rarely ","2017","Other degree","Female","598","0.253119103827003","0.235388225943303","0.270849981710704"
"Rarely ","2017","no degree/no degree yet","Male","196","0.224954659045078","0.200279338701112","0.249629979389044"
"Rarely ","2017","no degree/no degree yet","Female","215","0.239412236233602","0.213831851200364","0.264992621266841"
"Never","2017","lower secondary degree","Male","1694","0.5466099816669","0.528985854899707","0.564234108434094"
"Never","2017","lower secondary degree","Female","1642","0.555756918682894","0.53804140962343","0.573472427742359"
"Never","2017","secondary school degree","Male","1871","0.577528370083412","0.560218247018156","0.594838493148667"
"Never","2017","secondary school degree","Female","2595","0.572427903021603","0.557941046477533","0.586914759565674"
"Never","2017","college entrance qualification","Male","2514","0.656846215497404","0.64178488777563","0.671907543219179"
"Never","2017","college entrance qualification","Female","2682","0.655825191155799","0.641328560757965","0.670321821553634"
"Never","2017","Other degree","Male","999","0.453013500787699","0.432435943771056","0.473591057804342"
"Never","2017","Other degree","Female","1074","0.519142669115278","0.498767858313169","0.539517479917386"
"Never","2017","no degree/no degree yet","Male","483","0.465169412947066","0.435693623754676","0.494645202139456"
"Never","2017","no degree/no degree yet","Female","451","0.44410502762212","0.414319969192009","0.473890086052232"
"Very often","2018","lower secondary degree","Male","","","",""
"Very often","2018","lower secondary degree","Female","1","","",""
"Very often","2018","secondary school degree","Male","","","",""
"Very often","2018","secondary school degree","Female","","","",""
"Very often","2018","college entrance qualification","Male","","","",""
"Very often","2018","college entrance qualification","Female","","","",""
"Very often","2018","Other degree","Male","8","","",""
"Very often","2018","Other degree","Female","7","","",""
"Very often","2018","no degree/no degree yet","Male","3","","",""
"Very often","2018","no degree/no degree yet","Female","7","","",""
"Often","2018","lower secondary degree","Male","1","","",""
"Often","2018","lower secondary degree","Female","","","",""
"Often","2018","secondary school degree","Male","","","",""
"Often","2018","secondary school degree","Female","","","",""
"Often","2018","college entrance qualification","Male","","","",""
"Often","2018","college entrance qualification","Female","","","",""
"Often","2018","Other degree","Male","6","","",""
"Often","2018","Other degree","Female","10","","",""
"Often","2018","no degree/no degree yet","Male","8","","",""
"Often","2018","no degree/no degree yet","Female","10","","",""
"Sometimes","2018","lower secondary degree","Male","3","","",""
"Sometimes","2018","lower secondary degree","Female","2","","",""
"Sometimes","2018","secondary school degree","Male","","","",""
"Sometimes","2018","secondary school degree","Female","","","",""
"Sometimes","2018","college entrance qualification","Male","2","","",""
"Sometimes","2018","college entrance qualification","Female","","","",""
"Sometimes","2018","Other degree","Male","12","","",""
"Sometimes","2018","Other degree","Female","19","","",""
"Sometimes","2018","no degree/no degree yet","Male","21","","",""
"Sometimes","2018","no degree/no degree yet","Female","26","","",""
"Rarely ","2018","lower secondary degree","Male","2","","",""
"Rarely ","2018","lower secondary degree","Female","1","","",""
"Rarely ","2018","secondary school degree","Male","","","",""
"Rarely ","2018","secondary school degree","Female","","","",""
"Rarely ","2018","college entrance qualification","Male","1","","",""
"Rarely ","2018","college entrance qualification","Female","","","",""
"Rarely ","2018","Other degree","Male","21","","",""
"Rarely ","2018","Other degree","Female","15","","",""
"Rarely ","2018","no degree/no degree yet","Male","11","","",""
"Rarely ","2018","no degree/no degree yet","Female","19","","",""
"Never","2018","lower secondary degree","Male","2","","",""
"Never","2018","lower secondary degree","Female","4","","",""
"Never","2018","secondary school degree","Male","4","","",""
"Never","2018","secondary school degree","Female","","","",""
"Never","2018","college entrance qualification","Male","","","",""
"Never","2018","college entrance qualification","Female","","","",""
"Never","2018","Other degree","Male","33","0.390564710036924","0.283655924342684","0.497473495731163"
"Never","2018","Other degree","Female","51","0.544854697101532","0.448213258251003","0.641496135952061"
"Never","2018","no degree/no degree yet","Male","31","0.435168253188101","0.322209371838372","0.54812713453783"
"Never","2018","no degree/no degree yet","Female","39","0.39257851140806","0.297343696520092","0.487813326296028"
"Very often","2019","lower secondary degree","Male","","","",""
"Very often","2019","lower secondary degree","Female","","","",""
"Very often","2019","secondary school degree","Male","","","",""
"Very often","2019","secondary school degree","Female","","","",""
"Very often","2019","college entrance qualification","Male","","","",""
"Very often","2019","college entrance qualification","Female","","","",""
"Very often","2019","Other degree","Male","1","","",""
"Very often","2019","Other degree","Female","1","","",""
"Very often","2019","no degree/no degree yet","Male","3","","",""
"Very often","2019","no degree/no degree yet","Female","2","","",""
"Often","2019","lower secondary degree","Male","","","",""
"Often","2019","lower secondary degree","Female","2","","",""
"Often","2019","secondary school degree","Male","","","",""
"Often","2019","secondary school degree","Female","1","","",""
"Often","2019","college entrance qualification","Male","","","",""
"Often","2019","college entrance qualification","Female","","","",""
"Often","2019","Other degree","Male","1","","",""
"Often","2019","Other degree","Female","2","","",""
"Often","2019","no degree/no degree yet","Male","7","","",""
"Often","2019","no degree/no degree yet","Female","6","","",""
"Sometimes","2019","lower secondary degree","Male","","","",""
"Sometimes","2019","lower secondary degree","Female","","","",""
"Sometimes","2019","secondary school degree","Male","","","",""
"Sometimes","2019","secondary school degree","Female","","","",""
"Sometimes","2019","college entrance qualification","Male","","","",""
"Sometimes","2019","college entrance qualification","Female","1","","",""
"Sometimes","2019","Other degree","Male","8","","",""
"Sometimes","2019","Other degree","Female","12","","",""
"Sometimes","2019","no degree/no degree yet","Male","17","","",""
"Sometimes","2019","no degree/no degree yet","Female","18","","",""
"Rarely ","2019","lower secondary degree","Male","","","",""
"Rarely ","2019","lower secondary degree","Female","","","",""
"Rarely ","2019","secondary school degree","Male","2","","",""
