"plj0014_v3","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1996","Full Time","Female","259","0.0772571801714132","0.065298769452429","0.0892155908903973","2"
"No","1996","Full Time","Male","600","0.0889025133525391","0.0798985224062894","0.0979065042987888","2"
"No","1996","Not Working","Female","500","0.0731221060498636","0.0639339891048227","0.0823102229949045","2"
"No","1996","Not Working","Male","258","0.0793801701634735","0.0660800427024536","0.0926802976244933","2"
"No","1996","Part Time","Female","270","0.0843035334697201","0.0715071418132924","0.0970999251261478","2"
"No","1996","Part Time","Male","239","0.137938900620934","0.115283826269292","0.160593974972575","2"
"Yes","1996","Part Time","Female","1541","0.91569646653028","0.902900074873852","0.928492858186708","1"
"Yes","1996","Part Time","Male","651","0.862061099379066","0.839406025027424","0.884716173730708","1"
"Yes","1996","Full Time","Female","1656","0.922742819828587","0.910784409109603","0.934701230547571","1"
"Yes","1996","Full Time","Male","3238","0.911097486647461","0.902093495701211","0.920101477593711","1"
"Yes","1996","Not Working","Female","2584","0.926877893950136","0.917689777005096","0.936066010895177","1"
"Yes","1996","Not Working","Male","1329","0.920619829836526","0.907319702375507","0.933919957297546","1"
"No","1997","Full Time","Female","229","0.0744602303992024","0.0626561809338723","0.0862642798645326","2"
"No","1997","Full Time","Male","571","0.0874437259097855","0.0783490016083038","0.0965384502112671","2"
"No","1997","Not Working","Female","500","0.0841744136182568","0.0744006083878304","0.0939482188486832","2"
"No","1997","Not Working","Male","279","0.0817149820807426","0.0685055950881113","0.0949243690733738","2"
"No","1997","Part Time","Female","240","0.0811349996871663","0.0680708217506651","0.0941991776236675","2"
"No","1997","Part Time","Male","193","0.130618648890119","0.10834140769069","0.152895890089547","2"
"Yes","1997","Part Time","Female","1438","0.918865000312834","0.905800822376333","0.931929178249335","1"
"Yes","1997","Part Time","Male","686","0.869381351109881","0.847104109910453","0.89165859230931","1"
"Yes","1997","Full Time","Female","1671","0.925539769600798","0.913735720135467","0.937343819066128","1"
"Yes","1997","Full Time","Male","3135","0.912556274090215","0.903461549788733","0.921650998391696","1"
"Yes","1997","Not Working","Female","2600","0.915825586381743","0.906051781151317","0.92559939161217","1"
"Yes","1997","Not Working","Male","1373","0.918285017919257","0.905075630926626","0.931494404911889","1"
"No","1998","Full Time","Female","223","0.0843246386311144","0.0722516749860036","0.0963976022762252","2"
"No","1998","Full Time","Male","501","0.0859984481670014","0.0772795371594488","0.0947173591745539","2"
"No","1998","Not Working","Female","462","0.0764796707702439","0.0676825942437218","0.085276747296766","2"
"No","1998","Not Working","Male","270","0.0807818962619589","0.0686340728451923","0.0929297196787255","2"
"No","1998","Part Time","Female","224","0.0877016672149846","0.0748813239655362","0.100522010464433","2"
"No","1998","Part Time","Male","209","0.145410733828523","0.123681247342343","0.167140220314703","2"
"Yes","1998","Part Time","Female","1646","0.912298332785015","0.899477989535567","0.925118676034464","1"
"Yes","1998","Part Time","Male","802","0.854589266171477","0.832859779685297","0.876318752657657","1"
"Yes","1998","Full Time","Female","1812","0.915675361368886","0.903602397723775","0.927748325013996","1"
"Yes","1998","Full Time","Male","3471","0.914001551832999","0.905282640825446","0.922720462840551","1"
"Yes","1998","Not Working","Female","3044","0.923520329229756","0.914723252703234","0.932317405756278","1"
"Yes","1998","Not Working","Male","1663","0.919218103738041","0.907070280321275","0.931365927154808","1"
"No","1999","Full Time","Female","192","0.0850434866372136","0.0726879246904119","0.0973990485840154","2"
"No","1999","Full Time","Male","496","0.0900480949449307","0.0810561762135229","0.0990400136763384","2"
"No","1999","Not Working","Female","423","0.0736800186380707","0.0646508981054501","0.0827091391706914","2"
"No","1999","Not Working","Male","246","0.0811226378841379","0.0683382232277654","0.0939070525405105","2"
"No","1999","Part Time","Female","217","0.088496512045954","0.0758874025562639","0.101105621535644","2"
"No","1999","Part Time","Male","161","0.127258343772562","0.106602921540627","0.147913766004496","2"
"Yes","1999","Part Time","Female","1732","0.911503487954046","0.898894378464356","0.924112597443736","1"
"Yes","1999","Part Time","Male","839","0.872741656227438","0.852086233995504","0.893397078459373","1"
"Yes","1999","Full Time","Female","1766","0.914956513362786","0.902600951415985","0.927312075309588","1"
"Yes","1999","Full Time","Male","3397","0.909951905055069","0.900959986323662","0.918943823786477","1"
"Yes","1999","Not Working","Female","2793","0.926319981361929","0.917290860829308","0.93534910189455","1"
"Yes","1999","Not Working","Male","1506","0.918877362115862","0.90609294745949","0.931661776772235","1"
"No","2000","Full Time","Female","240","0.0713226702069607","0.0625616931362882","0.0800836472776332","2"
"No","2000","Full Time","Male","671","0.0903841947763318","0.083561115504866","0.0972072740477975","2"
"No","2000","Not Working","Female","584","0.0764042322177214","0.0695535444573116","0.0832549199781313","2"
"No","2000","Not Working","Male","303","0.0733700091029118","0.0644643782696148","0.0822756399362089","2"
"No","2000","Part Time","Female","305","0.084229406540757","0.0750518854614287","0.0934069276200852","2"
"No","2000","Part Time","Male","228","0.127637681687497","0.111173790228547","0.144101573146447","2"
"Yes","2000","Full Time","Female","3075","0.928677329793039","0.919916352722367","0.937438306863712","1"
"Yes","2000","Part Time","Female","3213","0.915770593459243","0.906593072379915","0.924948114538571","1"
"Yes","2000","Part Time","Male","1350","0.872362318312503","0.855898426853553","0.888826209771453","1"
"Yes","2000","Full Time","Male","6113","0.909615805223668","0.902792725952203","0.916438884495134","1"
"Yes","2000","Not Working","Female","5192","0.923595767782278","0.916745080021869","0.930446455542688","1"
"Yes","2000","Not Working","Male","2990","0.926629990897088","0.917724360063791","0.935535621730385","1"
"No","2001","Full Time","Female","221","0.072834224432861","0.0635306215272736","0.0821378273384484","2"
"No","2001","Full Time","Male","593","0.086318689824129","0.0792642820561801","0.0933730975920778","2"
"No","2001","Not Working","Female","467","0.0694813369699156","0.0624946519085088","0.0764680220313224","2"
"No","2001","Not Working","Male","273","0.0779107642047499","0.0684000704969571","0.0874214579125427","2"
"No","2001","Part Time","Female","315","0.0945489646014469","0.0847082842818383","0.104389644921055","2"
"No","2001","Part Time","Male","175","0.113443368436675","0.0970805646150025","0.129806172258348","2"
"Yes","2001","Full Time","Female","2776","0.927165775567139","0.917862172661552","0.936469378472726","1"
"Yes","2001","Full Time","Male","5495","0.913681310175871","0.906626902407922","0.92073571794382","1"
"Yes","2001","Part Time","Female","3081","0.905451035398553","0.895610355078944","0.915291715718162","1"
"Yes","2001","Part Time","Male","1268","0.886556631563325","0.870193827741652","0.902919435384998","1"
"Yes","2001","Not Working","Female","4621","0.930518663030084","0.923531977968678","0.937505348091491","1"
"Yes","2001","Not Working","Male","2778","0.92208923579525","0.912578542087457","0.931599929503043","1"
"No","2002","Full Time","Female","211","0.0711045124952889","0.0621240078877338","0.0800850171028441","2"
"No","2002","Full Time","Male","542","0.0874842690526187","0.0805884307978081","0.0943801073074294","2"
"No","2002","Not Working","Female","447","0.0727471449768068","0.0656351248082879","0.0798591651453256","2"
"No","2002","Not Working","Male","252","0.0761742935989962","0.0669629189936394","0.0853856682043529","2"
"No","2002","Part Time","Female","290","0.0887540927673089","0.0796029964565266","0.0979051890780912","2"
"No","2002","Part Time","Male","158","0.101041170288909","0.0860033734540489","0.11607896712377","2"
"Yes","2002","Full Time","Female","2935","0.928895487504711","0.919914982897156","0.937875992112266","1"
"Yes","2002","Full Time","Male","5907","0.912515730947381","0.905619892692571","0.919411569202192","1"
"Yes","2002","Part Time","Female","3420","0.911245907232691","0.902094810921909","0.920397003543473","1"
"Yes","2002","Part Time","Male","1385","0.898958829711091","0.88392103287623","0.913996626545951","1"
"Yes","2002","Not Working","Female","4676","0.927252855023193","0.920140834854674","0.934364875191712","1"
"Yes","2002","Not Working","Male","2934","0.923825706401004","0.914614331795647","0.933037081006361","1"
"No","2003","Not Working","Female","426","0.0762480648272371","0.0689028463871759","0.0835932832672983","2"
"No","2003","Not Working","Male","249","0.0816313212643783","0.0721506566782847","0.0911119858504718","2"
"No","2003","Full Time","Female","190","0.0710044551288496","0.0617348695152012","0.0802740407424979","2"
"No","2003","Full Time","Male","465","0.0877235177664156","0.0805559211195199","0.0948911144133114","2"
"No","2003","Part Time","Female","262","0.0873441601518437","0.0781238253321203","0.0965644949715671","2"
"No","2003","Part Time","Male","149","0.0912418098195579","0.0768741431919936","0.105609476447122","2"
"Yes","2003","Full Time","Female","2759","0.92899554487115","0.919725959257502","0.938265130484799","1"
"Yes","2003","Full Time","Male","5519","0.912276482233584","0.905108885586689","0.91944407888048","1"
"Yes","2003","Part Time","Female","3340","0.912655839848156","0.903435505028433","0.92187617466788","1"
"Yes","2003","Part Time","Male","1394","0.908758190180442","0.894390523552878","0.923125856808006","1"
"Yes","2003","Not Working","Female","4589","0.923751935172763","0.916406716732702","0.931097153612824","1"
"Yes","2003","Not Working","Male","2955","0.918368678735622","0.908888014149528","0.927849343321715","1"
"No","2004","Not Working","Female","396","0.0755861150150601","0.0682260694390299","0.0829461605910903","2"
"No","2004","Not Working","Male","250","0.0841390642510997","0.0746201562299563","0.0936579722722431","2"
"No","2004","Full Time","Female","172","0.073699676998235","0.0640562313551128","0.0833431226413572","2"
"No","2004","Full Time","Male","430","0.0826664381571154","0.075491692692916","0.0898411836213148","2"
"No","2004","Part Time","Female","254","0.0914449560260563","0.0819350163648175","0.100954895687295","2"
