"plh0173","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Full Time","Male","55","0.010128518285442","0.00697872037958637","0.0132783161912976","0"
"0 Completely dissatisfied","1984","Full Time","Female","27","","","","0"
"0 Completely dissatisfied","1984","Part Time","Male","16","","","","0"
"0 Completely dissatisfied","1984","Part Time","Female","15","","","","0"
"0 Completely dissatisfied","1984","Not Working","Male","1","","","","0"
"0 Completely dissatisfied","1984","Not Working","Female","1","","","","0"
"1 on Scale 1 to 10","1984","Full Time","Male","21","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Female","9","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Male","2","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Female","8","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Male","","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Female","","","","","1"
"10 Completely satisfied","1984","Full Time","Female","435","0.285358764981699","0.262767864352766","0.307949665610632","10"
"10 Completely satisfied","1984","Full Time","Male","1032","0.262508566798612","0.248667468408194","0.276349665189029","10"
"10 Completely satisfied","1984","Part Time","Male","107","0.244408573982432","0.205222763621547","0.283594384343317","10"
"10 Completely satisfied","1984","Not Working","Female","26","","","","10"
"10 Completely satisfied","1984","Part Time","Female","274","0.287516180375517","0.259092045142265","0.31594031560877","10"
"10 Completely satisfied","1984","Not Working","Male","16","","","","10"
"2 on Scale 1 to 10","1984","Full Time","Male","39","0.00792226152040707","0.00513345898180189","0.0107110640590122","2"
"2 on Scale 1 to 10","1984","Full Time","Female","27","","","","2"
"2 on Scale 1 to 10","1984","Part Time","Male","6","","","","2"
"2 on Scale 1 to 10","1984","Part Time","Female","12","","","","2"
"2 on Scale 1 to 10","1984","Not Working","Male","1","","","","2"
"2 on Scale 1 to 10","1984","Not Working","Female","","","","","2"
"3 on Scale 1 to 10","1984","Full Time","Female","39","0.02347297791636","0.0158990681121202","0.0310468877205999","3"
"3 on Scale 1 to 10","1984","Part Time","Male","15","","","","3"
"3 on Scale 1 to 10","1984","Full Time","Male","91","0.0221709844693685","0.0175392433827596","0.0268027255559773","3"
"3 on Scale 1 to 10","1984","Part Time","Female","33","0.031513055234019","0.0205416879675289","0.0424844225005092","3"
"3 on Scale 1 to 10","1984","Not Working","Male","8","","","","3"
"3 on Scale 1 to 10","1984","Not Working","Female","1","","","","3"
"4 on Scale 1 to 10","1984","Full Time","Female","33","0.0218799302829608","0.0145615840351409","0.0291982765307807","4"
"4 on Scale 1 to 10","1984","Part Time","Female","31","0.0312689563055317","0.02033878637339","0.0421991262376733","4"
"4 on Scale 1 to 10","1984","Part Time","Male","10","","","","4"
"4 on Scale 1 to 10","1984","Full Time","Male","104","0.025156410355755","0.0202302093245675","0.0300826113869425","4"
"4 on Scale 1 to 10","1984","Not Working","Male","3","","","","4"
"4 on Scale 1 to 10","1984","Not Working","Female","3","","","","4"
"5 on Scale 1 to 10","1984","Full Time","Male","342","0.0871087125093171","0.0782379560934703","0.0959794689251639","5"
"5 on Scale 1 to 10","1984","Full Time","Female","152","0.0944617544937644","0.0798307109195262","0.109092798068003","5"
"5 on Scale 1 to 10","1984","Not Working","Female","5","","","","5"
"5 on Scale 1 to 10","1984","Part Time","Male","52","0.11975506241512","0.0901493298332998","0.149360794996939","5"
"5 on Scale 1 to 10","1984","Part Time","Female","117","0.122972193682761","0.102347915670566","0.143596471694955","5"
"5 on Scale 1 to 10","1984","Not Working","Male","7","","","","5"
"6 on Scale 1 to 10","1984","Part Time","Female","57","0.0537709202916276","0.0396051402931369","0.0679367002901183","6"
"6 on Scale 1 to 10","1984","Full Time","Female","107","0.0685419775154687","0.0559017800086305","0.0811821750223069","6"
"6 on Scale 1 to 10","1984","Part Time","Male","35","0.079619245227892","0.054934997524762","0.104303492931022","6"
"6 on Scale 1 to 10","1984","Full Time","Male","266","0.0700319593802963","0.0620040497303337","0.0780598690302589","6"
"6 on Scale 1 to 10","1984","Not Working","Male","5","","","","6"
"6 on Scale 1 to 10","1984","Not Working","Female","7","","","","6"
"7 on Scale 1 to 10","1984","Full Time","Male","471","0.12816803585866","0.117652616825304","0.138683454892017","7"
"7 on Scale 1 to 10","1984","Full Time","Female","168","0.120830389235073","0.104525482373853","0.137135296096292","7"
"7 on Scale 1 to 10","1984","Part Time","Male","72","0.143761574921323","0.111769244914727","0.175753904927919","7"
"7 on Scale 1 to 10","1984","Part Time","Female","127","0.121840219158322","0.101297841000391","0.142382597316253","7"
"7 on Scale 1 to 10","1984","Not Working","Male","14","","","","7"
"7 on Scale 1 to 10","1984","Not Working","Female","12","","","","7"
"8 on Scale 1 to 10","1984","Full Time","Male","920","0.23898612585906","0.225570746525813","0.252401505192307","8"
"8 on Scale 1 to 10","1984","Part Time","Male","92","0.197328128156965","0.161037822720439","0.23361843359349","8"
"8 on Scale 1 to 10","1984","Full Time","Female","307","0.193709009605348","0.173938643348548","0.213479375862149","8"
"8 on Scale 1 to 10","1984","Part Time","Female","184","0.194569489562468","0.169708407855752","0.219430571269183","8"
"8 on Scale 1 to 10","1984","Not Working","Male","18","","","","8"
"8 on Scale 1 to 10","1984","Not Working","Female","11","","","","8"
"9 on Scale 1 to 10","1984","Full Time","Male","541","0.143256717860817","0.13223617018251","0.154277265539124","9"
"9 on Scale 1 to 10","1984","Full Time","Female","231","0.151591329926306","0.133650867557484","0.169531792295128","9"
"9 on Scale 1 to 10","1984","Part Time","Male","55","0.119483550651176","0.0899068381366632","0.149060263165688","9"
"9 on Scale 1 to 10","1984","Not Working","Male","17","","","","9"
"9 on Scale 1 to 10","1984","Part Time","Female","116","0.127149852603708","0.106228180663674","0.148071524543741","9"
"9 on Scale 1 to 10","1984","Not Working","Female","13","","","","9"
"0 Completely dissatisfied","1985","Full Time","Male","33","0.00966301392198339","0.00637192229117851","0.0129541055527883","0"
"0 Completely dissatisfied","1985","Full Time","Female","8","","","","0"
"0 Completely dissatisfied","1985","Part Time","Male","10","","","","0"
"0 Completely dissatisfied","1985","Part Time","Female","7","","","","0"
"0 Completely dissatisfied","1985","Not Working","Male","","","","","0"
"0 Completely dissatisfied","1985","Not Working","Female","","","","","0"
"1 on Scale 1 to 10","1985","Part Time","Male","5","","","","1"
