"plh0173","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","16-34 y.","Not Employed","1","","","","0"
"0 Completely dissatisfied","1984","16-34 y.","Employed","62","0.0199914191948748","0.0147370338795019","0.0252458045102478","0"
"0 Completely dissatisfied","1984","35-65 y.","Not Employed","1","","","","0"
"0 Completely dissatisfied","1984","35-65 y.","Employed","51","0.00887641687493083","0.00599976058428611","0.0117530731655755","0"
"0 Completely dissatisfied","1984","66 and older","Not Employed","","","","","0"
"0 Completely dissatisfied","1984","66 and older","Employed","","","","","0"
"1 on Scale 1 to 10","1984","16-34 y.","Not Employed","","","","","1"
"1 on Scale 1 to 10","1984","16-34 y.","Employed","18","","","","1"
"1 on Scale 1 to 10","1984","35-65 y.","Not Employed","","","","","1"
"1 on Scale 1 to 10","1984","35-65 y.","Employed","22","","","","1"
"1 on Scale 1 to 10","1984","66 and older","Not Employed","","","","","1"
"1 on Scale 1 to 10","1984","66 and older","Employed","","","","","1"
"10 Completely satisfied","1984","16-34 y.","Employed","677","0.237017630008364","0.221053959976967","0.252981300039761","10"
"10 Completely satisfied","1984","16-34 y.","Not Employed","36","0.193748569434497","0.124737728454297","0.262759410414697","10"
"10 Completely satisfied","1984","35-65 y.","Not Employed","6","","","","10"
"10 Completely satisfied","1984","66 and older","Employed","20","","","","10"
"10 Completely satisfied","1984","35-65 y.","Employed","1151","0.28915982586849","0.275255171951021","0.303064479785959","10"
"10 Completely satisfied","1984","66 and older","Not Employed","","","","","10"
"2 on Scale 1 to 10","1984","16-34 y.","Not Employed","1","","","","2"
"2 on Scale 1 to 10","1984","16-34 y.","Employed","39","0.0116436703422708","0.00761662156683366","0.0156707191177079","2"
"2 on Scale 1 to 10","1984","35-65 y.","Not Employed","","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","Employed","45","0.00985834802955846","0.00682825499958712","0.0128884410595298","2"
"2 on Scale 1 to 10","1984","66 and older","Not Employed","","","","","2"
"2 on Scale 1 to 10","1984","66 and older","Employed","","","","","2"
"3 on Scale 1 to 10","1984","16-34 y.","Employed","65","0.0257252796723771","0.0197822768746235","0.0316682824701307","3"
"3 on Scale 1 to 10","1984","35-65 y.","Not Employed","4","","","","3"
"3 on Scale 1 to 10","1984","16-34 y.","Not Employed","5","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","Employed","112","0.0239109610722639","0.0192255418121879","0.0285963803323399","3"
"3 on Scale 1 to 10","1984","66 and older","Not Employed","","","","","3"
"3 on Scale 1 to 10","1984","66 and older","Employed","1","","","","3"
"4 on Scale 1 to 10","1984","16-34 y.","Employed","61","0.0219664779693564","0.0164642035045762","0.0274687524341366","4"
"4 on Scale 1 to 10","1984","35-65 y.","Employed","117","0.0273996047585674","0.022392985169808","0.0324062243473268","4"
"4 on Scale 1 to 10","1984","35-65 y.","Not Employed","2","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","Not Employed","4","","","","4"
"4 on Scale 1 to 10","1984","66 and older","Not Employed","","","","","4"
"4 on Scale 1 to 10","1984","66 and older","Employed","","","","","4"
"5 on Scale 1 to 10","1984","16-34 y.","Not Employed","9","","","","5"
"5 on Scale 1 to 10","1984","16-34 y.","Employed","301","0.111249466720834","0.0994456061375009","0.123053327304167","5"
"5 on Scale 1 to 10","1984","66 and older","Employed","6","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","Not Employed","3","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","Employed","356","0.0858684639223067","0.0772758278732461","0.0944610999713673","5"
"5 on Scale 1 to 10","1984","66 and older","Not Employed","","","","","5"
"6 on Scale 1 to 10","1984","35-65 y.","Employed","283","0.0691685041509616","0.0613864374114304","0.0769505708904927","6"
"6 on Scale 1 to 10","1984","16-34 y.","Employed","181","0.0667183626885505","0.0573510672953448","0.0760856580817563","6"
"6 on Scale 1 to 10","1984","35-65 y.","Not Employed","4","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","Not Employed","8","","","","6"
"6 on Scale 1 to 10","1984","66 and older","Not Employed","","","","","6"
"6 on Scale 1 to 10","1984","66 and older","Employed","1","","","","6"
"7 on Scale 1 to 10","1984","16-34 y.","Not Employed","19","","","","7"
"7 on Scale 1 to 10","1984","16-34 y.","Employed","340","0.131546312469444","0.118858176142956","0.144234448795932","7"
"7 on Scale 1 to 10","1984","35-65 y.","Not Employed","5","","","","7"
"7 on Scale 1 to 10","1984","35-65 y.","Employed","498","0.125661057685631","0.115495165705637","0.135826949665624","7"
"7 on Scale 1 to 10","1984","66 and older","Not Employed","2","","","","7"
"7 on Scale 1 to 10","1984","66 and older","Employed","","","","","7"
"8 on Scale 1 to 10","1984","16-34 y.","Not Employed","21","","","","8"
"8 on Scale 1 to 10","1984","35-65 y.","Not Employed","8","","","","8"
"8 on Scale 1 to 10","1984","16-34 y.","Employed","593","0.219492098002731","0.203954522134429","0.235029673871032","8"
"8 on Scale 1 to 10","1984","35-65 y.","Employed","902","0.219442776429203","0.206749660615891","0.232135892242515","8"
"8 on Scale 1 to 10","1984","66 and older","Not Employed","","","","","8"
"8 on Scale 1 to 10","1984","66 and older","Employed","8","","","","8"
"9 on Scale 1 to 10","1984","16-34 y.","Not Employed","22","","","","9"
"9 on Scale 1 to 10","1984","16-34 y.","Employed","389","0.147182991655019","0.133883289810445","0.160482693499592","9"
"9 on Scale 1 to 10","1984","35-65 y.","Not Employed","7","","","","9"
"9 on Scale 1 to 10","1984","66 and older","Not Employed","1","","","","9"
"9 on Scale 1 to 10","1984","35-65 y.","Employed","547","0.136344171679566","0.125819855977375","0.146868487381757","9"
"9 on Scale 1 to 10","1984","66 and older","Employed","7","","","","9"
"0 Completely dissatisfied","1985","16-34 y.","Not Employed","","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","Employed","25","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","Not Employed","","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","Employed","32","0.00834874347935683","0.00539771943212886","0.0112997675265848","0"
"0 Completely dissatisfied","1985","66 and older","Not Employed","","","","","0"
"0 Completely dissatisfied","1985","66 and older","Employed","1","","","","0"
"1 on Scale 1 to 10","1985","35-65 y.","Not Employed","","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","Employed","12","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","Not Employed","","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","Employed","20","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Not Employed","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","Employed","1","","","","1"
"10 Completely satisfied","1985","16-34 y.","Not Employed","25","","","","10"
"10 Completely satisfied","1985","16-34 y.","Employed","519","0.194056065779058","0.178525858437932","0.209586273120183","10"
"10 Completely satisfied","1985","35-65 y.","Not Employed","6","","","","10"
