"plh0173","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Not Employed","1-pers.-HH","","","","","0"
"0 Completely dissatisfied","1984","Not Employed","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","1984","Not Employed","Single parent ","","","","","0"
"0 Completely dissatisfied","1984","Not Employed","Couple + C. LE 16 ","1","","","","0"
"0 Completely dissatisfied","1984","Not Employed","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","1984","Not Employed","Couple + C. LE and GT 16","1","","","","0"
"0 Completely dissatisfied","1984","Employed","1-pers.-HH","8","","","","0"
"0 Completely dissatisfied","1984","Employed","(Married) couple without C. ","19","","","","0"
"0 Completely dissatisfied","1984","Employed","Single parent ","6","","","","0"
"0 Completely dissatisfied","1984","Employed","Couple + C. LE 16 ","39","0.0160463985110145","0.0105600086844763","0.0215327883375527","0"
"0 Completely dissatisfied","1984","Employed","Couple + C. GT 16 ","11","","","","0"
"0 Completely dissatisfied","1984","Employed","Couple + C. LE and GT 16","20","","","","0"
"1 on Scale 1 to 10","1984","Not Employed","1-pers.-HH","","","","","1"
"1 on Scale 1 to 10","1984","Employed","Single parent ","","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","Couple + C. LE 16 ","","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","Couple + C. GT 16 ","","","","","1"
"1 on Scale 1 to 10","1984","Employed","1-pers.-HH","5","","","","1"
"1 on Scale 1 to 10","1984","Employed","(Married) couple without C. ","11","","","","1"
"1 on Scale 1 to 10","1984","Employed","Couple + C. LE 16 ","12","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","Couple + C. LE and GT 16","","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","(Married) couple without C. ","","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","Single parent ","","","","","1"
"1 on Scale 1 to 10","1984","Employed","Couple + C. GT 16 ","5","","","","1"
"1 on Scale 1 to 10","1984","Employed","Couple + C. LE and GT 16","3","","","","1"
"10 Completely satisfied","1984","Employed","1-pers.-HH","163","0.274446477337376","0.239034780999984","0.309858173674767","10"
"10 Completely satisfied","1984","Employed","(Married) couple without C. ","361","0.265932291040908","0.242311085736174","0.289553496345642","10"
"10 Completely satisfied","1984","Employed","Single parent ","81","0.269915690372358","0.220177732419947","0.31965364832477","10"
"10 Completely satisfied","1984","Employed","Couple + C. LE 16 ","547","0.272804170943496","0.253356761475675","0.292251580411318","10"
"10 Completely satisfied","1984","Employed","Couple + C. GT 16 ","316","0.268446473834012","0.24315098396507","0.293741963702954","10"
"10 Completely satisfied","1984","Employed","Couple + C. LE and GT 16","286","0.282906584612181","0.255170013984247","0.310643155240116","10"
"10 Completely satisfied","1984","Not Employed","1-pers.-HH","1","","","","10"
"10 Completely satisfied","1984","Not Employed","(Married) couple without C. ","2","","","","10"
"10 Completely satisfied","1984","Not Employed","Single parent ","1","","","","10"
"10 Completely satisfied","1984","Not Employed","Couple + C. LE 16 ","12","","","","10"
"10 Completely satisfied","1984","Not Employed","Couple + C. GT 16 ","9","","","","10"
"10 Completely satisfied","1984","Not Employed","Couple + C. LE and GT 16","16","","","","10"
"2 on Scale 1 to 10","1984","Not Employed","(Married) couple without C. ","","","","","2"
"2 on Scale 1 to 10","1984","Employed","1-pers.-HH","11","","","","2"
"2 on Scale 1 to 10","1984","Employed","(Married) couple without C. ","15","","","","2"
"2 on Scale 1 to 10","1984","Employed","Single parent ","3","","","","2"
"2 on Scale 1 to 10","1984","Employed","Couple + C. LE 16 ","28","","","","2"
"2 on Scale 1 to 10","1984","Employed","Couple + C. GT 16 ","13","","","","2"
"2 on Scale 1 to 10","1984","Employed","Couple + C. LE and GT 16","7","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","1-pers.-HH","","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","Single parent ","1","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","Couple + C. LE 16 ","","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","Couple + C. GT 16 ","","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","Couple + C. LE and GT 16","","","","","2"
"3 on Scale 1 to 10","1984","Employed","Couple + C. LE and GT 16","29","","","","3"
