"plh0037","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","16-34 y.","Full Time","382","0.221598137005052","0.202010280761783","0.241185993248321"
"Big worries","2009","16-34 y.","Not Working","292","0.298645465673526","0.270709381824178","0.326581549522874"
"Big worries","2009","16-34 y.","Part Time","336","0.29776311690476","0.272177076667275","0.323349157142245"
"Big worries","2009","35-65 y.","Full Time","1379","0.275360652057627","0.263221878385425","0.287499425729829"
"Big worries","2009","35-65 y.","Not Working","560","0.307418313073464","0.286773499135959","0.328063127010969"
"Big worries","2009","35-65 y.","Part Time","847","0.290122594198013","0.273139467871174","0.307105720524852"
"Big worries","2009","66 and older","Full Time","12","","",""
"Big worries","2009","66 and older","Not Working","1158","0.305194381177914","0.290686214501393","0.319702547854436"
"Big worries","2009","66 and older","Part Time","78","0.291554026705209","0.235104369690542","0.348003683719876"
"No worries","2009","16-34 y.","Full Time","367","0.208443853363671","0.189286419646943","0.227601287080398"
"No worries","2009","16-34 y.","Not Working","224","0.218417035811273","0.193196776061183","0.243637295561362"
"No worries","2009","16-34 y.","Part Time","249","0.199804465835695","0.177431350227529","0.222177581443861"
"No worries","2009","35-65 y.","Full Time","869","0.166257009015191","0.156139607241221","0.176374410789161"
"No worries","2009","35-65 y.","Not Working","271","0.131406451104488","0.116290786511478","0.146522115697499"
"No worries","2009","35-65 y.","Part Time","320","0.12480014646808","0.112432235425088","0.137168057511072"
"No worries","2009","66 and older","Full Time","11","","",""
"No worries","2009","66 and older","Not Working","625","0.162521816766563","0.15089836296322","0.174145270569907"
"No worries","2009","66 and older","Part Time","34","0.136978577280287","0.0942729081277974","0.179684246432776"
"Some worries","2009","16-34 y.","Full Time","978","0.569958009631277","0.546608445150912","0.593307574111642"
"Some worries","2009","16-34 y.","Not Working","515","0.482937498515201","0.452434976871115","0.513440020159287"
"Some worries","2009","16-34 y.","Part Time","642","0.502432417259545","0.474456091597507","0.530408742921583"
"Some worries","2009","35-65 y.","Full Time","2954","0.558382338927182","0.544887988916987","0.571876688937377"
"Some worries","2009","35-65 y.","Not Working","1088","0.561175235822048","0.538972554955486","0.583377916688609"
"Some worries","2009","35-65 y.","Part Time","1576","0.585077259333907","0.566638766649524","0.603515752018291"
"Some worries","2009","66 and older","Full Time","43","0.698317811613294","0.587584696414038","0.809050926812551"
"Some worries","2009","66 and older","Not Working","2087","0.532283802055522","0.516563697182425","0.54800390692862"
"Some worries","2009","66 and older","Part Time","137","0.571467396014504","0.510001236142739","0.63293355588627"
"Big worries","2010","16-34 y.","Full Time","579","0.231036195396973","0.214507261796637","0.247565128997309"
"Big worries","2010","16-34 y.","Not Working","598","0.316968848494933","0.296856393626025","0.337081303363841"
"Big worries","2010","16-34 y.","Part Time","567","0.312575188008285","0.292325606328664","0.332824769687907"
"Big worries","2010","35-65 y.","Full Time","1780","0.272821690316317","0.262130890408479","0.283512490224156"
"Big worries","2010","35-65 y.","Not Working","860","0.324119085626274","0.306152524081382","0.342085647171167"
"Big worries","2010","35-65 y.","Part Time","1280","0.314203625403901","0.299961723765519","0.328445527042284"
"Big worries","2010","66 and older","Full Time","19","","",""
"Big worries","2010","66 and older","Not Working","1117","0.317151814879613","0.302221362945733","0.332082266813492"
"Big worries","2010","66 and older","Part Time","72","0.304957823408451","0.24671157749853","0.363204069318371"
"No worries","2010","16-34 y.","Full Time","577","0.221681912989039","0.205392870140069","0.237970955838009"
"No worries","2010","16-34 y.","Not Working","409","0.208455817258583","0.190897571387456","0.226014063129711"
"No worries","2010","16-34 y.","Part Time","396","0.203625860605487","0.186034426560468","0.221217294650506"
"No worries","2010","35-65 y.","Full Time","1246","0.190705707832574","0.181276279153968","0.200135136511181"
"No worries","2010","35-65 y.","Not Working","408","0.144784638043773","0.131277088644825","0.158292187442721"
"No worries","2010","35-65 y.","Part Time","556","0.138880492608212","0.128270449911283","0.149490535305141"
"No worries","2010","66 and older","Full Time","12","","",""
"No worries","2010","66 and older","Not Working","673","0.177512755726711","0.165253710643516","0.189771800809906"
"No worries","2010","66 and older","Part Time","44","0.182682704324645","0.133796476110033","0.231568932539257"
"Some worries","2010","16-34 y.","Full Time","1342","0.547281891613988","0.52776227216873","0.566801511059246"
"Some worries","2010","16-34 y.","Not Working","1049","0.474575334246484","0.452990717324603","0.496159951168364"
"Some worries","2010","16-34 y.","Part Time","1050","0.483798951386228","0.461968229037835","0.50562967373462"
"Some worries","2010","35-65 y.","Full Time","3642","0.536472601851108","0.524503494182457","0.548441709519759"
"Some worries","2010","35-65 y.","Not Working","1339","0.531096276329953","0.511940222690216","0.550252329969689"
"Some worries","2010","35-65 y.","Part Time","2245","0.546915881987887","0.531643229121906","0.562188534853868"
"Some worries","2010","66 and older","Full Time","34","0.589869760033842","0.470297517330665","0.709442002737019"
"Some worries","2010","66 and older","Not Working","1942","0.505335429393677","0.489294757688832","0.521376101098521"
"Some worries","2010","66 and older","Part Time","124","0.512359472266905","0.449121235641459","0.57559770889235"
"Big worries","2011","16-34 y.","Full Time","434","0.223546678548094","0.204536259394258","0.24255709770193"
"Big worries","2011","16-34 y.","Not Working","319","0.290733108454398","0.263775154221675","0.31769106268712"
"Big worries","2011","16-34 y.","Part Time","377","0.295932622438029","0.271354784045345","0.320510460830713"
"Big worries","2011","35-65 y.","Full Time","1713","0.294230306012158","0.282570851216213","0.305889760808103"
"Big worries","2011","35-65 y.","Not Working","703","0.318325546823873","0.298689932089633","0.337961161558113"
"Big worries","2011","35-65 y.","Part Time","1103","0.331311350730326","0.315069106272033","0.34755359518862"
"Big worries","2011","66 and older","Full Time","12","","",""
"Big worries","2011","66 and older","Not Working","1362","0.294954285156175","0.281910120074176","0.307998450238175"
"Big worries","2011","66 and older","Part Time","101","0.291388612263472","0.240886650613669","0.341890573913275"
"No worries","2011","16-34 y.","Full Time","443","0.241077258014367","0.221559640138361","0.260594875890372"
"No worries","2011","16-34 y.","Not Working","192","0.155722896960593","0.134197380269424","0.177248413651762"
"No worries","2011","16-34 y.","Part Time","276","0.196343157040089","0.174954507706552","0.217731806373627"
"No worries","2011","35-65 y.","Full Time","920","0.155111747882082","0.145849316151073","0.16437417961309"
"No worries","2011","35-65 y.","Not Working","277","0.130676345441834","0.116469113034063","0.144883577849604"
"No worries","2011","35-65 y.","Part Time","387","0.133380941414453","0.121648810065114","0.145113072763791"
"No worries","2011","66 and older","Full Time","14","","",""
"No worries","2011","66 and older","Not Working","827","0.167680124508709","0.156994098684343","0.178366150333074"
"No worries","2011","66 and older","Part Time","46","0.121128751720395","0.0848665519721995","0.157390951468591"
"Some worries","2011","16-34 y.","Full Time","968","0.53537606343754","0.512618268970765","0.558133857904314"
"Some worries","2011","16-34 y.","Not Working","579","0.553543994585009","0.524031885441202","0.583056103728816"
"Some worries","2011","16-34 y.","Part Time","672","0.507724220521882","0.480805257436949","0.534643183606815"
"Some worries","2011","35-65 y.","Full Time","3235","0.55065794610576","0.537930756130289","0.563385136081231"
"Some worries","2011","35-65 y.","Not Working","1182","0.550998107734293","0.530031924087478","0.571964291381109"
"Some worries","2011","35-65 y.","Part Time","1736","0.535307707855221","0.518096934229465","0.552518481480977"
"Some worries","2011","66 and older","Full Time","36","0.63448023022867","0.514608512346179","0.75435194811116"
"Some worries","2011","66 and older","Not Working","2506","0.537365590335116","0.523103467087481","0.551627713582751"
"Some worries","2011","66 and older","Part Time","164","0.587482636016133","0.532770139634707","0.642195132397559"
"Big worries","2012","16-34 y.","Full Time","399","0.213699029586241","0.194902637391649","0.232495421780833"
"Big worries","2012","16-34 y.","Not Working","279","0.289683904225203","0.262035133184616","0.317332675265791"
"Big worries","2012","16-34 y.","Part Time","340","0.268087492879836","0.24370622280964","0.292468762950031"
"Big worries","2012","35-65 y.","Full Time","1460","0.27123876168618","0.259696812121118","0.282780711251241"
"Big worries","2012","35-65 y.","Not Working","686","0.296132641763354","0.277041952194854","0.315223331331854"
"Big worries","2012","35-65 y.","Part Time","1000","0.303660835807183","0.287846721151252","0.319474950463115"
"Big worries","2012","66 and older","Full Time","15","","",""
"Big worries","2012","66 and older","Not Working","1333","0.286402379723918","0.273593176157305","0.299211583290532"
"Big worries","2012","66 and older","Part Time","110","0.31960015790661","0.270464628881915","0.368735686931304"
"No worries","2012","16-34 y.","Full Time","513","0.292102203041655","0.271250980956579","0.31295342512673"
"No worries","2012","16-34 y.","Not Working","227","0.203907766587346","0.179350139566268","0.228465393608424"
"No worries","2012","16-34 y.","Part Time","262","0.210098462501214","0.187675841260606","0.232521083741823"
"No worries","2012","35-65 y.","Full Time","1038","0.18360501561876","0.173554158537411","0.19365587270011"
"No worries","2012","35-65 y.","Not Working","321","0.154607311110731","0.139489903610793","0.16972471861067"
"No worries","2012","35-65 y.","Part Time","444","0.136374735093077","0.124572351921142","0.148177118265012"
"No worries","2012","66 and older","Full Time","18","","",""
"No worries","2012","66 and older","Not Working","858","0.176883195715767","0.166071815473704","0.18769457595783"
"No worries","2012","66 and older","Part Time","65","0.180953144973306","0.140388518344209","0.221517771602404"
"Some worries","2012","16-34 y.","Full Time","915","0.494198767372104","0.471273226638366","0.517124308105842"
"Some worries","2012","16-34 y.","Not Working","528","0.506408329187451","0.475934842134691","0.53688181624021"
"Some worries","2012","16-34 y.","Part Time","666","0.52181404461895","0.494319612472162","0.549308476765739"
"Some worries","2012","35-65 y.","Full Time","3202","0.54515622269506","0.532229087856712","0.558083357533408"
"Some worries","2012","35-65 y.","Not Working","1190","0.549260047125915","0.528454214763578","0.570065879488251"
"Some worries","2012","35-65 y.","Part Time","1804","0.55996442909974","0.542893223491571","0.577035634707908"
"Some worries","2012","66 and older","Full Time","34","0.471726099571044","0.352193815082893","0.591258384059194"
"Some worries","2012","66 and older","Not Working","2594","0.536714424560315","0.522585694004897","0.550843155115733"
"Some worries","2012","66 and older","Part Time","171","0.499446697120084","0.446762571083635","0.552130823156533"
"Big worries","2013","16-34 y.","Full Time","372","0.202767533664196","0.183350048185247","0.222185019143145"
"Big worries","2013","16-34 y.","Not Working","236","0.290390741471094","0.260330182124588","0.3204513008176"
"Big worries","2013","16-34 y.","Part Time","284","0.248506474371349","0.223712614711732","0.273300334030965"
"Big worries","2013","35-65 y.","Full Time","1279","0.250520862713188","0.238821976772033","0.262219748654344"
"Big worries","2013","35-65 y.","Not Working","539","0.281083149461802","0.260954850435176","0.301211448488427"
"Big worries","2013","35-65 y.","Part Time","867","0.281381050199488","0.265388325887251","0.297373774511724"
"Big worries","2013","66 and older","Full Time","17","","",""
"Big worries","2013","66 and older","Not Working","1151","0.257859040042976","0.245111652935278","0.270606427150674"
"Big worries","2013","66 and older","Part Time","100","0.263670619617021","0.218894798815753","0.30844644041829"
"No worries","2013","16-34 y.","Full Time","445","0.290994534434399","0.26905797571536","0.312931093153439"
"No worries","2013","16-34 y.","Not Working","195","0.225635636052496","0.197955223217563","0.253316048887429"
"No worries","2013","16-34 y.","Part Time","271","0.242968916532025","0.218362697959071","0.267575135104978"
"No worries","2013","35-65 y.","Full Time","1018","0.196411490561227","0.185685359772282","0.207137621350172"
"No worries","2013","35-65 y.","Not Working","341","0.174168568160285","0.157186877180718","0.191150259139852"
"No worries","2013","35-65 y.","Part Time","495","0.162782319246735","0.149652809598445","0.175911828895025"
"No worries","2013","66 and older","Full Time","10","","",""
"No worries","2013","66 and older","Not Working","956","0.216719555881274","0.204713662402072","0.228725449360477"
"No worries","2013","66 and older","Part Time","74","0.173624632700208","0.135132588778197","0.21211667662222"
"Some worries","2013","16-34 y.","Full Time","830","0.506237931901405","0.482092360087894","0.530383503714915"
"Some worries","2013","16-34 y.","Not Working","445","0.483973622476411","0.450880112260267","0.517067132692554"
"Some worries","2013","16-34 y.","Part Time","612","0.508524609096627","0.479841941579467","0.537207276613786"
"Some worries","2013","35-65 y.","Full Time","2973","0.553067646725585","0.53964454728638","0.566490746164789"
"Some worries","2013","35-65 y.","Not Working","1036","0.544748282377913","0.522449863475381","0.567046701280446"
"Some worries","2013","35-65 y.","Part Time","1675","0.555836630553777","0.538165243200559","0.573508017906995"
"Some worries","2013","66 and older","Full Time","29","","",""
"Some worries","2013","66 and older","Not Working","2417","0.52542140407575","0.51087034021323","0.539972467938269"
"Some worries","2013","66 and older","Part Time","198","0.562704747682771","0.512296187611385","0.613113307754157"
"Big worries","2014","16-34 y.","Full Time","526","0.215179865827088","0.198947196157242","0.231412535496934"
"Big worries","2014","16-34 y.","Not Working","566","0.293920752297393","0.273690771817562","0.314150732777223"
"Big worries","2014","16-34 y.","Part Time","488","0.225581777747819","0.2078857090874","0.243277846408238"
"Big worries","2014","35-65 y.","Full Time","2010","0.263375648931906","0.253509910144727","0.273241387719085"
"Big worries","2014","35-65 y.","Not Working","863","0.292869859317929","0.276235113073161","0.309504605562696"
"Big worries","2014","35-65 y.","Part Time","1532","0.28948636973975","0.276920582346166","0.302052157133334"
