"plh0037","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2009","no migration background","in school","67","0.253590502783889","0.199551977548249","0.307629028019528","1"
"Big worries","2009","no migration background","inadequately","19","","","","1"
"Big worries","2009","no migration background","general elemantary","332","0.262974774674621","0.238931789897957","0.287017759451285","1"
"Big worries","2009","no migration background","middle vocational","2223","0.281852011890224","0.272098785210222","0.291605238570226","1"
"Big worries","2009","no migration background","vocational + Abi","250","0.328305953772782","0.29568349538075","0.360928412164814","1"
"Big worries","2009","no migration background","higher vocational","348","0.299046138172044","0.2731849387562","0.324907337587889","1"
"Big worries","2009","no migration background","higher education","1068","0.291631485146091","0.276894432020426","0.306368538271757","1"
"Big worries","2009","direct migration background","in school","6","","","","1"
"Big worries","2009","direct migration background","inadequately","24","","","","1"
"Big worries","2009","direct migration background","general elemantary","95","0.243445707657017","0.199051942801116","0.287839472512918","1"
"Big worries","2009","direct migration background","middle vocational","167","0.271959232811056","0.236763204492859","0.307155261129253","1"
"Big worries","2009","direct migration background","vocational + Abi","46","0.279138702199698","0.211707715828298","0.346569688571098","1"
"Big worries","2009","direct migration background","higher vocational","37","0.469550317345454","0.369716968229275","0.569383666461633","1"
"Big worries","2009","direct migration background","higher education","95","0.332232795280315","0.278208332305231","0.386257258255399","1"
"Big worries","2009","indirect migration background","in school","12","","","","1"
"Big worries","2009","indirect migration background","inadequately","","","","","1"
"Big worries","2009","indirect migration background","general elemantary","40","0.309005849966298","0.233794284904437","0.384217415028158","1"
"Big worries","2009","indirect migration background","middle vocational","78","0.220673906183186","0.17261209038445","0.268735721981923","1"
"Big worries","2009","indirect migration background","vocational + Abi","16","","","","1"
"Big worries","2009","indirect migration background","higher vocational","13","","","","1"
"Big worries","2009","indirect migration background","higher education","25","","","","1"
"No worries","2009","indirect migration background","general elemantary","30","0.218278215230999","0.151043217524772","0.285513212937225","3"
"No worries","2009","indirect migration background","middle vocational","41","0.149242630407108","0.107946022354924","0.190539238459293","3"
"No worries","2009","indirect migration background","higher education","10","","","","3"
"No worries","2009","indirect migration background","inadequately","3","","","","3"
"No worries","2009","indirect migration background","vocational + Abi","5","","","","3"
"No worries","2009","indirect migration background","higher vocational","5","","","","3"
"No worries","2009","direct migration background","middle vocational","106","0.156647257821446","0.12789778175108","0.185396733891811","3"
"No worries","2009","direct migration background","vocational + Abi","21","","","","3"
"No worries","2009","direct migration background","higher vocational","16","","","","3"
"No worries","2009","direct migration background","higher education","48","0.155390570525582","0.113838089604178","0.196943051446986","3"
"No worries","2009","indirect migration background","in school","13","","","","3"
"No worries","2009","no migration background","higher vocational","169","0.130691340755175","0.11165229151389","0.149730389996461","3"
"No worries","2009","no migration background","higher education","576","0.167623740031697","0.155512421527716","0.179735058535678","3"
"No worries","2009","direct migration background","in school","1","","","","3"
"No worries","2009","direct migration background","inadequately","22","","","","3"
"No worries","2009","direct migration background","general elemantary","64","0.173200719186731","0.134055767865437","0.212345670508025","3"
"No worries","2009","no migration background","in school","61","0.238552681330052","0.185615538250701","0.291489824409403","3"
"No worries","2009","no migration background","inadequately","18","","","","3"
"No worries","2009","no migration background","general elemantary","256","0.192864556345256","0.17131741898585","0.214411693704661","3"
"No worries","2009","no migration background","middle vocational","1312","0.16298733777211","0.154980265999974","0.170994409544245","3"
"No worries","2009","no migration background","vocational + Abi","119","0.154712719483316","0.129590573544896","0.179834865421736","3"
"Some worries","2009","indirect migration background","higher education","53","0.657923644111089","0.558804845252775","0.757042442969402","2"
"Some worries","2009","indirect migration background","inadequately","6","","","","2"
"Some worries","2009","indirect migration background","general elemantary","75","0.472715934802704","0.391454116751744","0.553977752853663","2"
"Some worries","2009","indirect migration background","middle vocational","167","0.630083463409705","0.574131415295487","0.686035511523924","2"
"Some worries","2009","indirect migration background","vocational + Abi","16","","","","2"
"Some worries","2009","indirect migration background","higher vocational","12","","","","2"
"Some worries","2009","direct migration background","middle vocational","341","0.571393509367498","0.532249894604434","0.610537124130563","2"
"Some worries","2009","direct migration background","higher education","149","0.512376634194103","0.455045098178843","0.569708170209362","2"
"Some worries","2009","indirect migration background","in school","24","","","","2"
"Some worries","2009","no migration background","middle vocational","4639","0.555160650337666","0.54438752504345","0.565933775631882","2"
"Some worries","2009","direct migration background","inadequately","44","0.530466202827753","0.427358971516804","0.633573434138701","2"
"Some worries","2009","direct migration background","general elemantary","200","0.583353573156252","0.532355868586515","0.63435127772599","2"
"Some worries","2009","direct migration background","vocational + Abi","103","0.618079779678391","0.545044579418047","0.691114979938735","2"
"Some worries","2009","direct migration background","higher vocational","43","0.406716392248325","0.308453512584838","0.504979271911813","2"
"Some worries","2009","no migration background","in school","121","0.507856815886059","0.445760648285883","0.569952983486235","2"
"Some worries","2009","no migration background","inadequately","29","","","","2"
"Some worries","2009","no migration background","general elemantary","700","0.544160668980124","0.516961249745318","0.571360088214929","2"
"Some worries","2009","no migration background","higher vocational","687","0.57026252107278","0.542300157496042","0.598224884649519","2"
"Some worries","2009","no migration background","higher education","2010","0.540744774822211","0.524586795857975","0.556902753786447","2"
"Some worries","2009","direct migration background","in school","4","","","","2"
"Some worries","2009","no migration background","vocational + Abi","427","0.516981326743902","0.482266824229089","0.551695829258716","2"
"Big worries","2010","no migration background","in school","110","0.364490879584436","0.311000938051194","0.417980821117678","1"
"Big worries","2010","no migration background","inadequately","41","0.298877078861803","0.224110031087914","0.373644126635693","1"
"Big worries","2010","no migration background","general elemantary","467","0.308499656338892","0.286070595379605","0.330928717298178","1"
"Big worries","2010","no migration background","middle vocational","2852","0.300917445203258","0.292026522675762","0.309808367730755","1"
"Big worries","2010","no migration background","vocational + Abi","405","0.315971572227526","0.290719112915185","0.341224031539867","1"
