"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","general elemantary","Rural Area","3.82","4","888","2","3","5","5","5","3.74","3.9","1","5","4","4"
"2003","general elemantary","Urban Area","3.62","4","1851","2","3","5","5","5","3.57","3.67","1","5","3","4"
"2003","higher education","Rural Area","3.27","3","1251","2","3","4","5","5","3.22","3.32","1","5","3","3"
"2003","higher education","Urban Area","3.14","3","3098","2","2","4","4","5","3.11","3.17","1","5","3","3"
"2003","higher vocational","Rural Area","3.51","4","602","2","3","4","5","5","3.43","3.59","1","5","3","4"
"2003","higher vocational","Urban Area","3.26","3","1083","2","3","4","5","5","3.2","3.32","1","5","3","3"
"2003","in school","Rural Area","2.57","3","194","2","2","3","4","5","2.44","2.7","1","5","2","3"
"2003","in school","Urban Area","2.51","2","423","1","2","3","4","5","2.42","2.6","1","5","2","3"
"2003","inadequately","Rural Area","3.98","4","58","2","3","5","5","5","3.71","4.25","1","5","4","5"
"2003","inadequately","Urban Area","3.68","4","203","2","3","5","5","5","3.53","3.83","1","5","4","4"
"2003","middle vocational","Rural Area","3.52","4","3980","2","3","4","5","5","3.49","3.55","1","5","3","4"
"2003","middle vocational","Urban Area","3.47","3","7128","2","3","4","5","5","3.44","3.5","1","5","3","3"
"2003","vocational + Abi","Rural Area","3.26","3","268","2","3","4","5","5","3.14","3.38","1","5","3","3"
"2003","vocational + Abi","Urban Area","3.19","3","894","2","3","4","5","5","3.12","3.26","1","5","3","3"
"2004","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2004","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2004","higher education","Rural Area","","","","","","","","","","","","","",""
"2004","higher education","Urban Area","","","","","","","","","","","","","",""
"2004","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2004","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2004","in school","Rural Area","","","","","","","","","","","","","",""
"2004","in school","Urban Area","","","","","","","","","","","","","",""
"2004","inadequately","Rural Area","","","","","","","","","","","","","",""
"2004","inadequately","Urban Area","","","","","","","","","","","","","",""
"2004","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2004","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2004","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2004","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
