"year","hgtyp1hh","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","(Married) couple without C.","(0) in school","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","(1a) inadequately completed","3.84","4","85","2","3","5","5","5","3.6","4.08","1","5","4","5"
"2003","(Married) couple without C.","(1b) general elementary school","4","4","701","3","3","5","5","5","3.92","4.08","1","5","4","4"
"2003","(Married) couple without C.","(1c) basic vocational qualification","3.83","4","2670","3","3","5","5","5","3.79","3.87","1","5","4","4"
"2003","(Married) couple without C.","(2a) intermediate vocational","3.47","3","1460","2","3","4","5","5","3.42","3.52","1","5","3","4"
"2003","(Married) couple without C.","(2b) intermediate general qualification","3.62","4","80","2","3","5","5","5","3.37","3.87","1","5","3","4"
"2003","(Married) couple without C.","(2c_gen) general maturity certificate","2.89","3","126","1","2","4","4","5","2.7","3.08","1","5","3","3"
"2003","(Married) couple without C.","(2c_voc) vocational maturity certificate","3.34","3","463","2","3","4","5","5","3.25","3.43","1","5","3","3"
"2003","(Married) couple without C.","(3a) lower tertiary education","3.39","3","688","2","3","4","5","5","3.32","3.46","1","5","3","3"
"2003","(Married) couple without C.","(3b) higher tertiary education","3.31","3","961","2","3","4","5","5","3.25","3.37","1","5","3","3"
"2003","1-pers.-HH","(0) in school","","","","","","","","","","","","","",""
"2003","1-pers.-HH","(1a) inadequately completed","4.03","4.47","31","2","3","5","5","5","3.61","4.45","1","5","3","5"
"2003","1-pers.-HH","(1b) general elementary school","4.14","4","386","3","4","5","5","5","4.04","4.24","1","5","4","5"
"2003","1-pers.-HH","(1c) basic vocational qualification","3.86","4","937","2","3","5","5","5","3.79","3.93","1","5","4","4"
"2003","1-pers.-HH","(2a) intermediate vocational","3.29","3","645","2","3","4","5","5","3.2","3.38","1","5","3","3"
"2003","1-pers.-HH","(2b) intermediate general qualification","3.18","3","49","2","2","4","5","5","2.84","3.52","1","5","3","3"
"2003","1-pers.-HH","(2c_gen) general maturity certificate","2.43","2","133","1","2","3","3","5","2.27","2.59","1","5","2","2"
"2003","1-pers.-HH","(2c_voc) vocational maturity certificate","3.02","3","238","2","2","4","5","5","2.89","3.15","1","5","3","3"
"2003","1-pers.-HH","(3a) lower tertiary education","3.12","3","219","2","2","4","5","5","2.98","3.26","1","5","3","3"
"2003","1-pers.-HH","(3b) higher tertiary education","3.06","3","317","2","2","4","4","5","2.95","3.17","1","5","3","3"
"2003","Couple + C. GT 16 ","(0) in school","2.52","2.25","294","1","2","3","4","5","2.42","2.62","1","5","2","3"
"2003","Couple + C. GT 16 ","(1a) inadequately completed","4.24","5","47","3","4","5","5","5","3.95","4.53","2","5","4","5"
"2003","Couple + C. GT 16 ","(1b) general elementary school","3.46","3","329","2","3","4","5","5","3.34","3.58","1","5","3","4"
"2003","Couple + C. GT 16 ","(1c) basic vocational qualification","3.49","4","911","2","3","4","5","5","3.42","3.56","1","5","3","4"
"2003","Couple + C. GT 16 ","(2a) intermediate vocational","3.17","3","858","2","3","4","4","5","3.1","3.24","1","5","3","3"
"2003","Couple + C. GT 16 ","(2b) intermediate general qualification","2.83","3","223","2","2","3","4","5","2.7","2.96","1","5","3","3"
"2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","2.63","3","329","1","2","3","4","5","2.52","2.74","1","5","2","3"
"2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","2.99","3","218","1","2","4","4","5","2.86","3.12","1","5","3","3"
"2003","Couple + C. GT 16 ","(3a) lower tertiary education","3.23","3","260","2","3","4","4","5","3.11","3.35","1","5","3","4"
"2003","Couple + C. GT 16 ","(3b) higher tertiary education","3.19","3","402","2","3","4","5","5","3.09","3.29","1","5","3","3"
"2003","Couple + C. LE 16","(0) in school","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","(1a) inadequately completed","3.58","4","44","2","3","4","5","5","3.26","3.9","1","5","3","4"
