"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","East Germany","3.11","3","1121","2","2","4","4","5","3.05","3.17","1","5","3","3"
"2003","college entrance qualification","West Germany","3.02","3","4311","2","2","4","4","5","2.99","3.05","1","5","3","3"
"2003","lower secondary degree","East Germany","3.96","4","1541","3","3","5","5","5","3.91","4.01","1","5","4","4"
"2003","lower secondary degree","West Germany","3.68","4","6341","2","3","5","5","5","3.65","3.71","1","5","4","4"
"2003","no degree/no degree yet","East Germany","2.72","3","184","2","2","3","4","5","2.57","2.87","1","5","2","3"
"2003","no degree/no degree yet","West Germany","3.14","3","707","2","2","4","5","5","3.05","3.23","1","5","3","3"
"2003","Other degree","East Germany","3.72","4","45","2","3","5","5","5","3.38","4.06","2","5","3","5"
"2003","Other degree","West Germany","3.59","4","1190","2","3","5","5","5","3.53","3.65","1","5","4","4"
"2003","secondary school degree","East Germany","3.35","3","2393","2","3","4","5","5","3.31","3.39","1","5","3","3"
"2003","secondary school degree","West Germany","3.22","3","4050","2","3","4","5","5","3.19","3.25","1","5","3","3"
"2004","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2004","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2004","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2004","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2004","Other degree","East Germany","","","","","","","","","","","","","",""
"2004","Other degree","West Germany","","","","","","","","","","","","","",""
"2004","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2004","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2005","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2005","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2005","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2005","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2005","Other degree","East Germany","","","","","","","","","","","","","",""
"2005","Other degree","West Germany","","","","","","","","","","","","","",""
"2005","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2005","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2006","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2006","college entrance qualification","West Germany","","","","","","","","","","","","","",""
