"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","(0) in school","2.57","2.12","50","2","2","3","4","5","2.3","2.84","1","5","2","3"
"2003","direct migration background","(1a) inadequately completed","4.01","4","176","3","3","5","5","5","3.86","4.16","1","5","4","4"
"2003","direct migration background","(1b) general elementary school","3.69","4","606","2","3","5","5","5","3.6","3.78","1","5","4","4"
"2003","direct migration background","(1c) basic vocational qualification","3.56","4","748","2","3","5","5","5","3.48","3.64","1","5","4","4"
"2003","direct migration background","(2a) intermediate vocational","3.21","3","156","2","3","4","5","5","3.05","3.37","1","5","3","3"
"2003","direct migration background","(2b) intermediate general qualification","3.24","3","52","2","3","4","5","5","2.93","3.55","1","5","3","3"
"2003","direct migration background","(2c_gen) general maturity certificate","3.07","3","125","2","2","4","5","5","2.86","3.28","1","5","3","3"
"2003","direct migration background","(2c_voc) vocational maturity certificate","3.39","3","290","2","3","4","5","5","3.27","3.51","1","5","3","4"
"2003","direct migration background","(3a) lower tertiary education","3.1","3","85","2","2","4","5","5","2.87","3.33","1","5","3","4"
"2003","direct migration background","(3b) higher tertiary education","3.29","3","284","2","2","4","5","5","3.16","3.42","1","5","3","3"
"2003","indirect migration background","(0) in school","2.53","2","71","1","2","3","4","5","2.3","2.76","1","5","2","3"
"2003","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","indirect migration background","(1b) general elementary school","3.19","3","118","2","3","4","5","5","3","3.38","1","5","3","3"
"2003","indirect migration background","(1c) basic vocational qualification","3.39","3","138","2","3","4","5","5","3.21","3.57","1","5","3","3"
"2003","indirect migration background","(2a) intermediate vocational","2.81","3","133","1","2","3","5","5","2.63","2.99","1","5","3","3"
"2003","indirect migration background","(2b) intermediate general qualification","2.33","2","74","1","2","3","4","5","2.11","2.55","1","5","2","3"
"2003","indirect migration background","(2c_gen) general maturity certificate","2.54","2","85","1","2","3","4","5","2.3","2.78","1","5","2","3"
"2003","indirect migration background","(2c_voc) vocational maturity certificate","3.01","3","57","1","2","4","5","5","2.73","3.29","1","5","3","3"
"2003","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","indirect migration background","(3b) higher tertiary education","2.53","2","47","2","2","3","4","5","2.24","2.82","1","5","2","3"
"2003","no migration background","(0) in school","2.51","2","496","1","2","3","4","5","2.43","2.59","1","5","2","3"
"2003","no migration background","(1a) inadequately completed","3.61","4","87","2","3","5","5","5","3.35","3.87","1","5","3","4"
"2003","no migration background","(1b) general elementary school","3.92","4","1418","2","3","5","5","5","3.86","3.98","1","5","4","4"
"2003","no migration background","(1c) basic vocational qualification","3.72","4","5408","2","3","5","5","5","3.69","3.75","1","5","4","4"
"2003","no migration background","(2a) intermediate vocational","3.3","3","4856","2","3","4","5","5","3.27","3.33","1","5","3","3"
"2003","no migration background","(2b) intermediate general qualification","3.04","3","506","2","2","4","5","5","2.95","3.13","1","5","3","3"
