"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2003","college entrance qualification","higher education","3.1","3","3307","2","2","4","4","5","3.07","3.13","1","5","3","3"
"2003","college entrance qualification","higher vocational","3.05","3","372","2","2","4","4","5","2.95","3.15","1","5","3","3"
"2003","college entrance qualification","in school","","","","","","","","","","","","","",""
"2003","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2003","college entrance qualification","middle vocational","2.62","3","788","1","2","3","4","5","2.55","2.69","1","5","2","3"
"2003","college entrance qualification","vocational + Abi","3.13","3","965","2","2","4","4","5","3.07","3.19","1","5","3","3"
"2003","lower secondary degree","general elemantary","3.84","4","1736","2","3","5","5","5","3.79","3.89","1","5","4","4"
"2003","lower secondary degree","higher education","3.62","4","193","2","3","4","5","5","3.48","3.76","1","5","3","4"
"2003","lower secondary degree","higher vocational","3.64","4","495","2","3","5","5","5","3.55","3.73","1","5","3","4"
"2003","lower secondary degree","in school","","","","","","","","","","","","","",""
"2003","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2003","lower secondary degree","middle vocational","3.7","4","5429","2","3","5","5","5","3.67","3.73","1","5","4","4"
"2003","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","in school","2.52","2","617","1","2","3","4","5","2.45","2.59","1","5","2","3"
"2003","no degree/no degree yet","inadequately","3.83","4","226","2","3","5","5","5","3.69","3.97","1","5","4","4"
"2003","no degree/no degree yet","middle vocational","3.91","4","43","3","3","5","5","5","3.59","4.23","2","5","3","4"
"2003","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2003","Other degree","general elemantary","3.91","4","373","3","3","5","5","5","3.8","4.02","1","5","4","4"
"2003","Other degree","higher education","3.4","3","195","2","3","4","5","5","3.25","3.55","1","5","3","3"
"2003","Other degree","higher vocational","3.46","4","63","1","3","5","5","5","3.17","3.75","1","5","3","4"
"2003","Other degree","in school","","","","","","","","","","","","","",""
