"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","16-34 y.","2.85","3","5873","2","2","3","4","5","2.82","2.88","1","5","3","3"
"2003","35-65 y.","3.41","3","12645","2","3","4","5","5","3.39","3.43","1","5","3","3"
"2003","66 and older","4.1","4","3639","3","3","5","5","5","4.07","4.13","1","5","4","4"
"2004","16-34 y.","","","","","","","","","","","","","",""
"2004","35-65 y.","","","","","","","","","","","","","",""
"2004","66 and older","","","","","","","","","","","","","",""
"2005","16-34 y.","","","","","","","","","","","","","",""
"2005","35-65 y.","","","","","","","","","","","","","",""
"2005","66 and older","","","","","","","","","","","","","",""
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","3","3","4369","2","2","4","4","5","2.97","3.03","1","5","3","3"
"2008","35-65 y.","3.45","3","10626","2","3","4","5","5","3.43","3.47","1","5","3","3"
"2008","66 and older","3.94","4","4294","3","3","5","5","5","3.91","3.97","1","5","4","4"
"2009","16-34 y.","","","","","","","","","","","","","",""
"2009","35-65 y.","","","","","","","","","","","","","",""
"2009","66 and older","","","","","","","","","","","","","",""
"2010","16-34 y.","","","","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","","","","","","","","","","","","","",""
"2012","35-65 y.","","","","","","","","","","","","","",""
"2012","66 and older","","","","","","","","","","","","","",""
"2013","16-34 y.","3.07","3","5640","2","2","4","4","5","3.04","3.1","1","5","3","3"
"2013","35-65 y.","3.41","3","14914","2","3","4","5","5","3.39","3.43","1","5","3","3"
"2013","66 and older","3.9","4","4970","3","3","5","5","5","3.87","3.93","1","5","4","4"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","","","","","","","","","","","","","",""
"2017","35-65 y.","","","","","","","","","","","","","",""
"2017","66 and older","","","","","","","","","","","","","",""
"2018","16-34 y.","3.07","3","6035","2","2","4","4","5","3.04","3.1","1","5","3","3"
"2018","35-65 y.","3.33","3","14632","2","3","4","5","5","3.31","3.35","1","5","3","3"
"2018","66 and older","3.73","4","5040","2","3","5","5","5","3.7","3.76","1","5","4","4"
