"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","(Married) couple without C.","3.25","3","1707","2","3","4","5","5","3.2","3.3","1","5","3","3"
"2003","college entrance qualification","1-pers.-HH","2.92","3","769","2","2","4","4","5","2.85","2.99","1","5","3","3"
"2003","college entrance qualification","Couple + C. GT 16 ","2.88","3","980","1","2","4","4","5","2.82","2.94","1","5","3","3"
"2003","college entrance qualification","Couple + C. LE 16","3.03","3","1309","2","2","4","4","5","2.98","3.08","1","5","3","3"
"2003","college entrance qualification","Couple + C. LE and GT 16","2.94","3","364","2","2","4","4","5","2.84","3.04","1","5","3","3"
"2003","college entrance qualification","Single parent","2.9","3","181","2","2","3","4","5","2.75","3.05","1","5","3","3"
"2003","lower secondary degree","(Married) couple without C.","3.86","4","3260","3","3","5","5","5","3.83","3.89","1","5","4","4"
"2003","lower secondary degree","1-pers.-HH","3.94","4","1287","2","3","5","5","5","3.88","4","1","5","4","4"
"2003","lower secondary degree","Couple + C. GT 16 ","3.46","3","1114","2","3","4","5","5","3.4","3.52","1","5","3","4"
"2003","lower secondary degree","Couple + C. LE 16","3.35","3","1137","2","3","4","5","5","3.29","3.41","1","5","3","3"
"2003","lower secondary degree","Couple + C. LE and GT 16","3.34","3","444","2","3","4","5","5","3.25","3.43","1","5","3","3"
"2003","lower secondary degree","Single parent","3.48","3","370","2","3","4","5","5","3.37","3.59","1","5","3","4"
"2003","no degree/no degree yet","(Married) couple without C.","3.83","4","88","2","3","5","5","5","3.6","4.06","1","5","4","4"
"2003","no degree/no degree yet","1-pers.-HH","3.84","4","35","2","3","5","5","5","3.44","4.24","1","5","3","5"
"2003","no degree/no degree yet","Couple + C. GT 16 ","2.78","3","341","1","2","3","4","5","2.67","2.89","1","5","2","3"
"2003","no degree/no degree yet","Couple + C. LE 16","3.58","4","45","2","3","4","5","5","3.26","3.9","1","5","3","4"
"2003","no degree/no degree yet","Couple + C. LE and GT 16","2.63","3","263","2","2","3","4","5","2.51","2.75","1","5","2","3"
"2003","no degree/no degree yet","Single parent","2.9","3","87","1","2","4","5","5","2.64","3.16","1","5","2","3"
"2003","Other degree","(Married) couple without C.","3.69","4","361","2","3","5","5","5","3.58","3.8","1","5","4","4"
"2003","Other degree","1-pers.-HH","3.56","4","100","2","3","5","5","5","3.32","3.8","1","5","3","4"
"2003","Other degree","Couple + C. GT 16 ","3.59","4","230","2","3","5","5","5","3.45","3.73","1","5","3","4"
"2003","Other degree","Couple + C. LE 16","3.3","3","284","2","3","4","5","5","3.18","3.42","1","5","3","4"
"2003","Other degree","Couple + C. LE and GT 16","3.64","4","132","2","3","5","5","5","3.46","3.82","1","5","3","4"
"2003","Other degree","Single parent","4.1","4","70","3","3","5","5","5","3.84","4.36","1","5","4","5"
"2003","secondary school degree","(Married) couple without C.","3.49","4","1815","2","3","4","5","5","3.45","3.53","1","5","3","4"
"2003","secondary school degree","1-pers.-HH","3.28","3","768","2","3","4","5","5","3.2","3.36","1","5","3","3"
"2003","secondary school degree","Couple + C. GT 16 ","3.1","3","1206","2","2","4","4","5","3.04","3.16","1","5","3","3"
"2003","secondary school degree","Couple + C. LE 16","3.13","3","1573","2","3","4","4","5","3.08","3.18","1","5","3","3"
"2003","secondary school degree","Couple + C. LE and GT 16","3.18","3","562","2","3","4","4","5","3.1","3.26","1","5","3","3"
"2003","secondary school degree","Single parent","3.1","3","374","2","2","4","4","5","2.99","3.21","1","5","3","3"
"2004","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"2004","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"2004","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2004","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"2004","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2004","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2004","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2004","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"2004","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2004","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2004","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2004","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"2004","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2004","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"2004","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2004","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2004","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2004","Other degree","Single parent","","","","","","","","","","","","","",""
"2004","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2004","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"2004","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2004","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2004","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2004","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2005","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"2005","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2005","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"2005","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"2005","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"2005","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","Other degree","Single parent","","","","","","","","","","","","","",""
"2005","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"2005","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2006","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"2006","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2006","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"2006","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"2006","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"2006","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","Other degree","Single parent","","","","","","","","","","","","","",""
"2006","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"2006","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2007","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"2007","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2007","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"2007","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"2007","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"2007","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","Other degree","Single parent","","","","","","","","","","","","","",""
"2007","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"2007","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2008","college entrance qualification","(Married) couple without C.","3.28","3","1789","2","3","4","4","5","3.24","3.32","1","5","3","3"
"2008","college entrance qualification","1-pers.-HH","3.02","3","823","2","2","4","4","5","2.95","3.09","1","5","3","3"
"2008","college entrance qualification","Couple + C. GT 16 ","3.03","3","837","2","2","4","4","5","2.97","3.09","1","5","3","3"
"2008","college entrance qualification","Couple + C. LE 16","3.1","3","1096","2","2","4","4","5","3.04","3.16","1","5","3","3"
"2008","college entrance qualification","Couple + C. LE and GT 16","3.14","3","276","2","3","4","4","5","3.03","3.25","1","5","3","3"
"2008","college entrance qualification","Single parent","2.94","3","229","2","2","4","4","5","2.82","3.06","1","5","3","3"
"2008","lower secondary degree","(Married) couple without C.","3.83","4","2843","3","3","5","5","5","3.79","3.87","1","5","4","4"
"2008","lower secondary degree","1-pers.-HH","3.93","4","1231","2","3","5","5","5","3.87","3.99","1","5","4","4"
"2008","lower secondary degree","Couple + C. GT 16 ","3.55","4","912","2","3","4","5","5","3.49","3.61","1","5","4","4"
"2008","lower secondary degree","Couple + C. LE 16","3.49","3","718","2","3","4","5","5","3.42","3.56","1","5","3","4"
"2008","lower secondary degree","Couple + C. LE and GT 16","3.42","3","266","2","3","4","5","5","3.3","3.54","1","5","3","4"
"2008","lower secondary degree","Single parent","3.59","4","315","2","3","5","5","5","3.47","3.71","1","5","3","4"
"2008","no degree/no degree yet","(Married) couple without C.","4.16","4","78","3","4","5","5","5","3.95","4.37","2","5","4","5"
"2008","no degree/no degree yet","1-pers.-HH","3.83","4","32","2","3","5","5","5","3.42","4.24","1","5","3","5"
"2008","no degree/no degree yet","Couple + C. GT 16 ","2.95","3","185","2","2","4","5","5","2.8","3.1","1","5","2","3"
"2008","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","Couple + C. LE and GT 16","2.75","3","142","2","2","3","4","5","2.6","2.9","1","5","3","3"
"2008","no degree/no degree yet","Single parent","2.81","3","68","2","2","3","4","5","2.55","3.07","1","5","2","3"
"2008","Other degree","(Married) couple without C.","3.84","4","341","2","3","5","5","5","3.72","3.96","1","5","4","4"
"2008","Other degree","1-pers.-HH","3.91","4","89","2","3","5","5","5","3.66","4.16","1","5","4","4"
"2008","Other degree","Couple + C. GT 16 ","3.62","4","171","2","3","5","5","5","3.45","3.79","1","5","3","4"
"2008","Other degree","Couple + C. LE 16","3.37","3","189","2","3","4","5","5","3.22","3.52","1","5","3","4"
"2008","Other degree","Couple + C. LE and GT 16","3.54","3","61","3","3","4","5","5","3.3","3.78","1","5","3","4"
"2008","Other degree","Single parent","3.79","4","53","3","3","5","5","5","3.53","4.05","2","5","3","4"
"2008","secondary school degree","(Married) couple without C.","3.44","3","1927","2","3","4","5","5","3.4","3.48","1","5","3","4"
"2008","secondary school degree","1-pers.-HH","3.37","3","782","2","3","4","5","5","3.3","3.44","1","5","3","3"
"2008","secondary school degree","Couple + C. GT 16 ","3.27","3","1039","2","3","4","5","5","3.21","3.33","1","5","3","3"
"2008","secondary school degree","Couple + C. LE 16","3.26","3","1144","2","3","4","5","5","3.2","3.32","1","5","3","3"
"2008","secondary school degree","Couple + C. LE and GT 16","3.26","3","395","2","3","4","4","5","3.16","3.36","1","5","3","3"
"2008","secondary school degree","Single parent","3.25","3","354","2","3","4","5","5","3.15","3.35","1","5","3","3"
"2009","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"2009","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"2009","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2009","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"2009","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2009","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2009","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2009","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"2009","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2009","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2009","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2009","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"2009","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2009","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"2009","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2009","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2009","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2009","Other degree","Single parent","","","","","","","","","","","","","",""
"2009","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2009","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"2009","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2009","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2009","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2009","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2010","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"2010","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"2010","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2010","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"2010","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2010","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2010","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2010","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"2010","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2010","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2010","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2010","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"2010","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2010","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"2010","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2010","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2010","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2010","Other degree","Single parent","","","","","","","","","","","","","",""
"2010","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2010","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"2010","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2010","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2010","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2010","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2011","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"2011","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2011","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"2011","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"2011","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"2011","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","Other degree","Single parent","","","","","","","","","","","","","",""
"2011","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"2011","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2012","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"2012","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"2012","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2012","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"2012","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2012","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2012","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2012","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"2012","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2012","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2012","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2012","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"2012","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2012","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"2012","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2012","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2012","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2012","Other degree","Single parent","","","","","","","","","","","","","",""
"2012","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2012","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"2012","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2012","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2012","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2012","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2013","college entrance qualification","(Married) couple without C.","3.28","3","2062","2","3","4","4","5","3.24","3.32","1","5","3","3"
"2013","college entrance qualification","1-pers.-HH","3.03","3","1030","2","2","4","4","5","2.97","3.09","1","5","3","3"
"2013","college entrance qualification","Couple + C. GT 16 ","3.14","3","763","2","3","4","4","5","3.07","3.21","1","5","3","3"
"2013","college entrance qualification","Couple + C. LE 16","3.11","3","2332","2","3","4","4","5","3.07","3.15","1","5","3","3"
"2013","college entrance qualification","Couple + C. LE and GT 16","3.18","3","517","2","3","4","4","5","3.11","3.25","1","5","3","3"
"2013","college entrance qualification","Single parent","2.91","3","619","2","2","4","4","5","2.83","2.99","1","5","3","3"
"2013","lower secondary degree","(Married) couple without C.","3.84","4","2792","3","3","5","5","5","3.8","3.88","1","5","4","4"
"2013","lower secondary degree","1-pers.-HH","3.87","4","1269","2","3","5","5","5","3.81","3.93","1","5","4","4"
"2013","lower secondary degree","Couple + C. GT 16 ","3.59","4","688","2","3","4","5","5","3.52","3.66","1","5","4","4"
"2013","lower secondary degree","Couple + C. LE 16","3.39","3","1186","2","3","4","5","5","3.33","3.45","1","5","3","4"
"2013","lower secondary degree","Couple + C. LE and GT 16","3.38","3","398","2","3","4","5","5","3.28","3.48","1","5","3","4"
"2013","lower secondary degree","Single parent","3.59","4","601","2","3","5","5","5","3.5","3.68","1","5","3","4"
"2013","no degree/no degree yet","(Married) couple without C.","4.01","4","80","3","4","5","5","5","3.8","4.22","2","5","4","4"
"2013","no degree/no degree yet","1-pers.-HH","3.94","4","64","3","3","5","5","5","3.68","4.2","1","5","4","5"
"2013","no degree/no degree yet","Couple + C. GT 16 ","2.98","3","144","2","2","3","4","5","2.81","3.15","1","5","3","3"
"2013","no degree/no degree yet","Couple + C. LE 16","3.75","4","118","3","3","4","5","5","3.55","3.95","1","5","3","4"
"2013","no degree/no degree yet","Couple + C. LE and GT 16","3.08","3","218","2","2","4","4","5","2.94","3.22","1","5","3","3"
"2013","no degree/no degree yet","Single parent","2.93","3","165","2","2","4","5","5","2.76","3.1","1","5","3","3"
"2013","Other degree","(Married) couple without C.","3.68","4","386","2","3","5","5","5","3.57","3.79","1","5","4","4"
"2013","Other degree","1-pers.-HH","3.91","4","158","2","3","5","5","5","3.73","4.09","1","5","4","4"
"2013","Other degree","Couple + C. GT 16 ","3.5","4","142","2","3","4","5","5","3.33","3.67","1","5","3","4"
"2013","Other degree","Couple + C. LE 16","3.36","3","567","2","3","4","5","5","3.27","3.45","1","5","3","4"
