"year","bula_h","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","Baden-Württemberg","college entrance qualification","3.12","3","634","2","2","4","4","5","3.04","3.2","1","5","3","3"
"2003","Baden-Württemberg","lower secondary degree","3.67","4","961","2","3","4","5","5","3.61","3.73","1","5","4","4"
"2003","Baden-Württemberg","no degree/no degree yet","3.32","3","126","2","2","4","5","5","3.12","3.52","1","5","3","3"
"2003","Baden-Württemberg","Other degree","3.76","4","299","2","3","5","5","5","3.64","3.88","1","5","4","4"
"2003","Baden-Württemberg","secondary school degree","3.28","3","627","2","3","4","5","5","3.2","3.36","1","5","3","3"
"2003","Bavaria","college entrance qualification","3.16","3","749","2","2","4","5","5","3.09","3.23","1","5","3","3"
"2003","Bavaria","lower secondary degree","3.66","4","1323","2","3","5","5","5","3.6","3.72","1","5","4","4"
"2003","Bavaria","no degree/no degree yet","3.35","3","97","2","2","4","5","5","3.13","3.57","1","5","3","3"
"2003","Bavaria","Other degree","3.58","4","174","2","3","5","5","5","3.41","3.75","1","5","4","4"
"2003","Bavaria","secondary school degree","3.31","3","757","2","3","4","5","5","3.24","3.38","1","5","3","3"
"2003","Berlin","college entrance qualification","3.06","3","293","2","2","4","4","5","2.95","3.17","1","5","3","3"
"2003","Berlin","lower secondary degree","3.63","4","155","2","3","5","5","5","3.46","3.8","1","5","3","4"
"2003","Berlin","no degree/no degree yet","3.14","2.87","43","2","2","4","5","5","2.78","3.5","1","5","2","3"
"2003","Berlin","Other degree","2.85","3","35","2","2","4","5","5","2.41","3.29","1","5","2","4"
"2003","Berlin","secondary school degree","3.37","3","280","2","3","4","5","5","3.24","3.5","1","5","3","3"
"2003","Brandenburg","college entrance qualification","3.12","3","207","2","3","4","4","5","2.99","3.25","1","5","3","3"
"2003","Brandenburg","lower secondary degree","3.93","4","270","3","3","5","5","5","3.81","4.05","1","5","4","4"
"2003","Brandenburg","no degree/no degree yet","2.5","2.13","32","1","2","3","4","5","2.12","2.88","1","5","2","3"
"2003","Brandenburg","Other degree","","","","","","","","","","","","","",""
"2003","Brandenburg","secondary school degree","3.32","3","415","2","3","4","5","5","3.22","3.42","1","5","3","3"
"2003","Bremen","college entrance qualification","2.9","3","49","2","2","4","4","5","2.6","3.2","1","5","2","3"
"2003","Bremen","lower secondary degree","3.91","4","57","2","3","5","5","5","3.64","4.18","2","5","3","4"
"2003","Bremen","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Bremen","Other degree","","","","","","","","","","","","","",""
"2003","Bremen","secondary school degree","3.23","3","48","2","3","4","4","5","2.95","3.51","1","5","3","3"
"2003","Hamburg","college entrance qualification","2.95","3","102","2","2","4","4","5","2.77","3.13","1","5","3","3"
"2003","Hamburg","lower secondary degree","3.69","4","81","3","3","4","5","5","3.48","3.9","1","5","3","4"
"2003","Hamburg","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Hamburg","Other degree","","","","","","","","","","","","","",""
"2003","Hamburg","secondary school degree","3.13","3","91","2","2","4","5","5","2.91","3.35","1","5","3","3"
"2003","Hesse","college entrance qualification","3","3","435","2","2","4","4","5","2.91","3.09","1","5","3","3"
"2003","Hesse","lower secondary degree","3.62","4","485","2","3","5","5","5","3.52","3.72","1","5","3","4"
"2003","Hesse","no degree/no degree yet","2.95","3","53","1","2","4","5","5","2.6","3.3","1","5","3","4"
"2003","Hesse","Other degree","3.66","4","128","2","3","5","5","5","3.45","3.87","1","5","3","4"
"2003","Hesse","secondary school degree","3.09","3","381","2","2","4","4","5","2.99","3.19","1","5","3","3"
"2003","Lower Saxony","college entrance qualification","2.87","3","432","2","2","4","4","5","2.77","2.97","1","5","3","3"
"2003","Lower Saxony","lower secondary degree","3.7","4","720","2","3","5","5","5","3.62","3.78","1","5","4","4"
"2003","Lower Saxony","no degree/no degree yet","2.83","3","83","1","2","3","5","5","2.58","3.08","1","5","2","3"
"2003","Lower Saxony","Other degree","3.38","3","85","2","3","4","5","5","3.15","3.61","1","5","3","4"
"2003","Lower Saxony","secondary school degree","3.21","3","568","2","3","4","5","5","3.13","3.29","1","5","3","3"
"2003","Mecklenburg-Western Pomerania","college entrance qualification","3.09","3","101","2","2","4","4","5","2.9","3.28","1","5","3","3"
"2003","Mecklenburg-Western Pomerania","lower secondary degree","3.83","4","137","2","3","5","5","5","3.65","4.01","1","5","4","4"
"2003","Mecklenburg-Western Pomerania","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Mecklenburg-Western Pomerania","Other degree","","","","","","","","","","","","","",""
"2003","Mecklenburg-Western Pomerania","secondary school degree","3.4","3","255","2","3","4","5","5","3.28","3.52","1","5","3","4"
"2003","North Rhine-Westphalia","college entrance qualification","2.93","3","1312","2","2","4","4","5","2.88","2.98","1","5","3","3"
"2003","North Rhine-Westphalia","lower secondary degree","3.72","4","1728","2","3","5","5","5","3.67","3.77","1","5","4","4"
"2003","North Rhine-Westphalia","no degree/no degree yet","3.18","3","238","2","2","4","5","5","3.03","3.33","1","5","3","3"
"2003","North Rhine-Westphalia","Other degree","3.8","4","335","2","3","5","5","5","3.68","3.92","1","5","3","4"
"2003","North Rhine-Westphalia","secondary school degree","3.15","3","998","2","2","4","5","5","3.09","3.21","1","5","3","3"
"2003","Rhineland-Palatinate,Saarland","college entrance qualification","3.11","3","263","2","2","4","4","5","2.99","3.23","1","5","3","3"
"2003","Rhineland-Palatinate,Saarland","lower secondary degree","3.75","4","621","2","3","5","5","5","3.66","3.84","1","5","4","4"
"2003","Rhineland-Palatinate,Saarland","no degree/no degree yet","2.86","2.96","52","2","2","4","5","5","2.55","3.17","1","5","2","3"
"2003","Rhineland-Palatinate,Saarland","Other degree","3.08","3","90","2","2","4","5","5","2.86","3.3","1","5","3","4"
"2003","Rhineland-Palatinate,Saarland","secondary school degree","3.16","3","280","2","2","4","4","5","3.04","3.28","1","5","3","3"
"2003","Saxony","college entrance qualification","3.1","3","334","2","2","4","4","5","3","3.2","1","5","3","3"
"2003","Saxony","lower secondary degree","3.95","4","444","3","3","5","5","5","3.86","4.04","1","5","4","4"
"2003","Saxony","no degree/no degree yet","2.73","2","48","2","2","3","4","5","2.44","3.02","1","5","2","3"
"2003","Saxony","Other degree","","","","","","","","","","","","","",""
"2003","Saxony","secondary school degree","3.36","3","756","2","3","4","5","5","3.29","3.43","1","5","3","3"
"2003","Saxony-Anhalt","college entrance qualification","3.24","3","189","2","2","4","5","5","3.09","3.39","1","5","3","3"
"2003","Saxony-Anhalt","lower secondary degree","4.03","4","306","2","3","5","5","5","3.9","4.16","1","5","4","4"
"2003","Saxony-Anhalt","no degree/no degree yet","2.37","2","36","1","2","3","4","5","2","2.74","1","5","2","3"
"2003","Saxony-Anhalt","Other degree","","","","","","","","","","","","","",""
"2003","Saxony-Anhalt","secondary school degree","3.34","3","386","2","3","4","5","5","3.23","3.45","1","5","3","4"
"2003","Schleswig-Holstein","college entrance qualification","3.03","3","166","2","3","4","4","5","2.91","3.15","1","5","3","3"
"2003","Schleswig-Holstein","lower secondary degree","3.56","4","275","2","3","4","5","5","3.44","3.68","1","5","4","4"
"2003","Schleswig-Holstein","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Schleswig-Holstein","Other degree","","","","","","","","","","","","","",""
"2003","Schleswig-Holstein","secondary school degree","3.29","3","170","2","3","4","4","5","3.16","3.42","1","5","3","3"
"2003","Thuringia","college entrance qualification","3.18","3","166","2","3","4","5","5","3.03","3.33","1","5","3","3"
"2003","Thuringia","lower secondary degree","4.05","4","319","3","3","5","5","5","3.94","4.16","1","5","4","4"
"2003","Thuringia","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Thuringia","Other degree","","","","","","","","","","","","","",""
"2003","Thuringia","secondary school degree","3.35","3","431","2","3","4","5","5","3.26","3.44","1","5","3","4"
"2004","Baden-Württemberg","college entrance qualification","","","","","","","","","","","","","",""
"2004","Baden-Württemberg","lower secondary degree","","","","","","","","","","","","","",""
"2004","Baden-Württemberg","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Baden-Württemberg","Other degree","","","","","","","","","","","","","",""
"2004","Baden-Württemberg","secondary school degree","","","","","","","","","","","","","",""
"2004","Bavaria","college entrance qualification","","","","","","","","","","","","","",""
"2004","Bavaria","lower secondary degree","","","","","","","","","","","","","",""
"2004","Bavaria","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Bavaria","Other degree","","","","","","","","","","","","","",""
"2004","Bavaria","secondary school degree","","","","","","","","","","","","","",""
"2004","Berlin","college entrance qualification","","","","","","","","","","","","","",""
"2004","Berlin","lower secondary degree","","","","","","","","","","","","","",""
"2004","Berlin","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Berlin","Other degree","","","","","","","","","","","","","",""
"2004","Berlin","secondary school degree","","","","","","","","","","","","","",""
"2004","Brandenburg","college entrance qualification","","","","","","","","","","","","","",""
"2004","Brandenburg","lower secondary degree","","","","","","","","","","","","","",""
"2004","Brandenburg","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Brandenburg","Other degree","","","","","","","","","","","","","",""
"2004","Brandenburg","secondary school degree","","","","","","","","","","","","","",""
"2004","Bremen","college entrance qualification","","","","","","","","","","","","","",""
"2004","Bremen","lower secondary degree","","","","","","","","","","","","","",""
"2004","Bremen","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Bremen","Other degree","","","","","","","","","","","","","",""
"2004","Bremen","secondary school degree","","","","","","","","","","","","","",""
