"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","East Germany","3.67","4","105","2","3","5","5","5","3.47","3.87","1","5","3","4"
"2003","direct migration background","West Germany","3.46","3","2509","2","3","4","5","5","3.42","3.5","1","5","3","4"
"2003","indirect migration background","East Germany","2.77","3","32","2","2","3","4","5","2.32","3.22","1","5","2","4"
"2003","indirect migration background","West Germany","2.93","3","756","1","2","4","5","5","2.85","3.01","1","5","3","3"
"2003","no migration background","East Germany","3.5","4","5207","2","3","4","5","5","3.47","3.53","1","5","3","3"
"2003","no migration background","West Germany","3.41","3","13548","2","3","4","5","5","3.39","3.43","1","5","3","3"
"2004","direct migration background","East Germany","","","","","","","","","","","","","",""
"2004","direct migration background","West Germany","","","","","","","","","","","","","",""
"2004","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2004","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2004","no migration background","East Germany","","","","","","","","","","","","","",""
"2004","no migration background","West Germany","","","","","","","","","","","","","",""
"2005","direct migration background","East Germany","","","","","","","","","","","","","",""
"2005","direct migration background","West Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2005","no migration background","East Germany","","","","","","","","","","","","","",""
"2005","no migration background","West Germany","","","","","","","","","","","","","",""
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2006","no migration background","East Germany","","","","","","","","","","","","","",""
"2006","no migration background","West Germany","","","","","","","","","","","","","",""
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2007","no migration background","East Germany","","","","","","","","","","","","","",""
"2007","no migration background","West Germany","","","","","","","","","","","","","",""
"2008","direct migration background","East Germany","3.6","3.94","78","2","3","4","5","5","3.35","3.85","1","5","3","4"
"2008","direct migration background","West Germany","3.58","4","1814","2","3","4","5","5","3.53","3.63","1","5","4","4"
"2008","indirect migration background","East Germany","2.74","2.85","43","2","2","3","4","5","2.42","3.06","1","5","3","4"
"2008","indirect migration background","West Germany","3.15","3","728","2","2","4","5","5","3.07","3.23","1","5","3","3"
"2008","no migration background","East Germany","3.5","4","4642","2","3","4","5","5","3.47","3.53","1","5","3","4"
"2008","no migration background","West Germany","3.44","3","11984","2","3","4","5","5","3.42","3.46","1","5","3","3"
"2009","direct migration background","East Germany","","","","","","","","","","","","","",""
"2009","direct migration background","West Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2009","no migration background","East Germany","","","","","","","","","","","","","",""
"2009","no migration background","West Germany","","","","","","","","","","","","","",""
"2010","direct migration background","East Germany","","","","","","","","","","","","","",""
"2010","direct migration background","West Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2010","no migration background","East Germany","","","","","","","","","","","","","",""
"2010","no migration background","West Germany","","","","","","","","","","","","","",""
"2011","direct migration background","East Germany","","","","","","","","","","","","","",""
"2011","direct migration background","West Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2011","no migration background","East Germany","","","","","","","","","","","","","",""
"2011","no migration background","West Germany","","","","","","","","","","","","","",""
"2012","direct migration background","East Germany","","","","","","","","","","","","","",""
"2012","direct migration background","West Germany","","","","","","","","","","","","","",""
"2012","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2012","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2012","no migration background","East Germany","","","","","","","","","","","","","",""
"2012","no migration background","West Germany","","","","","","","","","","","","","",""
"2013","direct migration background","East Germany","3.82","4","137","3","3","5","5","5","3.65","3.99","1","5","3","4"
"2013","direct migration background","West Germany","3.53","4","2517","2","3","4","5","5","3.49","3.57","1","5","3","4"
"2013","indirect migration background","East Germany","3.2","3","75","2","3","4","5","5","2.96","3.44","1","5","3","4"
"2013","indirect migration background","West Germany","3.14","3","1109","2","2","4","4","5","3.08","3.2","1","5","3","3"
"2013","no migration background","East Germany","3.6","4","5519","2","3","4","5","5","3.57","3.63","1","5","4","4"
"2013","no migration background","West Germany","3.44","3","16167","2","3","4","5","5","3.42","3.46","1","5","3","3"
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2014","no migration background","East Germany","","","","","","","","","","","","","",""
"2014","no migration background","West Germany","","","","","","","","","","","","","",""
"2015","direct migration background","East Germany","","","","","","","","","","","","","",""
"2015","direct migration background","West Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2015","no migration background","East Germany","","","","","","","","","","","","","",""
"2015","no migration background","West Germany","","","","","","","","","","","","","",""
"2016","direct migration background","East Germany","","","","","","","","","","","","","",""
"2016","direct migration background","West Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2016","no migration background","East Germany","","","","","","","","","","","","","",""
"2016","no migration background","West Germany","","","","","","","","","","","","","",""
"2017","direct migration background","East Germany","","","","","","","","","","","","","",""
"2017","direct migration background","West Germany","","","","","","","","","","","","","",""
"2017","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2017","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2017","no migration background","East Germany","","","","","","","","","","","","","",""
"2017","no migration background","West Germany","","","","","","","","","","","","","",""
"2018","direct migration background","East Germany","3.29","3","348","2","2","4","5","5","3.17","3.41","1","5","3","4"
"2018","direct migration background","West Germany","3.46","3","4065","2","3","4","5","5","3.43","3.49","1","5","3","3"
"2018","indirect migration background","East Germany","3.26","3","122","2","2","4","5","5","3.06","3.46","1","5","3","4"
"2018","indirect migration background","West Germany","3.03","3","1587","2","2","4","5","5","2.98","3.08","1","5","3","3"
"2018","no migration background","East Germany","3.53","4","5046","2","3","4","5","5","3.5","3.56","1","5","4","4"
"2018","no migration background","West Germany","3.34","3","14539","2","3","4","5","5","3.32","3.36","1","5","3","3"
