"plj0588","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2013","no migration background","(0) in school","","","",""
"Very often","2013","no migration background","(1a) inadequately completed","","","",""
"Very often","2013","no migration background","(1b) general elementary school","31","0.0168990047548876","0.0099218817887914","0.0238761277209837"
"Very often","2013","no migration background","(1c) basic vocational qualification","70","0.0129036535922522","0.00979617061051201","0.0160111365739923"
"Very often","2013","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2013","no migration background","(2a) intermediate vocational","55","0.00731893412017106","0.00517252628658824","0.00946534195375389"
"Very often","2013","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2013","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","no migration background","(3a) lower tertiary education","","","",""
"Very often","2013","no migration background","(3b) higher tertiary education","","","",""
"Very often","2013","direct migration background","(0) in school","","","",""
"Very often","2013","direct migration background","(1a) inadequately completed","","","",""
"Very often","2013","direct migration background","(1b) general elementary school","","","",""
"Very often","2013","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2013","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2013","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2013","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2013","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2013","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2013","indirect migration background","(0) in school","","","",""
"Very often","2013","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2013","indirect migration background","(1b) general elementary school","","","",""
"Very often","2013","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2013","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2013","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2013","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2013","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2013","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2013","no migration background","(0) in school","","","",""
"Often","2013","no migration background","(1a) inadequately completed","","","",""
"Often","2013","no migration background","(1b) general elementary school","105","0.0831117228164261","0.0681687812673576","0.0980546643654945"
"Often","2013","no migration background","(1c) basic vocational qualification","271","0.0508663083196946","0.0448163630825099","0.0569162535568793"
"Often","2013","no migration background","(2b) intermediate general qualification","39","0.0699305378759572","0.0494387083163061","0.0904223674356084"
"Often","2013","no migration background","(2a) intermediate vocational","332","0.0585764436268951","0.0526630404895099","0.0644898467642803"
"Often","2013","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2013","no migration background","(2c_voc) vocational maturity certificate","94","0.0511982533184424","0.0410389438895081","0.0613575627473767"
"Often","2013","no migration background","(3a) lower tertiary education","70","0.0507538024702577","0.0409815443374418","0.0605260606030736"
"Often","2013","no migration background","(3b) higher tertiary education","84","0.0350445891886203","0.0286166622497407","0.0414725161274999"
"Often","2013","direct migration background","(0) in school","","","",""
"Often","2013","direct migration background","(1a) inadequately completed","","","",""
"Often","2013","direct migration background","(1b) general elementary school","","","",""
"Often","2013","direct migration background","(1c) basic vocational qualification","39","0.0696684015606218","0.0489671389865649","0.0903696641346787"
"Often","2013","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2013","direct migration background","(2a) intermediate vocational","","","",""
"Often","2013","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2013","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","direct migration background","(3a) lower tertiary education","","","",""
"Often","2013","direct migration background","(3b) higher tertiary education","38","0.0538383185742701","0.0334120004494258","0.0742646366991143"
"Often","2013","indirect migration background","(0) in school","","","",""
"Often","2013","indirect migration background","(1a) inadequately completed","","","",""
"Often","2013","indirect migration background","(1b) general elementary school","","","",""
"Often","2013","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2013","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2013","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2013","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2013","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2013","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2013","no migration background","(0) in school","60","0.140302106221603","0.103000202140563","0.177604010302644"
"Sometimes","2013","no migration background","(1a) inadequately completed","51","0.249734298470875","0.188979941575631","0.310488655366118"
