"plj0588","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very often","2013","lower secondary degree","no migration background","96","0.0134665779265726","0.0106380770626993","0.0162950787904459"
"Very often","2013","lower secondary degree","direct migration background","7","","",""
"Very often","2013","lower secondary degree","indirect migration background","3","","",""
"Very often","2013","secondary school degree","no migration background","70","0.00846095504910223","0.00635925718664014","0.0105626529115643"
"Very often","2013","secondary school degree","direct migration background","2","","",""
"Very often","2013","secondary school degree","indirect migration background","2","","",""
"Very often","2013","college entrance qualification","no migration background","32","0.00516044851573764","0.00344708964442875","0.00687380738704653"
"Very often","2013","college entrance qualification","direct migration background","","","",""
"Very often","2013","college entrance qualification","indirect migration background","2","","",""
"Very often","2013","Other degree","no migration background","6","","",""
"Very often","2013","Other degree","direct migration background","28","","",""
"Very often","2013","Other degree","indirect migration background","1","","",""
"Very often","2013","no degree/no degree yet","no migration background","4","","",""
"Very often","2013","no degree/no degree yet","direct migration background","6","","",""
"Very often","2013","no degree/no degree yet","indirect migration background","2","","",""
"Often","2013","lower secondary degree","no migration background","368","0.0570322707491473","0.0513413762194766","0.0627231652788179"
"Often","2013","lower secondary degree","direct migration background","23","","",""
"Often","2013","lower secondary degree","indirect migration background","14","","",""
"Often","2013","secondary school degree","no migration background","391","0.0585042897127439","0.0531190045303675","0.0638895748951203"
"Often","2013","secondary school degree","direct migration background","11","","",""
"Often","2013","secondary school degree","indirect migration background","16","","",""
"Often","2013","college entrance qualification","no migration background","245","0.0436715200219454","0.0387846499773603","0.0485583900665304"
"Often","2013","college entrance qualification","direct migration background","14","","",""
"Often","2013","college entrance qualification","indirect migration background","10","","",""
"Often","2013","Other degree","no migration background","18","","",""
"Often","2013","Other degree","direct migration background","104","0.068778078405015","0.0553278316684436","0.0822283251415863"
"Often","2013","Other degree","indirect migration background","1","","",""
"Often","2013","no degree/no degree yet","no migration background","38","0.0846232444407615","0.0609506636963463","0.108295825185177"
"Often","2013","no degree/no degree yet","direct migration background","24","","",""
"Often","2013","no degree/no degree yet","indirect migration background","8","","",""
"Sometimes","2013","lower secondary degree","no migration background","1283","0.20916122787287","0.199180634595761","0.219141821149979"
"Sometimes","2013","lower secondary degree","direct migration background","112","0.248852866926592","0.20827037811422","0.289435355738963"
"Sometimes","2013","lower secondary degree","indirect migration background","63","0.252344827580145","0.201649094024723","0.303040561135568"
"Sometimes","2013","secondary school degree","no migration background","1467","0.208818255116064","0.199491554448802","0.218144955783326"
"Sometimes","2013","secondary school degree","direct migration background","66","0.307337892614526","0.252506104550183","0.362169680678869"
