"plj0588","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Very often","2013","no migration background","West Germany","153","0.00903414349507111","0.00757573445272256","0.0104925525374197"
"Very often","2013","no migration background","East Germany","57","0.00992052604361403","0.00730346360619492","0.0125375884810331"
"Very often","2013","direct migration background","West Germany","45","0.0199678958041712","0.0144821184640326","0.0254536731443098"
"Very often","2013","direct migration background","East Germany","","","",""
"Very often","2013","indirect migration background","West Germany","","","",""
"Very often","2013","indirect migration background","East Germany","","","",""
"Often","2013","no migration background","West Germany","748","0.0510402910722773","0.0476480479669168","0.0544325341776379"
"Often","2013","no migration background","East Germany","339","0.0660656007062317","0.0595062993410639","0.0726249020713995"
"Often","2013","direct migration background","West Germany","169","0.0611929437745259","0.0517937474792873","0.0705921400697644"
"Often","2013","direct migration background","East Germany","","","",""
"Often","2013","indirect migration background","West Germany","48","0.0415147505598743","0.0297639294752255","0.053265571644523"
"Often","2013","indirect migration background","East Germany","","","",""
"Sometimes","2013","no migration background","West Germany","3022","0.195848150147247","0.18973119522462","0.201965105069874"
"Sometimes","2013","no migration background","East Germany","1181","0.231190347219166","0.220057507226613","0.242323187211719"
"Sometimes","2013","direct migration background","West Germany","605","0.240741771326528","0.22397604574103","0.257507496912027"
"Sometimes","2013","direct migration background","East Germany","48","0.360969652914188","0.28054598155533","0.441393324273046"
"Sometimes","2013","indirect migration background","West Germany","222","0.212732444559456","0.188624936376302","0.236839952742611"
"Sometimes","2013","indirect migration background","East Germany","","","",""
"Rarely ","2013","no migration background","West Germany","7364","0.450340283927189","0.442671546576043","0.458009021278335"
"Rarely ","2013","no migration background","East Germany","2464","0.437971254647814","0.424869973311784","0.451072535983845"
"Rarely ","2013","direct migration background","West Germany","895","0.345175188447686","0.326531397582755","0.363818979312616"
"Rarely ","2013","direct migration background","East Germany","50","0.226180183354715","0.156125849617981","0.296234517091449"
"Rarely ","2013","indirect migration background","West Germany","491","0.452483525542517","0.423162830425394","0.48180422065964"
"Rarely ","2013","indirect migration background","East Germany","33","0.384848732110495","0.275458816657432","0.494238647563558"
"Never","2013","no migration background","West Germany","4882","0.293737131358215","0.286716613924432","0.300757648791998"
"Never","2013","no migration background","East Germany","1468","0.254852271383174","0.24334487295754","0.266359669808808"
"Never","2013","direct migration background","West Germany","784","0.332922200647089","0.314441795160192","0.351402606133985"
"Never","2013","direct migration background","East Germany","","","",""
"Never","2013","indirect migration background","West Germany","337","0.287794948655786","0.261125232786942","0.31446466452463"
"Never","2013","indirect migration background","East Germany","","","",""
"Very often","2014","no migration background","West Germany","","","",""
"Very often","2014","no migration background","East Germany","","","",""
"Very often","2014","direct migration background","West Germany","","","",""
"Very often","2014","direct migration background","East Germany","","","",""
"Very often","2014","indirect migration background","West Germany","","","",""
"Very often","2014","indirect migration background","East Germany","","","",""
"Often","2014","no migration background","West Germany","","","",""
"Often","2014","no migration background","East Germany","","","",""
"Often","2014","direct migration background","West Germany","","","",""
"Often","2014","direct migration background","East Germany","","","",""
