"plj0588","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Very often","2013","Baden-Württemberg","(0) in school","","","",""
"Very often","2013","Baden-Württemberg","(1a) inadequately completed","","","",""
"Very often","2013","Baden-Württemberg","(1b) general elementary school","","","",""
"Very often","2013","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"Very often","2013","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Very often","2013","Baden-Württemberg","(2a) intermediate vocational","","","",""
"Very often","2013","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Very often","2013","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Very often","2013","Bavaria","(0) in school","","","",""
"Very often","2013","Bavaria","(1a) inadequately completed","","","",""
"Very often","2013","Bavaria","(1b) general elementary school","","","",""
"Very often","2013","Bavaria","(1c) basic vocational qualification","","","",""
"Very often","2013","Bavaria","(2b) intermediate general qualification","","","",""
"Very often","2013","Bavaria","(2a) intermediate vocational","","","",""
"Very often","2013","Bavaria","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Bavaria","(3a) lower tertiary education","","","",""
"Very often","2013","Bavaria","(3b) higher tertiary education","","","",""
"Very often","2013","Berlin","(0) in school","","","",""
"Very often","2013","Berlin","(1a) inadequately completed","","","",""
"Very often","2013","Berlin","(1b) general elementary school","","","",""
"Very often","2013","Berlin","(1c) basic vocational qualification","","","",""
"Very often","2013","Berlin","(2b) intermediate general qualification","","","",""
"Very often","2013","Berlin","(2a) intermediate vocational","","","",""
"Very often","2013","Berlin","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Berlin","(3a) lower tertiary education","","","",""
"Very often","2013","Berlin","(3b) higher tertiary education","","","",""
"Very often","2013","Brandenburg","(0) in school","","","",""
"Very often","2013","Brandenburg","(1a) inadequately completed","","","",""
"Very often","2013","Brandenburg","(1b) general elementary school","","","",""
"Very often","2013","Brandenburg","(1c) basic vocational qualification","","","",""
"Very often","2013","Brandenburg","(2b) intermediate general qualification","","","",""
"Very often","2013","Brandenburg","(2a) intermediate vocational","","","",""
"Very often","2013","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Brandenburg","(3a) lower tertiary education","","","",""
"Very often","2013","Brandenburg","(3b) higher tertiary education","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Very often","2013","Saxony","(0) in school","","","",""
"Very often","2013","Saxony","(1a) inadequately completed","","","",""
"Very often","2013","Saxony","(1b) general elementary school","","","",""
"Very often","2013","Saxony","(1c) basic vocational qualification","","","",""
"Very often","2013","Saxony","(2b) intermediate general qualification","","","",""
"Very often","2013","Saxony","(2a) intermediate vocational","","","",""
"Very often","2013","Saxony","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Saxony","(3a) lower tertiary education","","","",""
"Very often","2013","Saxony","(3b) higher tertiary education","","","",""
"Very often","2013","Saxony-Anhalt","(0) in school","","","",""
"Very often","2013","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Very often","2013","Saxony-Anhalt","(1b) general elementary school","","","",""
"Very often","2013","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Very often","2013","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Very often","2013","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Very often","2013","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Very often","2013","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Very often","2013","Thuringia","(0) in school","","","",""
"Very often","2013","Thuringia","(1a) inadequately completed","","","",""
"Very often","2013","Thuringia","(1b) general elementary school","","","",""
"Very often","2013","Thuringia","(1c) basic vocational qualification","","","",""
"Very often","2013","Thuringia","(2b) intermediate general qualification","","","",""
"Very often","2013","Thuringia","(2a) intermediate vocational","","","",""
"Very often","2013","Thuringia","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Very often","2013","Thuringia","(3a) lower tertiary education","","","",""
"Very often","2013","Thuringia","(3b) higher tertiary education","","","",""
"Often","2013","Schleswig-Holstein","(0) in school","","","",""
"Often","2013","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Often","2013","Schleswig-Holstein","(1b) general elementary school","","","",""
"Often","2013","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Often","2013","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Often","2013","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Often","2013","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Often","2013","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Often","2013","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Often","2013","Hamburg","(0) in school","","","",""
"Often","2013","Hamburg","(1a) inadequately completed","","","",""
"Often","2013","Hamburg","(1b) general elementary school","","","",""
"Often","2013","Hamburg","(1c) basic vocational qualification","","","",""
"Often","2013","Hamburg","(2b) intermediate general qualification","","","",""
"Often","2013","Hamburg","(2a) intermediate vocational","","","",""
"Often","2013","Hamburg","(2c_gen) general maturity certificate","","","",""
"Often","2013","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Hamburg","(3a) lower tertiary education","","","",""
"Often","2013","Hamburg","(3b) higher tertiary education","","","",""
"Often","2013","Lower Saxony","(0) in school","","","",""
"Often","2013","Lower Saxony","(1a) inadequately completed","","","",""
"Often","2013","Lower Saxony","(1b) general elementary school","","","",""
"Often","2013","Lower Saxony","(1c) basic vocational qualification","","","",""
"Often","2013","Lower Saxony","(2b) intermediate general qualification","","","",""
"Often","2013","Lower Saxony","(2a) intermediate vocational","","","",""
"Often","2013","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Often","2013","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Lower Saxony","(3a) lower tertiary education","","","",""
"Often","2013","Lower Saxony","(3b) higher tertiary education","","","",""
"Often","2013","Bremen","(0) in school","","","",""
"Often","2013","Bremen","(1a) inadequately completed","","","",""
"Often","2013","Bremen","(1b) general elementary school","","","",""
"Often","2013","Bremen","(1c) basic vocational qualification","","","",""
"Often","2013","Bremen","(2b) intermediate general qualification","","","",""
"Often","2013","Bremen","(2a) intermediate vocational","","","",""
"Often","2013","Bremen","(2c_gen) general maturity certificate","","","",""
"Often","2013","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Bremen","(3a) lower tertiary education","","","",""
"Often","2013","Bremen","(3b) higher tertiary education","","","",""
"Often","2013","North Rhine-Westphalia","(0) in school","","","",""
"Often","2013","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Often","2013","North Rhine-Westphalia","(1b) general elementary school","42","0.0979925171115683","0.0710569147956831","0.124928119427453"
"Often","2013","North Rhine-Westphalia","(1c) basic vocational qualification","55","0.050842431865004","0.0382442177629562","0.0634406459670517"
"Often","2013","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Often","2013","North Rhine-Westphalia","(2a) intermediate vocational","35","0.0369804593074053","0.0247993642948426","0.049161554319968"
"Often","2013","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Often","2013","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","38","0.0568748798662805","0.0388610469274301","0.074888712805131"
"Often","2013","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Often","2013","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"Often","2013","Hesse","(0) in school","","","",""
"Often","2013","Hesse","(1a) inadequately completed","","","",""
"Often","2013","Hesse","(1b) general elementary school","","","",""
"Often","2013","Hesse","(1c) basic vocational qualification","","","",""
"Often","2013","Hesse","(2b) intermediate general qualification","","","",""
"Often","2013","Hesse","(2a) intermediate vocational","","","",""
"Often","2013","Hesse","(2c_gen) general maturity certificate","","","",""
"Often","2013","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Hesse","(3a) lower tertiary education","","","",""
"Often","2013","Hesse","(3b) higher tertiary education","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Often","2013","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Often","2013","Baden-Württemberg","(0) in school","","","",""
"Often","2013","Baden-Württemberg","(1a) inadequately completed","","","",""
"Often","2013","Baden-Württemberg","(1b) general elementary school","","","",""
"Often","2013","Baden-Württemberg","(1c) basic vocational qualification","30","0.0319983715454406","0.0189044317973689","0.0450923112935122"
"Often","2013","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Often","2013","Baden-Württemberg","(2a) intermediate vocational","32","0.0609944675261971","0.0432403260044083","0.078748609047986"
"Often","2013","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Often","2013","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Often","2013","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Often","2013","Bavaria","(0) in school","","","",""
"Often","2013","Bavaria","(1a) inadequately completed","","","",""
"Often","2013","Bavaria","(1b) general elementary school","","","",""
"Often","2013","Bavaria","(1c) basic vocational qualification","57","0.0473789008641424","0.0353285826247128","0.0594292191035721"
"Often","2013","Bavaria","(2b) intermediate general qualification","","","",""
"Often","2013","Bavaria","(2a) intermediate vocational","39","0.0406952479610934","0.0279760896940517","0.0534144062281352"
"Often","2013","Bavaria","(2c_gen) general maturity certificate","","","",""
"Often","2013","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Bavaria","(3a) lower tertiary education","","","",""
"Often","2013","Bavaria","(3b) higher tertiary education","","","",""
"Often","2013","Berlin","(0) in school","","","",""
"Often","2013","Berlin","(1a) inadequately completed","","","",""
"Often","2013","Berlin","(1b) general elementary school","","","",""
"Often","2013","Berlin","(1c) basic vocational qualification","","","",""
"Often","2013","Berlin","(2b) intermediate general qualification","","","",""
"Often","2013","Berlin","(2a) intermediate vocational","","","",""
"Often","2013","Berlin","(2c_gen) general maturity certificate","","","",""
"Often","2013","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Berlin","(3a) lower tertiary education","","","",""
"Often","2013","Berlin","(3b) higher tertiary education","","","",""
"Often","2013","Brandenburg","(0) in school","","","",""
"Often","2013","Brandenburg","(1a) inadequately completed","","","",""
"Often","2013","Brandenburg","(1b) general elementary school","","","",""
"Often","2013","Brandenburg","(1c) basic vocational qualification","","","",""
"Often","2013","Brandenburg","(2b) intermediate general qualification","","","",""
"Often","2013","Brandenburg","(2a) intermediate vocational","","","",""
"Often","2013","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Often","2013","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Brandenburg","(3a) lower tertiary education","","","",""
"Often","2013","Brandenburg","(3b) higher tertiary education","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Often","2013","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Often","2013","Saxony","(0) in school","","","",""
"Often","2013","Saxony","(1a) inadequately completed","","","",""
"Often","2013","Saxony","(1b) general elementary school","","","",""
"Often","2013","Saxony","(1c) basic vocational qualification","","","",""
"Often","2013","Saxony","(2b) intermediate general qualification","","","",""
"Often","2013","Saxony","(2a) intermediate vocational","54","0.096786774461066","0.0747256980874427","0.118847850834689"
"Often","2013","Saxony","(2c_gen) general maturity certificate","","","",""
"Often","2013","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Saxony","(3a) lower tertiary education","","","",""
"Often","2013","Saxony","(3b) higher tertiary education","","","",""
"Often","2013","Saxony-Anhalt","(0) in school","","","",""
"Often","2013","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Often","2013","Saxony-Anhalt","(1b) general elementary school","","","",""
"Often","2013","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Often","2013","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Often","2013","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Often","2013","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Often","2013","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Often","2013","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Often","2013","Thuringia","(0) in school","","","",""
"Often","2013","Thuringia","(1a) inadequately completed","","","",""
"Often","2013","Thuringia","(1b) general elementary school","","","",""
"Often","2013","Thuringia","(1c) basic vocational qualification","","","",""
"Often","2013","Thuringia","(2b) intermediate general qualification","","","",""
"Often","2013","Thuringia","(2a) intermediate vocational","33","0.0920135694625753","0.0632158413640194","0.120811297561131"
"Often","2013","Thuringia","(2c_gen) general maturity certificate","","","",""
"Often","2013","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Often","2013","Thuringia","(3a) lower tertiary education","","","",""
"Often","2013","Thuringia","(3b) higher tertiary education","","","",""
"Sometimes","2013","Schleswig-Holstein","(0) in school","","","",""
"Sometimes","2013","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Sometimes","2013","Schleswig-Holstein","(1b) general elementary school","","","",""
"Sometimes","2013","Schleswig-Holstein","(1c) basic vocational qualification","36","0.183867675778394","0.132795432167569","0.234939919389219"
"Sometimes","2013","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Schleswig-Holstein","(2a) intermediate vocational","37","0.16104566505796","0.114248709664186","0.207842620451734"
"Sometimes","2013","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Sometimes","2013","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Sometimes","2013","Hamburg","(0) in school","","","",""
"Sometimes","2013","Hamburg","(1a) inadequately completed","","","",""
"Sometimes","2013","Hamburg","(1b) general elementary school","","","",""
"Sometimes","2013","Hamburg","(1c) basic vocational qualification","","","",""
"Sometimes","2013","Hamburg","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Hamburg","(2a) intermediate vocational","","","",""
"Sometimes","2013","Hamburg","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Hamburg","(3a) lower tertiary education","","","",""
"Sometimes","2013","Hamburg","(3b) higher tertiary education","","","",""
"Sometimes","2013","Lower Saxony","(0) in school","","","",""
"Sometimes","2013","Lower Saxony","(1a) inadequately completed","","","",""
"Sometimes","2013","Lower Saxony","(1b) general elementary school","47","0.219658548407814","0.165319496998043","0.273997599817586"
"Sometimes","2013","Lower Saxony","(1c) basic vocational qualification","106","0.190820547645192","0.158158328583302","0.223482766707081"
"Sometimes","2013","Lower Saxony","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Lower Saxony","(2a) intermediate vocational","129","0.198934478319218","0.168269218666548","0.229599737971888"
"Sometimes","2013","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Lower Saxony","(2c_voc) vocational maturity certificate","32","0.160432128082911","0.108788017347517","0.212076238818306"
"Sometimes","2013","Lower Saxony","(3a) lower tertiary education","","","",""
"Sometimes","2013","Lower Saxony","(3b) higher tertiary education","53","0.146840707179291","0.108594494253431","0.185086920105151"
"Sometimes","2013","Bremen","(0) in school","","","",""
"Sometimes","2013","Bremen","(1a) inadequately completed","","","",""
"Sometimes","2013","Bremen","(1b) general elementary school","","","",""
"Sometimes","2013","Bremen","(1c) basic vocational qualification","","","",""
"Sometimes","2013","Bremen","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Bremen","(2a) intermediate vocational","","","",""
"Sometimes","2013","Bremen","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Bremen","(3a) lower tertiary education","","","",""
"Sometimes","2013","Bremen","(3b) higher tertiary education","","","",""
"Sometimes","2013","North Rhine-Westphalia","(0) in school","","","",""
"Sometimes","2013","North Rhine-Westphalia","(1a) inadequately completed","31","0.339173569444275","0.241902856684507","0.436444282204043"
"Sometimes","2013","North Rhine-Westphalia","(1b) general elementary school","104","0.213642732304219","0.176508095660809","0.250777368947628"
"Sometimes","2013","North Rhine-Westphalia","(1c) basic vocational qualification","210","0.150531769737861","0.130024194011039","0.171039345464683"
"Sometimes","2013","North Rhine-Westphalia","(2b) intermediate general qualification","34","0.165875869859629","0.109290912084087","0.222460827635171"
"Sometimes","2013","North Rhine-Westphalia","(2a) intermediate vocational","175","0.218281454686037","0.191618009878067","0.244944899494006"
"Sometimes","2013","North Rhine-Westphalia","(2c_gen) general maturity certificate","57","0.136587846650442","0.0945206844286881","0.178655008872195"
"Sometimes","2013","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","118","0.228720860716637","0.196053059118827","0.261388662314448"
"Sometimes","2013","North Rhine-Westphalia","(3a) lower tertiary education","52","0.15188803787736","0.113338927985106","0.190437147769614"
"Sometimes","2013","North Rhine-Westphalia","(3b) higher tertiary education","121","0.161842794154175","0.135895801067837","0.187789787240513"
"Sometimes","2013","Hesse","(0) in school","","","",""
"Sometimes","2013","Hesse","(1a) inadequately completed","","","",""
"Sometimes","2013","Hesse","(1b) general elementary school","34","0.265244869806088","0.189063628326643","0.341426111285534"
"Sometimes","2013","Hesse","(1c) basic vocational qualification","72","0.24120630129625","0.19504826721244","0.28736433538006"
"Sometimes","2013","Hesse","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Hesse","(2a) intermediate vocational","86","0.256859785335358","0.212757524311964","0.300962046358753"
"Sometimes","2013","Hesse","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Hesse","(2c_voc) vocational maturity certificate","45","0.240703901030129","0.178932659784339","0.302475142275919"
"Sometimes","2013","Hesse","(3a) lower tertiary education","","","",""
"Sometimes","2013","Hesse","(3b) higher tertiary education","65","0.208730290495502","0.166923215093939","0.250537365897065"
"Sometimes","2013","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(1b) general elementary school","37","0.19908887284664","0.138885559139179","0.259292186554101"
"Sometimes","2013","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","78","0.212542712979853","0.173829781582774","0.251255644376933"
"Sometimes","2013","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","48","0.222527524111047","0.172542299014984","0.27251274920711"
"Sometimes","2013","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Sometimes","2013","Baden-Württemberg","(0) in school","","","",""
"Sometimes","2013","Baden-Württemberg","(1a) inadequately completed","","","",""
"Sometimes","2013","Baden-Württemberg","(1b) general elementary school","62","0.244756925058012","0.192795495974191","0.296718354141833"
"Sometimes","2013","Baden-Württemberg","(1c) basic vocational qualification","143","0.231490531995025","0.200110051912578","0.262871012077472"
"Sometimes","2013","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Sometimes","2013","Baden-Württemberg","(2a) intermediate vocational","129","0.21825825523239","0.187614825533138","0.248901684931641"
"Sometimes","2013","Baden-Württemberg","(2c_gen) general maturity certificate","31","0.278960970033837","0.199378157246854","0.358543782820819"
"Sometimes","2013","Baden-Württemberg","(2c_voc) vocational maturity certificate","59","0.230125365290282","0.180011754401711","0.280238976178854"
"Sometimes","2013","Baden-Württemberg","(3a) lower tertiary education","42","0.238465269569227","0.186466189121865","0.290464350016588"
"Sometimes","2013","Baden-Württemberg","(3b) higher tertiary education","70","0.14113162713881","0.108892404339774","0.173370849937846"
"Sometimes","2013","Bavaria","(0) in school","","","",""
"Sometimes","2013","Bavaria","(1a) inadequately completed","","","",""
