"plj0588","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Very often","2013","16-34 y.","lower secondary degree","","","",""
"Very often","2013","16-34 y.","secondary school degree","","","",""
"Very often","2013","16-34 y.","college entrance qualification","","","",""
"Very often","2013","16-34 y.","Other degree","","","",""
"Very often","2013","16-34 y.","no degree/no degree yet","","","",""
"Very often","2013","35-65 y.","lower secondary degree","59","0.0138735559212198","0.010036711583901","0.0177104002585385"
"Very often","2013","35-65 y.","secondary school degree","47","0.00711327982996595","0.00484818094804105","0.00937837871189084"
"Very often","2013","35-65 y.","college entrance qualification","","","",""
"Very often","2013","35-65 y.","Other degree","","","",""
"Very often","2013","35-65 y.","no degree/no degree yet","","","",""
"Very often","2013","66 and older","lower secondary degree","35","0.0122781026147708","0.00808288889098007","0.0164733163385616"
"Very often","2013","66 and older","secondary school degree","","","",""
"Very often","2013","66 and older","college entrance qualification","","","",""
"Very often","2013","66 and older","Other degree","","","",""
"Very often","2013","66 and older","no degree/no degree yet","","","",""
"Often","2013","16-34 y.","lower secondary degree","55","0.0428770623567005","0.0294925322630488","0.0562615924503521"
"Often","2013","16-34 y.","secondary school degree","101","0.0719099366321419","0.0591717073410985","0.0846481659231852"
"Often","2013","16-34 y.","college entrance qualification","62","0.0323277569786386","0.0241250104449417","0.0405305035123355"
"Often","2013","16-34 y.","Other degree","","","",""
"Often","2013","16-34 y.","no degree/no degree yet","45","0.102200778589023","0.0769313590120485","0.127470198165998"
"Often","2013","35-65 y.","lower secondary degree","215","0.0615092736841784","0.0536279479880052","0.0693905993803516"
"Often","2013","35-65 y.","secondary school degree","270","0.0580883695120031","0.0517838493097035","0.0643928897143026"
"Often","2013","35-65 y.","college entrance qualification","180","0.0496620203174778","0.0434131719869238","0.0559108686480317"
"Often","2013","35-65 y.","Other degree","86","0.0630784338410992","0.0486794083623969","0.0774774593198015"
"Often","2013","35-65 y.","no degree/no degree yet","","","",""
"Often","2013","66 and older","lower secondary degree","135","0.0542419387180353","0.0456135689576642","0.0628703084784065"
"Often","2013","66 and older","secondary school degree","47","0.0505639529725826","0.0370042245299982","0.0641236814151669"
"Often","2013","66 and older","college entrance qualification","","","",""
"Often","2013","66 and older","Other degree","","","",""
"Often","2013","66 and older","no degree/no degree yet","","","",""
"Sometimes","2013","16-34 y.","lower secondary degree","193","0.245597838621112","0.217158434852172","0.274037242390051"
"Sometimes","2013","16-34 y.","secondary school degree","371","0.241114179510185","0.220022112506502","0.262206246513868"
"Sometimes","2013","16-34 y.","college entrance qualification","370","0.198065155957457","0.179581794956735","0.216548516958178"
"Sometimes","2013","16-34 y.","Other degree","82","0.310531219240873","0.25247307966563","0.368589358816115"
"Sometimes","2013","16-34 y.","no degree/no degree yet","102","0.166486784853355","0.135410815800142","0.197562753906568"
"Sometimes","2013","35-65 y.","lower secondary degree","752","0.216796740815524","0.203279825264127","0.230313656366922"
"Sometimes","2013","35-65 y.","secondary school degree","1033","0.203750291121772","0.19289413375591","0.214606448487634"
"Sometimes","2013","35-65 y.","college entrance qualification","805","0.181813650049149","0.170719651444615","0.192907648653683"
"Sometimes","2013","35-65 y.","Other degree","260","0.241809110306059","0.216448094667199","0.267170125944918"
"Sometimes","2013","35-65 y.","no degree/no degree yet","56","0.304086479197811","0.237976379630632","0.370196578764989"
"Sometimes","2013","66 and older","lower secondary degree","513","0.200743962161442","0.185484636943735","0.216003287379148"
"Sometimes","2013","66 and older","secondary school degree","182","0.20404496495476","0.179104483498061","0.228985446411459"
"Sometimes","2013","66 and older","college entrance qualification","142","0.175439013448863","0.151404516612678","0.199473510285047"
"Sometimes","2013","66 and older","Other degree","63","0.256256865197201","0.202248569867846","0.310265160526556"
"Sometimes","2013","66 and older","no degree/no degree yet","","","",""
"Rarely ","2013","16-34 y.","lower secondary degree","371","0.432052896813823","0.399324166313127","0.464781627314519"
"Rarely ","2013","16-34 y.","secondary school degree","711","0.456009274704049","0.431450757969151","0.480567791438947"
"Rarely ","2013","16-34 y.","college entrance qualification","901","0.517807809124662","0.494633769352472","0.540981848896852"
"Rarely ","2013","16-34 y.","Other degree","78","0.29702629991249","0.239691253404604","0.354361346420375"
"Rarely ","2013","16-34 y.","no degree/no degree yet","261","0.465090050569297","0.423481037519844","0.50669906361875"
"Rarely ","2013","35-65 y.","lower secondary degree","1480","0.411232913802116","0.395091942019747","0.427373885584486"
"Rarely ","2013","35-65 y.","secondary school degree","2482","0.479664263887144","0.466199061774879","0.493129465999408"
"Rarely ","2013","35-65 y.","college entrance qualification","2345","0.503155094756386","0.488773398674625","0.517536790838147"
"Rarely ","2013","35-65 y.","Other degree","399","0.372699684723351","0.344060655209153","0.401338714237548"
"Rarely ","2013","35-65 y.","no degree/no degree yet","59","0.375488397351944","0.305896266324758","0.44508052837913"
"Rarely ","2013","66 and older","lower secondary degree","969","0.37007715412631","0.35168379976209","0.38847050849053"
"Rarely ","2013","66 and older","secondary school degree","431","0.39959785548116","0.369284757985788","0.429910952976532"
"Rarely ","2013","66 and older","college entrance qualification","416","0.42580928303027","0.394563155494719","0.45705541056582"
"Rarely ","2013","66 and older","Other degree","78","0.293202435939935","0.236885043356279","0.349519828523592"
