"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","college entrance qualification","45.93","43","499","40","40","50","60","77","45.07","46.79","3","80","42","45"
"1984","Full Time","lower secondary degree","44.21","40","2265","40","40","45","55","75","43.87","44.55","1","80","40","40"
"1984","Full Time","no degree/no degree yet","41.9","40","514","40","40","40","50","76","41.37","42.43","2","80","40","40"
"1984","Full Time","Other degree","42.71","40","858","40","40","42","50","80","42.25","43.17","8","80","40","40"
"1984","Full Time","secondary school degree","44.29","40","851","40","40","46","56","76","43.69","44.89","1","80","40","41"
"1984","Not Working","college entrance qualification","35.02","40","31","8","25","40","60","70","28.58","41.46","1","70","25","40"
"1984","Not Working","lower secondary degree","34.94","40","69","10","30","40","45","80","31.59","38.29","2","80","40","40"
"1984","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","Not Working","Other degree","","","","","","","","","","","","","",""
"1984","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1984","Part Time","college entrance qualification","25.56","25","207","8","15","40","40","50","23.75","27.37","1","65","20","28"
"1984","Part Time","lower secondary degree","25.33","25","657","10","17","35","40","50","24.41","26.25","2","70","24","25"
"1984","Part Time","no degree/no degree yet","29.88","32","88","10","20","40","45","58","26.9","32.86","3","60","20","40"
"1984","Part Time","Other degree","29.21","30.42","149","10","20","40","45","50","27.01","31.41","2","70","25","35"
"1984","Part Time","secondary school degree","26.55","25","279","9","20","40","40","60","24.97","28.13","1","80","22","30"
"1985","Full Time","college entrance qualification","45.98","45","519","40","40","50","60","70","45.24","46.72","2","80","43","45"
"1985","Full Time","lower secondary degree","44.32","40","2009","40","40","46","56","72","43.97","44.67","4","80","40","40"
"1985","Full Time","no degree/no degree yet","42.48","40","397","39","40","43","50","70","41.93","43.03","16","80","40","40"
"1985","Full Time","Other degree","42.98","40","677","39","40","45","50","72","42.44","43.52","19","80","40","40"
"1985","Full Time","secondary school degree","44.2","41.15","829","40","40","45","55","75","43.62","44.78","5","80","40","42"
"1985","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1985","Not Working","lower secondary degree","35.32","40","70","9","17","45","60","75","31.18","39.46","1","75","40","40"
"1985","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Not Working","Other degree","","","","","","","","","","","","","",""
"1985","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1985","Part Time","college entrance qualification","25.7","23.59","207","8","13","40","42","60","23.72","27.68","2","60","20","30"
"1985","Part Time","lower secondary degree","24.58","22","691","8","15","38","40","60","23.58","25.58","1","80","21","25"
"1985","Part Time","no degree/no degree yet","27.18","30","77","4","9","40","47","60","23.77","30.59","1","60","20","36"
"1985","Part Time","Other degree","27.02","30","122","6","18","40","40","50","24.44","29.6","1","55","20","31"
"1985","Part Time","secondary school degree","26.89","25","268","8","20","40","42","50","25.33","28.45","1","55","23","28"
"1986","Full Time","college entrance qualification","46.04","44","530","40","40","50","60","70","45.29","46.79","2","80","43","45"
"1986","Full Time","lower secondary degree","44.51","40","1965","39","40","46","58","75","44.15","44.87","4","80","40","40"
"1986","Full Time","no degree/no degree yet","42.41","40","354","39","40","45","50","68","41.79","43.03","30","80","40","40"
"1986","Full Time","Other degree","42.5","40","681","39","40","43","50","70","41.94","43.06","16","80","40","40"
"1986","Full Time","secondary school degree","43.78","40","805","39","40","45","55","70","43.24","44.32","2","80","40","41"
"1986","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1986","Not Working","lower secondary degree","30.19","33.4","58","10","16","40","44","70","26.04","34.34","4","70","22","40"
"1986","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","Not Working","Other degree","","","","","","","","","","","","","",""
