"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","general elemantary","37.72","40","659","20","40","40","45","60","37.04","38.4","2","70","40","40"
"1984","direct migration background","higher education","40.75","40","80","14","35","50","60","75","37.56","43.94","2","75","40","43"
"1984","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1984","direct migration background","in school","","","","","","","","","","","","","",""
"1984","direct migration background","inadequately","39.42","40","517","25","40","40","48","76","38.63","40.21","3","80","40","40"
"1984","direct migration background","middle vocational","39.58","40","709","25","40","42","50","70","38.9","40.26","2","80","40","40"
"1984","direct migration background","vocational + Abi","40.75","40","86","38","40","40","47","60","39.08","42.42","20","70","40","40"
"1984","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1984","indirect migration background","higher education","","","","","","","","","","","","","",""
"1984","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","in school","","","","","","","","","","","","","",""
"1984","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1984","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1984","no migration background","general elemantary","36.89","40","816","18","32","40","50","75","36","37.78","1","80","40","40"
"1984","no migration background","higher education","41.89","42","481","20","40","50","60","75","40.62","43.16","1","80","40","43"
"1984","no migration background","higher vocational","41.8","40","389","20","40","50","60","80","40.4","43.2","1","80","40","43"
"1984","no migration background","in school","","","","","","","","","","","","","",""
"1984","no migration background","inadequately","38.3","40","31","20","40","40","47","80","33.54","43.06","3","80","40","40"
"1984","no migration background","middle vocational","40.37","40","2554","22","40","45","53","75","39.89","40.85","1","80","40","40"
"1984","no migration background","vocational + Abi","42.35","40","113","25","40","50","60","80","39.98","44.72","4","80","40","42"
"1985","direct migration background","general elemantary","37.94","40","546","20","39","40","48","60","37.04","38.84","1","80","40","40"
"1985","direct migration background","higher education","41.84","40","71","20","40","48","60","72","38.38","45.3","2","75","40","45"
"1985","direct migration background","higher vocational","42.82","42","30","20","40","50","70","70","36.7","48.94","2","75","40","45"
"1985","direct migration background","in school","","","","","","","","","","","","","",""
"1985","direct migration background","inadequately","39.86","40","398","36","40","40","49","70","38.94","40.78","1","80","40","40"
"1985","direct migration background","middle vocational","39.43","40","603","26","40","43","48","70","38.58","40.28","2","80","40","40"
"1985","direct migration background","vocational + Abi","40.65","40","73","30","40","43","55","70","37.99","43.31","2","80","40","40"
"1985","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1985","indirect migration background","higher education","","","","","","","","","","","","","",""
"1985","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","in school","","","","","","","","","","","","","",""
"1985","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1985","indirect migration background","middle vocational","41.49","40","30","30","40","41","65","72","37.65","45.33","22","72","40","40"
"1985","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1985","no migration background","general elemantary","36.55","40","768","17","30","42","50","70","35.62","37.48","1","80","40","40"
"1985","no migration background","higher education","43.04","43.03","492","28","40","50","56","70","41.97","44.11","2","80","42","44"
"1985","no migration background","higher vocational","41.41","42","367","20","40","50","60","70","40","42.82","2","75","40","43"
"1985","no migration background","in school","","","","","","","","","","","","","",""
"1985","no migration background","inadequately","40.84","40","30","30","40","47","50","65","36.93","44.75","5","65","40","44"
"1985","no migration background","middle vocational","39.69","40","2409","20","40","45","50","72","39.17","40.21","1","80","40","40"
"1985","no migration background","vocational + Abi","39","40","97","12","40","45","52","70","36.05","41.95","2","70","40","42"
"1986","direct migration background","general elemantary","38.43","40","560","20","39","40","46","60","37.61","39.25","1","80","40","40"
"1986","direct migration background","higher education","43.98","43.18","73","27","40","50","60","70","40.49","47.47","2","80","38","44"
"1986","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1986","direct migration background","in school","","","","","","","","","","","","","",""
"1986","direct migration background","inadequately","39.45","40","360","38","39","40","45","68","38.48","40.42","2","80","40","40"
"1986","direct migration background","middle vocational","38.09","40","602","20","38","42","47","70","37.25","38.93","1","80","40","40"
"1986","direct migration background","vocational + Abi","41.25","40","71","30","38","45","50","70","38.67","43.83","3","75","40","40"
"1986","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1986","indirect migration background","higher education","","","","","","","","","","","","","",""
"1986","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1986","indirect migration background","in school","","","","","","","","","","","","","",""
"1986","indirect migration background","inadequately","","","","","","","","","","","","","",""
