"year","e11103","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","general elemantary","42.62","40","1021","40","40","42","50","75","42.18","43.06","1","80","40","40"
"1984","Full Time","higher education","46.54","45","415","40","40","50","60","77","45.55","47.53","3","80","44","45"
"1984","Full Time","higher vocational","46.44","43","328","40","40","50","60","80","45.47","47.41","1","80","42","45"
"1984","Full Time","in school","","","","","","","","","","","","","",""
"1984","Full Time","inadequately","42.22","40","458","40","40","40","50","80","41.62","42.82","2","80","40","40"
"1984","Full Time","middle vocational","44.15","40","2617","40","40","45","55","75","43.84","44.46","2","80","40","40"
"1984","Full Time","vocational + Abi","45.37","41","158","40","40","50","60","80","44.09","46.65","24","80","40","41"
"1984","Not Working","general elemantary","35.9","40","52","10","35","40","50","80","32.13","39.67","2","80","40","40"
"1984","Not Working","higher education","","","","","","","","","","","","","",""
"1984","Not Working","higher vocational","","","","","","","","","","","","","",""
"1984","Not Working","in school","","","","","","","","","","","","","",""
"1984","Not Working","inadequately","","","","","","","","","","","","","",""
"1984","Not Working","middle vocational","34.32","40","57","10","22","40","45","60","30.75","37.89","1","60","40","40"
"1984","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1984","Part Time","general elemantary","26.96","25","428","10","20","40","40","50","25.78","28.14","2","58","25","30"
"1984","Part Time","higher education","26.64","27","136","10","18","38","42","60","24.32","28.96","1","65","24","30"
"1984","Part Time","higher vocational","23.11","20","83","5","12","30","40","70","19.87","26.35","2","77","20","25"
"1984","Part Time","in school","","","","","","","","","","","","","",""
"1984","Part Time","inadequately","29.16","32","86","5","20","40","40","58","26.13","32.19","3","60","24","40"
"1984","Part Time","middle vocational","25.3","24","615","10","17","36","40","50","24.33","26.27","1","80","23","25"
"1984","Part Time","vocational + Abi","26.14","23.42","33","5","16","40","40","50","20.88","31.4","4","70","20","40"
"1985","Full Time","general elemantary","42.7","40","866","40","40","45","50","70","42.23","43.17","4","80","40","40"
"1985","Full Time","higher education","46.82","45","436","40","40","50","60","70","46.01","47.63","4","80","44","45"
"1985","Full Time","higher vocational","46.27","44.49","316","40","40","50","60","70","45.3","47.24","10","75","42","45"
"1985","Full Time","in school","","","","","","","","","","","","","",""
"1985","Full Time","inadequately","42.68","40","358","40","40","44","50","70","42.1","43.26","20","80","40","40"
"1985","Full Time","middle vocational","44.21","41","2332","40","40","45","55","74","43.88","44.54","2","80","40","41"
"1985","Full Time","vocational + Abi","44.95","42","131","40","40","50","60","70","43.51","46.39","20","80","40","43"
"1985","Not Working","general elemantary","38.31","40","54","12","35","48","60","75","33.79","42.83","2","75","40","40"
"1985","Not Working","higher education","","","","","","","","","","","","","",""
"1985","Not Working","higher vocational","","","","","","","","","","","","","",""
"1985","Not Working","in school","","","","","","","","","","","","","",""
"1985","Not Working","inadequately","","","","","","","","","","","","","",""
"1985","Not Working","middle vocational","31.65","40","63","8","15","43","46","70","27.2","36.1","1","70","38","40"
"1985","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1985","Part Time","general elemantary","26.68","25","418","8","18","40","40","50","25.4","27.96","1","60","23","30"
"1985","Part Time","higher education","29.01","29.63","119","11","20","40","45","60","26.54","31.48","2","60","25","30"
"1985","Part Time","higher vocational","22.3","20","80","8","10","30","41","50","19.58","25.02","2","50","20","24"
"1985","Part Time","in school","","","","","","","","","","","","","",""
"1985","Part Time","inadequately","31.18","36.93","68","8","20","40","47","60","27.62","34.74","1","60","20","36"
"1985","Part Time","middle vocational","24.51","22","647","8","12","40","40","50","23.46","25.56","1","80","20","25"
"1985","Part Time","vocational + Abi","21.24","17.2","36","5","9","35","40","56","16.18","26.3","2","56","12","35"
"1986","Full Time","general elemantary","42.83","40","893","38","40","44","54","70","42.35","43.31","2","80","40","40"
"1986","Full Time","higher education","46.78","45","432","40","40","50","60","72","45.89","47.67","2","80","45","45"
