"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","38.88","40","711","28","40","40","45","70","38.17","39.59","1","80","40","40"
"1984","16-34 y.","higher education","39.69","40","182","20","40","45","55","70","37.65","41.73","1","75","40","42"
"1984","16-34 y.","higher vocational","41.7","40","150","20","40","50","60","77","39.37","44.03","1","80","40","40"
"1984","16-34 y.","in school","","","","","","","","","","","","","",""
"1984","16-34 y.","inadequately","39.63","40","140","32","40","40","47","80","37.98","41.28","2","80","40","40"
"1984","16-34 y.","middle vocational","40.16","40","1403","27","40","43","50","70","39.6","40.72","1","80","40","40"
"1984","16-34 y.","vocational + Abi","41.38","40","103","31","40","43","50","80","39.44","43.32","10","80","40","40"
"1984","35-65 y.","general elemantary","35.88","40","778","16","25","40","50","75","35.01","36.75","2","80","40","40"
"1984","35-65 y.","higher education","42.67","42","375","23","40","50","60","77","41.26","44.08","2","80","41","44"
"1984","35-65 y.","higher vocational","41.94","42","265","22","40","50","56","80","40.32","43.56","2","80","40","43"
"1984","35-65 y.","in school","","","","","","","","","","","","","",""
"1984","35-65 y.","inadequately","38.74","40","410","20","40","40","50","80","37.83","39.65","3","80","40","40"
"1984","35-65 y.","middle vocational","40.61","40","1868","22","40","45","55","75","40.05","41.17","2","80","40","40"
"1984","35-65 y.","vocational + Abi","43.39","40.04","94","28","40","50","60","72","41.09","45.69","4","72","40","40"
"1984","66 and older","general elemantary","","","","","","","","","","","","","",""
"1984","66 and older","higher education","","","","","","","","","","","","","",""
"1984","66 and older","higher vocational","","","","","","","","","","","","","",""
"1984","66 and older","in school","","","","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","","","","",""
"1984","66 and older","middle vocational","","","","","","","","","","","","","",""
"1984","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","39.08","40","628","21","40","42","48","65","38.23","39.93","1","80","40","40"
