"year","e11103","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","(0) in school","","","","","","","","","","","","","",""
"1984","Full Time","(1a) inadequately completed","41.9","40","514","40","40","40","50","76","41.37","42.43","2","80","40","40"
"1984","Full Time","(1b) general elementary school","42.97","40","914","40","40","42","52","78","42.51","43.43","8","80","40","40"
"1984","Full Time","(1c) basic vocational qualification","44.44","40","2051","40","40","46","55","75","44.08","44.8","1","80","40","40"
"1984","Full Time","(2a) intermediate vocational","44.51","40","694","40","40","46","58","76","43.86","45.16","2","80","40","41"
"1984","Full Time","(2b) intermediate general qualification","41.18","40","113","39","40","42","48","70","39.58","42.78","1","80","40","40"
"1984","Full Time","(2c_gen) general maturity certificate","42.51","40","66","40","40","44","50","60","40.76","44.26","30","80","40","40"
"1984","Full Time","(2c_voc) vocational maturity certificate","45.22","41","220","40","40","50","60","80","44.12","46.32","24","80","40","41"
"1984","Full Time","(3a) lower tertiary education","46.24","44","148","40","40","50","60","78","44.68","47.8","18","80","42","45"
"1984","Full Time","(3b) higher tertiary education","46.72","45","267","40","40","51","60","75","45.43","48.01","3","80","44","46"
"1984","Not Working","(0) in school","","","","","","","","","","","","","",""
"1984","Not Working","(1a) inadequately completed","","","","","","","","","","","","","",""
"1984","Not Working","(1b) general elementary school","33.62","40","42","5","20","40","45","80","29.01","38.23","2","80","40","40"
"1984","Not Working","(1c) basic vocational qualification","36.06","40","37","18","30","40","48","60","32","40.12","5","60","40","40"
"1984","Not Working","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1984","Not Working","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1984","Not Working","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","Not Working","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1984","Not Working","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","Not Working","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1984","Part Time","(0) in school","","","","","","","","","","","","","",""
"1984","Part Time","(1a) inadequately completed","31.08","36.31","85","10","20","40","45","58","28.03","34.13","3","60","20","40"
"1984","Part Time","(1b) general elementary school","25.03","24","345","8","16","35","40","50","23.75","26.31","2","58","22","25"
"1984","Part Time","(1c) basic vocational qualification","25.66","25","422","10","18","36","40","50","24.49","26.83","2","70","24","26"
"1984","Part Time","(2a) intermediate vocational","23.64","20","184","8","15","32","40","77","21.76","25.52","1","80","20","24"
"1984","Part Time","(2b) intermediate general qualification","32.96","40","88","10","26","40","41","50","30.39","35.53","2","50","40","40"
"1984","Part Time","(2c_gen) general maturity certificate","25.52","21.48","66","8","13","40","40","45","22.24","28.8","1","45","20","40"
"1984","Part Time","(2c_voc) vocational maturity certificate","23.9","20","52","5","12","40","40","50","19.91","27.89","3","70","20","35"
"1984","Part Time","(3a) lower tertiary education","26.93","27.43","31","8","16","40","44","60","21.43","32.43","2","60","20","35"
"1984","Part Time","(3b) higher tertiary education","26.54","25.81","105","10","19","38","42","50","23.96","29.12","1","65","24","30"
"1985","Full Time","(0) in school","","","","","","","","","","","","","",""
"1985","Full Time","(1a) inadequately completed","42.48","40","397","39","40","43","50","70","41.93","43.03","16","80","40","40"
"1985","Full Time","(1b) general elementary school","42.93","40","753","40","40","45","52","70","42.43","43.43","4","80","40","40"
"1985","Full Time","(1c) basic vocational qualification","44.61","41","1803","40","40","48","56","72","44.24","44.98","8","80","40","41"
"1985","Full Time","(2a) intermediate vocational","44.46","42","670","40","40","46","55","75","43.81","45.11","5","80","41","42"
"1985","Full Time","(2b) intermediate general qualification","41.82","40","122","40","40","42","48","70","40.47","43.17","8","80","40","40"
"1985","Full Time","(2c_gen) general maturity certificate","39","40","60","26","40","43","45","65","36.56","41.44","2","75","40","40"
"1985","Full Time","(2c_voc) vocational maturity certificate","44.97","42","190","40","40","48","58","70","43.83","46.11","20","80","40","43"
"1985","Full Time","(3a) lower tertiary education","45.96","42","153","40","40","50","60","80","44.61","47.31","24","80","42","45"
"1985","Full Time","(3b) higher tertiary education","47.31","45","283","40","40","50","60","70","46.3","48.32","4","75","45","47"
"1985","Not Working","(0) in school","","","","","","","","","","","","","",""
