"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Baden-W?rttemberg","Rural Area","37.27","40","170","12","28","45","50","65","35.26","39.28","2","70","40","40"
"1985","Baden-W?rttemberg","Urban Area","39.63","40","1047","20","40","45","50","74","38.88","40.38","1","80","40","40"
"1985","Bavaria","Rural Area","40.84","40","503","20","40","45","60","75","39.73","41.95","3","80","40","40"
"1985","Bavaria","Urban Area","38.3","40","597","20","38","44","50","65","37.33","39.27","2","80","40","40"
"1985","Berlin","Rural Area","","","","","","","","","","","","","",""
"1985","Berlin","Urban Area","38.8","40","190","20","40","44","50","65","37.09","40.51","4","70","40","40"
"1985","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1985","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1985","Bremen","Rural Area","","","","","","","","","","","","","",""
"1985","Bremen","Urban Area","36.32","40","40","20","20","43","50","60","31.99","40.65","8","70","40","42"
"1985","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1985","Hamburg","Urban Area","40.77","40","151","26","40","45","50","70","39.03","42.51","1","70","40","40"
"1985","Hesse","Rural Area","38.25","40","72","12","40","45","50","70","35.18","41.32","3","70","40","42"
"1985","Hesse","Urban Area","39.35","40","562","20","40","45","50","65","38.37","40.33","1","75","40","40"
"1985","Lower Saxony","Rural Area","39.67","40","244","18","40","48","56","70","37.87","41.47","2","75","40","42"
"1985","Lower Saxony","Urban Area","40.28","40","296","20","40","45","55","70","38.88","41.68","2","80","40","40"
"1985","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","Rural Area","43.2","40","41","28","40","45","60","80","39.34","47.06","15","80","40","43"
"1985","North Rhine-Westphalia","Urban Area","39.8","40","1524","20","40","45","50","70","39.16","40.44","1","80","40","40"
