"year","bula_h","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-W?rttemberg","Full Time","44.3","40","1059","40","40","45","55","75","43.83","44.77","1","80","40","40"
"1984","Baden-W?rttemberg","Not Working","","","","","","","","","","","","","",""
"1984","Baden-W?rttemberg","Part Time","25.34","23.81","265","10","17","36","40","50","23.82","26.86","1","70","23","26"
"1984","Bavaria","Full Time","44.39","40","875","40","40","46","58","75","43.81","44.97","2","80","40","40"
"1984","Bavaria","Not Working","","","","","","","","","","","","","",""
"1984","Bavaria","Part Time","26.05","25","254","8","16","40","40","50","24.42","27.68","2","70","24","28"
"1984","Berlin","Full Time","42.99","40","187","40","40","43","50","75","42.03","43.95","30","80","40","40"
"1984","Berlin","Not Working","","","","","","","","","","","","","",""
"1984","Berlin","Part Time","25.51","22","58","14","20","40","40","48","22.63","28.39","4","50","20","25"
"1984","Brandenburg","Full Time","","","","","","","","","","","","","",""
"1984","Brandenburg","Not Working","","","","","","","","","","","","","",""
"1984","Brandenburg","Part Time","","","","","","","","","","","","","",""
"1984","Bremen","Full Time","42.61","40","32","30","40","45","66","70","38.72","46.5","8","70","40","40"
"1984","Bremen","Not Working","","","","","","","","","","","","","",""
"1984","Bremen","Part Time","","","","","","","","","","","","","",""
"1984","Hamburg","Full Time","43.56","40","131","40","40","45","50","80","42.07","45.05","12","80","40","40"
"1984","Hamburg","Not Working","","","","","","","","","","","","","",""
"1984","Hamburg","Part Time","24.18","24.8","33","3","20","40","40","41","19.64","28.72","2","41","20","28"
"1984","Hesse","Full Time","44.26","40","528","40","40","46","55","75","43.57","44.95","20","80","40","40"
"1984","Hesse","Not Working","","","","","","","","","","","","","",""
"1984","Hesse","Part Time","25.86","25","146","8","17","40","40","50","23.79","27.93","2","56","22","30"
"1984","Lower Saxony","Full Time","45.14","40","436","40","40","50","60","75","44.27","46.01","1","80","40","40"
"1984","Lower Saxony","Not Working","","","","","","","","","","","","","",""
"1984","Lower Saxony","Part Time","26.29","25","146","10","15","40","40","65","24.01","28.57","1","80","20","30"
"1984","Mecklenburg-Western Pomerania","Full Time","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","Not Working","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","Part Time","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","Full Time","44.36","40","1282","40","40","48","56","72","43.92","44.8","3","80","40","40"
"1984","North Rhine-Westphalia","Not Working","36.31","40","43","6","32","42","60","60","31.43","41.19","1","60","40","40"
"1984","North Rhine-Westphalia","Part Time","27.13","25","337","10","20","40","40","58","25.77","28.49","2","77","25","30"
"1984","Rhineland-Palatinate,Saarland","Full Time","44.42","40","332","40","40","45","55","80","43.52","45.32","11","80","40","40"
"1984","Rhineland-Palatinate,Saarland","Not Working","","","","","","","","","","","","","",""
"1984","Rhineland-Palatinate,Saarland","Part Time","25.52","20","84","10","16","40","40","48","22.96","28.08","2","48","20","30"
"1984","Saxony","Full Time","","","","","","","","","","","","","",""
"1984","Saxony","Not Working","","","","","","","","","","","","","",""
"1984","Saxony","Part Time","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","Full Time","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","Not Working","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","Part Time","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","Full Time","43.75","40","160","40","40","47","56","70","42.42","45.08","15","80","40","40"
"1984","Schleswig-Holstein","Not Working","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","Part Time","22.13","20","51","9","14","25","40","50","18.65","25.61","1","50","20","25"
"1984","Thuringia","Full Time","","","","","","","","","","","","","",""
"1984","Thuringia","Not Working","","","","","","","","","","","","","",""
"1984","Thuringia","Part Time","","","","","","","","","","","","","",""
"1985","Baden-W?rttemberg","Full Time","43.98","41","922","40","40","45","55","74","43.48","44.48","4","80","40","40"
"1985","Baden-W?rttemberg","Not Working","36.67","40","32","4","20","50","60","70","29.94","43.4","1","70","38","45"
"1985","Baden-W?rttemberg","Part Time","25.68","21.17","263","8","16","40","41","60","23.97","27.39","1","80","20","25"
"1985","Bavaria","Full Time","44.33","40.99","805","40","40","45","60","70","43.77","44.89","8","80","40","40"
"1985","Bavaria","Not Working","","","","","","","","","","","","","",""
"1985","Bavaria","Part Time","26.33","25","272","8","18","40","41","50","24.75","27.91","2","60","25","30"
"1985","Berlin","Full Time","43.96","40","127","40","40","45","55","70","42.78","45.14","32","70","40","42"
"1985","Berlin","Not Working","","","","","","","","","","","","","",""
"1985","Berlin","Part Time","26.81","25","57","8","20","40","45","60","23.37","30.25","4","60","20","33"
"1985","Brandenburg","Full Time","","","","","","","","","","","","","",""
"1985","Brandenburg","Not Working","","","","","","","","","","","","","",""
"1985","Brandenburg","Part Time","","","","","","","","","","","","","",""
"1985","Bremen","Full Time","","","","","","","","","","","","","",""
"1985","Bremen","Not Working","","","","","","","","","","","","","",""
"1985","Bremen","Part Time","","","","","","","","","","","","","",""
"1985","Hamburg","Full Time","44.49","41","119","40","40","45","55","70","43.18","45.8","20","70","40","42"
"1985","Hamburg","Not Working","","","","","","","","","","","","","",""
"1985","Hamburg","Part Time","","","","","","","","","","","","","",""
"1985","Hesse","Full Time","44.11","42","475","40","40","48","55","70","43.42","44.8","4","75","40","42"
"1985","Hesse","Not Working","","","","","","","","","","","","","",""
"1985","Hesse","Part Time","25.23","22","141","8","15","40","40","50","22.91","27.55","1","60","20","31"
"1985","Lower Saxony","Full Time","45.26","42","398","40","40","50","60","75","44.41","46.11","10","80","40","42"
"1985","Lower Saxony","Not Working","","","","","","","","","","","","","",""
"1985","Lower Saxony","Part Time","24.76","25","129","8","14","40","40","50","22.51","27.01","2","50","20","29"
"1985","Mecklenburg-Western Pomerania","Full Time","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Not Working","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Part Time","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","Full Time","44.68","41","1171","40","40","48","56","75","44.21","45.15","2","80","40","40"
"1985","North Rhine-Westphalia","Not Working","33.71","40","39","4","25","44","48","60","28.25","39.17","1","63","25","40"
"1985","North Rhine-Westphalia","Part Time","25.71","24","355","8","14","40","43","60","24.22","27.2","1","70","22","28"
"1985","Rhineland-Palatinate,Saarland","Full Time","44.62","40","288","40","40","46","55","70","43.8","45.44","36","76","40","41"
"1985","Rhineland-Palatinate,Saarland","Not Working","","","","","","","","","","","","","",""
"1985","Rhineland-Palatinate,Saarland","Part Time","23.5","20","74","5","15","38","40","50","20.37","26.63","1","56","20","25"
"1985","Saxony","Full Time","","","","","","","","","","","","","",""
"1985","Saxony","Not Working","","","","","","","","","","","","","",""
"1985","Saxony","Part Time","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Full Time","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Not Working","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Part Time","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","Full Time","44.24","40","144","40","40","45","55","70","43.01","45.47","26","80","40","42"
"1985","Schleswig-Holstein","Not Working","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","Part Time","23.92","21","51","9","12","40","40","50","20.34","27.5","2","50","20","25"
"1985","Thuringia","Full Time","","","","","","","","","","","","","",""
"1985","Thuringia","Not Working","","","","","","","","","","","","","",""
"1985","Thuringia","Part Time","","","","","","","","","","","","","",""
"1986","Baden-W?rttemberg","Full Time","44.15","40","913","39","40","45","55","75","43.62","44.68","2","80","40","40"
