"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","direct migration background","39.18","40","2062","24","40","40","50","70","38.77","39.59","2","80","40","40"
"1984","Employed","indirect migration background","37.48","40","54","25","30","42","46","60","34.53","40.43","2","70","40","40"
"1984","Employed","no migration background","40.13","40","4293","20","40","45","55","75","39.75","40.51","1","80","40","40"
"1984","Not Employed","direct migration background","35.45","40","44","10","40","40","40","50","32.5","38.4","10","55","40","40"
"1984","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1984","Not Employed","no migration background","34.81","40","97","9","25","41","50","80","31.52","38.1","1","80","40","40"
"1985","Employed","direct migration background","39.59","40","1698","25","40","43","50","70","39.08","40.1","1","80","40","40"
"1985","Employed","indirect migration background","40.65","40","60","24","40","45","60","65","38.4","42.9","20","72","40","40"
"1985","Employed","no migration background","39.74","40","4102","20","40","45","52","70","39.34","40.14","1","80","40","40"
"1985","Not Employed","direct migration background","36.34","40","50","8","38","40","60","68","31.71","40.97","2","68","40","40"
"1985","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1985","Not Employed","no migration background","32.89","40","92","9","17","43","50","75","29.3","36.48","1","75","35","40"
"1986","Employed","direct migration background","39.21","40","1685","25","39","42","50","70","38.72","39.7","1","80","40","40"
"1986","Employed","indirect migration background","40.47","40","82","25","36","40","60","70","38.53","42.41","14","70","40","40"
"1986","Employed","no migration background","40.32","40","3925","21","39","45","55","70","39.93","40.71","1","80","40","40"
"1986","Not Employed","direct migration background","30.76","37.93","38","15","20","40","46","56","26.68","34.84","1","56","38","40"
"1986","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1986","Not Employed","no migration background","32.77","40","84","8","20","40","55","68","28.94","36.6","1","70","28","40"
"1987","Employed","direct migration background","39.48","40","1733","28","38","42","50","70","39.06","39.9","4","80","40","40"
"1987","Employed","indirect migration background","38.11","40","84","21","35","41","50","70","36.49","39.73","10","70","40","40"
"1987","Employed","no migration background","39.64","40","3996","20","39","45","50","70","39.26","40.02","1","80","40","40"
