"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","college entrance qualification","37.39","40","333","15","35","43","50","70","35.88","38.9","1","80","40","40"
"1984","16-34 y.","lower secondary degree","40.67","40","1201","30","40","43","50","72","40.09","41.25","1","80","40","40"
"1984","16-34 y.","no degree/no degree yet","37.83","40","158","30","40","40","45","60","36.28","39.38","2","76","40","40"
"1984","16-34 y.","Other degree","41.02","40","340","35","40","42","50","80","39.99","42.05","4","80","40","40"
"1984","16-34 y.","secondary school degree","40.1","40","657","30","40","43","50","70","39.26","40.94","1","80","40","40"
"1984","35-65 y.","college entrance qualification","42.07","42","393","20","40","50","60","75","40.67","43.47","2","80","40","44"
"1984","35-65 y.","lower secondary degree","39.69","40","1766","20","40","45","55","75","39.08","40.3","2","80","40","40"
"1984","35-65 y.","no degree/no degree yet","40.04","40","453","30","40","40","50","80","39.21","40.87","3","80","40","40"
"1984","35-65 y.","Other degree","40.41","40","681","35","40","40","50","70","39.71","41.11","2","80","40","40"
"1984","35-65 y.","secondary school degree","40.06","40","487","20","40","46","60","80","38.76","41.36","2","80","40","40"
"1984","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1984","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1984","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","66 and older","Other degree","","","","","","","","","","","","","",""
"1984","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1985","16-34 y.","college entrance qualification","37.45","40","350","12","35","45","50","70","35.95","38.95","2","80","40","40"
"1985","16-34 y.","lower secondary degree","40.74","40","1094","28","40","45","50","70","40.1","41.38","1","80","40","40"
"1985","16-34 y.","no degree/no degree yet","36.28","40","114","10","38","43","48","70","34.16","38.4","1","70","40","40"
"1985","16-34 y.","Other degree","40.5","40","246","34","40","42","50","72","38.91","42.09","1","80","40","40"
"1985","16-34 y.","secondary school degree","39.72","40","653","25","40","44","50","70","38.85","40.59","1","80","40","40"
"1985","35-65 y.","college entrance qualification","42.69","44","385","20","40","50","60","70","41.36","44.02","2","76","42","45"
"1985","35-65 y.","lower secondary degree","38.62","40","1654","20","38","45","55","70","37.95","39.29","1","80","40","40"
"1985","35-65 y.","no degree/no degree yet","39.58","40","369","35","40","40","50","70","38.62","40.54","1","80","40","40"
"1985","35-65 y.","Other degree","40.33","40","569","35","40","45","50","60","39.49","41.17","2","80","40","40"
"1985","35-65 y.","secondary school degree","40.59","40","465","20","40","46","58","75","39.32","41.86","2","80","40","42"
"1985","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1985","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1985","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","66 and older","Other degree","","","","","","","","","","","","","",""
"1985","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1986","16-34 y.","college entrance qualification","39.27","40","379","20","39","45","50","70","37.98","40.56","1","80","40","40"
"1986","16-34 y.","lower secondary degree","40.32","40","1124","25","40","44","50","70","39.7","40.94","2","80","40","40"
"1986","16-34 y.","no degree/no degree yet","37.01","40","106","9","38","45","50","52","34.68","39.34","2","72","40","40"
"1986","16-34 y.","Other degree","41.11","40","217","38","40","45","50","70","39.59","42.63","1","70","40","40"
"1986","16-34 y.","secondary school degree","40.73","40","645","35","40","44","50","66","39.95","41.51","1","80","40","40"
"1986","35-65 y.","college entrance qualification","43.67","45","360","28","40","50","60","70","42.29","45.05","1","80","42","45"
"1986","35-65 y.","lower secondary degree","39.39","40","1525","20","38","45","55","75","38.71","40.07","1","80","40","40"
"1986","35-65 y.","no degree/no degree yet","39.78","40","337","38","39","40","45","62","38.78","40.78","2","80","40","40"
"1986","35-65 y.","Other degree","40.39","40","587","38","39","42","50","70","39.6","41.18","2","80","40","40"
"1986","35-65 y.","secondary school degree","40.06","40","436","20","38","45","55","70","38.81","41.31","2","80","40","41"
"1986","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1986","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1986","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","66 and older","Other degree","","","","","","","","","","","","","",""
"1986","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1987","16-34 y.","college entrance qualification","37.9","40","387","15","38","45","50","70","36.61","39.19","2","80","40","40"
"1987","16-34 y.","lower secondary degree","40.48","40","1116","30","39","44","50","70","39.91","41.05","1","80","40","40"
"1987","16-34 y.","no degree/no degree yet","32.59","39.16","108","5","20","42","50","60","30.1","35.08","2","70","39","40"
"1987","16-34 y.","Other degree","40.2","40","201","35","39","40","48","70","38.98","41.42","6","75","40","40"
"1987","16-34 y.","secondary school degree","39.92","40","667","30","39","42","48","70","39.16","40.68","1","80","40","40"
"1987","35-65 y.","college entrance qualification","42.55","42","372","24","40","50","60","72","41.19","43.91","1","80","41","45"
"1987","35-65 y.","lower secondary degree","38.73","40","1549","20","38","44","50","72","38.08","39.38","1","80","40","40"
"1987","35-65 y.","no degree/no degree yet","40.62","40","344","38","39","40","50","70","39.72","41.52","2","80","40","40"
"1987","35-65 y.","Other degree","40.78","40","586","38","39","40","48","70","40.12","41.44","5","80","40","40"
"1987","35-65 y.","secondary school degree","39.9","40","445","20","38","45","60","70","38.66","41.14","2","80","40","40"
"1987","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1987","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1987","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1987","66 and older","Other degree","","","","","","","","","","","","","",""
"1987","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1988","16-34 y.","college entrance qualification","38.2","40","364","19","38","45","50","60","36.92","39.48","1","65","40","40"
"1988","16-34 y.","lower secondary degree","40.2","40","1070","25","39","45","50","80","39.53","40.87","1","80","40","40"
"1988","16-34 y.","no degree/no degree yet","36.68","40","93","12","38","45","46","50","34.39","38.97","3","67","39","40"
"1988","16-34 y.","Other degree","38.88","40","177","27","38","40","48","60","37.33","40.43","1","70","40","40"
"1988","16-34 y.","secondary school degree","39.1","40","645","25","39","42","48","65","38.28","39.92","1","76","40","40"
"1988","35-65 y.","college entrance qualification","42.21","43.22","375","25","40","50","60","70","40.92","43.5","2","70","42","45"
"1988","35-65 y.","lower secondary degree","38.1","40","1440","19","37","44","50","70","37.39","38.81","1","80","40","40"
"1988","35-65 y.","no degree/no degree yet","37.75","40","300","22","38","40","46","60","36.63","38.87","1","70","40","40"
"1988","35-65 y.","Other degree","39.46","40","554","35","38","42","50","60","38.63","40.29","1","80","40","40"
"1988","35-65 y.","secondary school degree","39.39","40","451","20","38","45","56","70","38.13","40.65","3","77","40","40"
"1988","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1988","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1988","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1988","66 and older","Other degree","","","","","","","","","","","","","",""
"1988","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1989","16-34 y.","college entrance qualification","38.65","40","372","19","38","45","50","64","37.4","39.9","2","70","40","40"
"1989","16-34 y.","lower secondary degree","40.52","40","1099","33","38","44","50","70","39.93","41.11","1","80","40","40"
"1989","16-34 y.","no degree/no degree yet","34.99","39.25","94","6","37","40","45","60","32.6","37.38","3","70","38","40"
"1989","16-34 y.","Other degree","39.58","40","150","20","38","45","49","80","37.78","41.38","1","80","39","40"
"1989","16-34 y.","secondary school degree","39.92","40","652","30","39","43","50","63","39.24","40.6","4","80","40","40"
"1989","35-65 y.","college entrance qualification","42.79","43.37","377","25","40","50","60","70","41.53","44.05","4","80","42","45"
