"year","age_gr","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Employed","40.06","40","2589","25","40","43","50","70","39.64","40.48","1","80","40","40"
"1984","16-34 y.","Not Employed","37.3","40","109","10","40","40","45","70","34.85","39.75","1","70","40","40"
"1984","35-65 y.","Employed","40.23","40","3776","20","40","45","55","75","39.84","40.62","2","80","40","40"
"1984","35-65 y.","Not Employed","28.81","21.76","38","6","12","40","50","80","23.03","34.59","2","80","20","40"
"1984","66 and older","Employed","26.76","20","44","8","15","40","43","75","21.13","32.39","4","75","18","40"
"1984","66 and older","Not Employed","","","","","","","","","","","","","",""
"1985","16-34 y.","Employed","40","40","2393","24","40","45","50","70","39.54","40.46","1","80","40","40"
"1985","16-34 y.","Not Employed","33.62","40","102","4","25","43","48","60","30.45","36.79","1","68","40","40"
"1985","35-65 y.","Employed","39.73","40","3432","20","39","45","55","70","39.3","40.16","1","80","40","40"
"1985","35-65 y.","Not Employed","32.92","40","39","12","15","43","60","75","27.04","38.8","3","75","20","40"
"1985","66 and older","Employed","28.51","22.21","35","8","10","40","60","80","21.88","35.14","1","80","20","40"
"1985","66 and older","Not Employed","","","","","","","","","","","","","",""
"1986","16-34 y.","Employed","40.33","40","2432","28","40","45","50","70","39.9","40.76","1","80","40","40"
"1986","16-34 y.","Not Employed","35.72","40","86","10","32","42","48","60","32.51","38.93","1","60","39","40"
"1986","35-65 y.","Employed","40.32","40","3238","20","39","45","55","72","39.89","40.75","1","80","40","40"
"1986","35-65 y.","Not Employed","27.61","21.87","37","8","10","40","55","70","21.35","33.87","4","70","15","40"
"1986","66 and older","Employed","","","","","","","","","","","","","",""
"1986","66 and older","Not Employed","","","","","","","","","","","","","",""
"1987","16-34 y.","Employed","39.69","40","2494","25","39","43","50","70","39.29","40.09","1","80","40","40"
"1987","16-34 y.","Not Employed","34.34","40","59","7","21","42","50","72","30","38.68","1","72","40","40"
"1987","35-65 y.","Employed","39.75","40","3289","20","38","45","52","72","39.34","40.16","1","80","40","40"
"1987","35-65 y.","Not Employed","27.8","27.89","34","5","12","40","40","72","21.41","34.19","1","72","12","40"
"1987","66 and older","Employed","24.93","15","30","5","10","45","60","66","17.13","32.73","4","66","12","45"
"1987","66 and older","Not Employed","","","","","","","","","","","","","",""
"1988","16-34 y.","Employed","39.47","40","2364","24","39","44","50","70","39.03","39.91","1","80","40","40"
"1988","16-34 y.","Not Employed","30.98","38","68","5","20","40","44","56","27.24","34.72","1","56","34","40"
"1988","35-65 y.","Employed","39.11","40","3125","20","38","45","52","70","38.67","39.55","1","80","40","40"
"1988","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1988","66 and older","Employed","","","","","","","","","","","","","",""
"1988","66 and older","Not Employed","","","","","","","","","","","","","",""
"1989","16-34 y.","Employed","39.96","40","2370","30","38","44","50","70","39.56","40.36","1","80","40","40"
"1989","16-34 y.","Not Employed","33.73","38","80","10","25","42","45","80","30.42","37.04","1","80","30","40"
"1989","35-65 y.","Employed","40.06","40","3019","21","38","45","53","70","39.64","40.48","1","80","40","40"
"1989","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1989","66 and older","Employed","","","","","","","","","","","","","",""
"1989","66 and older","Not Employed","","","","","","","","","","","","","",""
"1990","16-34 y.","Employed","39.17","40","2331","24","38","43","50","70","38.75","39.59","3","80","40","40"
"1990","16-34 y.","Not Employed","24.34","20","59","2","9","40","40","45","20.63","28.05","0.2","45","20","39"
"1990","35-65 y.","Employed","39.2","40","2982","21","37.5","45","50","70","38.79","39.61","0.5","80","39.5","40"
"1990","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1990","66 and older","Employed","","","","","","","","","","","","","",""
"1990","66 and older","Not Employed","","","","","","","","","","","","","",""
"1991","16-34 y.","Employed","39.46","40","2310","25","38","43","50","70","39.04","39.88","1.5","80","40","40"
"1991","16-34 y.","Not Employed","32.07","38","86","8","12","40","50","75","28.54","35.6","2","75","36","39"
"1991","35-65 y.","Employed","38.87","40","3061","20","37","45","50","70","38.44","39.3","1","80","39","40"
"1991","35-65 y.","Not Employed","29.26","33.51","38","4","18","40","45","70","23.64","34.88","0.2","70","18","38.5"
"1991","66 and older","Employed","","","","","","","","","","","","","",""
"1991","66 and older","Not Employed","","","","","","","","","","","","","",""
"1992","16-34 y.","Employed","39.84","40","3146","30","38","44","50","70","39.51","40.17","1","80","40","40"
"1992","16-34 y.","Not Employed","32.25","38.5","87","7","24","40","42","56","29.6","34.9","1","56","38","40"
"1992","35-65 y.","Employed","39.76","40","4369","21","37.5","45","52","72","39.42","40.1","0.6","80","40","40"
"1992","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1992","66 and older","Employed","","","","","","","","","","","","","",""
"1992","66 and older","Not Employed","","","","","","","","","","","","","",""
"1993","16-34 y.","Employed","39.87","40","3042","28","38","44","50","70","39.52","40.22","2","80","40","40"
"1993","16-34 y.","Not Employed","33.63","39","119","15.6","22.5","40","43.5","70","31.26","36","0.8","70","37.5","40"
"1993","35-65 y.","Employed","39.46","40","4182","20","37.5","45","51","70","39.1","39.82","0.5","80","40","40"
"1993","35-65 y.","Not Employed","24.7","23.6","45","4","6","40","40","60","19.73","29.67","0.1","60","30","40"
"1993","66 and older","Employed","","","","","","","","","","","","","",""
"1993","66 and older","Not Employed","","","","","","","","","","","","","",""
"1994","16-34 y.","Employed","39.59","40","2927","25","38","44","50","70","39.23","39.95","1.5","80","40","40"
"1994","16-34 y.","Not Employed","35.07","38.39","90","12","30","40","49","72","31.79","38.35","2","72","34","40"
"1994","35-65 y.","Employed","39.32","40","4010","20","37.5","45","52","70","38.95","39.69","0.5","80","40","40"
"1994","35-65 y.","Not Employed","29.94","32.13","46","9.5","19","40","46","70","24.54","35.34","3","70","20","40"
"1994","66 and older","Employed","","","","","","","","","","","","","",""
"1994","66 and older","Not Employed","","","","","","","","","","","","","",""
"1995","16-34 y.","Employed","39.74","40","3041","25","38","44","50","70","39.36","40.12","2","80","40","40"
"1995","16-34 y.","Not Employed","33.2","38.71","114","9","21","40","45","56","30.61","35.79","0.4","60","36","40"
"1995","35-65 y.","Employed","39.05","40","4273","20","36.5","45","52","70","38.68","39.42","1","80","40","40"
"1995","35-65 y.","Not Employed","29.3","32.32","53","3","8","40","45.5","80","24.92","33.68","3","80","30","40"
"1995","66 and older","Employed","","","","","","","","","","","","","",""
"1995","66 and older","Not Employed","","","","","","","","","","","","","",""
"1996","16-34 y.","Employed","39.68","40","2886","25","38","44","50","70","39.31","40.05","2.5","80","40","40"
"1996","16-34 y.","Not Employed","30.73","36.77","95","8","15","40","45","60","27.99","33.47","1","60","36","40"
"1996","35-65 y.","Employed","39.1","40","4183","20","36","45","50","70","38.73","39.47","0.5","80","40","40"
"1996","35-65 y.","Not Employed","26.74","35","41","0.5","10","39","40","45","22.8","30.68","0.5","45","30","40"
"1996","66 and older","Employed","","","","","","","","","","","","","",""
"1996","66 and older","Not Employed","","","","","","","","","","","","","",""
"1997","16-34 y.","Employed","39.87","40","2842","25","38","45","50","70","39.47","40.27","2","80","40","40"
"1997","16-34 y.","Not Employed","28.9","37.94","79","8","10","40","50","55","25.47","32.33","1","67","37","40"
"1997","35-65 y.","Employed","39.74","40","4132","20","36","45","55","74","39.36","40.12","1","80","40","40"
"1997","35-65 y.","Not Employed","28.76","23.1","38","7","15","40","55","70","23.48","34.04","5","70","20","40"
"1997","66 and older","Employed","","","","","","","","","","","","","",""
"1997","66 and older","Not Employed","","","","","","","","","","","","","",""
"1998","16-34 y.","Employed","39.88","40","2957","25","38","45","50","70","39.49","40.27","2","80","40","40"
"1998","16-34 y.","Not Employed","31.56","38","73","10","20","40","45","60","28.39","34.73","2","62.5","35","40"
"1998","35-65 y.","Employed","39.46","40","4645","20","35","45","55","70","39.1","39.82","2","80","40","40"
"1998","35-65 y.","Not Employed","31.89","38.49","45","5","11","40","50","60","26.89","36.89","3","65","32","40"
"1998","66 and older","Employed","19.09","12.44","34","5","10","19.5","40","72","11.89","26.29","2.5","80","10","20"
"1998","66 and older","Not Employed","","","","","","","","","","","","","",""
"1999","16-34 y.","Employed","39.17","40","2944","20","38","45","50","70","38.76","39.58","0.5","80","40","40"
"1999","16-34 y.","Not Employed","25.34","25","83","7","12","38","41","50","22.09","28.59","2","64","20","37.5"
"1999","35-65 y.","Employed","38.93","40","4731","20","35","45","55","70","38.56","39.3","1","80","40","40"
"1999","35-65 y.","Not Employed","33.87","40","55","9","15","40","50","75","29.24","38.5","1","75","32","40"
"1999","66 and older","Employed","19.97","15","39","8","10","30","39","70","14.24","25.7","3.5","70","12","30"
"1999","66 and older","Not Employed","","","","","","","","","","","","","",""
"2000","16-34 y.","Employed","39.28","40","4424","20","37.5","45","50","70","38.93","39.63","1","80","40","40"
"2000","16-34 y.","Not Employed","28.48","35","137","4.5","10","40","45","60","25.81","31.15","1.5","72","28","38.5"
"2000","35-65 y.","Employed","39.07","40","8557","20","35","45","54","72","38.79","39.35","1","80","40","40"
"2000","35-65 y.","Not Employed","26.85","24.4","110","7","15","40","44","70","23.7","30","1.5","72","22.5","36"
"2000","66 and older","Employed","27.23","20","75","6","12","40","60","80","22.7","31.76","2","80","15","36"
"2000","66 and older","Not Employed","","","","","","","","","","","","","",""
"2001","16-34 y.","Employed","38.75","40","3916","19.5","37.5","45","50","70","38.36","39.14","1","80","40","40"
"2001","16-34 y.","Not Employed","31.63","37.5","125","10","20","40","45","55","29.07","34.19","2","70","34","38.5"
"2001","35-65 y.","Employed","39.04","40","8072","20","35","45","55","70","38.75","39.33","1","80","40","40"
"2001","35-65 y.","Not Employed","28.28","30","86","8","15","40","40","60","25.03","31.53","1","70","20","38.5"
"2001","66 and older","Employed","22.2","15","76","5","9","36.5","50","70","18.12","26.28","2","70","12","25"
"2001","66 and older","Not Employed","","","","","","","","","","","","","",""
"2002","16-34 y.","Employed","39.02","40","3722","20","37.5","45","50","70","38.62","39.42","1","80","40","40"
"2002","16-34 y.","Not Employed","31.79","40","116","10","17.5","40","45","60","29","34.58","3","80","35","40"
"2002","35-65 y.","Employed","38.25","40","8956","19.5","35","45","53","70","37.97","38.53","1","80","40","40"
"2002","35-65 y.","Not Employed","30.55","37.71","79","8","15","42","50","50","27.1","34","1","55","20","40"
"2002","66 and older","Employed","21.72","15","104","6","10","33.5","50","74","18.07","25.37","2","80","15","25"
"2002","66 and older","Not Employed","","","","","","","","","","","","","",""
"2003","16-34 y.","Employed","38.2","40","3491","20","37","44","50","70","37.78","38.62","1.5","80","40","40"
"2003","16-34 y.","Not Employed","27.7","30","101","4.5","15","40","43","55","24.78","30.62","1","56","26","38"
"2003","35-65 y.","Employed","38.17","40","8583","19","33","45","51","70","37.89","38.45","1","80","40","40"
"2003","35-65 y.","Not Employed","29.37","38.5","67","9","14","40","50","60","25.41","33.33","2","60","18","38.5"
"2003","66 and older","Employed","24.67","15","118","7","10","40","55","76","21.28","28.06","2","80","15","30"
"2003","66 and older","Not Employed","","","","","","","","","","","","","",""
"2004","16-34 y.","Employed","38.26","40","3249","20","37.5","44","50","65","37.84","38.68","1","80","40","40"
"2004","16-34 y.","Not Employed","29.55","36.34","106","8","16","40","42","60","26.62","32.48","1","60","25","38.5"
"2004","35-65 y.","Employed","38.11","40","8314","19","34","45","50","70","37.82","38.4","1","80","40","40"
"2004","35-65 y.","Not Employed","28.77","25","56","9","14.5","40","50","80","24.18","33.36","3","80","20","40"
"2004","66 and older","Employed","20.54","12","128","6","10","30","45","65","17.46","23.62","2","80","12","20"
"2004","66 and older","Not Employed","","","","","","","","","","","","","",""
"2005","16-34 y.","Employed","38.51","40","2995","20","37.5","45","50","66","38.06","38.96","1.5","80","40","40"
