"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1984","college entrance qualification","West Germany","39.9","40","737","20","38","48","60","72","38.85","40.95","1","80","40","40"
"1984","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1984","lower secondary degree","West Germany","39.85","40","2991","20","40","45","52","74","39.42","40.28","1","80","40","40"
"1984","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","West Germany","39.21","40","611","30","40","40","48","62","38.48","39.94","2","80","40","40"
"1984","Other degree","East Germany","","","","","","","","","","","","","",""
"1984","Other degree","West Germany","40.63","40","1022","35","40","42","50","80","40.05","41.21","2","80","40","40"
"1984","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1984","secondary school degree","West Germany","39.97","40","1152","20","40","45","52","75","39.24","40.7","1","80","40","40"
"1985","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1985","college entrance qualification","West Germany","40.14","41","745","19","40","48","55","70","39.13","41.15","2","80","40","42"
"1985","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1985","lower secondary degree","West Germany","39.23","40","2770","20","40","45","50","70","38.75","39.71","1","80","40","40"
"1985","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","West Germany","38.33","40","483","16","40","40","48","70","37.45","39.21","1","80","40","40"
"1985","Other degree","East Germany","","","","","","","","","","","","","",""
"1985","Other degree","West Germany","40.38","40","816","35","40","44","50","72","39.62","41.14","1","80","40","40"
"1985","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1985","secondary school degree","West Germany","40.03","40","1123","20","40","45","50","70","39.3","40.76","1","80","40","40"
"1986","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1986","college entrance qualification","West Germany","41.48","41","745","22","40","48","56","70","40.53","42.43","1","80","40","42"
"1986","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1986","lower secondary degree","West Germany","39.53","40","2663","20","39","45","55","72","39.05","40.01","1","80","40","40"
"1986","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","West Germany","38.7","40","443","30","39","42","50","62","37.76","39.64","2","80","40","40"
"1986","Other degree","East Germany","","","","","","","","","","","","","",""
"1986","Other degree","West Germany","40.63","40","804","38","40","43","50","70","39.92","41.34","1","80","40","40"
"1986","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1986","secondary school degree","West Germany","40.37","40","1085","24","40","45","50","70","39.68","41.06","1","80","40","40"
"1987","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1987","college entrance qualification","West Germany","40.25","40","768","19","39","46","55","72","39.3","41.2","1","80","40","41"
"1987","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1987","lower secondary degree","West Germany","39.14","40","2683","20","38","44","50","70","38.69","39.59","1","80","40","40"
"1987","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","West Germany","37.37","40","453","17","38","40","50","68","36.45","38.29","2","80","40","40"
"1987","Other degree","East Germany","","","","","","","","","","","","","",""
"1987","Other degree","West Germany","40.6","40","787","38","39","40","48","70","40.02","41.18","5","80","40","40"
"1987","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1987","secondary school degree","West Germany","39.85","40","1115","22","39","44","50","70","39.18","40.52","1","80","40","40"
"1988","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1988","college entrance qualification","West Germany","40.22","40","750","20","39","48","53","65","39.3","41.14","1","70","40","42"
"1988","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1988","lower secondary degree","West Germany","38.67","40","2523","20","38","44","50","72","38.17","39.17","1","80","40","40"
"1988","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1988","no degree/no degree yet","West Germany","37.36","40","393","20","38","42","46","60","36.35","38.37","1","70","40","40"
"1988","Other degree","East Germany","","","","","","","","","","","","","",""
"1988","Other degree","West Germany","39.29","40","731","35","38","41","50","60","38.56","40.02","1","80","40","40"
"1988","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1988","secondary school degree","West Germany","39.08","40","1101","20","38","44","50","70","38.37","39.79","1","77","40","40"
"1989","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1989","college entrance qualification","West Germany","40.8","41","758","20","39","47","52","70","39.91","41.69","2","80","40","42"
"1989","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1989","lower secondary degree","West Germany","39.67","40","2477","21","38","45","50","70","39.21","40.13","1","80","40","40"
"1989","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1989","no degree/no degree yet","West Germany","37","40","382","21","38","40","45","60","35.99","38.01","2","80","39","40"
"1989","Other degree","East Germany","","","","","","","","","","","","","",""
"1989","Other degree","West Germany","39.96","40","708","35","38","42","49","71","39.29","40.63","1","80","40","40"
"1989","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1989","secondary school degree","West Germany","39.83","40","1082","23","38","44","50","65","39.2","40.46","2","80","40","40"
"1990","college entrance qualification","East Germany","46.36","48.92","424","35","43","51","55","70","45.5","47.22","10","75","47","50"
"1990","college entrance qualification","West Germany","39.59","40","764","20","38.5","45","50","65","38.72","40.46","0.2","80","40","41"
"1990","lower secondary degree","East Germany","44.98","48","1075","30","40","51","55","70","44.36","45.6","4","80","46","48"
"1990","lower secondary degree","West Germany","38.75","40","2410","20","37.5","44","50","75","38.27","39.23","0.5","80","39.5","40"
"1990","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1990","no degree/no degree yet","West Germany","37.44","39","359","22","37.5","40","45","60","36.45","38.43","3","80","38.5","39"
"1990","Other degree","East Germany","48.52","48","34","30","43","51","70","80","44.11","52.93","22","80","45","51"
"1990","Other degree","West Germany","39.07","39.5","689","32","37.5","40","46","65","38.42","39.72","3","80","39","40"
"1990","secondary school degree","East Germany","45.96","48","1641","35","40","51","53","70","45.52","46.4","2","80","46","48"
"1990","secondary school degree","West Germany","39.26","40","1072","21","38","43","50","70","38.61","39.91","2","80","39.5","40"
"1991","college entrance qualification","East Germany","43.1","41","352","28","40","50","60","75","41.88","44.32","1","80","40","44"
"1991","college entrance qualification","West Germany","39.84","40","813","20","38","45","53","70","38.98","40.7","1.5","80","40","40"
"1991","lower secondary degree","East Germany","39.8","40","719","25","40","43.8","50","70","39","40.6","4","80","40","40"
"1991","lower secondary degree","West Germany","38.78","40","2443","20","37.5","44","50","72","38.3","39.26","0.2","80","39","40"
"1991","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","West Germany","35.48","38.5","371","10","37","40","45","60","34.33","36.63","2","72","38","38.5"
"1991","Other degree","East Germany","","","","","","","","","","","","","",""
"1991","Other degree","West Germany","39.24","39.16","686","35","37.5","40","47","66","38.57","39.91","4","80","38.5","40"
"1991","secondary school degree","East Germany","41.48","40","1377","30","40","45","50","72.5","40.97","41.99","1","80","40","40"
"1991","secondary school degree","West Germany","38.84","40","1092","20","37.5","43","50","70","38.17","39.51","0.5","80","40","40"
"1992","college entrance qualification","East Germany","43.88","42","340","32","40","50","60","75","42.72","45.04","8","80","42","45"
