"plh0213","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","25","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","51","0.00916020644620013","0.00693175613234786","0.0113886567600524"
"1 Strongly disagree","2005","Single parent ","8","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","12","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","26","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","15","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","58","0.018632610334087","0.0137603748487201","0.0235048458194538"
"2 on scale 1-7 ","2005","(Married) couple without C. ","161","0.0255439937114031","0.0218535879278308","0.0292343994949754"
"2 on scale 1-7 ","2005","Single parent ","22","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","67","0.0183958168779774","0.0140706191380759","0.0227210146178788"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","79","0.0210149069745983","0.0163597751409954","0.0256700388082012"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","24","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","147","0.0538557737325748","0.0457224058765773","0.0619891415885724"
"3 on scale 1-7 ","2005","(Married) couple without C. ","421","0.0657258843291416","0.0599295425980439","0.0715222260602393"
"3 on scale 1-7 ","2005","Single parent ","56","0.0489944847205204","0.0362615454014544","0.0617274240395865"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","206","0.0596202682768837","0.0519990075151356","0.0672415290386317"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","189","0.0562957558138423","0.0488151634326652","0.0637763481950194"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","95","0.0595323812731111","0.0482976717901267","0.0707670907560954"
"4 on scale 1-7","2005","1-pers.-HH","375","0.123974210313901","0.112100136902675","0.135848283725128"
"4 on scale 1-7","2005","(Married) couple without C. ","930","0.132593405025528","0.124660706929118","0.140526103121938"
"4 on scale 1-7","2005","Single parent ","131","0.121976220708433","0.10267191085311","0.141280530563755"
"4 on scale 1-7","2005","Couple + C. LE 16 ","473","0.129500566081515","0.118693736367806","0.140307395795225"
"4 on scale 1-7","2005","Couple + C. GT 16 ","504","0.142728880028679","0.131376282671244","0.154081477386114"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","227","0.138846573349115","0.122428539531949","0.155264607166281"
"5 on scale 1-7","2005","1-pers.-HH","637","0.230577236530869","0.215400921301085","0.245753551760653"
"5 on scale 1-7","2005","(Married) couple without C. ","1676","0.231113532705468","0.221253181108428","0.240973884302507"
"5 on scale 1-7","2005","Single parent ","221","0.206829163288562","0.182937146530231","0.230721180046893"
"5 on scale 1-7","2005","Couple + C. LE 16 ","882","0.243296530496383","0.229486041735365","0.2571070192574"
"5 on scale 1-7","2005","Couple + C. GT 16 ","879","0.244186514233698","0.230243766640715","0.258129261826681"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","389","0.206859906034743","0.18762781927343","0.226091992796056"
"6 on scale 1-7","2005","1-pers.-HH","794","0.258046215393765","0.242280532660467","0.273811898127063"
"6 on scale 1-7","2005","(Married) couple without C. ","1859","0.264857756222614","0.254536307910782","0.275179204534446"
"6 on scale 1-7","2005","Single parent ","321","0.290476793899937","0.263697286890324","0.317256300909551"
"6 on scale 1-7","2005","Couple + C. LE 16 ","1063","0.280872135989365","0.266406563860881","0.295337708117849"
"6 on scale 1-7","2005","Couple + C. GT 16 ","1039","0.272385335081371","0.257936834088222","0.28683383607452"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","486","0.265337161946451","0.244374020161946","0.286300303730956"
"7 Strongly agree","2005","1-pers.-HH","923","0.305990078423931","0.289386101524269","0.322594055323593"
"7 Strongly agree","2005","(Married) couple without C. ","1923","0.271005221559646","0.260608422685271","0.28140202043402"
"7 Strongly agree","2005","Single parent ","345","0.305095641849832","0.277934747012639","0.332256536687025"
"7 Strongly agree","2005","Couple + C. LE 16 ","1005","0.264622202845511","0.250423566861758","0.278820838829264"
"7 Strongly agree","2005","Couple + C. GT 16 ","931","0.256316731057817","0.242146964589517","0.270486497526118"
"7 Strongly agree","2005","Couple + C. LE and GT 16","468","0.30306944134867","0.281248216525089","0.324890666172251"
"1 Strongly disagree","2006","1-pers.-HH","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Single parent ","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Single parent ","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Single parent ","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","1-pers.-HH","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Single parent ","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","1-pers.-HH","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Single parent ","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","1-pers.-HH","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Single parent ","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","1-pers.-HH","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Single parent ","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","1-pers.-HH","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Single parent ","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Single parent ","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Single parent ","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","1-pers.-HH","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Single parent ","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","1-pers.-HH","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","Single parent ","","","",""
"5 on scale 1-7","2007","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","1-pers.-HH","","","",""
"6 on scale 1-7","2007","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","Single parent ","","","",""
"6 on scale 1-7","2007","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","1-pers.-HH","","","",""
"7 Strongly agree","2007","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Single parent ","","","",""
"7 Strongly agree","2007","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","1-pers.-HH","","","",""
"1 Strongly disagree","2008","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Single parent ","","","",""
"1 Strongly disagree","2008","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Single parent ","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Single parent ","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","1-pers.-HH","","","",""
"4 on scale 1-7","2008","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Single parent ","","","",""
"4 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","1-pers.-HH","","","",""
"5 on scale 1-7","2008","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Single parent ","","","",""
"5 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","1-pers.-HH","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Single parent ","","","",""
"6 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","1-pers.-HH","","","",""
"7 Strongly agree","2008","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Single parent ","","","",""
"7 Strongly agree","2008","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","1-pers.-HH","19","","",""
"1 Strongly disagree","2009","(Married) couple without C. ","49","0.00810836115877271","0.00594983540807205","0.0102668869094734"
"1 Strongly disagree","2009","Single parent ","7","","",""
"1 Strongly disagree","2009","Couple + C. LE 16 ","12","","",""
"1 Strongly disagree","2009","Couple + C. GT 16 ","20","","",""
"1 Strongly disagree","2009","Couple + C. LE and GT 16","5","","",""
"2 on scale 1-7 ","2009","1-pers.-HH","76","0.0262531758555872","0.0204077162989589","0.0320986354122155"
"2 on scale 1-7 ","2009","(Married) couple without C. ","161","0.0287324732585827","0.0247116543179119","0.0327532921992536"
"2 on scale 1-7 ","2009","Single parent ","20","","",""
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","67","0.0298150267123677","0.023567627899537","0.0360624255251983"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","81","0.0301897075706004","0.0242152739940287","0.036164141147172"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","27","","",""
"3 on scale 1-7 ","2009","1-pers.-HH","174","0.0630186573868558","0.0541347350383258","0.0719025797353859"
"3 on scale 1-7 ","2009","(Married) couple without C. ","464","0.0741780001700989","0.0678704620248989","0.0804855383152989"
