"plh0213","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","West Germany","","","",""
"1 Strongly disagree","2005","(0) in school","East Germany","1","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","West Germany","4","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","West Germany","24","","",""
"1 Strongly disagree","2005","(1b) general elementary school","East Germany","5","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","West Germany","47","0.0120358949448182","0.00889184176020936","0.015179948129427"
"1 Strongly disagree","2005","(1c) basic vocational qualification","East Germany","14","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","East Germany","2","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","West Germany","11","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","East Germany","6","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","West Germany","4","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","West Germany","3","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","East Germany","2","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","West Germany","4","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","East Germany","1","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","West Germany","9","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","East Germany","2","","",""
"2 on scale 1-7 ","2005","(0) in school","West Germany","11","","",""
"2 on scale 1-7 ","2005","(0) in school","East Germany","3","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","18","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","1","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","West Germany","63","0.0375798096114325","0.0284007664147574","0.0467588528081076"
"2 on scale 1-7 ","2005","(1b) general elementary school","East Germany","4","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","West Germany","115","0.0245933970737892","0.0201277724566761","0.0290590216909024"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","East Germany","27","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","West Germany","6","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","East Germany","1","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","41","0.0101368736167875","0.0066101056124302","0.0136636416211447"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","28","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","West Germany","6","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","2","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","17","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","6","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","17","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","7","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","36","0.0258544885340914","0.0187650373509148","0.032943939717268"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","11","","",""
"3 on scale 1-7 ","2005","(0) in school","West Germany","21","","",""
"3 on scale 1-7 ","2005","(0) in school","East Germany","13","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","25","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","","","",""
