"plh0213","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","32","0.00458264374976742","0.0031052200477999","0.00606006745173495","1"
"1 Strongly disagree","2005","Part Time","19","","","","1"
"1 Strongly disagree","2005","Not Working","90","0.0130837422013632","0.0105708078844922","0.0155966765182343","1"
"2 on scale 1-7 ","2005","Full Time","146","0.0172444405198367","0.0143967570249261","0.0200921240147474","2"
"2 on scale 1-7 ","2005","Not Working","212","0.0261758337722111","0.0226450954432207","0.0297065721012014","2"
"2 on scale 1-7 ","2005","Part Time","70","0.0170651529677755","0.013407712830319","0.0207225931052319","2"
"3 on scale 1-7 ","2005","Full Time","424","0.0618503214749594","0.0565810392912415","0.0671196036586772","3"
"3 on scale 1-7 ","2005","Part Time","214","0.0433247468029506","0.0375755118861643","0.0490739817197369","3"
"3 on scale 1-7 ","2005","Not Working","528","0.0675637126131847","0.0620130947045141","0.0731143305218552","3"
"4 on scale 1-7","2005","Full Time","1048","0.12950215237408","0.122157575967135","0.136846728781025","4"
"4 on scale 1-7","2005","Not Working","1142","0.142010225535296","0.134290962126037","0.149729488944555","4"
"4 on scale 1-7","2005","Part Time","521","0.113504983584209","0.104547100657678","0.12246286651074","4"
"5 on scale 1-7","2005","Full Time","1936","0.24290325477249","0.233522521971776","0.252283987573204","5"
"5 on scale 1-7","2005","Part Time","1068","0.215013039721321","0.203411292771816","0.226614786670825","5"
"5 on scale 1-7","2005","Not Working","1802","0.230452947052965","0.221140073224234","0.239765820881697","5"
"6 on scale 1-7","2005","Not Working","1997","0.244077569606127","0.234578577044881","0.253576562167373","6"
"6 on scale 1-7","2005","Part Time","1455","0.298957894880415","0.286029731477464","0.311886058283367","6"
"6 on scale 1-7","2005","Full Time","2246","0.274503481521977","0.264741544445849","0.284265418598104","6"
"7 Strongly agree","2005","Not Working","2084","0.276635969218853","0.266743430125579","0.286528508312127","7"
"7 Strongly agree","2005","Full Time","2196","0.26941370558689","0.259708829108837","0.279118582064942","7"
"7 Strongly agree","2005","Part Time","1470","0.307683731225978","0.294650133781544","0.320717328670411","7"
"1 Strongly disagree","2006","Full Time","","","","","1"
"1 Strongly disagree","2006","Part Time","","","","","1"
"1 Strongly disagree","2006","Not Working","","","","","1"
"2 on scale 1-7 ","2006","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Part Time","","","","","2"
"3 on scale 1-7 ","2006","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Not Working","","","","","3"
"4 on scale 1-7","2006","Not Working","","","","","4"
"4 on scale 1-7","2006","Full Time","","","","","4"
"4 on scale 1-7","2006","Part Time","","","","","4"
"5 on scale 1-7","2006","Not Working","","","","","5"
"5 on scale 1-7","2006","Full Time","","","","","5"
"5 on scale 1-7","2006","Part Time","","","","","5"
"6 on scale 1-7","2006","Not Working","","","","","6"
