"plh0213","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","lower secondary degree","18","","",""
"1 Strongly disagree","2005","Full Time","secondary school degree","6","","",""
"1 Strongly disagree","2005","Full Time","college entrance qualification","4","","",""
"1 Strongly disagree","2005","Full Time","Other degree","2","","",""
"1 Strongly disagree","2005","Full Time","no degree/no degree yet","2","","",""
"1 Strongly disagree","2005","Part Time","lower secondary degree","8","","",""
"1 Strongly disagree","2005","Part Time","secondary school degree","1","","",""
"1 Strongly disagree","2005","Part Time","college entrance qualification","4","","",""
"1 Strongly disagree","2005","Part Time","Other degree","6","","",""
"1 Strongly disagree","2005","Part Time","no degree/no degree yet","","","",""
"1 Strongly disagree","2005","Not Working","lower secondary degree","55","0.0160644963042061","0.0120448617080396","0.0200841309003725"
"1 Strongly disagree","2005","Not Working","secondary school degree","13","","",""
"1 Strongly disagree","2005","Not Working","college entrance qualification","11","","",""
"1 Strongly disagree","2005","Not Working","Other degree","6","","",""
"1 Strongly disagree","2005","Not Working","no degree/no degree yet","3","","",""
"2 on scale 1-7 ","2005","Full Time","lower secondary degree","46","0.0213415561868442","0.0150219976861084","0.02766111468758"
"2 on scale 1-7 ","2005","Full Time","secondary school degree","38","0.0118259902146577","0.00787721211079642","0.015774768318519"
"2 on scale 1-7 ","2005","Full Time","college entrance qualification","45","0.0171765922010371","0.0121581870240875","0.0221949973779867"
"2 on scale 1-7 ","2005","Full Time","Other degree","13","","",""
"2 on scale 1-7 ","2005","Full Time","no degree/no degree yet","1","","",""
"2 on scale 1-7 ","2005","Part Time","lower secondary degree","19","","",""
"2 on scale 1-7 ","2005","Part Time","secondary school degree","22","","",""
"2 on scale 1-7 ","2005","Part Time","college entrance qualification","17","","",""
"2 on scale 1-7 ","2005","Part Time","Other degree","5","","",""
"2 on scale 1-7 ","2005","Part Time","no degree/no degree yet","5","","",""
"2 on scale 1-7 ","2005","Not Working","lower secondary degree","116","0.0308096251747789","0.0252848137796638","0.036334436569894"
"2 on scale 1-7 ","2005","Not Working","secondary school degree","21","","",""
"2 on scale 1-7 ","2005","Not Working","college entrance qualification","24","","",""
"2 on scale 1-7 ","2005","Not Working","Other degree","21","","",""
"2 on scale 1-7 ","2005","Not Working","no degree/no degree yet","27","","",""
"3 on scale 1-7 ","2005","Full Time","lower secondary degree","96","0.0585699522920893","0.0483018642078372","0.0688380403763414"
"3 on scale 1-7 ","2005","Full Time","secondary school degree","133","0.0508415220736329","0.0428172453714652","0.0588657987758006"
