"plh0213","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Urban Area","19","","",""
"1 Strongly disagree","2005","16-34 y.","Rural Area","7","","",""
"1 Strongly disagree","2005","35-65 y.","Urban Area","52","0.00784991130997947","0.00589053967939844","0.00980928294056051"
"1 Strongly disagree","2005","35-65 y.","Rural Area","22","","",""
"1 Strongly disagree","2005","66 and older","Urban Area","28","","",""
"1 Strongly disagree","2005","66 and older","Rural Area","13","","",""
"2 on scale 1-7 ","2005","16-34 y.","Urban Area","56","0.0163099552101347","0.0121473839560906","0.0204725264641788"
"2 on scale 1-7 ","2005","16-34 y.","Rural Area","40","0.0190008375907408","0.0126314683334348","0.0253702068480468"
"2 on scale 1-7 ","2005","35-65 y.","Urban Area","152","0.0178828250875947","0.01494046737549","0.0208251827996994"
"2 on scale 1-7 ","2005","35-65 y.","Rural Area","61","0.0179743425234765","0.0137579049885536","0.0221907800583994"
"2 on scale 1-7 ","2005","66 and older","Urban Area","87","0.0353556789241606","0.0281294626250921","0.0425818952232292"
"2 on scale 1-7 ","2005","66 and older","Rural Area","32","0.0245587408853796","0.0160194457729659","0.0330980359977933"
"3 on scale 1-7 ","2005","16-34 y.","Urban Area","189","0.0597208520392132","0.0519333610244271","0.0675083430539993"
"3 on scale 1-7 ","2005","16-34 y.","Rural Area","104","0.0575233359125894","0.0466607538353165","0.0683859179898623"
"3 on scale 1-7 ","2005","35-65 y.","Urban Area","408","0.0581218644714321","0.0529271356718984","0.0633165932709658"
"3 on scale 1-7 ","2005","35-65 y.","Rural Area","203","0.0569868485366491","0.0496297945715769","0.0643439025017213"
"3 on scale 1-7 ","2005","66 and older","Urban Area","172","0.0658864723599499","0.0561792334395912","0.0755937112803087"
"3 on scale 1-7 ","2005","66 and older","Rural Area","90","0.067555113317624","0.053708004254257","0.0814022223809909"
"4 on scale 1-7","2005","16-34 y.","Urban Area","406","0.113334026304573","0.102916458434148","0.123751594174999"
"4 on scale 1-7","2005","16-34 y.","Rural Area","241","0.1420887463077","0.125800408799157","0.158377083816244"
"4 on scale 1-7","2005","35-65 y.","Urban Area","1007","0.128508947301044","0.121078860245295","0.135939034356793"
"4 on scale 1-7","2005","35-65 y.","Rural Area","510","0.138818664667055","0.12784557363142","0.149791755702691"
"4 on scale 1-7","2005","66 and older","Urban Area","346","0.126626459108936","0.113613981144162","0.139638937073709"
"4 on scale 1-7","2005","66 and older","Rural Area","201","0.166780382162227","0.14621339678746","0.187347367536994"
"5 on scale 1-7","2005","16-34 y.","Urban Area","782","0.217225956103179","0.203674679022025","0.230777233184333"
"5 on scale 1-7","2005","16-34 y.","Rural Area","414","0.23605273623721","0.216241483176651","0.255863989297768"
"5 on scale 1-7","2005","35-65 y.","Urban Area","1818","0.236620052924098","0.227183966710321","0.246056139137874"
"5 on scale 1-7","2005","35-65 y.","Rural Area","916","0.232047475864498","0.218650296955005","0.245444654773992"
"5 on scale 1-7","2005","66 and older","Urban Area","566","0.228338430885044","0.211913607724751","0.244763254045337"
"5 on scale 1-7","2005","66 and older","Rural Area","310","0.242720493164645","0.219066757528924","0.266374228800367"
"6 on scale 1-7","2005","16-34 y.","Urban Area","1046","0.298278275532048","0.283243414051274","0.313313137012821"
"6 on scale 1-7","2005","16-34 y.","Rural Area","510","0.27364826155735","0.252849112224793","0.294447410889906"
"6 on scale 1-7","2005","35-65 y.","Urban Area","2197","0.271869247975569","0.261990987297419","0.281747508653719"
"6 on scale 1-7","2005","35-65 y.","Rural Area","1070","0.275161590303758","0.260988248799904","0.289334931807612"
"6 on scale 1-7","2005","66 and older","Urban Area","594","0.23742188491548","0.220772419126657","0.254071350704302"
"6 on scale 1-7","2005","66 and older","Rural Area","281","0.209620756433068","0.187163674744111","0.232077838122024"
"7 Strongly agree","2005","16-34 y.","Urban Area","1059","0.290019673834408","0.275107428311107","0.304931919357709"
"7 Strongly agree","2005","16-34 y.","Rural Area","449","0.267042236020222","0.246402450078847","0.287682021961597"
"7 Strongly agree","2005","35-65 y.","Urban Area","2159","0.279147150930283","0.269187693896144","0.289106607964422"
"7 Strongly agree","2005","35-65 y.","Rural Area","1032","0.273167985540046","0.259026674628878","0.287309296451214"
"7 Strongly agree","2005","66 and older","Urban Area","716","0.293626247625058","0.275806051702429","0.311446443547687"
"7 Strongly agree","2005","66 and older","Rural Area","335","0.274259448013573","0.249645010956724","0.298873885070421"
"1 Strongly disagree","2006","16-34 y.","Urban Area","","","",""
"1 Strongly disagree","2006","16-34 y.","Rural Area","","","",""
"1 Strongly disagree","2006","35-65 y.","Urban Area","","","",""
"1 Strongly disagree","2006","35-65 y.","Rural Area","","","",""
"1 Strongly disagree","2006","66 and older","Urban Area","","","",""
"1 Strongly disagree","2006","66 and older","Rural Area","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Urban Area","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Rural Area","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Urban Area","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Rural Area","","","",""
"2 on scale 1-7 ","2006","66 and older","Urban Area","","","",""
"2 on scale 1-7 ","2006","66 and older","Rural Area","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Urban Area","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Rural Area","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Urban Area","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Rural Area","","","",""
"3 on scale 1-7 ","2006","66 and older","Urban Area","","","",""
"3 on scale 1-7 ","2006","66 and older","Rural Area","","","",""
"4 on scale 1-7","2006","16-34 y.","Urban Area","","","",""
"4 on scale 1-7","2006","16-34 y.","Rural Area","","","",""
"4 on scale 1-7","2006","35-65 y.","Urban Area","","","",""
"4 on scale 1-7","2006","35-65 y.","Rural Area","","","",""
"4 on scale 1-7","2006","66 and older","Urban Area","","","",""
"4 on scale 1-7","2006","66 and older","Rural Area","","","",""
"5 on scale 1-7","2006","16-34 y.","Urban Area","","","",""
"5 on scale 1-7","2006","16-34 y.","Rural Area","","","",""
"5 on scale 1-7","2006","35-65 y.","Urban Area","","","",""
"5 on scale 1-7","2006","35-65 y.","Rural Area","","","",""
"5 on scale 1-7","2006","66 and older","Urban Area","","","",""
"5 on scale 1-7","2006","66 and older","Rural Area","","","",""
"6 on scale 1-7","2006","16-34 y.","Urban Area","","","",""
"6 on scale 1-7","2006","16-34 y.","Rural Area","","","",""
"6 on scale 1-7","2006","35-65 y.","Urban Area","","","",""
"6 on scale 1-7","2006","35-65 y.","Rural Area","","","",""
