"plh0213","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","Male","23","","",""
"1 Strongly disagree","2005","Full Time","Female","9","","",""
"1 Strongly disagree","2005","Part Time","Male","10","","",""
"1 Strongly disagree","2005","Part Time","Female","9","","",""
"1 Strongly disagree","2005","Not Working","Male","45","0.0164489558351652","0.0120127708522761","0.0208851408180542"
"1 Strongly disagree","2005","Not Working","Female","45","0.0108847360348035","0.00791737620212703","0.0138520958674799"
"2 on scale 1-7 ","2005","Full Time","Male","124","0.0217828571988424","0.0178716963907921","0.0256940180068926"
"2 on scale 1-7 ","2005","Full Time","Female","22","","",""
"2 on scale 1-7 ","2005","Part Time","Male","30","0.0235577270379241","0.015573066538724","0.0315423875371242"
"2 on scale 1-7 ","2005","Part Time","Female","40","0.0139503357984833","0.0100258798587734","0.0178747917381932"
"2 on scale 1-7 ","2005","Not Working","Male","117","0.0363913360473044","0.0298601602089044","0.0429225118857045"
"2 on scale 1-7 ","2005","Not Working","Female","95","0.0195004915972608","0.0155460580573614","0.0234549251371601"
"3 on scale 1-7 ","2005","Full Time","Male","342","0.0712434850328753","0.0643513444082961","0.0781356256574544"
"3 on scale 1-7 ","2005","Full Time","Female","82","0.0419670085968073","0.0343713026268265","0.0495627145667881"
"3 on scale 1-7 ","2005","Part Time","Male","92","0.0631721743673848","0.0503648243284654","0.0759795244063042"
"3 on scale 1-7 ","2005","Part Time","Female","122","0.0338029288804996","0.0277558204476949","0.0398500373133043"
"3 on scale 1-7 ","2005","Not Working","Male","279","0.0886154425044641","0.0787037557968529","0.0985271292120752"
"3 on scale 1-7 ","2005","Not Working","Female","249","0.0538074139393992","0.0473546074533864","0.060260220425412"
"4 on scale 1-7","2005","Full Time","Male","797","0.143529690234725","0.134135536880633","0.152923843588818"
"4 on scale 1-7","2005","Full Time","Female","251","0.0998088629435682","0.0884541587218542","0.111163567165282"
"4 on scale 1-7","2005","Part Time","Male","188","0.132547214664278","0.11469571517691","0.150398714151647"
"4 on scale 1-7","2005","Part Time","Female","333","0.104369459265351","0.0941391468630839","0.114599771667619"
"4 on scale 1-7","2005","Not Working","Male","493","0.152656896581841","0.140113074302333","0.165200718861349"
"4 on scale 1-7","2005","Not Working","Female","649","0.135053135189077","0.125278853283159","0.144827417094995"
"5 on scale 1-7","2005","Full Time","Male","1358","0.246819603587361","0.23526726405531","0.258371943119413"
"5 on scale 1-7","2005","Full Time","Female","578","0.234613184196593","0.218560760994353","0.250665607398832"
