"plh0213","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Male","45","0.0164489558351652","0.0120127708522761","0.0208851408180542"
"1 Strongly disagree","2005","Not Employed","Female","45","0.0108847360348035","0.00791737620212703","0.0138520958674799"
"1 Strongly disagree","2005","Employed","Male","33","0.00465161243714359","0.00302679662252632","0.00627642825176086"
"1 Strongly disagree","2005","Employed","Female","18","","",""
"2 on scale 1-7 ","2005","Not Employed","Male","117","0.0363913360473044","0.0298601602089044","0.0429225118857045"
"2 on scale 1-7 ","2005","Not Employed","Female","95","0.0195004915972608","0.0155460580573614","0.0234549251371601"
"2 on scale 1-7 ","2005","Employed","Male","154","0.0221808774603771","0.0186641926812774","0.0256975622394768"
"2 on scale 1-7 ","2005","Employed","Female","62","0.0111761082854665","0.00853975654603256","0.0138124600249005"
"3 on scale 1-7 ","2005","Not Employed","Male","279","0.0886154425044641","0.0787037557968529","0.0985271292120752"
"3 on scale 1-7 ","2005","Not Employed","Female","249","0.0538074139393992","0.0473546074533864","0.060260220425412"
"3 on scale 1-7 ","2005","Employed","Male","434","0.0694334676945511","0.0633636875627213","0.075503247826381"
"3 on scale 1-7 ","2005","Employed","Female","204","0.0373907494242609","0.0326329549544326","0.0421485438940892"
"4 on scale 1-7","2005","Not Employed","Male","493","0.152656896581841","0.140113074302333","0.165200718861349"
"4 on scale 1-7","2005","Not Employed","Female","649","0.135053135189077","0.125278853283159","0.144827417094995"
"4 on scale 1-7","2005","Employed","Male","985","0.141066834817052","0.13275480745152","0.149378862182583"
"4 on scale 1-7","2005","Employed","Female","584","0.102365240572776","0.0947632966201221","0.109967184525431"
"5 on scale 1-7","2005","Not Employed","Male","753","0.231847213335765","0.217128604162105","0.246565822509425"
"5 on scale 1-7","2005","Not Employed","Female","1049","0.229541860718682","0.217515249175484","0.24156847226188"
"5 on scale 1-7","2005","Employed","Male","1678","0.236656996407986","0.226507736923514","0.246806255892458"
"5 on scale 1-7","2005","Employed","Female","1326","0.227259942530082","0.2167505712317","0.237769313828463"
"6 on scale 1-7","2005","Not Employed","Male","729","0.230447590571904","0.215760113042107","0.245135068101701"
"6 on scale 1-7","2005","Not Employed","Female","1268","0.252984109044003","0.24055186999304","0.265416348094967"
"6 on scale 1-7","2005","Employed","Male","1828","0.275818105922475","0.265146002275186","0.286490209569764"
"6 on scale 1-7","2005","Employed","Female","1873","0.293210818713578","0.281794304577941","0.304627332849215"
"7 Strongly agree","2005","Not Employed","Male","742","0.243592565123556","0.228621526285097","0.258563603962015"
"7 Strongly agree","2005","Not Employed","Female","1342","0.298228253476774","0.285145169072029","0.311311337881519"
"7 Strongly agree","2005","Employed","Male","1625","0.250192105260416","0.239849579232429","0.260534631288402"
"7 Strongly agree","2005","Employed","Female","2041","0.324206849692096","0.312468242700443","0.335945456683749"
"1 Strongly disagree","2006","Not Employed","Male","","","",""
"1 Strongly disagree","2006","Not Employed","Female","","","",""
"1 Strongly disagree","2006","Employed","Male","","","",""
"1 Strongly disagree","2006","Employed","Female","","","",""
"2 on scale 1-7 ","2006","Not Employed","Male","","","",""
"2 on scale 1-7 ","2006","Not Employed","Female","","","",""
"2 on scale 1-7 ","2006","Employed","Male","","","",""
"2 on scale 1-7 ","2006","Employed","Female","","","",""
"3 on scale 1-7 ","2006","Not Employed","Male","","","",""
"3 on scale 1-7 ","2006","Not Employed","Female","","","",""
"3 on scale 1-7 ","2006","Employed","Male","","","",""
"3 on scale 1-7 ","2006","Employed","Female","","","",""
"4 on scale 1-7","2006","Not Employed","Male","","","",""
"4 on scale 1-7","2006","Not Employed","Female","","","",""
"4 on scale 1-7","2006","Employed","Male","","","",""
"4 on scale 1-7","2006","Employed","Female","","","",""
"5 on scale 1-7","2006","Not Employed","Male","","","",""
"5 on scale 1-7","2006","Not Employed","Female","","","",""
"5 on scale 1-7","2006","Employed","Male","","","",""
"5 on scale 1-7","2006","Employed","Female","","","",""
"6 on scale 1-7","2006","Not Employed","Male","","","",""
"6 on scale 1-7","2006","Not Employed","Female","","","",""
"6 on scale 1-7","2006","Employed","Male","","","",""
"6 on scale 1-7","2006","Employed","Female","","","",""
"7 Strongly agree","2006","Not Employed","Male","","","",""
"7 Strongly agree","2006","Not Employed","Female","","","",""
"7 Strongly agree","2006","Employed","Male","","","",""
"7 Strongly agree","2006","Employed","Female","","","",""
"1 Strongly disagree","2007","Not Employed","Male","","","",""
"1 Strongly disagree","2007","Not Employed","Female","","","",""
"1 Strongly disagree","2007","Employed","Male","","","",""
"1 Strongly disagree","2007","Employed","Female","","","",""
"2 on scale 1-7 ","2007","Not Employed","Male","","","",""
"2 on scale 1-7 ","2007","Not Employed","Female","","","",""
"2 on scale 1-7 ","2007","Employed","Male","","","",""
"2 on scale 1-7 ","2007","Employed","Female","","","",""
"3 on scale 1-7 ","2007","Not Employed","Male","","","",""
"3 on scale 1-7 ","2007","Not Employed","Female","","","",""
"3 on scale 1-7 ","2007","Employed","Male","","","",""
"3 on scale 1-7 ","2007","Employed","Female","","","",""
"4 on scale 1-7","2007","Not Employed","Male","","","",""
"4 on scale 1-7","2007","Not Employed","Female","","","",""
"4 on scale 1-7","2007","Employed","Male","","","",""
"4 on scale 1-7","2007","Employed","Female","","","",""
"5 on scale 1-7","2007","Not Employed","Male","","","",""
"5 on scale 1-7","2007","Not Employed","Female","","","",""
"5 on scale 1-7","2007","Employed","Male","","","",""
"5 on scale 1-7","2007","Employed","Female","","","",""
"6 on scale 1-7","2007","Not Employed","Male","","","",""
"6 on scale 1-7","2007","Not Employed","Female","","","",""
"6 on scale 1-7","2007","Employed","Male","","","",""
"6 on scale 1-7","2007","Employed","Female","","","",""
"7 Strongly agree","2007","Not Employed","Male","","","",""
"7 Strongly agree","2007","Not Employed","Female","","","",""
"7 Strongly agree","2007","Employed","Male","","","",""
"7 Strongly agree","2007","Employed","Female","","","",""
"1 Strongly disagree","2008","Not Employed","Male","","","",""
"1 Strongly disagree","2008","Not Employed","Female","","","",""
"1 Strongly disagree","2008","Employed","Male","","","",""
"1 Strongly disagree","2008","Employed","Female","","","",""
"2 on scale 1-7 ","2008","Not Employed","Male","","","",""
"2 on scale 1-7 ","2008","Not Employed","Female","","","",""
"2 on scale 1-7 ","2008","Employed","Male","","","",""
"2 on scale 1-7 ","2008","Employed","Female","","","",""
"3 on scale 1-7 ","2008","Not Employed","Male","","","",""
"3 on scale 1-7 ","2008","Not Employed","Female","","","",""
"3 on scale 1-7 ","2008","Employed","Male","","","",""
"3 on scale 1-7 ","2008","Employed","Female","","","",""
"4 on scale 1-7","2008","Not Employed","Male","","","",""
"4 on scale 1-7","2008","Not Employed","Female","","","",""
"4 on scale 1-7","2008","Employed","Male","","","",""
"4 on scale 1-7","2008","Employed","Female","","","",""
"5 on scale 1-7","2008","Not Employed","Male","","","",""
"5 on scale 1-7","2008","Not Employed","Female","","","",""
"5 on scale 1-7","2008","Employed","Male","","","",""
"5 on scale 1-7","2008","Employed","Female","","","",""
"6 on scale 1-7","2008","Not Employed","Male","","","",""
"6 on scale 1-7","2008","Not Employed","Female","","","",""
"6 on scale 1-7","2008","Employed","Male","","","",""
"6 on scale 1-7","2008","Employed","Female","","","",""
"7 Strongly agree","2008","Not Employed","Male","","","",""
"7 Strongly agree","2008","Not Employed","Female","","","",""
"7 Strongly agree","2008","Employed","Male","","","",""
"7 Strongly agree","2008","Employed","Female","","","",""
"1 Strongly disagree","2009","Not Employed","Male","33","0.0158946502844818","0.0112965087078255","0.0204927918611381"
"1 Strongly disagree","2009","Not Employed","Female","28","","",""
"1 Strongly disagree","2009","Employed","Male","38","0.00662251853967628","0.00452625850744135","0.0087187785719112"
"1 Strongly disagree","2009","Employed","Female","18","","",""
"2 on scale 1-7 ","2009","Not Employed","Male","93","0.0370955698558097","0.0301471081218186","0.0440440315898007"
"2 on scale 1-7 ","2009","Not Employed","Female","94","0.0270859510843132","0.0220203163686143","0.0321515858000121"
"2 on scale 1-7 ","2009","Employed","Male","188","0.0378969359141066","0.0329619120765891","0.0428319597516241"
"2 on scale 1-7 ","2009","Employed","Female","64","0.0130188290682867","0.0100121147489849","0.0160255433875884"
"3 on scale 1-7 ","2009","Not Employed","Male","269","0.0954637500665452","0.0846601552549592","0.106267344878131"
"3 on scale 1-7 ","2009","Not Employed","Female","217","0.0582122784928461","0.0509057951511012","0.0655187618345909"
"3 on scale 1-7 ","2009","Employed","Male","466","0.0733956445806302","0.0666556628350882","0.0801356263261721"
"3 on scale 1-7 ","2009","Employed","Female","238","0.0524489505072091","0.046535765332488","0.0583621356819301"
"4 on scale 1-7","2009","Not Employed","Male","493","0.185229797100158","0.170947138717934","0.199512455482381"
"4 on scale 1-7","2009","Not Employed","Female","537","0.144773007135879","0.133792836612779","0.155753177658978"
"4 on scale 1-7","2009","Employed","Male","922","0.16734742919199","0.157699861301904","0.176994997082075"
"4 on scale 1-7","2009","Employed","Female","644","0.124862913418192","0.116094792182949","0.133631034653436"
"5 on scale 1-7","2009","Not Employed","Male","711","0.245734469803554","0.229906280895405","0.261562658711704"
"5 on scale 1-7","2009","Not Employed","Female","875","0.21415131208301","0.201350001830934","0.226952622335086"
"5 on scale 1-7","2009","Employed","Male","1410","0.242656988986671","0.231577515555437","0.253736462417906"
"5 on scale 1-7","2009","Employed","Female","1189","0.22490147715718","0.213826919762899","0.23597603455146"
"6 on scale 1-7","2009","Not Employed","Male","655","0.210712708116944","0.195719347944192","0.225706068289696"
"6 on scale 1-7","2009","Not Employed","Female","1073","0.258085495546921","0.244430759262822","0.271740231831019"
"6 on scale 1-7","2009","Employed","Male","1485","0.258228500012498","0.24691717281997","0.269539827205025"
"6 on scale 1-7","2009","Employed","Female","1587","0.272488219792965","0.260678335287051","0.284298104298879"
"7 Strongly agree","2009","Not Employed","Male","588","0.209869054772507","0.194897745118189","0.224840364426825"
"7 Strongly agree","2009","Not Employed","Female","1121","0.289598227778184","0.275444378868571","0.303752076687798"
"7 Strongly agree","2009","Employed","Male","1242","0.213851982774428","0.203254927257716","0.22444903829114"
"7 Strongly agree","2009","Employed","Female","1720","0.309303731779973","0.297043804212024","0.321563659347922"
"1 Strongly disagree","2010","Not Employed","Male","","","",""
"1 Strongly disagree","2010","Not Employed","Female","","","",""
"1 Strongly disagree","2010","Employed","Male","","","",""
"1 Strongly disagree","2010","Employed","Female","","","",""
"2 on scale 1-7 ","2010","Not Employed","Male","","","",""
"2 on scale 1-7 ","2010","Not Employed","Female","","","",""
