"plh0213","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Urban Area","60","0.0123802865297081","0.00937543415646347","0.0153851389029527"
"1 Strongly disagree","2005","Not Employed","Rural Area","30","0.014634061072725","0.0100646453617268","0.0192034767837233"
"1 Strongly disagree","2005","Employed","Urban Area","39","0.00544294964798295","0.00389307565496383","0.00699282364100206"
"1 Strongly disagree","2005","Employed","Rural Area","12","","",""
"2 on scale 1-7 ","2005","Not Employed","Urban Area","149","0.0279236180736144","0.02344649577952","0.0324007403677088"
"2 on scale 1-7 ","2005","Not Employed","Rural Area","63","0.0223239592409274","0.0167023252993757","0.0279455931824791"
"2 on scale 1-7 ","2005","Employed","Urban Area","146","0.0168703898531442","0.0141574989464661","0.0195832807598223"
"2 on scale 1-7 ","2005","Employed","Rural Area","70","0.0178584604905431","0.0138474499516367","0.0218694710294494"
"3 on scale 1-7 ","2005","Not Employed","Urban Area","347","0.0667675898364139","0.0599842953252639","0.0735508843475639"
"3 on scale 1-7 ","2005","Not Employed","Rural Area","181","0.0693182569497804","0.0596532119571517","0.0789833019424091"
"3 on scale 1-7 ","2005","Employed","Urban Area","422","0.0558367726795515","0.0510000846337262","0.0606734607253768"
"3 on scale 1-7 ","2005","Employed","Rural Area","216","0.052697171805507","0.0459303798341883","0.0594639637768257"
"4 on scale 1-7","2005","Not Employed","Urban Area","740","0.136300351232744","0.126976554948001","0.145624147517488"
"4 on scale 1-7","2005","Not Employed","Rural Area","402","0.154593997677642","0.140837482127266","0.168350513228018"
"4 on scale 1-7","2005","Employed","Urban Area","1019","0.116180739576589","0.109430593342267","0.122930885810911"
"4 on scale 1-7","2005","Employed","Rural Area","550","0.139680034888735","0.129181180251646","0.150178889525823"
"5 on scale 1-7","2005","Not Employed","Urban Area","1156","0.226124713534244","0.214757018323533","0.237492408744956"
"5 on scale 1-7","2005","Not Employed","Rural Area","646","0.239991774265696","0.223740523541136","0.256243024990256"
"5 on scale 1-7","2005","Employed","Urban Area","2010","0.232435715336427","0.223538108896109","0.241333321776745"
"5 on scale 1-7","2005","Employed","Rural Area","994","0.232268941814866","0.219479697605394","0.245058186024338"
"6 on scale 1-7","2005","Not Employed","Urban Area","1324","0.247675474764384","0.235945231220927","0.25940571830784"
