"plh0213","year","e11102","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","90","0.0130837422013632","0.0105708078844922","0.0155966765182343"
"1 Strongly disagree","2005","Employed","51","0.00453278497592959","0.00337113021605444","0.00569443973580474"
"2 on scale 1-7 ","2005","Not Employed","212","0.0261758337722111","0.0226450954432207","0.0297065721012014"
"2 on scale 1-7 ","2005","Employed","216","0.0171768192230944","0.0149298863154887","0.0194237521307"
"3 on scale 1-7 ","2005","Not Employed","528","0.0675637126131847","0.0620130947045141","0.0731143305218552"
"3 on scale 1-7 ","2005","Employed","638","0.0548630913643562","0.050925156432286","0.0588010262964263"
"4 on scale 1-7","2005","Not Employed","1142","0.142010225535296","0.134290962126037","0.149729488944555"
"4 on scale 1-7","2005","Employed","1569","0.123468552799872","0.117779460674559","0.129157644925185"
"5 on scale 1-7","2005","Not Employed","1802","0.230452947052965","0.221140073224234","0.239765820881697"
"5 on scale 1-7","2005","Employed","3004","0.232383994029061","0.225080071576931","0.23968791648119"
"6 on scale 1-7","2005","Not Employed","1997","0.244077569606127","0.234578577044881","0.253576562167373"
"6 on scale 1-7","2005","Employed","3701","0.283726872233488","0.275930894302558","0.291522850164419"
"7 Strongly agree","2005","Not Employed","2084","0.276635969218853","0.266743430125579","0.286528508312127"
"7 Strongly agree","2005","Employed","3666","0.283847885374199","0.276050903805277","0.29164486694312"
"1 Strongly disagree","2006","Not Employed","","","",""
"1 Strongly disagree","2006","Employed","","","",""
"2 on scale 1-7 ","2006","Not Employed","","","",""
"2 on scale 1-7 ","2006","Employed","","","",""
"3 on scale 1-7 ","2006","Not Employed","","","",""
"3 on scale 1-7 ","2006","Employed","","","",""
"4 on scale 1-7","2006","Not Employed","","","",""
"4 on scale 1-7","2006","Employed","","","",""
"5 on scale 1-7","2006","Not Employed","","","",""
"5 on scale 1-7","2006","Employed","","","",""
"6 on scale 1-7","2006","Not Employed","","","",""
"6 on scale 1-7","2006","Employed","","","",""
"7 Strongly agree","2006","Not Employed","","","",""
"7 Strongly agree","2006","Employed","","","",""
"1 Strongly disagree","2007","Not Employed","","","",""
"1 Strongly disagree","2007","Employed","","","",""
