"plh0213","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","no migration background","17","","",""
"1 Strongly disagree","2005","1-pers.-HH","direct migration background","6","","",""
"1 Strongly disagree","2005","1-pers.-HH","indirect migration background","2","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","no migration background","41","0.00914322395678384","0.00677494793019934","0.0115114999833683"
"1 Strongly disagree","2005","(Married) couple without C. ","direct migration background","9","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","indirect migration background","1","","",""
"1 Strongly disagree","2005","Single parent ","no migration background","4","","",""
"1 Strongly disagree","2005","Single parent ","direct migration background","4","","",""
"1 Strongly disagree","2005","Single parent ","indirect migration background","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","no migration background","7","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","direct migration background","5","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","no migration background","20","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","direct migration background","5","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","indirect migration background","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","no migration background","10","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","direct migration background","4","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","no migration background","54","0.0197217643827101","0.0144308951326251","0.025012633632795"
"2 on scale 1-7 ","2005","1-pers.-HH","direct migration background","4","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","130","0.0230792107039916","0.0193431205281721","0.0268153008798111"
"2 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","30","0.0446673987245474","0.0293754894753142","0.0599593079737805"
"2 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","Single parent ","no migration background","20","","",""
"2 on scale 1-7 ","2005","Single parent ","direct migration background","","","",""
"2 on scale 1-7 ","2005","Single parent ","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","51","0.0189665380626539","0.0140878127256634","0.0238452633996445"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","13","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","3","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","54","0.0175286125163111","0.0128606115916229","0.0221966134409993"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","19","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","6","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","15","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","8","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","1","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","no migration background","124","0.0514909262587581","0.043081515559158","0.0599003369583581"
"3 on scale 1-7 ","2005","1-pers.-HH","direct migration background","20","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","350","0.0604051017891217","0.0544774274847774","0.066332776093466"
"3 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","64","0.0999915078862806","0.077784300695496","0.122198715077065"
"3 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","7","","",""
"3 on scale 1-7 ","2005","Single parent ","no migration background","42","0.0454389620766158","0.0318401256851893","0.0590377984680423"
"3 on scale 1-7 ","2005","Single parent ","direct migration background","12","","",""
"3 on scale 1-7 ","2005","Single parent ","indirect migration background","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","153","0.054144969825558","0.0460509964433303","0.0622389432077857"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","45","0.0976601597040766","0.0723634500273985","0.122956869380755"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","8","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","155","0.0565198729730094","0.0483056937498294","0.0647340521961895"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","23","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","11","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","69","0.0596637889766225","0.0467581964721472","0.0725693814810978"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","21","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","5","","",""
"4 on scale 1-7","2005","1-pers.-HH","no migration background","329","0.12175791723144","0.109314628085604","0.134201206377275"
"4 on scale 1-7","2005","1-pers.-HH","direct migration background","35","0.151543946270704","0.103275409568539","0.199812482972869"
"4 on scale 1-7","2005","1-pers.-HH","indirect migration background","11","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","no migration background","810","0.133550662030714","0.125086737002212","0.142014587059216"
"4 on scale 1-7","2005","(Married) couple without C. ","direct migration background","108","0.131382118312608","0.106374542459012","0.156389694166204"
"4 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","12","","",""
"4 on scale 1-7","2005","Single parent ","no migration background","111","0.127525048096378","0.105744945193629","0.149305150999127"
"4 on scale 1-7","2005","Single parent ","direct migration background","16","","",""
"4 on scale 1-7","2005","Single parent ","indirect migration background","4","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","388","0.138211986228304","0.125868338935191","0.150555633521416"
"4 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","72","0.107383584755251","0.0810007389924707","0.13376643051803"
"4 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","13","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","420","0.146791517527106","0.134202980264488","0.159380054789723"
"4 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","67","0.144865363105749","0.110544599891974","0.179186126319524"
"4 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","17","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","163","0.130310109633073","0.111967876091365","0.14865234317478"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","40","0.14175420206884","0.101116542578451","0.18239186155923"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","24","","",""
"5 on scale 1-7","2005","1-pers.-HH","no migration background","588","0.237076102756255","0.220892919017004","0.253259286495506"
"5 on scale 1-7","2005","1-pers.-HH","direct migration background","37","0.179781857670405","0.12809051917121","0.2314731961696"
"5 on scale 1-7","2005","1-pers.-HH","indirect migration background","12","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","no migration background","1500","0.233470431614981","0.222944571423122","0.243996291806841"
