"plh0213","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","West Germany","70","0.00726479281118382","0.0057816103707733","0.00874797525159433","1"
"1 Strongly disagree","2005","no migration background","East Germany","32","0.00698357818771088","0.00465380829187746","0.00931334808354431","1"
"1 Strongly disagree","2005","direct migration background","West Germany","32","0.0124184030759474","0.00785969585170655","0.0169771103001882","1"
"1 Strongly disagree","2005","direct migration background","East Germany","1","","","","1"
"1 Strongly disagree","2005","indirect migration background","West Germany","6","","","","1"
"1 Strongly disagree","2005","indirect migration background","East Germany","","","","","1"
"2 on scale 1-7 ","2005","direct migration background","West Germany","76","0.0264278928023337","0.0198249480929415","0.0330308375117259","2"
"2 on scale 1-7 ","2005","no migration background","West Germany","245","0.0207030577081064","0.0182162586619005","0.0231898567543123","2"
"2 on scale 1-7 ","2005","indirect migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2005","no migration background","East Germany","91","0.0184712692904679","0.014704268665998","0.0222382699149378","2"
"2 on scale 1-7 ","2005","direct migration background","East Germany","2","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","West Germany","14","","","","2"
"3 on scale 1-7 ","2005","indirect migration background","West Germany","33","0.0386400835684445","0.0252593179345798","0.0520208492023092","3"
"3 on scale 1-7 ","2005","no migration background","West Germany","661","0.0562677521376372","0.0522431734125089","0.0602923308627654","3"
"3 on scale 1-7 ","2005","direct migration background","East Germany","8","","","","3"
"3 on scale 1-7 ","2005","direct migration background","West Germany","193","0.0907850514788639","0.0789583730941451","0.102611729863583","3"
"3 on scale 1-7 ","2005","no migration background","East Germany","267","0.055924759891058","0.0494963852096046","0.0623531345725115","3"
"3 on scale 1-7 ","2005","indirect migration background","East Germany","4","","","","3"
"4 on scale 1-7","2005","indirect migration background","East Germany","4","","","","4"
"4 on scale 1-7","2005","no migration background","East Germany","635","0.136012816480337","0.126422357746182","0.145603275214491","4"
"4 on scale 1-7","2005","direct migration background","West Germany","346","0.129498452512156","0.115677454832783","0.14331945019153","4"
"4 on scale 1-7","2005","indirect migration background","West Germany","81","0.106583871786321","0.0851603152147193","0.128007428357923","4"
"4 on scale 1-7","2005","no migration background","West Germany","1630","0.130940454313727","0.125048926458876","0.136831982168577","4"
"4 on scale 1-7","2005","direct migration background","East Germany","15","","","","4"
"5 on scale 1-7","2005","indirect migration background","East Germany","11","","","","5"
"5 on scale 1-7","2005","direct migration background","East Germany","20","","","","5"
"5 on scale 1-7","2005","indirect migration background","West Germany","180","0.208783437277592","0.180566190465957","0.237000684089226","5"
"5 on scale 1-7","2005","no migration background","West Germany","2966","0.234950146502263","0.227545591307406","0.242354701697121","5"
"5 on scale 1-7","2005","no migration background","East Germany","1146","0.231514466996514","0.219713903953602","0.243315030039426","5"
"5 on scale 1-7","2005","direct migration background","West Germany","483","0.222383532401153","0.205265400529417","0.239501664272889","5"
"6 on scale 1-7","2005","indirect migration background","East Germany","6","","","","6"
"6 on scale 1-7","2005","direct migration background","West Germany","551","0.241928788475679","0.224300055140929","0.259557521810429","6"
"6 on scale 1-7","2005","indirect migration background","West Germany","216","0.275303879152032","0.244293786483478","0.306313971820585","6"
"6 on scale 1-7","2005","no migration background","West Germany","3498","0.271385363415562","0.263619166416685","0.27915156041444","6"
"6 on scale 1-7","2005","direct migration background","East Germany","31","0.324490565442186","0.232265867744135","0.416715263140236","6"
"6 on scale 1-7","2005","no migration background","East Germany","1396","0.270677298340207","0.258246998732425","0.28310759794799","6"
"7 Strongly agree","2005","indirect migration background","East Germany","10","","","","7"
"7 Strongly agree","2005","indirect migration background","West Germany","267","0.346023665538591","0.312997903457058","0.379049427620125","7"
"7 Strongly agree","2005","direct migration background","West Germany","586","0.276557879253867","0.25814518911827","0.294970569389464","7"
"7 Strongly agree","2005","direct migration background","East Germany","22","","","","7"
"7 Strongly agree","2005","no migration background","West Germany","3524","0.27848843311152","0.270659700207868","0.286317166015172","7"
"7 Strongly agree","2005","no migration background","East Germany","1341","0.280415810813705","0.267848629854161","0.29298299177325","7"
"1 Strongly disagree","2006","no migration background","East Germany","","","","","1"
"1 Strongly disagree","2006","direct migration background","West Germany","","","","","1"
"1 Strongly disagree","2006","direct migration background","East Germany","","","","","1"
"1 Strongly disagree","2006","indirect migration background","West Germany","","","","","1"
"1 Strongly disagree","2006","indirect migration background","East Germany","","","","","1"
"1 Strongly disagree","2006","no migration background","West Germany","","","","","1"
"2 on scale 1-7 ","2006","no migration background","West Germany","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","West Germany","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2006","no migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","West Germany","","","","","2"
"3 on scale 1-7 ","2006","indirect migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","West Germany","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","West Germany","","","","","3"
"3 on scale 1-7 ","2006","no migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2006","no migration background","West Germany","","","","","3"
"4 on scale 1-7","2006","no migration background","East Germany","","","","","4"
"4 on scale 1-7","2006","no migration background","West Germany","","","","","4"
"4 on scale 1-7","2006","indirect migration background","East Germany","","","","","4"
"4 on scale 1-7","2006","indirect migration background","West Germany","","","","","4"
"4 on scale 1-7","2006","direct migration background","East Germany","","","","","4"
"4 on scale 1-7","2006","direct migration background","West Germany","","","","","4"
"5 on scale 1-7","2006","indirect migration background","East Germany","","","","","5"
"5 on scale 1-7","2006","indirect migration background","West Germany","","","","","5"
"5 on scale 1-7","2006","direct migration background","West Germany","","","","","5"
"5 on scale 1-7","2006","direct migration background","East Germany","","","","","5"
"5 on scale 1-7","2006","no migration background","West Germany","","","","","5"
"5 on scale 1-7","2006","no migration background","East Germany","","","","","5"
"6 on scale 1-7","2006","indirect migration background","East Germany","","","","","6"
"6 on scale 1-7","2006","direct migration background","West Germany","","","","","6"
"6 on scale 1-7","2006","indirect migration background","West Germany","","","","","6"
"6 on scale 1-7","2006","direct migration background","East Germany","","","","","6"
"6 on scale 1-7","2006","no migration background","East Germany","","","","","6"
"6 on scale 1-7","2006","no migration background","West Germany","","","","","6"
"7 Strongly agree","2006","indirect migration background","East Germany","","","","","7"
"7 Strongly agree","2006","direct migration background","West Germany","","","","","7"
"7 Strongly agree","2006","direct migration background","East Germany","","","","","7"
"7 Strongly agree","2006","indirect migration background","West Germany","","","","","7"
"7 Strongly agree","2006","no migration background","West Germany","","","","","7"
"7 Strongly agree","2006","no migration background","East Germany","","","","","7"
"1 Strongly disagree","2007","no migration background","West Germany","","","","","1"
"1 Strongly disagree","2007","no migration background","East Germany","","","","","1"
"1 Strongly disagree","2007","direct migration background","West Germany","","","","","1"
"1 Strongly disagree","2007","direct migration background","East Germany","","","","","1"
"1 Strongly disagree","2007","indirect migration background","West Germany","","","","","1"
