"plh0213","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","1-pers.-HH","5","","","","1"
"1 Strongly disagree","2005","Full Time","(Married) couple without C. ","5","","","","1"
"1 Strongly disagree","2005","Full Time","Single parent ","1","","","","1"
"1 Strongly disagree","2005","Full Time","Couple + C. LE 16 ","5","","","","1"
"1 Strongly disagree","2005","Full Time","Couple + C. GT 16 ","9","","","","1"
"1 Strongly disagree","2005","Full Time","Couple + C. LE and GT 16","6","","","","1"
"1 Strongly disagree","2005","Part Time","1-pers.-HH","1","","","","1"
"1 Strongly disagree","2005","Part Time","(Married) couple without C. ","5","","","","1"
"1 Strongly disagree","2005","Part Time","Single parent ","2","","","","1"
"1 Strongly disagree","2005","Part Time","Couple + C. LE 16 ","3","","","","1"
"1 Strongly disagree","2005","Part Time","Couple + C. GT 16 ","4","","","","1"
"1 Strongly disagree","2005","Part Time","Couple + C. LE and GT 16","3","","","","1"
"1 Strongly disagree","2005","Not Working","1-pers.-HH","19","","","","1"
"1 Strongly disagree","2005","Not Working","(Married) couple without C. ","41","0.0122436898113819","0.00859464940918461","0.0158927302135792","1"
"1 Strongly disagree","2005","Not Working","Single parent ","5","","","","1"
"1 Strongly disagree","2005","Not Working","Couple + C. LE 16 ","4","","","","1"
"1 Strongly disagree","2005","Not Working","Couple + C. GT 16 ","13","","","","1"
"1 Strongly disagree","2005","Not Working","Couple + C. LE and GT 16","6","","","","1"
"2 on scale 1-7 ","2005","Not Working","Single parent ","12","","","","2"
"2 on scale 1-7 ","2005","Full Time","1-pers.-HH","19","","","","2"
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE and GT 16","8","","","","2"
"2 on scale 1-7 ","2005","Full Time","(Married) couple without C. ","44","0.0190026098758938","0.0134952855899779","0.0245099341618098","2"
"2 on scale 1-7 ","2005","Full Time","Single parent ","6","","","","2"
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE 16 ","37","0.0172601322475289","0.0112995350775653","0.0232207294174925","2"
"2 on scale 1-7 ","2005","Full Time","Couple + C. GT 16 ","27","","","","2"
"2 on scale 1-7 ","2005","Part Time","1-pers.-HH","4","","","","2"
"2 on scale 1-7 ","2005","Part Time","(Married) couple without C. ","21","","","","2"
"2 on scale 1-7 ","2005","Part Time","Single parent ","4","","","","2"
